time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965210,359891,410635,4.25,243,10,3,1980-01-06T03:06:50,1633357452.286728,2021-10-04T17:24:12
315965245,432363,445811,2.375,41,10,3,1980-01-06T03:07:25,1633357487.799353,2021-10-04T17:24:47
315965251,433393,451746,2.125,93,10,3,1980-01-06T03:07:31,1633357494.007933,2021-10-04T17:24:54
315965340,776335,541017,2.0625,99,10,3,1980-01-06T03:09:00,1633357582.866384,2021-10-04T17:26:22
315965361,855890,562120,1.9375,29,10,3,1980-01-06T03:09:21,1633357604.882484,2021-10-04T17:26:44
315965374,945514,575289,1.6875,143,10,3,1980-01-06T03:09:34,1633357618.0235488,2021-10-04T17:26:58
315965388,935593,589175,1.4375,7,10,3,1980-01-06T03:09:48,1633357631.527945,2021-10-04T17:27:11
315965404,167527,604175,1.375,137,10,3,1980-01-06T03:10:04,1633357645.3150718,2021-10-04T17:27:25
315965471,397418,671423,0.125,211,10,3,1980-01-06T03:11:11,1633357713.595185,2021-10-04T17:28:33
315965575,885149,775880,-2.25,99,10,3,1980-01-06T03:12:55,1633357817.964972,2021-10-04T17:30:17
315965604,104226,803985,-3.0,87,10,3,1980-01-06T03:13:24,1633357844.88816,2021-10-04T17:30:44
315965665,454444,865335,-5.125,109,10,3,1980-01-06T03:14:25,1633357907.157929,2021-10-04T17:31:47
315965686,580907,886552,-6.1875,39,10,3,1980-01-06T03:14:46,1633357929.0440838,2021-10-04T17:32:09
315965740,924123,940804,-8.5,255,10,3,1980-01-06T03:15:40,1633357982.1129289,2021-10-04T17:33:02
315965755,55426,954961,-8.875,123,10,3,1980-01-06T03:15:55,1633357997.943904,2021-10-04T17:33:17
315965775,244418,975207,-9.9375,39,10,3,1980-01-06T03:16:15,1633358017.761229,2021-10-04T17:33:37
315965830,512148,1030378,-11.75,9,10,3,1980-01-06T03:17:10,1633358072.8178608,2021-10-04T17:34:32
315965895,792248,1095729,-14.3125,67,10,3,1980-01-06T03:18:15,1633358137.8196719,2021-10-04T17:35:37
315965929,267610,1128968,-15.8125,101,10,3,1980-01-06T03:18:49,1633358170.988445,2021-10-04T17:36:10
315966151,641383,1351225,-26.375,243,10,3,1980-01-06T03:22:31,1633358394.333345,2021-10-04T17:39:54
315966250,396790,1449754,-31.9375,79,10,3,1980-01-06T03:24:10,1633358491.20644,2021-10-04T17:41:31
