time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965239,183000,440064,5.875,147,12,0,1980-01-06T03:07:19,1633357482.131592,2021-10-04T17:24:42
315965287,77000,488064,4.625,69,12,0,1980-01-06T03:08:07,1633357530.057724,2021-10-04T17:25:30
315965556,101000,757067,0.9375,212,12,0,1980-01-06T03:12:36,1633357798.622956,2021-10-04T17:29:58
315965584,172000,785065,0.375,66,12,0,1980-01-06T03:13:04,1633357825.4278078,2021-10-04T17:30:25
315965625,75000,826067,-0.5,43,12,0,1980-01-06T03:13:45,1633357867.461508,2021-10-04T17:31:07
315965701,17000,902065,-2.5,219,12,0,1980-01-06T03:15:01,1633357943.328853,2021-10-04T17:32:23
315965728,929000,930066,-3.375,215,12,0,1980-01-06T03:15:28,1633357972.3047118,2021-10-04T17:32:52
315965743,37000,944067,-3.6875,85,12,0,1980-01-06T03:15:43,1633357985.411521,2021-10-04T17:33:05
315965777,40000,978069,-4.625,29,12,0,1980-01-06T03:16:17,1633358018.941596,2021-10-04T17:33:38
315965804,979000,1006068,-5.625,168,12,0,1980-01-06T03:16:44,1633358047.676776,2021-10-04T17:34:07
315965845,731000,1047067,-7.1875,61,12,0,1980-01-06T03:17:25,1633358087.619372,2021-10-04T17:34:47
315965860,913000,1062067,-7.75,18,12,0,1980-01-06T03:17:40,1633358103.379701,2021-10-04T17:35:03
315965916,971000,1118065,-9.0,221,12,0,1980-01-06T03:18:36,1633358159.056397,2021-10-04T17:35:59
315966271,569000,1473067,-23.875,101,12,0,1980-01-06T03:24:31,1633358514.121644,2021-10-04T17:41:54
