time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965207,380300,407807,364,364,13065,13065,0,0,4793,4793,4793,4793,0,0,3115,34,7908,4793,364,0,1,0,0,0,3114,0,0,0,220,13,0,1980-01-06T03:06:47,1633357451.084589,2021-10-04T17:24:11
315965234,380300,434807,388,388,13940,13940,0,0,5114,5114,5114,5114,0,0,3324,34,8438,5114,388,0,1,0,0,0,3323,0,0,0,29,13,0,1980-01-06T03:07:14,1633357479.754381,2021-10-04T17:24:39
315965276,380300,476807,426,426,15299,15299,0,0,5612,5612,5612,5612,0,0,3649,34,9261,5612,426,0,1,0,0,0,3648,0,0,0,15,13,0,1980-01-06T03:07:56,1633357520.0891,2021-10-04T17:25:20
315965801,775600,1001807,901,901,32314,32314,0,0,11842,11842,11842,11842,0,0,7729,34,19571,11842,901,0,1,0,0,0,7728,0,0,0,101,13,0,1980-01-06T03:16:41,1633358043.767613,2021-10-04T17:34:03
315965828,775600,1028807,925,925,33191,33191,0,0,12163,12163,12163,12163,0,0,7940,34,20103,12163,925,0,1,0,0,0,7939,0,0,0,166,13,0,1980-01-06T03:17:08,1633358072.8178608,2021-10-04T17:34:32
