time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965240,145000,441069,7.1875,156,12,1,1980-01-06T03:07:20,1633357482.131592,2021-10-04T17:24:42
315965350,50000,551069,5.875,61,12,1,1980-01-06T03:09:10,1633357592.980501,2021-10-04T17:26:32
315965536,293000,737068,3.0625,226,12,1,1980-01-06T03:12:16,1633357779.236652,2021-10-04T17:29:39
315965564,82000,765071,2.625,66,12,1,1980-01-06T03:12:44,1633357806.0436208,2021-10-04T17:30:06
315965585,132000,786068,2.25,77,12,1,1980-01-06T03:13:05,1633357828.677024,2021-10-04T17:30:28
315965667,986000,869072,0.625,178,12,1,1980-01-06T03:14:27,1633357911.45484,2021-10-04T17:31:51
315965701,982000,903071,-0.375,228,12,1,1980-01-06T03:15:01,1633357944.540108,2021-10-04T17:32:24
315965736,945000,938070,-1.0625,32,12,1,1980-01-06T03:15:36,1633357979.7856078,2021-10-04T17:32:59
315965751,53000,952070,-1.375,161,12,1,1980-01-06T03:15:51,1633357993.387228,2021-10-04T17:33:13
315965799,831000,1001069,-2.75,110,12,1,1980-01-06T03:16:39,1633358042.008029,2021-10-04T17:34:02
315965812,991000,1014070,-3.25,21,12,1,1980-01-06T03:16:52,1633358055.1639879,2021-10-04T17:34:15
315965861,879000,1063071,-4.9375,29,12,1,1980-01-06T03:17:41,1633358104.584949,2021-10-04T17:35:04
315965897,795000,1099071,-5.625,246,12,1,1980-01-06T03:18:17,1633358139.552109,2021-10-04T17:35:39
315966217,656000,1419069,-17.625,56,12,1,1980-01-06T03:23:37,1633358459.064581,2021-10-04T17:40:59
