time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965195,338649,395593,nan,nan,119,10,3,1980-01-06T03:06:35,1633357438.0083208,2021-10-04T17:23:58
315965202,809626,402943,0.0054931640625,7.619999885559082,181,10,3,1980-01-06T03:06:42,1633357444.816648,2021-10-04T17:24:04
315965208,629481,408763,0.00457763671875,7.708000183105469,233,10,3,1980-01-06T03:06:48,1633357451.084589,2021-10-04T17:24:11
315965236,509477,436643,nan,nan,221,10,3,1980-01-06T03:07:16,1633357480.381717,2021-10-04T17:24:40
315965249,569605,449703,0.0054931640625,7.699999809265137,79,10,3,1980-01-06T03:07:29,1633357493.3696918,2021-10-04T17:24:53
315965277,622460,477756,nan,nan,67,10,3,1980-01-06T03:07:57,1633357520.0891,2021-10-04T17:25:20
315965298,399614,498533,0.00457763671875,7.688000202178955,249,10,3,1980-01-06T03:08:18,1633357541.978389,2021-10-04T17:25:41
315965470,110152,669976,nan,nan,201,10,3,1980-01-06T03:11:10,1633357712.490512,2021-10-04T17:28:32
315965573,647767,773426,nan,nan,85,10,3,1980-01-06T03:12:53,1633357817.469241,2021-10-04T17:30:17
315965636,354267,836093,-0.01922607421875,7.6479997634887695,117,10,3,1980-01-06T03:13:56,1633357879.2713969,2021-10-04T17:31:19
315965677,416822,877156,0.00457763671875,7.360000133514404,219,10,3,1980-01-06T03:14:37,1633357919.609377,2021-10-04T17:31:59
315965821,959226,1021673,0.00457763671875,7.576000213623047,193,10,3,1980-01-06T03:17:01,1633358065.998512,2021-10-04T17:34:25
315965821,959226,1021673,0.00457763671875,7.576000213623047,193,10,3,1980-01-06T03:17:01,1633358066.289525,2021-10-04T17:34:26
315965829,261980,1028976,0.00457763671875,7.644000053405762,5,10,3,1980-01-06T03:17:09,1633358072.171928,2021-10-04T17:34:32
315966213,137537,1412356,0.003662109375,7.296000003814697,15,10,3,1980-01-06T03:23:33,1633358453.954624,2021-10-04T17:40:53
315966262,777214,1461996,-0.00457763671875,7.251999855041504,189,10,3,1980-01-06T03:24:22,1633358503.8849518,2021-10-04T17:41:43
