time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965202,342513,402633,4.5,173,10,1,1980-01-06T03:06:42,1633357444.816648,2021-10-04T17:24:04
315965208,359746,408642,4.375,225,10,1,1980-01-06T03:06:48,1633357451.084589,2021-10-04T17:24:11
315965244,432066,444705,2.5,29,10,1,1980-01-06T03:07:24,1633357487.2166119,2021-10-04T17:24:47
315965250,439642,450711,2.0625,81,10,1,1980-01-06T03:07:30,1633357493.3696918,2021-10-04T17:24:53
315965278,622386,478914,1.4375,69,10,1,1980-01-06T03:07:58,1633357520.0891,2021-10-04T17:25:20
315965285,622948,485914,1.625,131,10,1,1980-01-06T03:08:05,1633357526.812425,2021-10-04T17:25:26
315965360,858404,561113,1.6875,17,10,1,1980-01-06T03:09:20,1633357604.260969,2021-10-04T17:26:44
315965457,407507,657485,0.75,89,10,1,1980-01-06T03:10:57,1633357699.405156,2021-10-04T17:28:19
315965471,397418,671413,0.5,209,10,1,1980-01-06T03:11:11,1633357713.0582879,2021-10-04T17:28:33
315965547,677741,747605,-2.375,105,10,1,1980-01-06T03:12:27,1633357788.442829,2021-10-04T17:29:48
315965554,685008,754610,-2.5,167,10,1,1980-01-06T03:12:34,1633357797.542796,2021-10-04T17:29:57
315965604,104226,803985,-3.3125,85,10,1,1980-01-06T03:13:24,1633357844.88816,2021-10-04T17:30:44
315965665,454444,865335,-6.8125,107,10,1,1980-01-06T03:14:25,1633357906.618417,2021-10-04T17:31:46
315965705,647031,905536,-7.8125,203,10,1,1980-01-06T03:15:05,1633357948.4299998,2021-10-04T17:32:28
315965740,924123,940804,-8.25,253,10,1,1980-01-06T03:15:40,1633357982.1129289,2021-10-04T17:33:02
315965740,924123,940804,-8.25,253,10,1,1980-01-06T03:15:40,1633357984.4713929,2021-10-04T17:33:04
315965755,55426,954961,-8.875,121,10,1,1980-01-06T03:15:55,1633357997.943904,2021-10-04T17:33:17
315965775,244418,975207,-9.75,37,10,1,1980-01-06T03:16:15,1633358017.761229,2021-10-04T17:33:37
315965802,309728,1002164,-11.25,19,10,1,1980-01-06T03:16:42,1633358043.767613,2021-10-04T17:34:03
315965830,512148,1030377,-11.9375,7,10,1,1980-01-06T03:17:10,1633358072.8178608,2021-10-04T17:34:32
315966024,53787,1223645,-19.625,155,10,1,1980-01-06T03:20:24,1633358266.5593848,2021-10-04T17:37:46
