time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965239,988000,439770,13.589742660522461,3.2929999828338623,2.9832966327667236,158,11,0,1980-01-06T03:07:19,1633357482.131592,2021-10-04T17:24:42
315965248,500000,448275,12.71062183380127,3.2929999828338623,2.9832966327667236,119,11,0,1980-01-06T03:07:28,1633357492.832232,2021-10-04T17:24:52
315965332,727000,532418,14.761903762817383,3.2929999828338623,3.0026373863220215,213,11,0,1980-01-06T03:08:52,1633357574.798264,2021-10-04T17:26:14
315965471,114000,670666,11.831501007080078,3.2929999828338623,2.9832966327667236,134,11,0,1980-01-06T03:11:11,1633357712.490512,2021-10-04T17:28:32
315965545,392000,744870,10.659339904785156,3.2929999828338623,2.9800732135772705,229,11,0,1980-01-06T03:12:25,1633357787.242189,2021-10-04T17:29:47
315965703,129000,902451,5.67765474319458,3.2929999828338623,2.978461503982544,130,11,0,1980-01-06T03:15:03,1633357943.977005,2021-10-04T17:32:23
315965767,245000,966503,2.4542112350463867,3.2929999828338623,2.9736263751983643,223,11,0,1980-01-06T03:16:07,1633358009.7926478,2021-10-04T17:33:29
315965776,401000,975649,1.8681306838989258,3.2929999828338623,2.9800732135772705,201,11,0,1980-01-06T03:16:16,1633358017.761229,2021-10-04T17:33:37
315965813,43000,1012255,0.6959694623947144,3.2929999828338623,2.9736263751983643,105,11,0,1980-01-06T03:16:53,1633358055.1639879,2021-10-04T17:34:15
315965822,199000,1021402,0.4029291570186615,3.2929999828338623,2.9720144271850586,80,11,0,1980-01-06T03:17:02,1633358063.26014,2021-10-04T17:34:23
315965831,360000,1030553,-0.1831514537334442,3.2929999828338623,2.9832966327667236,58,11,0,1980-01-06T03:17:11,1633358073.3549318,2021-10-04T17:34:33
315965898,525000,1097651,-2.234433650970459,3.2929999828338623,2.9849085807800293,228,11,0,1980-01-06T03:18:18,1633358140.1724799,2021-10-04T17:35:40
315965917,854000,1116962,-3.406594753265381,3.2929999828338623,2.970402956008911,210,11,0,1980-01-06T03:18:37,1633358158.420825,2021-10-04T17:35:58
315966024,644000,1223649,-8.095239639282227,3.2909998893737793,2.963955879211426,75,11,0,1980-01-06T03:20:24,1633358266.5593848,2021-10-04T17:37:46
