time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965241,724900,442152,9.565680474159672,108153.50052977397,43.456005301071244,-553.4644775390625,113,13,2,1980-01-06T03:07:21,1633357483.3151078,2021-10-04T17:24:43
315965454,993200,655152,5.736652691572658,72128.16878561466,36.380790800962814,2777.277587890625,81,13,2,1980-01-06T03:10:54,1633357697.696264,2021-10-04T17:28:17
315965703,120200,903152,0.9953338581254684,93521.73162403949,31.97015681286715,670.8797607421875,208,13,2,1980-01-06T03:15:03,1633357944.540108,2021-10-04T17:32:24
315965827,120200,1027152,-2.239943196207969,99788.52225992,29.38979796977665,128.69537353515625,143,13,2,1980-01-06T03:17:07,1633358068.8940768,2021-10-04T17:34:28
315966155,391500,1355152,-12.30551174429711,60932.93282213428,24.658925807414725,4091.091552734375,195,13,2,1980-01-06T03:22:35,1633358396.735436,2021-10-04T17:39:56
315966261,641600,1461152,-16.300011036905904,62067.29912965722,23.35165607734123,3949.433837890625,174,13,2,1980-01-06T03:24:21,1633358502.7102878,2021-10-04T17:41:42
