time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965238,999000,439872,-1.527923583984375,7.863999843597412,145,12,0,1980-01-06T03:07:18,1633357481.5563328,2021-10-04T17:24:41
315965286,963000,487945,-1.33099365234375,7.863999843597412,65,12,0,1980-01-06T03:08:06,1633357530.057724,2021-10-04T17:25:30
315965300,375000,501293,-1.52197265625,7.855999946594238,244,12,0,1980-01-06T03:08:20,1633357543.1822798,2021-10-04T17:25:43
315965389,100000,590169,-1.38592529296875,7.875999927520752,172,12,0,1980-01-06T03:09:49,1633357631.527945,2021-10-04T17:27:11
315965500,721000,701621,-1.390960693359375,7.815999984741211,150,12,0,1980-01-06T03:11:40,1633357742.9247038,2021-10-04T17:29:02
315965576,863000,777764,-1.79296875,7.760000228881836,226,12,0,1980-01-06T03:12:56,1633357818.631093,2021-10-04T17:30:18
315965604,973000,805789,-1.5479736328125,7.796000003814697,61,12,0,1980-01-06T03:13:24,1633357847.6114209,2021-10-04T17:30:47
315965624,829000,825811,-1.57598876953125,7.815999984741211,41,12,0,1980-01-06T03:13:44,1633357867.461508,2021-10-04T17:31:07
315965666,184000,867196,-1.249969482421875,7.828000068664551,163,12,0,1980-01-06T03:14:26,1633357909.889329,2021-10-04T17:31:49
315965804,349000,1005416,-1.27496337890625,7.78000020980835,166,12,0,1980-01-06T03:16:44,1633358047.1070569,2021-10-04T17:34:07
315965859,639000,1060748,-1.23394775390625,7.76800012588501,8,12,0,1980-01-06T03:17:39,1633358103.379701,2021-10-04T17:35:03
315965910,275000,1111430,-1.97698974609375,7.567999839782715,145,12,0,1980-01-06T03:18:30,1633358151.5836918,2021-10-04T17:35:51
315966048,336000,1249511,-2.4609375,7.400000095367432,139,12,0,1980-01-06T03:20:48,1633358289.7443168,2021-10-04T17:38:09
