time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965245,432363,445811,1.875,42,10,4,1980-01-06T03:07:25,1633357487.799353,2021-10-04T17:24:47
315965361,855890,562120,1.5625,30,10,4,1980-01-06T03:09:21,1633357604.882484,2021-10-04T17:26:44
315965388,935593,589175,1.3125,8,10,4,1980-01-06T03:09:48,1633357631.527945,2021-10-04T17:27:11
315965472,397541,672415,-0.5625,222,10,4,1980-01-06T03:11:12,1633357713.595185,2021-10-04T17:28:33
315965568,817805,768753,-2.375,38,10,4,1980-01-06T03:12:48,1633357811.158232,2021-10-04T17:30:11
315965568,817805,768753,-2.375,38,10,4,1980-01-06T03:12:48,1633357811.453948,2021-10-04T17:30:11
315965604,104226,803986,-3.375,88,10,4,1980-01-06T03:13:24,1633357844.88816,2021-10-04T17:30:44
315965624,206947,824093,-4.0625,8,10,4,1980-01-06T03:13:44,1633357866.807608,2021-10-04T17:31:06
315965665,454444,865336,-5.25,110,10,4,1980-01-06T03:14:25,1633357907.157929,2021-10-04T17:31:47
315965748,4203,947884,-9.25,62,10,4,1980-01-06T03:15:48,1633357991.064208,2021-10-04T17:33:11
315965775,244418,975207,-10.125,40,10,4,1980-01-06T03:16:15,1633358017.761229,2021-10-04T17:33:37
315965830,512148,1030378,-12.125,10,10,4,1980-01-06T03:17:10,1633358073.3549318,2021-10-04T17:34:33
315965865,639498,1065506,-13.75,60,10,4,1980-01-06T03:17:45,1633358106.906949,2021-10-04T17:35:06
315965895,792248,1095729,-15.125,68,10,4,1980-01-06T03:18:15,1633358137.8196719,2021-10-04T17:35:37
315966151,641383,1351225,-28.4375,244,10,4,1980-01-06T03:22:31,1633358394.982653,2021-10-04T17:39:54
315966250,396790,1449754,-34.3125,80,10,4,1980-01-06T03:24:10,1633358491.20644,2021-10-04T17:41:31
315966297,674152,1497055,-38.5,234,10,4,1980-01-06T03:24:57,1633358540.071729,2021-10-04T17:42:20
