time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1633357039,634000,5180,11.5625,49,12,1,1970-01-01T03:00:01
1633357040,595000,5207,11.625,58,12,1,1970-01-01T03:00:04
1633357041,556000,6070,11.625,64,12,1,1970-01-01T03:00:05
1633357042,517000,7072,11.625,76,12,1,1980-01-06T03:00:04
1633357043,478000,8072,11.625,116,12,1,1980-01-06T03:00:05
1633357044,436000,9069,11.625,135,12,1,1980-01-06T03:00:06
1633357045,396000,10069,11.625,165,12,1,1980-01-06T03:00:07
1633357046,358000,11071,11.625,176,12,1,1980-01-06T03:00:08
1633357047,318000,12071,11.625,196,12,1,1980-01-06T03:00:09
1633357048,276000,13069,11.6875,224,12,1,1980-01-06T03:00:10
1633357049,236000,14069,11.625,234,12,1,1980-01-06T03:00:11
1633357050,198000,15070,11.6875,242,12,1,1980-01-06T03:00:12
1633357051,157000,16070,11.6875,252,12,1,1980-01-06T03:00:13
1633357052,424000,17072,11.6875,4,12,1,1980-01-06T03:00:14
1633357053,383000,18071,11.6875,14,12,1,1980-01-06T03:00:15
1633357054,341000,19069,11.6875,22,12,1,1980-01-06T03:00:16
1633357055,300000,20069,11.6875,32,12,1,1980-01-06T03:00:17
1633357056,262000,21071,11.6875,40,12,1,1980-01-06T03:00:18
1633357057,221000,22070,11.6875,50,12,1,1980-01-06T03:00:19
1633357058,183000,23072,11.6875,58,12,1,1980-01-06T03:00:20
1633357059,142000,24071,11.6875,68,12,1,1980-01-06T03:00:21
1633357060,408000,25069,11.6875,76,12,1,1980-01-06T03:00:22
1633357061,367000,26069,11.6875,86,12,1,1980-01-06T03:00:23
1633357062,329000,27071,11.6875,94,12,1,1980-01-06T03:00:24
1633357063,288000,28070,11.75,104,12,1,1980-01-06T03:00:25
1633357064,246000,29068,11.75,112,12,1,1980-01-06T03:00:26
1633357065,209000,30071,11.75,122,12,1,1980-01-06T03:00:27
1633357066,167000,31069,11.75,130,12,1,1980-01-06T03:00:28
1633357067,433000,32069,11.75,140,12,1,1980-01-06T03:00:29
1633357068,394000,33071,11.75,148,12,1,1980-01-06T03:00:30
1633357069,354000,34070,11.75,158,12,1,1980-01-06T03:00:31
1633357070,312000,35068,11.75,166,12,1,1980-01-06T03:00:32
1633357071,275000,36072,11.8125,176,12,1,1980-01-06T03:00:33
1633357072,233000,37070,11.8125,184,12,1,1980-01-06T03:00:34
1633357073,193000,38069,11.8125,194,12,1,1980-01-06T03:00:35
1633357074,154000,39071,11.8125,202,12,1,1980-01-06T03:00:36
1633357075,421000,40071,11.8125,212,12,1,1980-01-06T03:00:37
1633357076,379000,41069,11.8125,220,12,1,1980-01-06T03:00:38
1633357077,339000,42068,11.8125,230,12,1,1980-01-06T03:00:39
1633357078,300000,43070,11.8125,238,12,1,1980-01-06T03:00:40
1633357079,260000,44069,11.8125,248,12,1,1980-01-06T03:00:41
1633357080,222000,45071,11.875,0,12,1,1980-01-06T03:00:42
1633357081,181000,46071,11.875,10,12,1,1980-01-06T03:00:43
1633357082,139000,47069,11.875,18,12,1,1980-01-06T03:00:44
1633357083,409000,48068,11.875,28,12,1,1980-01-06T03:00:45
1633357084,371000,49070,11.875,36,12,1,1980-01-06T03:00:46
1633357085,331000,50070,11.875,46,12,1,1980-01-06T03:00:47
1633357086,289000,51068,11.875,54,12,1,1980-01-06T03:00:48
1633357087,252000,52071,11.875,64,12,1,1980-01-06T03:00:49
1633357088,210000,53069,11.875,72,12,1,1980-01-06T03:00:50
1633357089,169000,54069,11.9375,82,12,1,1980-01-06T03:00:51
1633357090,131000,55071,11.9375,90,12,1,1980-01-06T03:00:52
1633357091,398000,56070,11.9375,100,12,1,1980-01-06T03:00:53
1633357092,356000,57068,11.9375,108,12,1,1980-01-06T03:00:54
1633357093,320000,58072,11.9375,118,12,1,1980-01-06T03:00:55
1633357094,278000,59070,11.9375,126,12,1,1980-01-06T03:00:56
1633357095,237000,60069,11.9375,136,12,1,1980-01-06T03:00:57
1633357096,199000,61071,12,144,12,1,1980-01-06T03:00:58
1633357097,158000,62071,12,154,12,1,1980-01-06T03:00:59
1633357098,424000,63069,12,162,12,1,1980-01-06T03:01:00
1633357099,384000,64068,12,172,12,1,1980-01-06T03:01:01
1633357100,346000,65070,12,180,12,1,1980-01-06T03:01:02
1633357101,305000,66070,12,190,12,1,1980-01-06T03:01:03
1633357102,267000,67072,12,198,12,1,1980-01-06T03:01:04
