time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1633357039,516999,5194,11.1875,55,12,2,1970-01-01T03:00:01
1633357040,477999,5211,11.25,59,12,2,1970-01-01T03:00:04
1633357041,435999,6093,11.25,71,12,2,1970-01-01T03:00:05
1633357042,517000,7193,11.25,109,12,2,1980-01-06T03:00:04
1633357043,478000,8124,11.25,130,12,2,1980-01-06T03:00:05
1633357044,436000,9075,11.25,136,12,2,1980-01-06T03:00:06
1633357045,396000,10075,11.25,166,12,2,1980-01-06T03:00:07
1633357046,358000,11077,11.3125,177,12,2,1980-01-06T03:00:08
1633357047,318000,12077,11.3125,197,12,2,1980-01-06T03:00:09
1633357048,276000,13073,11.3125,225,12,2,1980-01-06T03:00:10
1633357049,236000,14073,11.3125,235,12,2,1980-01-06T03:00:11
1633357050,198000,15075,11.3125,243,12,2,1980-01-06T03:00:12
1633357051,157000,16074,11.3125,253,12,2,1980-01-06T03:00:13
1633357052,424000,17076,11.3125,5,12,2,1980-01-06T03:00:14
1633357053,383000,18075,11.3125,15,12,2,1980-01-06T03:00:15
1633357054,341000,19073,11.3125,23,12,2,1980-01-06T03:00:16
1633357055,300000,20073,11.3125,33,12,2,1980-01-06T03:00:17
1633357056,262000,21075,11.3125,41,12,2,1980-01-06T03:00:18
1633357057,221000,22074,11.3125,51,12,2,1980-01-06T03:00:19
1633357058,183000,23076,11.3125,59,12,2,1980-01-06T03:00:20
1633357059,142000,24075,11.3125,69,12,2,1980-01-06T03:00:21
1633357060,408000,25073,11.3125,77,12,2,1980-01-06T03:00:22
1633357061,367000,26073,11.375,87,12,2,1980-01-06T03:00:23
1633357062,329000,27075,11.375,95,12,2,1980-01-06T03:00:24
1633357063,288000,28074,11.375,105,12,2,1980-01-06T03:00:25
1633357064,246000,29072,11.375,113,12,2,1980-01-06T03:00:26
1633357065,209000,30075,11.375,123,12,2,1980-01-06T03:00:27
1633357066,167000,31074,11.375,131,12,2,1980-01-06T03:00:28
1633357067,433000,32073,11.375,141,12,2,1980-01-06T03:00:29
1633357068,394000,33075,11.375,149,12,2,1980-01-06T03:00:30
1633357069,354000,34074,11.4375,159,12,2,1980-01-06T03:00:31
1633357070,312000,35072,11.4375,167,12,2,1980-01-06T03:00:32
1633357071,275000,36076,11.4375,177,12,2,1980-01-06T03:00:33
1633357072,233000,37074,11.4375,185,12,2,1980-01-06T03:00:34
1633357073,193000,38073,11.4375,195,12,2,1980-01-06T03:00:35
1633357074,154000,39075,11.4375,203,12,2,1980-01-06T03:00:36
1633357075,421000,40075,11.4375,213,12,2,1980-01-06T03:00:37
1633357076,379000,41073,11.5,221,12,2,1980-01-06T03:00:38
1633357077,339000,42072,11.5,231,12,2,1980-01-06T03:00:39
1633357078,300000,43074,11.5,239,12,2,1980-01-06T03:00:40
1633357079,260000,44073,11.5,249,12,2,1980-01-06T03:00:41
1633357080,222000,45075,11.5,1,12,2,1980-01-06T03:00:42
1633357081,181000,46075,11.5,11,12,2,1980-01-06T03:00:43
1633357082,139000,47073,11.5625,19,12,2,1980-01-06T03:00:44
1633357083,409000,48072,11.5625,29,12,2,1980-01-06T03:00:45
1633357084,371000,49074,11.5625,37,12,2,1980-01-06T03:00:46
1633357085,331000,50074,11.5625,47,12,2,1980-01-06T03:00:47
1633357086,289000,51072,11.5625,55,12,2,1980-01-06T03:00:48
1633357087,252000,52076,11.5625,65,12,2,1980-01-06T03:00:49
1633357088,210000,53073,11.5625,73,12,2,1980-01-06T03:00:50
1633357089,169000,54073,11.5625,83,12,2,1980-01-06T03:00:51
1633357090,131000,55075,11.5625,91,12,2,1980-01-06T03:00:52
1633357091,398000,56074,11.625,101,12,2,1980-01-06T03:00:53
1633357092,356000,57072,11.625,109,12,2,1980-01-06T03:00:54
1633357093,320000,58076,11.625,119,12,2,1980-01-06T03:00:55
1633357094,278000,59074,11.625,127,12,2,1980-01-06T03:00:56
1633357095,237000,60073,11.625,137,12,2,1980-01-06T03:00:57
1633357096,199000,61075,11.625,145,12,2,1980-01-06T03:00:58
1633357097,158000,62075,11.625,155,12,2,1980-01-06T03:00:59
1633357098,424000,63073,11.6875,163,12,2,1980-01-06T03:01:00
1633357099,384000,64072,11.6875,173,12,2,1980-01-06T03:01:01
1633357100,346000,65074,11.6875,181,12,2,1980-01-06T03:01:02
1633357101,305000,66074,11.6875,191,12,2,1980-01-06T03:01:03
1633357102,267000,67076,11.6875,199,12,2,1980-01-06T03:01:04
1633357103,226000,68076,11.6875,209,12,2,1980-01-06T03:01:05
1633357104,184000,69074,11.6875,217,12,2,1980-01-06T03:01:06
1633357105,144000,70073,11.75,227,12,2,1980-01-06T03:01:07
1633357106,415000,71075,11.75,235,12,2,1980-01-06T03:01:08
1633357107,374000,72075,11.75,245,12,2,1980-01-06T03:01:09
1633357108,332000,73073,11.75,253,12,2,1980-01-06T03:01:10
1633357109,291000,74072,11.75,7,12,2,1980-01-06T03:01:11
1633357110,253000,75074,11.75,15,12,2,1980-01-06T03:01:12
1633357111,213000,76074,11.75,25,12,2,1980-01-06T03:01:13
1633357112,175000,77076,11.75,33,12,2,1980-01-06T03:01:14
1633357113,134000,78075,11.8125,43,12,2,1980-01-06T03:01:15
1633357114,398000,79073,11.8125,51,12,2,1980-01-06T03:01:16
1633357115,357000,80073,11.8125,61,12,2,1980-01-06T03:01:17
1633357116,319000,81075,11.8125,69,12,2,1980-01-06T03:01:18
1633357117,279000,82074,11.8125,79,12,2,1980-01-06T03:01:19
1633357118,237000,83073,11.8125,87,12,2,1980-01-06T03:01:20
1633357119,196000,84072,11.875,97,12,2,1980-01-06T03:01:21
1633357120,158000,85074,11.875,105,12,2,1980-01-06T03:01:22
1633357121,117000,86073,11.875,115,12,2,1980-01-06T03:01:23
1633357122,388000,87076,11.875,123,12,2,1980-01-06T03:01:24
1633357123,347000,88075,11.875,133,12,2,1980-01-06T03:01:25
1633357124,305000,89073,11.875,141,12,2,1980-01-06T03:01:26
1633357125,265000,90073,11.9375,151,12,2,1980-01-06T03:01:27
1633357126,226000,91075,11.9375,159,12,2,1980-01-06T03:01:28
1633357127,186000,92074,11.9375,169,12,2,1980-01-06T03:01:29
1633357128,144000,93072,11.9375,177,12,2,1980-01-06T03:01:30
1633357129,418000,94076,11.9375,187,12,2,1980-01-06T03:01:31
1633357130,376000,95074,11.9375,195,12,2,1980-01-06T03:01:32
1633357131,335000,96073,12,205,12,2,1980-01-06T03:01:33
1633357132,297000,97075,12,213,12,2,1980-01-06T03:01:34
1633357133,256000,98075,12,223,12,2,1980-01-06T03:01:35
1633357134,214000,99073,12,231,12,2,1980-01-06T03:01:36
1633357135,174000,100072,12,241,12,2,1980-01-06T03:01:37
1633357136,136000,101074,12.0625,249,12,2,1980-01-06T03:01:38
1633357137,405000,102074,12.0625,3,12,2,1980-01-06T03:01:39
1633357138,363000,103072,12.0625,11,12,2,1980-01-06T03:01:40
1633357139,326000,104076,12.0625,21,12,2,1980-01-06T03:01:41
1633357140,284000,105074,12.0625,29,12,2,1980-01-06T03:01:42
