time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian
1633357037,238200,233,nan,nan,3,10,3,1970-01-01T03:00:00
1633357038,680259,1676,nan,nan,13,10,3,1970-01-01T03:00:01
1633357039,137624,3133,nan,nan,29,10,3,1970-01-01T03:00:03
1633357040,687482,4683,nan,nan,39,10,3,1970-01-01T03:00:04
1633357041,908568,6136,0.00457763671875,7.97200012207031,55,10,3,1980-01-06T03:00:03
1633357043,317943,7545,0.00640869140625,7.90799999237061,65,10,3,1980-01-06T03:00:05
1633357044,765802,8993,0.00457763671875,7.99200010299683,75,10,3,1980-01-06T03:00:06
1633357046,238071,10465,0.00732421875,7.77199983596802,91,10,3,1980-01-06T03:00:08
1633357047,666884,11894,0.00457763671875,7.84800004959106,101,10,3,1980-01-06T03:00:09
1633357049,95929,13323,0.00457763671875,7.76399993896484,117,10,3,1980-01-06T03:00:11
1633357050,648131,14875,0.00640869140625,7.76000022888184,127,10,3,1980-01-06T03:00:12
1633357052,75910,16303,nan,nan,143,10,3,1980-01-06T03:00:14
1633357053,545936,17773,nan,nan,153,10,3,1980-01-06T03:00:15
1633357055,48215,19275,nan,nan,169,10,3,1980-01-06T03:00:17
1633357056,518556,20746,nan,nan,179,10,3,1980-01-06T03:00:18
1633357058,18143,22245,0.00640869140625,7.7519998550415,195,10,3,1980-01-06T03:00:20
1633357059,445928,23673,0.00457763671875,7.82399988174439,205,10,3,1980-01-06T03:00:21
1633357060,895936,25123,0.00457763671875,7.82800006866455,221,10,3,1980-01-06T03:00:22
1633357062,408688,26636,nan,nan,231,10,3,1980-01-06T03:00:24
1633357063,858552,28086,nan,nan,241,10,3,1980-01-06T03:00:25
1633357065,306929,29534,0.00457763671875,7.82399988174439,1,10,3,1980-01-06T03:00:27
1633357066,738572,30966,0.00457763671875,7.82399988174439,11,10,3,1980-01-06T03:00:28
1633357068,157827,32385,nan,nan,27,10,3,1980-01-06T03:00:30
1633357069,645943,33873,0.00457763671875,7.76399993896484,37,10,3,1980-01-06T03:00:31
1633357071,128047,35355,0.0054931640625,7.75600004196167,53,10,3,1980-01-06T03:00:33
1633357072,568579,36796,nan,nan,63,10,3,1980-01-06T03:00:34
1633357074,28541,38256,0.0054931640625,7.81199979782105,79,10,3,1980-01-06T03:00:36
1633357075,477834,39705,nan,nan,89,10,3,1980-01-06T03:00:37
1633357077,5949,41233,0.00457763671875,7.7519998550415,105,10,3,1980-01-06T03:00:39
1633357078,476254,42703,0.00457763671875,7.81199979782105,115,10,3,1980-01-06T03:00:40
1633357079,978534,44206,nan,nan,131,10,3,1980-01-06T03:00:41
1633357081,415924,45643,0.00457763671875,7.81599998474121,141,10,3,1980-01-06T03:00:43
1633357082,938111,47165,0.0054931640625,7.7480001449585,151,10,3,1980-01-06T03:00:44
1633357084,365920,48593,nan,nan,167,10,3,1980-01-06T03:00:46
1633357085,808583,50036,0.00457763671875,7.81199979782105,177,10,3,1980-01-06T03:00:47
1633357087,285947,51513,0.0054931640625,7.74399995803833,193,10,3,1980-01-06T03:00:49
1633357088,728620,52956,nan,nan,203,10,3,1980-01-06T03:00:50
1633357090,175802,54403,0.00457763671875,7.81199979782105,219,10,3,1980-01-06T03:00:52
1633357091,595921,55823,nan,nan,229,10,3,1980-01-06T03:00:53
1633357093,25943,57253,0.00640869140625,7.7480001449585,245,10,3,1980-01-06T03:00:55
1633357094,456061,58683,nan,nan,255,10,3,1980-01-06T03:00:56
1633357095,976066,60203,0.0054931640625,7.75600004196167,13,10,3,1980-01-06T03:00:57
1633357097,396465,61623,0.00457763671875,7.82000017166138,25,10,3,1980-01-06T03:00:59
1633357098,816293,63043,0.00457763671875,7.76000022888184,35,10,3,1980-01-06T03:01:00
1633357100,358120,64585,0.0054931640625,7.75600004196167,51,10,3,1980-01-06T03:01:02
