time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian
1633357039,631200,1152,9.67361824682448,102750.697750377,68.5584894343849,-118.006820678711,1,13,1,1970-01-01T03:00:02
1633357040,631200,2152,8.87960325889019,102616.3895285,68.4473907769258,-106.947143554688,12,13,1,1970-01-01T03:00:03
1633357041,631200,6152,9.69265185372533,102753.023837076,68.4050007034311,-118.19847869873,61,13,1,1970-01-01T03:00:05
1633357042,631200,7152,9.68789345161642,102749.451051987,68.4104178946384,-117.904556274414,72,13,1,1980-01-06T03:00:04
1633357043,631200,8152,8.72099145000214,102583.532602285,68.3393774803408,-104.239364624023,83,13,1,1980-01-06T03:00:05
1633357044,631200,9152,8.51669985894025,102552.544030216,68.3255300885232,-101.686088562012,97,13,1,1980-01-06T03:00:06
1633357045,631200,10152,8.51733430414536,102550.69755744,68.3198524128258,-101.533508300781,108,13,1,1980-01-06T03:00:07
1633357046,631300,11152,8.81298626453956,102601.33669919,68.3456071025323,-105.706558227539,119,13,1,1980-01-06T03:00:08
1633357047,631300,12152,9.69836193659367,102747.821948963,68.405382078087,-117.770133972168,132,13,1,1980-01-06T03:00:09
1633357048,631200,13152,9.70153420501301,102748.523576343,68.4170584745332,-117.828018188477,143,13,1,1980-01-06T03:00:10
1633357049,631200,14152,8.50876929426013,102547.431497857,68.3364215352411,-101.264404296875,155,13,1,1980-01-06T03:00:11
1633357050,631200,15152,8.42438813006384,102530.782911879,68.3306949605988,-99.8923797607422,168,13,1,1980-01-06T03:00:12
1633357051,631200,16152,8.76920940983621,102589.736825447,68.3598069762467,-104.750534057617,179,13,1,1980-01-06T03:00:13
1633357052,631200,17152,8.54778767933824,102552.215407263,68.3447895109703,-101.659049987793,190,13,1,1980-01-06T03:00:14
1633357053,631200,18152,9.71517496051167,102747.954888504,68.4294456307444,-117.781066894531,203,13,1,1980-01-06T03:00:15
1633357054,631200,19152,9.71834722953356,102748.981730272,68.429656181368,-117.865966796875,215,13,1,1980-01-06T03:00:16
1633357055,631200,20152,8.74446597979825,102579.617114141,68.3695668680096,-103.91682434082,226,13,1,1980-01-06T03:00:17
1633357056,631200,21152,8.94114471727046,102614.328263194,68.388615506786,-106.777183532715,239,13,1,1980-01-06T03:00:18
1633357057,631300,22152,8.8056901205855,102591.810490362,68.4023294624988,-104.921775817871,250,13,1,1980-01-06T03:00:19
1633357058,631300,23152,9.02679527179664,102628.133878063,68.4173170820776,-107.914764404297,5,13,1,1980-01-06T03:00:20
1633357059,631200,24152,9.36019877509425,102683.989256234,68.4456075850841,-112.515434265137,19,13,1,1980-01-06T03:00:21
1633357060,631200,25152,9.73611193815707,102748.632555841,68.4709873118433,-117.837020874023,30,13,1,1980-01-06T03:00:22
1633357061,631200,26152,9.7456287478148,102750.771128525,68.477366381865,-118.013252258301,41,13,1,1980-01-06T03:00:23
1633357062,631200,27152,9.23489474216642,102655.545271599,68.4543060104025,-110.173652648926,54,13,1,1980-01-06T03:00:24
