time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian
1633357041,286000,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
1633357044,286000,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
1633357047,286000,11807,6,6,245,245,0,0,94,94,94,94,0,0,51,34,145,94,6,0,1,0,0,0,50,0,0,0,129,13,0,1980-01-06T03:00:09
1633357050,286000,14807,9,9,343,343,0,0,130,130,130,130,0,0,74,34,204,130,9,0,1,0,0,0,73,0,0,0,165,13,0,1980-01-06T03:00:12
1633357053,286000,17807,12,12,439,439,0,0,165,165,165,165,0,0,97,34,262,165,12,0,1,0,0,0,96,0,0,0,200,13,0,1980-01-06T03:00:15
1633357056,286000,20807,14,14,536,536,0,0,201,201,201,201,0,0,120,34,321,201,14,0,1,0,0,0,119,0,0,0,236,13,0,1980-01-06T03:00:18
1633357059,286000,23807,17,17,635,635,0,0,237,237,237,237,0,0,144,34,381,237,17,0,1,0,0,0,143,0,0,0,16,13,0,1980-01-06T03:00:21
1633357062,286000,26807,20,20,731,731,0,0,272,272,272,272,0,0,167,34,439,272,20,0,1,0,0,0,166,0,0,0,51,13,0,1980-01-06T03:00:24
1633357065,286000,29807,23,23,829,829,0,0,308,308,308,308,0,0,190,34,498,308,23,0,1,0,0,0,189,0,0,0,87,13,0,1980-01-06T03:00:27
1633357068,286000,32807,25,25,925,925,0,0,343,343,343,343,0,0,214,34,557,343,25,0,1,0,0,0,213,0,0,0,122,13,0,1980-01-06T03:00:30
1633357071,286000,35807,28,28,1023,1023,0,0,379,379,379,379,0,0,237,34,616,379,28,0,1,0,0,0,236,0,0,0,158,13,0,1980-01-06T03:00:33
1633357074,286000,38807,31,31,1121,1121,0,0,415,415,415,415,0,0,260,34,675,415,31,0,1,0,0,0,259,0,0,0,194,13,0,1980-01-06T03:00:36
1633357077,286000,41807,33,33,1216,1216,0,0,450,450,450,450,0,0,283,34,733,450,33,0,1,0,0,0,282,0,0,0,229,13,0,1980-01-06T03:00:39
1633357080,286000,44807,36,36,1314,1314,0,0,486,486,486,486,0,0,306,34,792,486,36,0,1,0,0,0,305,0,0,0,9,13,0,1980-01-06T03:00:42
1633357083,286000,47807,39,39,1411,1411,0,0,521,521,521,521,0,0,330,34,851,521,39,0,1,0,0,0,329,0,0,0,44,13,0,1980-01-06T03:00:45
1633357086,286000,50807,42,42,1509,1509,0,0,557,557,557,557,0,0,353,34,910,557,42,0,1,0,0,0,352,0,0,0,80,13,0,1980-01-06T03:00:48
1633357089,286000,53807,44,44,1606,1606,0,0,593,593,593,593,0,0,376,34,969,593,44,0,1,0,0,0,375,0,0,0,116,13,0,1980-01-06T03:00:51
1633357092,286000,56807,47,47,1703,1703,0,0,628,628,628,628,0,0,400,34,1028,628,47,0,1,0,0,0,399,0,0,0,151,13,0,1980-01-06T03:00:54
1633357095,286000,59807,50,50,1801,1801,0,0,664,664,664,664,0,0,423,34,1087,664,50,0,1,0,0,0,422,0,0,0,187,13,0,1980-01-06T03:00:57
1633357098,286000,62807,52,52,1896,1896,0,0,699,699,699,699,0,0,446,34,1145,699,52,0,1,0,0,0,445,0,0,0,222,13,0,1980-01-06T03:01:00
1633357101,286000,65807,55,55,1995,1995,0,0,735,735,735,735,0,0,470,34,1205,735,55,0,1,0,0,0,469,0,0,0,2,13,0,1980-01-06T03:01:03
1633357104,286000,68807,58,58,2093,2093,0,0,771,771,771,771,0,0,493,34,1264,771,58,0,1,0,0,0,492,0,0,0,38,13,0,1980-01-06T03:01:06
1633357107,286000,71807,61,61,2189,2189,0,0,806,806,806,806,0,0,516,34,1322,806,61,0,1,0,0,0,515,0,0,0,73,13,0,1980-01-06T03:01:09
1633357110,286000,74807,63,63,2286,2286,0,0,842,842,842,842,0,0,539,34,1381,842,63,0,1,0,0,0,538,0,0,0,109,13,0,1980-01-06T03:01:12
1633357113,286000,77807,66,66,2382,2382,0,0,877,877,877,877,0,0,562,34,1439,877,66,0,1,0,0,0,561,0,0,0,144,13,0,1980-01-06T03:01:15
1633357116,286000,80807,69,69,2480,2480,0,0,913,913,913,913,0,0,585,34,1498,913,69,0,1,0,0,0,584,0,0,0,180,13,0,1980-01-06T03:01:18
1633357119,286000,83807,71,71,2577,2577,0,0,949,949,949,949,0,0,608,34,1557,949,71,0,1,0,0,0,607,0,0,0,216,13,0,1980-01-06T03:01:21
1633357122,286000,86807,74,74,2674,2674,0,0,984,984,984,984,0,0,632,34,1616,984,74,0,1,0,0,0,631,0,0,0,251,13,0,1980-01-06T03:01:24
1633357125,286000,89807,77,77,2772,2772,0,0,1020,1020,1020,1020,0,0,655,34,1675,1020,77,0,1,0,0,0,654,0,0,0,31,13,0,1980-01-06T03:01:27
1633357128,286000,92807,79,79,2867,2867,0,0,1055,1055,1055,1055,0,0,678,34,1733,1055,79,0,1,0,0,0,677,0,0,0,66,13,0,1980-01-06T03:01:30
1633357131,286000,95807,82,82,2965,2965,0,0,1091,1091,1091,1091,0,0,701,34,1792,1091,82,0,1,0,0,0,700,0,0,0,102,13,0,1980-01-06T03:01:33
1633357134,286000,98807,85,85,3063,3063,0,0,1127,1127,1127,1127,0,0,724,34,1851,1127,85,0,1,0,0,0,723,0,0,0,138,13,0,1980-01-06T03:01:36
1633357137,286000,101807,88,88,3159,3159,0,0,1162,1162,1162,1162,0,0,747,34,1909,1162,88,0,1,0,0,0,746,0,0,0,173,13,0,1980-01-06T03:01:39
1633357140,286000,104807,90,90,3257,3257,0,0,1198,1198,1198,1198,0,0,771,34,1969,1198,90,0,1,0,0,0,770,0,0,0,209,13,0,1980-01-06T03:01:42
1633357143,286000,107807,93,93,3353,3353,0,0,1233,1233,1233,1233,0,0,794,34,2027,1233,93,0,1,0,0,0,793,0,0,0,244,13,0,1980-01-06T03:01:45
1633357146,286000,110807,96,96,3451,3451,0,0,1269,1269,1269,1269,0,0,817,34,2086,1269,96,0,1,0,0,0,816,0,0,0,24,13,0,1980-01-06T03:01:48
1633357149,286000,113807,98,98,3549,3549,0,0,1305,1305,1305,1305,0,0,841,34,2146,1305,98,0,1,0,0,0,840,0,0,0,60,13,0,1980-01-06T03:01:51
1633357152,286000,116807,101,101,3645,3645,0,0,1340,1340,1340,1340,0,0,864,34,2204,1340,101,0,1,0,0,0,863,0,0,0,95,13,0,1980-01-06T03:01:54
