time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1633357037,76359,1490,10.5625,8,10,4,1970-01-01T03:00:01
1633357038,86282,2555,10.625,18,10,4,1970-01-01T03:00:02
1633357039,96205,3504,10.625,24,10,4,1970-01-01T03:00:03
1633357040,106128,4494,10.625,34,10,4,1970-01-01T03:00:04
1633357041,116051,5484,10.625,44,10,4,1980-01-06T03:00:03
1633357042,125974,6494,10.625,50,10,4,1980-01-06T03:00:04
1633357043,126117,7566,10.6875,60,10,4,1980-01-06T03:00:05
1633357044,125959,8496,10.6875,70,10,4,1980-01-06T03:00:06
1633357045,136208,9519,10.6875,80,10,4,1980-01-06T03:00:07
1633357046,138822,10594,10.6875,86,10,4,1980-01-06T03:00:08
1633357047,129027,11514,10.6875,96,10,4,1980-01-06T03:00:09
1633357048,135974,12505,10.6875,106,10,4,1980-01-06T03:00:10
1633357049,126071,13502,10.6875,112,10,4,1980-01-06T03:00:11
1633357050,126653,14494,10.6875,122,10,4,1980-01-06T03:00:12
1633357051,125959,15566,10.6875,132,10,4,1980-01-06T03:00:13
1633357052,135943,16524,10.75,138,10,4,1980-01-06T03:00:14
1633357053,145945,17514,10.75,148,10,4,1980-01-06T03:00:15
1633357054,146663,18514,10.6875,158,10,4,1980-01-06T03:00:16
1633357055,126037,19515,10.75,164,10,4,1980-01-06T03:00:17
1633357056,137950,20581,10.75,174,10,4,1980-01-06T03:00:18
1633357057,145963,21522,10.75,184,10,4,1980-01-06T03:00:19
1633357058,139237,22516,10.75,190,10,4,1980-01-06T03:00:20
1633357059,136066,23485,10.75,200,10,4,1980-01-06T03:00:21
1633357060,138680,24516,10.75,210,10,4,1980-01-06T03:00:22
1633357061,138676,25582,10.75,216,10,4,1980-01-06T03:00:23
1633357062,146064,26526,10.75,226,10,4,1980-01-06T03:00:24
1633357063,136738,27512,10.75,236,10,4,1980-01-06T03:00:25
1633357064,148756,28614,10.75,246,10,4,1980-01-06T03:00:26
1633357065,148695,29535,10.75,252,10,4,1980-01-06T03:00:27
1633357066,158767,30544,10.75,6,10,4,1980-01-06T03:00:28
1633357067,157906,31523,10.75,16,10,4,1980-01-06T03:00:29
1633357068,148175,32522,10.75,22,10,4,1980-01-06T03:00:30
1633357069,165962,33610,10.75,32,10,4,1980-01-06T03:00:31
1633357070,175952,34553,10.75,42,10,4,1980-01-06T03:00:32
1633357071,166059,35542,10.75,48,10,4,1980-01-06T03:00:33
1633357072,188763,36563,10.75,58,10,4,1980-01-06T03:00:34
1633357073,168839,37553,10.75,68,10,4,1980-01-06T03:00:35
1633357074,177138,38620,10.75,74,10,4,1980-01-06T03:00:36
1633357075,165957,39541,10.75,84,10,4,1980-01-06T03:00:37
1633357076,192665,40561,10.75,94,10,4,1980-01-06T03:00:38
1633357077,188951,41649,10.75,100,10,4,1980-01-06T03:00:39
1633357078,188710,42574,10.75,110,10,4,1980-01-06T03:00:40
1633357079,205960,43581,10.75,120,10,4,1980-01-06T03:00:41
1633357080,179005,44564,10.75,126,10,4,1980-01-06T03:00:42
1633357081,202693,45575,10.75,136,10,4,1980-01-06T03:00:43
1633357082,205956,46657,10.75,146,10,4,1980-01-06T03:00:44
1633357083,205991,47609,10.75,156,10,4,1980-01-06T03:00:45
1633357084,206157,48572,10.75,162,10,4,1980-01-06T03:00:46
1633357085,226488,49606,10.75,172,10,4,1980-01-06T03:00:47
1633357086,216063,50600,10.75,182,10,4,1980-01-06T03:00:48
1633357087,215967,51660,10.75,188,10,4,1980-01-06T03:00:49
1633357088,228687,52606,10.75,198,10,4,1980-01-06T03:00:50
1633357089,216069,53596,10.75,208,10,4,1980-01-06T03:00:51
1633357090,219044,54576,10.75,214,10,4,1980-01-06T03:00:52
1633357091,225959,55607,10.75,224,10,4,1980-01-06T03:00:53
1633357092,235955,56682,10.75,234,10,4,1980-01-06T03:00:54
1633357093,229196,57614,10.8125,240,10,4,1980-01-06T03:00:55
1633357094,226248,58606,10.8125,250,10,4,1980-01-06T03:00:56
1633357095,229090,59683,10.75,4,10,4,1980-01-06T03:00:57
1633357096,225957,60632,10.8125,14,10,4,1980-01-06T03:00:58
1633357097,228692,61603,10.8125,20,10,4,1980-01-06T03:00:59
1633357098,228805,62603,10.8125,30,10,4,1980-01-06T03:01:00
1633357099,236237,63630,10.8125,40,10,4,1980-01-06T03:01:01
1633357100,236383,64672,10.8125,46,10,4,1980-01-06T03:01:02
1633357101,225959,65601,10.8125,56,10,4,1980-01-06T03:01:03
1633357102,243791,66622,10.8125,66,10,4,1980-01-06T03:01:04
1633357103,226518,67606,10.8125,72,10,4,1980-01-06T03:01:05
1633357104,235951,68605,10.8125,82,10,4,1980-01-06T03:01:06
1633357105,246114,69691,10.8125,92,10,4,1980-01-06T03:01:07
1633357106,236849,70606,10.8125,98,10,4,1980-01-06T03:01:08
1633357107,236303,71616,10.8125,108,10,4,1980-01-06T03:01:09
1633357108,236150,72672,10.8125,118,10,4,1980-01-06T03:01:10
1633357109,238768,73616,10.875,124,10,4,1980-01-06T03:01:11
1633357110,236226,74605,10.875,134,10,4,1980-01-06T03:01:12
1633357111,238696,75611,10.875,144,10,4,1980-01-06T03:01:13
1633357112,236037,76625,10.875,150,10,4,1980-01-06T03:01:14
1633357113,245997,77691,10.875,160,10,4,1980-01-06T03:01:15
1633357114,248688,78625,10.875,170,10,4,1980-01-06T03:01:16
1633357115,248684,79626,10.875,176,10,4,1980-01-06T03:01:17
1633357116,246000,80626,10.875,186,10,4,1980-01-06T03:01:18
1633357117,247989,81608,10.875,196,10,4,1980-01-06T03:01:19
1633357118,259058,82697,10.875,202,10,4,1980-01-06T03:01:20
1633357119,258692,83645,10.875,212,10,4,1980-01-06T03:01:21
1633357120,256067,84630,10.875,222,10,4,1980-01-06T03:01:22
1633357121,256846,85608,10.9375,228,10,4,1980-01-06T03:01:23
1633357122,265987,86635,10.9375,238,10,4,1980-01-06T03:01:24
1633357123,275954,87712,10.9375,248,10,4,1980-01-06T03:01:25
1633357124,258801,88661,10.9375,2,10,4,1980-01-06T03:01:26
1633357125,266229,89647,10.9375,8,10,4,1980-01-06T03:01:27
1633357126,275959,90714,11,18,10,4,1980-01-06T03:01:28
1633357127,265986,91638,10.9375,24,10,4,1980-01-06T03:01:29
