time_s,time_us,time_steady,temperature,pressure,altitude,seq,srcSystem,srcComponent,time_gregorian
1633357039,830600,1373,11.3900003433228,147415,-1000,4,13,2,1970-01-01T03:00:02
1633357040,830600,2373,11.4099998474121,145801,-1000,15,13,2,1970-01-01T03:00:03
1633357041,830600,6373,11.4300003051758,141105,-1000,64,13,2,1970-01-01T03:00:06
1633357042,830600,7373,11.4399995803833,140006,-1000,75,13,2,1980-01-06T03:00:04
1633357043,830600,8373,11.4499998092651,138938,-1000,87,13,2,1980-01-06T03:00:05
1633357044,830600,9373,11.460000038147,137890,-1000,100,13,2,1980-01-06T03:00:06
1633357045,830600,10373,11.4700002670288,136866,-1000,111,13,2,1980-01-06T03:00:07
1633357046,830600,11373,11.4700002670288,135864,-1000,122,13,2,1980-01-06T03:00:08
1633357047,830600,12373,11.4799995422363,134882,-1000,135,13,2,1980-01-06T03:00:09
1633357048,830700,13373,11.4899997711182,133917,-1000,147,13,2,1980-01-06T03:00:10
1633357049,830700,14373,11.5,132974,-1000,158,13,2,1980-01-06T03:00:11
1633357050,830600,15373,11.5100002288818,132046,-1000,171,13,2,1980-01-06T03:00:12
1633357051,830600,16373,11.5299997329712,131140,-1000,182,13,2,1980-01-06T03:00:13
1633357052,830600,17373,11.5299997329712,130245,-1000,193,13,2,1980-01-06T03:00:14
1633357053,830600,18373,11.539999961853,129368,-1000,207,13,2,1980-01-06T03:00:15
1633357054,830600,19373,11.5500001907349,128507,-1000,218,13,2,1980-01-06T03:00:16
1633357055,830600,20373,11.5600004196167,127657,-1000,229,13,2,1980-01-06T03:00:17
1633357056,830600,21373,11.5699996948242,126820,-1000,242,13,2,1980-01-06T03:00:18
1633357057,830600,22373,11.5799999237061,125997,-1000,253,13,2,1980-01-06T03:00:19
1633357058,830600,23373,11.5900001525879,125192,-1000,9,13,2,1980-01-06T03:00:20
1633357059,830700,24373,11.6000003814697,124396,-1000,22,13,2,1980-01-06T03:00:21
1633357060,830700,25373,11.6099996566772,123608,-1000,33,13,2,1980-01-06T03:00:22
1633357061,830600,26373,11.6199998855591,122834,-1000,44,13,2,1980-01-06T03:00:23
1633357062,830600,27373,11.6300001144409,122071,-1000,57,13,2,1980-01-06T03:00:24
1633357063,830600,28373,11.6400003433228,121316,-1000,69,13,2,1980-01-06T03:00:25
1633357064,830600,29373,11.6499996185303,120577,-1000,80,13,2,1980-01-06T03:00:26
1633357065,830600,30373,11.6599998474121,119845,-1000,93,13,2,1980-01-06T03:00:27
1633357066,830600,31373,11.6700000762939,119123,-1000,104,13,2,1980-01-06T03:00:28
1633357067,830600,32373,11.6800003051758,118409,-1000,115,13,2,1980-01-06T03:00:29
1633357068,830600,33373,11.6899995803833,117708,-1000,129,13,2,1980-01-06T03:00:30
1633357069,830600,34373,11.6999998092651,117015,-1000,140,13,2,1980-01-06T03:00:31
1633357070,830700,35373,11.710000038147,116333,-1000,151,13,2,1980-01-06T03:00:32
1633357071,830600,36373,11.7200002670288,115662,-1000,164,13,2,1980-01-06T03:00:33
1633357072,830600,37373,11.7299995422363,114997,-1000,175,13,2,1980-01-06T03:00:34
1633357073,830600,38373,11.7399997711182,114345,-1000,187,13,2,1980-01-06T03:00:35
1633357074,830600,39373,11.75,113699,-982.416809082031,200,13,2,1980-01-06T03:00:36
1633357075,830600,40373,11.7600002288818,113070,-934.628173828125,211,13,2,1980-01-06T03:00:37
1633357076,830600,41373,11.7700004577637,112442,-886.700317382813,222,13,2,1980-01-06T03:00:38
1633357077,830600,42373,11.7799997329712,111825,-839.400695800781,235,13,2,1980-01-06T03:00:39
1633357078,830600,43373,11.789999961853,111224,-793.121337890625,247,13,2,1980-01-06T03:00:40
1633357079,830700,44373,11.8000001907349,110632,-747.3369140625,2,13,2,1980-01-06T03:00:41
1633357080,830700,45373,11.8100004196167,110048,-701.975952148438,15,13,2,1980-01-06T03:00:42
1633357081,830600,46373,11.8199996948242,109474,-657.200561523438,26,13,2,1980-01-06T03:00:43
1633357082,830600,47373,11.8299999237061,108910,-613.018737792969,37,13,2,1980-01-06T03:00:44
1633357083,830600,48373,11.8400001525879,108355,-569.361083984375,51,13,2,1980-01-06T03:00:45
1633357084,830600,49373,11.8500003814697,107807,-526.07421875,62,13,2,1980-01-06T03:00:46
1633357085,830600,50373,11.8500003814697,107271,-483.562194824219,73,13,2,1980-01-06T03:00:47
1633357086,830600,51373,11.8599996566772,106750,-442.075164794922,86,13,2,1980-01-06T03:00:48
1633357087,830600,52373,11.8699998855591,106243,-401.543853759766,97,13,2,1980-01-06T03:00:49
1633357088,830600,53373,11.8800001144409,105747,-361.740020751953,109,13,2,1980-01-06T03:00:50
1633357089,830600,54373,11.8900003433228,105279,-324.043121337891,122,13,2,1980-01-06T03:00:51
1633357090,830700,55373,11.8999996185303,104835,-288.154144287109,133,13,2,1980-01-06T03:00:52
1633357091,830700,56373,11.9099998474121,104416,-254.171844482422,144,13,2,1980-01-06T03:00:53
1633357092,830600,57373,11.9200000762939,104038,-223.420104980469,157,13,2,1980-01-06T03:00:54
1633357093,830600,58373,11.9300003051758,103703,-196.090118408203,169,13,2,1980-01-06T03:00:55
1633357094,830600,59373,11.9399995803833,103421,-173.028717041016,180,13,2,1980-01-06T03:00:56
1633357095,830600,60373,11.9499998092651,103195,-154.509872436523,193,13,2,1980-01-06T03:00:57
1633357096,830600,61373,11.960000038147,103032,-141.133270263672,204,13,2,1980-01-06T03:00:58
1633357097,830600,62373,11.9700002670288,102924,-132.260238647461,215,13,2,1980-01-06T03:00:59
