time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian
1633357053,654200,18175,17395,17395,17,0,0,0,0,0,206,13,3,1980-01-06T03:00:15
1633357078,654200,43175,42395,42395,42,0,0,0,0,0,246,13,3,1980-01-06T03:00:40
1633357103,654200,68175,67395,67395,67,0,0,0,0,0,30,13,3,1980-01-06T03:01:05
1633357128,654200,93175,92395,92395,92,0,0,0,0,0,72,13,3,1980-01-06T03:01:30
1633357153,654200,118175,117395,117395,117,0,0,0,0,0,112,13,3,1980-01-06T03:01:55
1633357178,654200,143175,142395,142395,142,0,0,0,0,0,152,13,3,1980-01-06T03:02:20
1633357203,654200,168175,167395,167395,167,0,0,0,0,0,194,13,3,1980-01-06T03:02:45
1633357228,654200,193175,192395,192395,192,0,0,0,0,0,234,13,3,1980-01-06T03:03:10
1633357255,585200,218175,217395,217395,217,0,0,0,0,0,18,13,3,1980-01-06T03:03:37
1633357280,585200,243175,242395,242395,242,0,0,0,0,0,60,13,3,1980-01-06T03:04:02
1633357305,585200,268175,267395,267395,267,0,0,0,0,0,100,13,3,1980-01-06T03:04:27
1633357330,585200,293175,292395,292395,292,0,0,0,0,0,140,13,3,1980-01-06T03:04:52
1633357355,585200,318175,317395,317395,317,0,0,0,0,0,182,13,3,1980-01-06T03:05:17
1633357380,585200,343175,342395,342395,342,0,0,0,0,0,222,13,3,1980-01-06T03:05:42
1633357405,585200,368175,367395,367395,367,0,0,0,0,0,6,13,3,1980-01-06T03:06:07
1633357430,585200,393175,392395,392395,392,0,0,0,0,0,48,13,3,1980-01-06T03:06:32
1633357455,748500,418175,417395,417395,417,0,0,0,0,0,88,13,3,1980-01-06T03:06:57
1633357480,748500,443175,442395,442395,442,0,0,0,0,0,128,13,3,1980-01-06T03:07:22
1633357505,748500,468175,467395,467395,467,0,0,0,0,0,170,13,3,1980-01-06T03:07:47
1633357530,748500,493175,492395,492395,492,0,0,0,0,0,210,13,3,1980-01-06T03:08:12
1633357555,748500,518175,517395,517395,517,0,0,0,0,0,250,13,3,1980-01-06T03:08:37
1633357580,748500,543175,542395,542395,542,0,0,0,0,0,36,13,3,1980-01-06T03:09:02
1633357605,748500,568175,567395,567395,567,0,0,0,0,0,76,13,3,1980-01-06T03:09:27
1633357630,748500,593175,592395,592395,592,0,0,0,0,0,116,13,3,1980-01-06T03:09:52
1633357656,16700,618175,617395,617395,617,0,0,0,0,0,158,13,3,1980-01-06T03:10:18
1633357681,16700,643175,642395,642395,642,0,0,0,0,0,198,13,3,1980-01-06T03:10:43
1633357706,16700,668175,667395,667395,667,0,0,0,0,0,238,13,3,1980-01-06T03:11:08
1633357731,16700,693175,692395,692395,692,0,0,0,0,0,24,13,3,1980-01-06T03:11:33
1633357756,16700,718175,717395,717395,717,0,0,0,0,0,64,13,3,1980-01-06T03:11:58
1633357781,16700,743175,742395,742395,742,0,0,0,0,0,104,13,3,1980-01-06T03:12:23
1633357806,16700,768175,767395,767395,767,0,0,0,0,0,146,13,3,1980-01-06T03:12:48
1633357831,16700,793175,792395,792395,792,0,0,0,0,0,186,13,3,1980-01-06T03:13:13
1633357856,143800,818175,817395,817395,817,0,0,0,0,0,226,13,3,1980-01-06T03:13:38
1633357881,143800,843175,842395,842395,842,0,0,0,0,0,12,13,3,1980-01-06T03:14:03
1633357906,143800,868175,867395,867395,867,0,0,0,0,0,52,13,3,1980-01-06T03:14:28
