time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian
1633357040,452200,1989,18.4014873504639,3.30200004577637,3.25728917121887,10,13,0,1970-01-01T03:00:02
1633357041,452200,5989,20.4832725524902,3.30200004577637,3.25728917121887,59,13,0,1970-01-01T03:00:05
1633357042,452200,6989,20.7806701660156,3.30200004577637,3.25728917121887,70,13,0,1980-01-06T03:00:04
1633357043,452200,7989,21.078067779541,3.30200004577637,3.25567770004272,81,13,0,1980-01-06T03:00:05
1633357044,452200,8989,21.078067779541,3.30200004577637,3.2782416343689,95,13,0,1980-01-06T03:00:06
1633357045,452200,9989,21.3754653930664,3.30200004577637,3.2782416343689,106,13,0,1980-01-06T03:00:07
1633357046,452200,10989,21.3754653930664,3.30200004577637,3.2782416343689,117,13,0,1980-01-06T03:00:08
1633357047,452200,11989,21.6728630065918,3.30200004577637,3.27501845359802,130,13,0,1980-01-06T03:00:09
1633357048,452200,12989,21.6728630065918,3.30200004577637,3.27501845359802,141,13,0,1980-01-06T03:00:10
1633357049,452200,13989,21.9702606201172,3.30200004577637,3.27501845359802,153,13,0,1980-01-06T03:00:11
1633357050,452200,14989,21.9702606201172,3.30200004577637,3.2782416343689,166,13,0,1980-01-06T03:00:12
1633357051,452200,15989,22.2676582336426,3.30200004577637,3.2782416343689,177,13,0,1980-01-06T03:00:13
1633357052,452200,16989,22.2676582336426,3.30200004577637,3.2782416343689,188,13,0,1980-01-06T03:00:14
1633357053,452200,17989,22.2676582336426,3.30200004577637,3.27501845359802,201,13,0,1980-01-06T03:00:15
1633357054,452200,18989,22.2676582336426,3.30200004577637,3.27501845359802,213,13,0,1980-01-06T03:00:16
1633357055,452200,19989,22.565055847168,3.30200004577637,3.2782416343689,224,13,0,1980-01-06T03:00:17
1633357056,452200,20989,22.565055847168,3.30200004577637,3.2798535823822,237,13,0,1980-01-06T03:00:18
1633357057,452200,21989,22.565055847168,3.30200004577637,3.27501845359802,248,13,0,1980-01-06T03:00:19
1633357058,452200,22989,22.565055847168,3.30200004577637,3.2782416343689,3,13,0,1980-01-06T03:00:20
1633357059,452200,23989,22.565055847168,3.30200004577637,3.27501845359802,17,13,0,1980-01-06T03:00:21
1633357060,452200,24989,22.8624534606934,3.30200004577637,3.27501845359802,28,13,0,1980-01-06T03:00:22
1633357061,452200,25989,22.8624534606934,3.30200004577637,3.2782416343689,39,13,0,1980-01-06T03:00:23
1633357062,452200,26989,22.8624534606934,3.29999995231628,3.27501845359802,52,13,0,1980-01-06T03:00:24
1633357063,452200,27989,23.1598510742187,3.30200004577637,3.2782416343689,63,13,0,1980-01-06T03:00:25
1633357064,452200,28989,22.8624534606934,3.30200004577637,3.2782416343689,75,13,0,1980-01-06T03:00:26
1633357065,452200,29989,23.1598510742187,3.30200004577637,3.27501845359802,88,13,0,1980-01-06T03:00:27
1633357066,452200,30989,23.1598510742187,3.30200004577637,3.27501845359802,99,13,0,1980-01-06T03:00:28
1633357067,452200,31989,23.1598510742187,3.30200004577637,3.27501845359802,110,13,0,1980-01-06T03:00:29
1633357068,452200,32989,23.1598510742187,3.30200004577637,3.2782416343689,123,13,0,1980-01-06T03:00:30
1633357069,452200,33989,23.1598510742187,3.30200004577637,3.2782416343689,135,13,0,1980-01-06T03:00:31
1633357070,452200,34989,23.1598510742187,3.30200004577637,3.27501845359802,146,13,0,1980-01-06T03:00:32
1633357071,452200,35989,23.4572486877441,3.30200004577637,3.2782416343689,159,13,0,1980-01-06T03:00:33
1633357072,452200,36989,23.4572486877441,3.30200004577637,3.27662992477417,170,13,0,1980-01-06T03:00:34
1633357073,452200,37989,23.4572486877441,3.30200004577637,3.27501845359802,181,13,0,1980-01-06T03:00:35
1633357074,452200,38989,23.4572486877441,3.30200004577637,3.2782416343689,195,13,0,1980-01-06T03:00:36
1633357075,452200,39989,23.4572486877441,3.30200004577637,3.27662992477417,206,13,0,1980-01-06T03:00:37
1633357076,452200,40989,23.4572486877441,3.30200004577637,3.28146505355835,217,13,0,1980-01-06T03:00:38
1633357077,452200,41989,23.7546463012695,3.29999995231628,3.28146505355835,230,13,0,1980-01-06T03:00:39
1633357078,452200,42989,23.7546463012695,3.30200004577637,3.2782416343689,241,13,0,1980-01-06T03:00:40
1633357079,452200,43989,23.4572486877441,3.29999995231628,3.2782416343689,253,13,0,1980-01-06T03:00:41
1633357080,452200,44989,23.4572486877441,3.30200004577637,3.28307700157166,10,13,0,1980-01-06T03:00:42
1633357081,452200,45989,23.7546463012695,3.29999995231628,3.28146505355835,21,13,0,1980-01-06T03:00:43
1633357082,452200,46989,23.7546463012695,3.30200004577637,3.28146505355835,32,13,0,1980-01-06T03:00:44
1633357083,452200,47989,23.7546463012695,3.30200004577637,3.2782416343689,45,13,0,1980-01-06T03:00:45
1633357084,452200,48989,23.7546463012695,3.30200004577637,3.2782416343689,57,13,0,1980-01-06T03:00:46
1633357085,452200,49989,23.7546463012695,3.30200004577637,3.27662992477417,68,13,0,1980-01-06T03:00:47
1633357086,452200,50989,23.7546463012695,3.29999995231628,3.2798535823822,81,13,0,1980-01-06T03:00:48
1633357087,452200,51989,23.7546463012695,3.30200004577637,3.28146505355835,92,13,0,1980-01-06T03:00:49
1633357088,452200,52989,23.7546463012695,3.30200004577637,3.2798535823822,103,13,0,1980-01-06T03:00:50
1633357089,452200,53989,23.7546463012695,3.29999995231628,3.2798535823822,117,13,0,1980-01-06T03:00:51
1633357090,452200,54989,23.7546463012695,3.30200004577637,3.27662992477417,128,13,0,1980-01-06T03:00:52
1633357091,452200,55989,23.7546463012695,3.29999995231628,3.2782416343689,139,13,0,1980-01-06T03:00:53
1633357092,452200,56989,24.0520439147949,3.30200004577637,3.2798535823822,152,13,0,1980-01-06T03:00:54
1633357093,452200,57989,24.0520439147949,3.30200004577637,3.2798535823822,163,13,0,1980-01-06T03:00:55
1633357094,452200,58989,23.7546463012695,3.29999995231628,3.2798535823822,175,13,0,1980-01-06T03:00:56
1633357095,452200,59989,24.0520439147949,3.29999995231628,3.2782416343689,188,13,0,1980-01-06T03:00:57
1633357096,452200,60989,24.0520439147949,3.30200004577637,3.27179479598999,199,13,0,1980-01-06T03:00:58
1633357097,452200,61989,24.0520439147949,3.30200004577637,3.27501845359802,210,13,0,1980-01-06T03:00:59
1633357098,452200,62989,24.0520439147949,3.30200004577637,3.27501845359802,223,13,0,1980-01-06T03:01:00
1633357099,452200,63989,24.0520439147949,3.29999995231628,3.27662992477417,235,13,0,1980-01-06T03:01:01
1633357100,452200,64989,24.0520439147949,3.29999995231628,3.2782416343689,246,13,0,1980-01-06T03:01:02
1633357101,452200,65989,24.0520439147949,3.29999995231628,3.27662992477417,3,13,0,1980-01-06T03:01:03
1633357102,452200,66989,24.0520439147949,3.30200004577637,3.27662992477417,14,13,0,1980-01-06T03:01:04
1633357103,452200,67989,24.0520439147949,3.29999995231628,3.27179479598999,25,13,0,1980-01-06T03:01:05
1633357104,452200,68989,24.0520439147949,3.30200004577637,3.27501845359802,39,13,0,1980-01-06T03:01:06
1633357105,452200,69989,24.0520439147949,3.29999995231628,3.27662992477417,50,13,0,1980-01-06T03:01:07
1633357106,452200,70989,24.0520439147949,3.29999995231628,3.27501845359802,61,13,0,1980-01-06T03:01:08
1633357107,452200,71989,24.0520439147949,3.29999995231628,3.27662992477417,74,13,0,1980-01-06T03:01:09
1633357108,452200,72989,24.0520439147949,3.30200004577637,3.27662992477417,85,13,0,1980-01-06T03:01:10
1633357109,452200,73989,24.3494434356689,3.30200004577637,3.27501845359802,97,13,0,1980-01-06T03:01:11
1633357110,452200,74989,24.0520439147949,3.29999995231628,3.27501845359802,110,13,0,1980-01-06T03:01:12
1633357111,452200,75989,24.0520439147949,3.29999995231628,3.27501845359802,121,13,0,1980-01-06T03:01:13
1633357112,452200,76989,24.3494434356689,3.30200004577637,3.27662992477417,132,13,0,1980-01-06T03:01:14
1633357113,452200,77989,24.3494434356689,3.30200004577637,3.27662992477417,145,13,0,1980-01-06T03:01:15
1633357114,452200,78989,24.0520439147949,3.29999995231628,3.2782416343689,157,13,0,1980-01-06T03:01:16
1633357115,452200,79989,24.3494434356689,3.29999995231628,3.27501845359802,168,13,0,1980-01-06T03:01:17
1633357116,452200,80989,24.3494434356689,3.30200004577637,3.27179479598999,181,13,0,1980-01-06T03:01:18
1633357117,452200,81989,24.3494434356689,3.30200004577637,3.27662992477417,192,13,0,1980-01-06T03:01:19
1633357118,452200,82989,24.3494434356689,3.29999995231628,3.27501845359802,203,13,0,1980-01-06T03:01:20
1633357119,452200,83989,24.3494434356689,3.30200004577637,3.27662992477417,217,13,0,1980-01-06T03:01:21
1633357120,452200,84989,24.3494434356689,3.29999995231628,3.27662992477417,228,13,0,1980-01-06T03:01:22
1633357121,452200,85989,24.3494434356689,3.30200004577637,3.27340650558472,239,13,0,1980-01-06T03:01:23
1633357122,452200,86989,24.3494434356689,3.30200004577637,3.27340650558472,252,13,0,1980-01-06T03:01:24
1633357123,452200,87989,24.3494434356689,3.30200004577637,3.2782416343689,7,13,0,1980-01-06T03:01:25
1633357124,452200,88989,24.3494434356689,3.30200004577637,3.27662992477417,19,13,0,1980-01-06T03:01:26
