time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian
1633357043,654200,8175,8152,8152,8,0,0,0,0,0,86,13,1,1980-01-06T03:00:05
1633357068,654200,33175,33152,33152,33,0,0,0,0,0,128,13,1,1980-01-06T03:00:30
1633357093,654200,58175,58152,58152,58,0,0,0,0,0,168,13,1,1980-01-06T03:00:55
1633357118,654200,83175,83152,83152,83,0,0,0,0,0,208,13,1,1980-01-06T03:01:20
1633357143,654200,108175,108152,108152,108,0,0,0,0,0,250,13,1,1980-01-06T03:01:45
1633357168,654200,133175,133152,133152,133,0,0,0,0,0,34,13,1,1980-01-06T03:02:10
1633357193,654200,158175,158152,158152,158,0,0,0,0,0,74,13,1,1980-01-06T03:02:35
1633357218,654200,183175,183152,183152,183,0,0,0,0,0,116,13,1,1980-01-06T03:03:00
1633357245,585200,208175,208152,208152,208,0,0,0,0,0,156,13,1,1980-01-06T03:03:27
1633357270,585200,233175,233152,233152,233,0,0,0,0,0,196,13,1,1980-01-06T03:03:52
1633357295,585200,258175,258152,258152,258,0,0,0,0,0,238,13,1,1980-01-06T03:04:17
1633357320,585200,283175,283152,283152,283,0,0,0,0,0,22,13,1,1980-01-06T03:04:42
1633357345,585200,308175,308152,308152,308,0,0,0,0,0,62,13,1,1980-01-06T03:05:07
1633357370,585200,333175,333152,333152,333,0,0,0,0,0,104,13,1,1980-01-06T03:05:32
1633357395,585200,358175,358152,358152,358,0,0,0,0,0,144,13,1,1980-01-06T03:05:57
1633357420,585200,383175,383152,383152,383,0,0,0,0,0,184,13,1,1980-01-06T03:06:22
1633357445,748500,408175,408152,408152,408,0,0,0,0,0,226,13,1,1980-01-06T03:06:47
1633357470,748500,433175,433152,433152,433,0,0,0,0,0,10,13,1,1980-01-06T03:07:12
1633357495,748500,458175,458152,458152,458,0,0,0,0,0,50,13,1,1980-01-06T03:07:37
