time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1633357037,76359,1490,9.9375,5,10,1,1970-01-01T03:00:01
1633357038,86282,2555,10,15,10,1,1970-01-01T03:00:02
1633357039,96205,3504,10,21,10,1,1970-01-01T03:00:03
1633357040,106128,4493,10,31,10,1,1970-01-01T03:00:04
1633357041,116051,5484,10,41,10,1,1980-01-06T03:00:03
1633357042,125974,6494,10,47,10,1,1980-01-06T03:00:04
1633357043,126117,7566,10,57,10,1,1980-01-06T03:00:05
1633357044,125959,8495,10,67,10,1,1980-01-06T03:00:06
1633357045,136208,9519,10,77,10,1,1980-01-06T03:00:07
1633357046,138822,10583,10,83,10,1,1980-01-06T03:00:08
1633357047,129027,11513,10,93,10,1,1980-01-06T03:00:09
1633357048,135974,12504,10,103,10,1,1980-01-06T03:00:10
1633357049,126071,13502,10,109,10,1,1980-01-06T03:00:11
1633357050,126653,14494,10,119,10,1,1980-01-06T03:00:12
1633357051,125959,15566,10,129,10,1,1980-01-06T03:00:13
1633357052,135943,16524,10,135,10,1,1980-01-06T03:00:14
1633357053,145945,17514,10,145,10,1,1980-01-06T03:00:15
1633357054,146663,18514,9.9375,155,10,1,1980-01-06T03:00:16
1633357055,126037,19514,10,161,10,1,1980-01-06T03:00:17
1633357056,137950,20581,10,171,10,1,1980-01-06T03:00:18
1633357057,145963,21522,10,181,10,1,1980-01-06T03:00:19
1633357058,139237,22516,10,187,10,1,1980-01-06T03:00:20
1633357059,136066,23485,9.9375,197,10,1,1980-01-06T03:00:21
1633357060,138680,24516,9.9375,207,10,1,1980-01-06T03:00:22
1633357061,138676,25581,9.9375,213,10,1,1980-01-06T03:00:23
1633357062,146064,26526,10,223,10,1,1980-01-06T03:00:24
1633357063,136738,27512,10,233,10,1,1980-01-06T03:00:25
1633357064,148756,28613,10,243,10,1,1980-01-06T03:00:26
1633357065,148695,29534,10,249,10,1,1980-01-06T03:00:27
1633357066,158767,30543,10,3,10,1,1980-01-06T03:00:28
1633357067,157906,31522,10,13,10,1,1980-01-06T03:00:29
1633357068,148175,32522,10,19,10,1,1980-01-06T03:00:30
1633357069,165962,33609,10,29,10,1,1980-01-06T03:00:31
1633357070,175952,34552,10,39,10,1,1980-01-06T03:00:32
1633357071,166059,35541,10,45,10,1,1980-01-06T03:00:33
1633357072,188763,36562,10,55,10,1,1980-01-06T03:00:34
1633357073,168839,37543,10,65,10,1,1980-01-06T03:00:35
1633357074,177138,38619,10.0625,71,10,1,1980-01-06T03:00:36
1633357075,165957,39541,10.0625,81,10,1,1980-01-06T03:00:37
1633357076,192665,40561,10.0625,91,10,1,1980-01-06T03:00:38
1633357077,188951,41648,10.0625,97,10,1,1980-01-06T03:00:39
1633357078,188710,42562,10.0625,107,10,1,1980-01-06T03:00:40
1633357079,205960,43581,10.0625,117,10,1,1980-01-06T03:00:41
1633357080,179005,44563,10.0625,123,10,1,1980-01-06T03:00:42
1633357081,202693,45575,10.0625,133,10,1,1980-01-06T03:00:43
1633357082,205956,46656,10.0625,143,10,1,1980-01-06T03:00:44
1633357083,205991,47609,10.0625,153,10,1,1980-01-06T03:00:45
1633357084,206157,48572,10.0625,159,10,1,1980-01-06T03:00:46
1633357085,226488,49603,10.0625,169,10,1,1980-01-06T03:00:47
1633357086,216063,50599,10.125,179,10,1,1980-01-06T03:00:48
1633357087,215967,51659,10.0625,185,10,1,1980-01-06T03:00:49
1633357088,228687,52605,10.125,195,10,1,1980-01-06T03:00:50
