time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian
1633357741,16700,703175,703152,703152,703,0,0,0,0,0,142,13,0,1980-01-06T03:11:43
1633357766,16700,728175,728152,728152,728,0,0,0,0,0,182,13,0,1980-01-06T03:12:08
1633357791,16700,753175,753152,753152,753,0,0,0,0,0,224,13,0,1980-01-06T03:12:33
1633357816,16700,778175,778152,778152,778,0,0,0,0,0,8,13,0,1980-01-06T03:12:58
1633357841,143800,803175,803152,803152,803,0,0,0,0,0,48,13,0,1980-01-06T03:13:23
1633357866,143800,828175,828152,828152,828,0,0,0,0,0,90,13,0,1980-01-06T03:13:48
1633357891,143800,853175,853152,853152,853,0,0,0,0,0,130,13,0,1980-01-06T03:14:13
1633357916,143800,878175,878152,878152,878,0,0,0,0,0,170,13,0,1980-01-06T03:14:38
1633357941,143800,903175,903152,903152,903,0,0,0,0,0,212,13,0,1980-01-06T03:15:03
1633357966,143800,928175,928152,928152,928,0,0,0,0,0,252,13,0,1980-01-06T03:15:28
1633357991,143800,953175,953152,953152,953,0,0,0,0,0,36,13,0,1980-01-06T03:15:53
1633358016,143800,978175,978152,978152,978,0,0,0,0,0,78,13,0,1980-01-06T03:16:18
1633358041,143800,1003175,1003152,1003152,1003,0,0,0,0,0,118,13,0,1980-01-06T03:16:43
1633358066,143800,1028175,1028152,1028152,1028,0,0,0,0,0,158,13,0,1980-01-06T03:17:08
1633358091,143800,1053175,1053152,1053152,1053,0,0,0,0,0,200,13,0,1980-01-06T03:17:33
1633358116,143800,1078175,1078152,1078152,1078,0,0,0,0,0,240,13,0,1980-01-06T03:17:58
1633358141,415100,1103175,1103152,1103152,1103,0,0,0,0,0,24,13,0,1980-01-06T03:18:23
1633358166,415100,1128175,1128152,1128152,1128,0,0,0,0,0,66,13,0,1980-01-06T03:18:48
1633358191,415100,1153175,1153152,1153152,1153,0,0,0,0,0,106,13,0,1980-01-06T03:19:13
1633358216,415100,1178175,1178152,1178152,1178,0,0,0,0,0,146,13,0,1980-01-06T03:19:38
1633358241,415100,1203175,1203152,1203152,1203,0,0,0,0,0,188,13,0,1980-01-06T03:20:03
1633358266,415100,1228175,1228152,1228152,1228,0,0,0,0,0,228,13,0,1980-01-06T03:20:28
1633358291,415100,1253175,1253152,1253152,1253,0,0,0,0,0,12,13,0,1980-01-06T03:20:53
1633358316,415100,1278175,1278152,1278152,1278,0,0,0,0,0,54,13,0,1980-01-06T03:21:18
1633358341,415100,1303175,1303152,1303152,1303,0,0,0,0,0,94,13,0,1980-01-06T03:21:43
1633358366,415100,1328175,1328152,1328152,1328,0,0,0,0,0,134,13,0,1980-01-06T03:22:08
1633358391,415100,1353175,1353152,1353152,1353,0,0,0,0,0,176,13,0,1980-01-06T03:22:33
1633358416,415100,1378175,1378152,1378152,1378,0,0,0,0,0,216,13,0,1980-01-06T03:22:58
1633358441,665200,1403175,1403152,1403152,1403,0,0,0,0,0,0,13,0,1980-01-06T03:23:23
1633358466,665200,1428175,1428152,1428152,1428,0,0,0,0,0,42,13,0,1980-01-06T03:23:48
1633358491,665200,1453175,1453152,1453152,1453,0,0,0,0,0,82,13,0,1980-01-06T03:24:13
1633358516,664200,1478174,1478151,1477152,1478,1,-4,1,0,0,121,13,0,1980-01-06T03:24:38
1633358541,664200,1503174,1503151,1486152,1503,21,-4,17,5,1502818,143,13,0,1980-01-06T03:25:03
1633358566,664200,1528174,1528151,1486152,1528,46,-4,42,9,1523588,158,13,0,1980-01-06T03:25:28
1633358591,664200,1553174,1553151,1486152,1553,71,-4,67,14,1549588,173,13,0,1980-01-06T03:25:53
1633358616,664200,1578174,1578151,1486152,1578,96,-4,92,19,1575588,190,13,0,1980-01-06T03:26:18
1633358641,923400,1603174,1603151,1486152,1603,121,-4,117,24,1601588,205,13,0,1980-01-06T03:26:43
1633358666,923400,1628174,1628151,1486152,1628,146,-4,142,29,1627588,220,13,0,1980-01-06T03:27:08
1633358691,923400,1653174,1653151,1486152,1653,171,-4,167,33,1648406,237,13,0,1980-01-06T03:27:33
1633358716,923400,1678174,1678151,1486152,1678,196,-4,192,38,1674406,252,13,0,1980-01-06T03:27:58
1633358742,103900,1703174,1703151,1486152,1703,221,-4,217,43,1700406,11,13,0,1980-01-06T03:28:24
1633358767,103900,1728174,1728151,1486152,1728,246,-4,242,48,1726406,28,13,0,1980-01-06T03:28:49
1633358792,103900,1753174,1753151,1486152,1753,271,-4,267,53,1752406,43,13,0,1980-01-06T03:29:14
1633358817,103900,1778174,1778151,1486152,1778,296,-4,292,57,1773185,58,13,0,1980-01-06T03:29:39
1633358842,103900,1803174,1803151,1486152,1803,321,-4,317,62,1799185,75,13,0,1980-01-06T03:30:04
1633358867,103900,1828174,1828151,1486152,1828,346,-4,342,67,1825185,90,13,0,1980-01-06T03:30:29
1633358892,103900,1853174,1853151,1486152,1853,371,-4,367,72,1851185,105,13,0,1980-01-06T03:30:54
1633358917,103900,1878174,1878151,1486152,1878,396,-4,392,77,1877185,122,13,0,1980-01-06T03:31:19
1633358942,103900,1903174,1903151,1486152,1903,421,-4,417,81,1898000,137,13,0,1980-01-06T03:31:44
1633358967,103900,1928174,1928151,1486152,1928,446,-4,442,86,1924000,152,13,0,1980-01-06T03:32:09
1633358992,103900,1953174,1953151,1486152,1953,471,-4,467,91,1950000,169,13,0,1980-01-06T03:32:34
1633359017,103900,1978174,1978151,1486152,1978,496,-4,492,96,1976000,184,13,0,1980-01-06T03:32:59
1633359042,234600,2003174,2003151,1486152,2003,521,-4,517,101,2002000,199,13,0,1980-01-06T03:33:24
1633359067,234800,2028174,2028151,1486152,2028,546,-4,542,106,2028000,216,13,0,1980-01-06T03:33:49
1633359092,234800,2053174,2053151,1486152,2053,571,-4,567,110,2048818,231,13,0,1980-01-06T03:34:14
1633359117,234800,2078174,2078151,1486152,2078,596,-4,592,115,2074818,246,13,0,1980-01-06T03:34:39
1633359142,234800,2103174,2103151,1486152,2103,621,-4,617,120,2100818,7,13,0,1980-01-06T03:35:04
1633359167,234800,2128174,2128151,1486152,2128,646,-4,642,125,2126818,22,13,0,1980-01-06T03:35:29
1633359192,234800,2153174,2153151,1486152,2153,671,-4,667,130,2152818,37,13,0,1980-01-06T03:35:54
1633359217,234800,2178174,2178151,1486152,2178,696,-4,692,134,2173588,54,13,0,1980-01-06T03:36:19
1633359242,450600,2203174,2203151,1486152,2203,721,-4,717,139,2199588,69,13,0,1980-01-06T03:36:44
1633359267,450600,2228174,2228151,1486152,2228,746,-4,742,144,2225588,84,13,0,1980-01-06T03:37:09
1633359292,450600,2253174,2253151,1486152,2253,771,-4,767,149,2251588,101,13,0,1980-01-06T03:37:34
1633359317,450600,2278174,2278151,1486152,2278,796,-4,792,154,2277588,116,13,0,1980-01-06T03:37:59
1633359342,566300,2303174,2303151,1486152,2303,821,-4,817,158,2298406,131,13,0,1980-01-06T03:38:24
1633359367,566300,2328174,2328151,1486152,2328,846,-4,842,163,2324406,148,13,0,1980-01-06T03:38:49
1633359392,566300,2353174,2353151,1486152,2353,871,-4,867,168,2350406,163,13,0,1980-01-06T03:39:14
1633359417,566300,2378174,2378151,1486152,2378,896,-4,892,173,2376406,178,13,0,1980-01-06T03:39:39
1633359442,693400,2403174,2403151,1486152,2403,921,-4,917,178,2402406,195,13,0,1980-01-06T03:40:04
1633359467,693400,2428174,2428151,1486152,2428,946,-4,942,182,2423185,210,13,0,1980-01-06T03:40:29
1633359492,693400,2453174,2453151,1486152,2453,971,-4,967,187,2449185,225,13,0,1980-01-06T03:40:54
1633359517,693400,2478174,2478151,1486152,2478,996,-4,992,192,2475185,242,13,0,1980-01-06T03:41:19
1633359542,693400,2503174,2503151,1486152,2503,1021,-4,1017,197,2501185,1,13,0,1980-01-06T03:41:44
1633359567,693400,2528174,2528151,1486152,2528,1046,-4,1042,202,2527185,16,13,0,1980-01-06T03:42:09
1633359592,693400,2553174,2553151,1486152,2553,1071,-4,1067,206,2548000,33,13,0,1980-01-06T03:42:34
1633359617,693400,2578174,2578151,1486152,2578,1096,-4,1092,211,2574000,48,13,0,1980-01-06T03:42:59
1633359642,933700,2603174,2603151,1486152,2603,1121,-4,1117,216,2600000,63,13,0,1980-01-06T03:43:24
1633359667,933700,2628174,2628151,1486152,2628,1146,-4,1142,221,2626000,80,13,0,1980-01-06T03:43:49
1633359692,933700,2653174,2653151,1486152,2653,1171,-4,1167,226,2652000,95,13,0,1980-01-06T03:44:14
1633359717,933700,2678174,2678151,1486152,2678,1196,-4,1192,231,2678000,110,13,0,1980-01-06T03:44:39
1633359743,51200,2703174,2703151,1486152,2703,1221,-4,1217,235,2698818,127,13,0,1980-01-06T03:45:05
1633359768,51200,2728174,2728151,1486152,2728,1246,-4,1242,240,2724818,142,13,0,1980-01-06T03:45:30
1633359793,51200,2753174,2753151,1486152,2753,1271,-4,1267,245,2750818,157,13,0,1980-01-06T03:45:55
1633359818,51200,2778174,2778151,1486152,2778,1296,-4,1292,250,2776818,174,13,0,1980-01-06T03:46:20
1633359843,51200,2803174,2803151,1486152,2803,1321,-4,1317,255,2802818,189,13,0,1980-01-06T03:46:45
1633359868,51200,2828174,2828151,1486152,2828,1346,-4,1342,259,2823588,204,13,0,1980-01-06T03:47:10
1633359893,51200,2853174,2853151,1486152,2853,1371,-4,1367,264,2849588,221,13,0,1980-01-06T03:47:35
1633359918,51200,2878174,2878151,1486152,2878,1396,-4,1392,269,2875588,236,13,0,1980-01-06T03:48:00
1633359943,51200,2903174,2903151,1486152,2903,1421,-4,1417,274,2901588,251,13,0,1980-01-06T03:48:25
1633359968,51200,2928174,2928151,1486152,2928,1446,-4,1442,279,2927588,12,13,0,1980-01-06T03:48:50
1633359993,51200,2953174,2953151,1486152,2953,1471,-4,1467,283,2948406,27,13,0,1980-01-06T03:49:15
1633360018,51200,2978174,2978151,1486152,2978,1496,-4,1492,288,2974406,42,13,0,1980-01-06T03:49:40
1633360043,317600,3003174,3003151,1486152,3003,1521,-4,1517,293,3000406,59,13,0,1980-01-06T03:50:05
1633360068,317600,3028174,3028151,1486152,3028,1546,-4,1542,298,3026406,74,13,0,1980-01-06T03:50:30
1633360093,317600,3053174,3053151,1486152,3053,1571,-4,1567,303,3052406,89,13,0,1980-01-06T03:50:55
1633360118,317600,3078174,3078151,1486152,3078,1596,-4,1592,307,3073185,106,13,0,1980-01-06T03:51:20
1633360143,317600,3103174,3103151,1486152,3103,1621,-4,1617,312,3099185,121,13,0,1980-01-06T03:51:45
1633360168,317600,3128174,3128151,1486152,3128,1646,-4,1642,317,3125185,136,13,0,1980-01-06T03:52:10
1633360193,317600,3153174,3153151,1486152,3153,1671,-4,1667,322,3151185,153,13,0,1980-01-06T03:52:35
1633360218,317600,3178174,3178151,1486152,3178,1696,-4,1692,327,3177185,168,13,0,1980-01-06T03:53:00
1633360243,431200,3203174,3203151,1486152,3203,1721,-4,1717,331,3198000,183,13,0,1980-01-06T03:53:25
1633360268,431200,3228174,3228151,1486152,3228,1746,-4,1742,336,3224000,200,13,0,1980-01-06T03:53:50
1633360293,431200,3253174,3253151,1486152,3253,1771,-4,1767,341,3250000,215,13,0,1980-01-06T03:54:15
1633360318,431200,3278174,3278151,1486152,3278,1796,-4,1792,346,3276000,230,13,0,1980-01-06T03:54:40
1633360343,561100,3303174,3303151,1486152,3303,1821,-4,1817,351,3302000,247,13,0,1980-01-06T03:55:05
1633360368,561100,3328174,3328151,1486152,3328,1846,-4,1842,356,3328000,6,13,0,1980-01-06T03:55:30
1633360393,561100,3353174,3353151,1486152,3353,1871,-4,1867,360,3348818,21,13,0,1980-01-06T03:55:55
1633360418,561100,3378174,3378151,1486152,3378,1896,-4,1892,365,3374818,38,13,0,1980-01-06T03:56:20
1633360443,561100,3403174,3403151,1486152,3403,1921,-4,1917,370,3400818,53,13,0,1980-01-06T03:56:45
1633360468,561100,3428174,3428151,1486152,3428,1946,-4,1942,375,3426818,68,13,0,1980-01-06T03:57:10
1633360493,561100,3453174,3453151,1486152,3453,1971,-4,1967,380,3452818,85,13,0,1980-01-06T03:57:35
1633360518,561100,3478174,3478151,1486152,3478,1996,-4,1992,384,3473588,100,13,0,1980-01-06T03:58:00
1633360543,780400,3503174,3503151,1486152,3503,2021,-4,2017,389,3499588,115,13,0,1980-01-06T03:58:25
1633360568,780400,3528174,3528151,1486152,3528,2046,-4,2042,394,3525588,132,13,0,1980-01-06T03:58:50
1633360593,780400,3553174,3553151,1486152,3553,2071,-4,2067,399,3551588,147,13,0,1980-01-06T03:59:15
1633360618,780400,3578174,3578151,1486152,3578,2096,-4,2092,404,3577588,162,13,0,1980-01-06T03:59:40
1633360643,957400,3603174,3603151,1486152,3603,2121,-4,2117,408,3598406,179,13,0,1980-01-06T04:00:05
1633360668,957400,3628174,3628151,1486152,3628,2146,-4,2142,413,3624406,194,13,0,1980-01-06T04:00:30
1633360693,957400,3653174,3653151,1486152,3653,2171,-4,2167,418,3650406,209,13,0,1980-01-06T04:00:55
1633360718,957400,3678174,3678151,1486152,3678,2196,-4,2192,423,3676406,226,13,0,1980-01-06T04:01:20
1633360744,106100,3703174,3703151,1486152,3703,2221,-4,2217,428,3702406,241,13,0,1980-01-06T04:01:46
1633360769,106100,3728174,3728151,1486152,3728,2246,-4,2242,432,3723185,0,13,0,1980-01-06T04:02:11
1633360794,106100,3753174,3753151,1486152,3753,2271,-4,2267,437,3749185,17,13,0,1980-01-06T04:02:36
1633360819,106100,3778174,3778151,1486152,3778,2296,-4,2292,442,3775185,32,13,0,1980-01-06T04:03:01
1633360844,106100,3803174,3803151,1486152,3803,2321,-4,2317,447,3801185,47,13,0,1980-01-06T04:03:26
1633360869,106100,3828174,3828151,1486152,3828,2346,-4,2342,452,3827185,64,13,0,1980-01-06T04:03:51
1633360894,106100,3853174,3853151,1486152,3853,2371,-4,2367,456,3848000,79,13,0,1980-01-06T04:04:16
1633360919,106100,3878174,3878151,1486152,3878,2396,-4,2392,461,3874000,94,13,0,1980-01-06T04:04:41
1633360944,106100,3903174,3903151,1486152,3903,2421,-4,2417,466,3900000,111,13,0,1980-01-06T04:05:06
1633360969,106100,3928174,3928151,1486152,3928,2446,-4,2442,471,3926000,126,13,0,1980-01-06T04:05:31
1633360994,106100,3953174,3953151,1486152,3953,2471,-4,2467,476,3952000,141,13,0,1980-01-06T04:05:56
1633361019,106100,3978174,3978151,1486152,3978,2496,-4,2492,481,3978000,158,13,0,1980-01-06T04:06:21
1633361044,261600,4003174,4003151,1486152,4003,2521,-4,2517,485,3998818,173,13,0,1980-01-06T04:06:46
1633361069,261600,4028174,4028151,1486152,4028,2546,-4,2542,490,4024818,188,13,0,1980-01-06T04:07:11
1633361094,261600,4053174,4053151,1486152,4053,2571,-4,2567,495,4050818,205,13,0,1980-01-06T04:07:36
1633361119,261600,4078174,4078151,1486152,4078,2596,-4,2592,500,4076818,220,13,0,1980-01-06T04:08:01
1633361144,261600,4103174,4103151,1486152,4103,2621,-4,2617,505,4102818,235,13,0,1980-01-06T04:08:26
1633361169,261600,4128174,4128151,1486152,4128,2646,-4,2642,509,4123588,252,13,0,1980-01-06T04:08:51
1633361194,261600,4153174,4153151,1486152,4153,2671,-4,2667,514,4149588,11,13,0,1980-01-06T04:09:16
1633361219,261600,4178174,4178151,1486152,4178,2696,-4,2692,519,4175588,26,13,0,1980-01-06T04:09:41
1633361244,261600,4203174,4203151,1486152,4203,2721,-4,2717,524,4201588,43,13,0,1980-01-06T04:10:06
1633362598,633300,28154,28131,0,28,28,-4,28,5,25980,40,13,0,1980-01-06T03:00:25
1633362623,633300,53154,53131,0,53,53,-4,53,10,51980,55,13,0,1980-01-06T03:00:50
1633362648,633300,78154,78131,0,78,78,-4,78,15,77980,72,13,0,1980-01-06T03:01:15
1633362673,633300,103154,103131,0,103,103,-4,103,19,98798,87,13,0,1980-01-06T03:01:40
1633362698,633300,128154,128132,128132,128,114,-4,0,22,115165,116,13,0,1980-01-06T03:02:05
1633362723,633300,153154,153132,153132,153,114,-4,0,22,115165,158,13,0,1980-01-06T03:02:30
1633362748,634300,178155,178132,178132,178,114,-4,0,22,115165,198,13,0,1980-01-06T03:02:55
1633362775,667600,203154,203132,203132,203,114,-4,0,22,115165,238,13,0,1980-01-06T03:03:22
1633362800,667600,228154,228132,228132,228,114,-4,0,22,115165,24,13,0,1980-01-06T03:03:47
1633362825,667600,253154,253132,253132,253,114,-4,0,22,115165,64,13,0,1980-01-06T03:04:12
1633362850,667600,278154,278132,278132,278,114,-4,0,22,115165,104,13,0,1980-01-06T03:04:37
1633362875,841100,303154,303132,303132,303,114,-4,0,22,115165,146,13,0,1980-01-06T03:05:02
1633362900,841100,328154,328132,328132,328,114,-4,0,22,115165,186,13,0,1980-01-06T03:05:27
1633362925,841100,353154,353132,353132,353,114,-4,0,22,115165,226,13,0,1980-01-06T03:05:52
1633362950,841100,378154,378132,378132,378,114,-4,0,22,115165,12,13,0,1980-01-06T03:06:17
1633362975,842100,403155,403132,403132,403,114,-4,0,22,115165,52,13,0,1980-01-06T03:06:42
1633363000,841100,428154,428132,428132,428,114,-4,0,22,115165,92,13,0,1980-01-06T03:07:07
1633363025,841100,453154,453132,453132,453,114,-4,0,22,115165,134,13,0,1980-01-06T03:07:32
1633363050,841100,478154,478132,478132,478,114,-4,0,22,115165,174,13,0,1980-01-06T03:07:57
1633363075,841100,503154,503132,503132,503,114,-4,0,22,115165,214,13,0,1980-01-06T03:08:22
1633363100,842100,528155,528132,528132,528,114,-4,0,22,115165,0,13,0,1980-01-06T03:08:47
1633363125,699000,553154,553132,553132,553,114,-4,0,22,115165,40,13,0,1980-01-06T03:09:12
1633363150,700000,578155,578132,578132,578,114,-4,0,22,115165,80,13,0,1980-01-06T03:09:37
1633363175,699000,603154,603132,603132,603,114,-4,0,22,115165,122,13,0,1980-01-06T03:10:02
1633363200,699000,628154,628132,628132,628,114,-4,0,22,115165,162,13,0,1980-01-06T03:10:27
1633363225,699000,653154,653132,653132,653,114,-4,0,22,115165,202,13,0,1980-01-06T03:10:52
1633363250,699000,678154,678132,678132,678,114,-4,0,22,115165,244,13,0,1980-01-06T03:11:17
1633363275,822800,703154,703132,703132,703,114,-4,0,22,115165,28,13,0,1980-01-06T03:11:42
1633363300,822800,728154,728132,728132,728,114,-4,0,22,115165,68,13,0,1980-01-06T03:12:07
1633363325,822800,753154,753132,753132,753,114,-4,0,22,115165,110,13,0,1980-01-06T03:12:32
1633363350,822800,778154,778132,778132,778,114,-4,0,22,115165,150,13,0,1980-01-06T03:12:57
1633363375,822800,803154,803132,803132,803,114,-4,0,22,115165,190,13,0,1980-01-06T03:13:22
1633363400,799700,828154,828132,828132,828,114,-4,0,22,115165,232,13,0,1980-01-06T03:13:47
1633363425,799700,853154,853132,853132,853,114,-4,0,22,115165,16,13,0,1980-01-06T03:14:12
1633363450,800700,878155,878132,878132,878,114,-4,0,22,115165,56,13,0,1980-01-06T03:14:37
1633363475,799700,903154,903132,903132,903,114,-4,0,22,115165,98,13,0,1980-01-06T03:15:02
1633363500,799700,928154,928132,928132,928,114,-4,0,22,115165,138,13,0,1980-01-06T03:15:27
1633363525,799700,953154,953132,953132,953,114,-4,0,22,115165,178,13,0,1980-01-06T03:15:52
1633363550,799700,978154,978132,978132,978,114,-4,0,22,115165,220,13,0,1980-01-06T03:16:17
1633363575,800700,1003155,1003132,1003132,1003,114,-4,0,22,115165,4,13,0,1980-01-06T03:16:42
1633363600,799700,1028154,1028132,1028132,1028,114,-4,0,22,115165,44,13,0,1980-01-06T03:17:07
1633363625,800700,1053155,1053132,1053132,1053,114,-4,0,22,115165,86,13,0,1980-01-06T03:17:32
1633363650,799700,1078154,1078132,1078132,1078,114,-4,0,22,115165,126,13,0,1980-01-06T03:17:57
1633363675,800700,1103155,1103132,1103132,1103,114,-4,0,22,115165,166,13,0,1980-01-06T03:18:22
1633363700,799700,1128154,1128132,1128132,1128,114,-4,0,22,115165,208,13,0,1980-01-06T03:18:47
1633363725,799700,1153154,1153132,1153132,1153,114,-4,0,22,115165,248,13,0,1980-01-06T03:19:12
1633363750,799700,1178154,1178132,1178132,1178,114,-4,0,22,115165,32,13,0,1980-01-06T03:19:37
1633363775,799700,1203154,1203132,1203132,1203,114,-4,0,22,115165,74,13,0,1980-01-06T03:20:02
1633363800,799700,1228154,1228132,1228132,1228,114,-4,0,22,115165,114,13,0,1980-01-06T03:20:27
1633363825,799700,1253154,1253132,1253132,1253,114,-4,0,22,115165,154,13,0,1980-01-06T03:20:52
1633363850,799700,1278154,1278132,1278132,1278,114,-4,0,22,115165,196,13,0,1980-01-06T03:21:17
1633363875,799700,1303154,1303132,1303132,1303,114,-4,0,22,115165,236,13,0,1980-01-06T03:21:42
1633363900,799700,1328154,1328132,1328132,1328,114,-4,0,22,115165,20,13,0,1980-01-06T03:22:07
1633363925,799700,1353154,1353132,1353132,1353,114,-4,0,22,115165,62,13,0,1980-01-06T03:22:32
1633363950,800700,1378155,1378132,1378132,1378,114,-4,0,22,115165,102,13,0,1980-01-06T03:22:57
1633363975,799700,1403154,1403132,1403132,1403,114,-4,0,22,115165,142,13,0,1980-01-06T03:23:22
1633364000,800700,1428155,1428132,1428132,1428,114,-4,0,22,115165,184,13,0,1980-01-06T03:23:47
1633364025,799700,1453154,1453132,1453132,1453,114,-4,0,22,115165,224,13,0,1980-01-06T03:24:12
1633364050,799700,1478154,1478132,1478132,1478,114,-4,0,22,115165,8,13,0,1980-01-06T03:24:37
1633364075,784900,1503154,1503132,1503132,1503,114,-4,0,22,115165,50,13,0,1980-01-06T03:25:02
1633364100,784900,1528154,1528132,1528132,1528,114,-4,0,22,115165,90,13,0,1980-01-06T03:25:27
1633364125,784900,1553154,1553132,1553132,1553,114,-4,0,22,115165,130,13,0,1980-01-06T03:25:52
1633364150,784900,1578154,1578132,1578132,1578,114,-4,0,22,115165,172,13,0,1980-01-06T03:26:17
1633364175,785900,1603155,1603132,1603132,1603,114,-4,0,22,115165,212,13,0,1980-01-06T03:26:42
1633364200,784900,1628154,1628132,1628132,1628,114,-4,0,22,115165,252,13,0,1980-01-06T03:27:07
1633364225,784900,1653154,1653132,1653132,1653,114,-4,0,22,115165,38,13,0,1980-01-06T03:27:32
1633364250,784900,1678154,1678132,1678132,1678,114,-4,0,22,115165,78,13,0,1980-01-06T03:27:57
1633364275,784900,1703154,1703132,1703132,1703,114,-4,0,22,115165,118,13,0,1980-01-06T03:28:22
1633364300,784900,1728154,1728132,1728132,1728,114,-4,0,22,115165,160,13,0,1980-01-06T03:28:47
1633364325,784900,1753154,1753132,1753132,1753,114,-4,0,22,115165,200,13,0,1980-01-06T03:29:12
1633364350,785900,1778155,1778132,1778132,1778,114,-4,0,22,115165,240,13,0,1980-01-06T03:29:37
1633364375,784900,1803154,1803132,1803132,1803,114,-4,0,22,115165,26,13,0,1980-01-06T03:30:02
1633364400,785900,1828155,1828132,1828132,1828,114,-4,0,22,115165,66,13,0,1980-01-06T03:30:27
1633364425,784900,1853154,1853132,1853132,1853,114,-4,0,22,115165,106,13,0,1980-01-06T03:30:52
1633364450,785900,1878155,1878132,1878132,1878,114,-4,0,22,115165,148,13,0,1980-01-06T03:31:17
1633364475,784900,1903154,1903132,1903132,1903,114,-4,0,22,115165,188,13,0,1980-01-06T03:31:42
1633364500,784900,1928154,1928132,1928132,1928,114,-4,0,22,115165,228,13,0,1980-01-06T03:32:07
1633364525,785900,1953155,1953132,1953132,1953,114,-4,0,22,115165,14,13,0,1980-01-06T03:32:32
1633364550,784900,1978154,1978132,1978132,1978,114,-4,0,22,115165,54,13,0,1980-01-06T03:32:57
1633364575,785900,2003155,2003132,2003132,2003,114,-4,0,22,115165,94,13,0,1980-01-06T03:33:22
1633364600,784900,2028154,2028132,2028132,2028,114,-4,0,22,115165,136,13,0,1980-01-06T03:33:47
1633364625,784900,2053154,2053132,2053132,2053,114,-4,0,22,115165,176,13,0,1980-01-06T03:34:12
1633364650,784900,2078154,2078132,2078132,2078,114,-4,0,22,115165,216,13,0,1980-01-06T03:34:37
1633364675,784900,2103154,2103132,2103132,2103,114,-4,0,22,115165,2,13,0,1980-01-06T03:35:02
1633364700,785900,2128155,2128132,2128132,2128,114,-4,0,22,115165,42,13,0,1980-01-06T03:35:27
1633364725,784900,2153154,2153132,2153132,2153,114,-4,0,22,115165,82,13,0,1980-01-06T03:35:52
1633364750,785900,2178155,2178132,2178132,2178,114,-4,0,22,115165,124,13,0,1980-01-06T03:36:17
1633364775,784900,2203154,2203132,2203132,2203,114,-4,0,22,115165,164,13,0,1980-01-06T03:36:42
1633364800,784900,2228154,2228132,2228132,2228,114,-4,0,22,115165,204,13,0,1980-01-06T03:37:07
1633364825,785900,2253155,2253132,2253132,2253,114,-4,0,22,115165,246,13,0,1980-01-06T03:37:32
1633364850,784900,2278154,2278132,2278132,2278,114,-4,0,22,115165,30,13,0,1980-01-06T03:37:57
