time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian
1633357048,654200,13175,13175,13175,61,0,0,0,0,0,146,13,2,1980-01-06T03:00:10
1633357073,654200,38175,38175,38175,186,0,0,0,0,0,186,13,2,1980-01-06T03:00:35
1633357098,654200,63175,63175,63175,311,0,0,0,0,0,228,13,2,1980-01-06T03:01:00
1633357123,654200,88175,88175,88175,436,0,0,0,0,0,12,13,2,1980-01-06T03:01:25
1633357148,654200,113175,113175,113175,561,0,0,0,0,0,52,13,2,1980-01-06T03:01:50
1633357173,654200,138175,138175,138175,686,0,0,0,0,0,94,13,2,1980-01-06T03:02:15
1633357198,654200,163175,163175,163175,811,0,0,0,0,0,134,13,2,1980-01-06T03:02:40
1633357223,654200,188175,188175,188175,936,0,0,0,0,0,174,13,2,1980-01-06T03:03:05
1633357250,585200,213175,213175,213175,1061,0,0,0,0,0,216,13,2,1980-01-06T03:03:32
1633357275,585200,238175,238175,238175,1186,0,0,0,0,0,0,13,2,1980-01-06T03:03:57
1633357300,585200,263175,263175,263175,1311,0,0,0,0,0,40,13,2,1980-01-06T03:04:22
1633357325,585200,288175,288175,288175,1436,0,0,0,0,0,82,13,2,1980-01-06T03:04:47
1633357350,585200,313175,313175,313175,1561,0,0,0,0,0,122,13,2,1980-01-06T03:05:12
1633357375,585200,338175,338175,338175,1686,0,0,0,0,0,162,13,2,1980-01-06T03:05:37
1633357400,585200,363175,363175,363175,1811,0,0,0,0,0,204,13,2,1980-01-06T03:06:02
1633357425,585200,388175,388175,388175,1936,0,0,0,0,0,244,13,2,1980-01-06T03:06:27
1633357450,748500,413175,413175,413175,2061,0,0,0,0,0,28,13,2,1980-01-06T03:06:52
1633357475,748500,438175,438175,438175,2186,0,0,0,0,0,70,13,2,1980-01-06T03:07:17
1633357500,748500,463175,463175,463175,2311,0,0,0,0,0,110,13,2,1980-01-06T03:07:42
1633357525,748500,488175,488175,488175,2436,0,0,0,0,0,150,13,2,1980-01-06T03:08:07
1633357550,748500,513175,513175,513175,2561,0,0,0,0,0,192,13,2,1980-01-06T03:08:32
1633357575,748500,538175,538175,538175,2686,0,0,0,0,0,232,13,2,1980-01-06T03:08:57
1633357600,748500,563175,563175,563175,2811,0,0,0,0,0,16,13,2,1980-01-06T03:09:22
1633357625,748500,588175,588175,588175,2936,0,0,0,0,0,58,13,2,1980-01-06T03:09:47
1633357651,16700,613175,613175,613175,3061,0,0,0,0,0,98,13,2,1980-01-06T03:10:13
1633357676,16700,638175,638175,638175,3186,0,0,0,0,0,138,13,2,1980-01-06T03:10:38
1633357701,16700,663175,663175,663175,3311,0,0,0,0,0,180,13,2,1980-01-06T03:11:03
1633357726,16700,688175,688175,688175,3436,0,0,0,0,0,220,13,2,1980-01-06T03:11:28
1633357751,16700,713175,713175,713175,3561,0,0,0,0,0,4,13,2,1980-01-06T03:11:53
