time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1633357037,76359,1490,9.6875,6,10,2,1970-01-01T03:00:01
1633357038,86282,2555,9.75,16,10,2,1970-01-01T03:00:02
1633357039,96205,3504,9.75,22,10,2,1970-01-01T03:00:03
1633357040,106128,4494,9.75,32,10,2,1970-01-01T03:00:04
1633357041,116051,5484,9.75,42,10,2,1980-01-06T03:00:03
1633357042,125974,6494,9.75,48,10,2,1980-01-06T03:00:04
1633357043,126117,7566,9.75,58,10,2,1980-01-06T03:00:05
1633357044,125959,8495,9.75,68,10,2,1980-01-06T03:00:06
1633357045,136208,9519,9.75,78,10,2,1980-01-06T03:00:07
1633357046,138822,10583,9.75,84,10,2,1980-01-06T03:00:08
1633357047,129027,11514,9.75,94,10,2,1980-01-06T03:00:09
1633357048,135974,12505,9.75,104,10,2,1980-01-06T03:00:10
1633357049,126071,13502,9.75,110,10,2,1980-01-06T03:00:11
1633357050,126653,14494,9.75,120,10,2,1980-01-06T03:00:12
1633357051,125959,15566,9.75,130,10,2,1980-01-06T03:00:13
1633357052,135943,16524,9.75,136,10,2,1980-01-06T03:00:14
1633357053,145945,17514,9.8125,146,10,2,1980-01-06T03:00:15
1633357054,146663,18514,9.75,156,10,2,1980-01-06T03:00:16
1633357055,126037,19515,9.75,162,10,2,1980-01-06T03:00:17
1633357056,137950,20581,9.8125,172,10,2,1980-01-06T03:00:18
1633357057,145963,21522,9.8125,182,10,2,1980-01-06T03:00:19
1633357058,139237,22516,9.8125,188,10,2,1980-01-06T03:00:20
1633357059,136066,23485,9.8125,198,10,2,1980-01-06T03:00:21
1633357060,138680,24516,9.8125,208,10,2,1980-01-06T03:00:22
1633357061,138676,25582,9.8125,214,10,2,1980-01-06T03:00:23
1633357062,146064,26526,9.8125,224,10,2,1980-01-06T03:00:24
1633357063,136738,27512,9.8125,234,10,2,1980-01-06T03:00:25
1633357064,148756,28614,9.8125,244,10,2,1980-01-06T03:00:26
1633357065,148695,29534,9.8125,250,10,2,1980-01-06T03:00:27
1633357066,158767,30543,9.8125,4,10,2,1980-01-06T03:00:28
1633357067,157906,31522,9.8125,14,10,2,1980-01-06T03:00:29
