time_s,time_us,cookie,snr,frame_no,tap_bytes,rssi_bytes,crc_bytes,time_gregorian,log_timestamp,log_timestamp_gregorian
1633357885,5375828,871,12,946,00000000000000000000000000,0c00c89000,21f7,2021-10-04T17:31:30,1633357885.539952,2021-10-04T17:31:25
1633357891,6941993,872,12,953,00000000000000000000000000,0c00c890e0,94b4,2021-10-04T17:31:37,1633357891.696384,2021-10-04T17:31:31
1633357892,3376288,873,13,954,00000000000000000000000000,0d00c890e0,fa13,2021-10-04T17:31:35,1633357892.339979,2021-10-04T17:31:32
1633357892,8929331,874,10,955,00000000000000000000000000,0a00c890e0,5e67,2021-10-04T17:31:40,1633357892.896359,2021-10-04T17:31:32
1633357894,4506182,875,2,1988,00000000000000000000000000,0200c40780,1bc4,2021-10-04T17:31:38,1633357894.452629,2021-10-04T17:31:34
1633357900,3588724,876,3,964,00000000000000000000000000,0300ca90e0,be41,2021-10-04T17:31:43,1633357900.360974,2021-10-04T17:31:40
1633357900,8792936,877,1,965,00000000000000000000000000,0100c890e0,a143,2021-10-04T17:31:48,1633357900.881381,2021-10-04T17:31:40
1633357903,5918397,878,14,966,00000000000000000000000000,0e00c890e0,688d,2021-10-04T17:31:48,1633357903.59395,2021-10-04T17:31:43
1633357904,1469044,879,9,967,00000000000000000000000000,0900c890e0,8e05,2021-10-04T17:31:45,1633357904.149074,2021-10-04T17:31:44
1633357904,7798883,880,1,968,00000000000000000000000000,0100c890e0,9ce2,2021-10-04T17:31:51,1633357904.781909,2021-10-04T17:31:44
1633357906,6162936,881,14,971,00000000000000000000000000,0e00c890e0,2f2c,2021-10-04T17:31:52,1633357906.618417,2021-10-04T17:31:46
1633357907,1543874,882,14,972,00000000000000000000000000,0e00c890e0,2c1c,2021-10-04T17:31:48,1633357907.157929,2021-10-04T17:31:47
1633357909,8872675,883,11,973,00000000000000000000000000,0b00c890e0,958b,2021-10-04T17:31:57,1633357909.889331,2021-10-04T17:31:49
1633357910,4642543,884,12,974,00000000000000000000000000,0c00c890e0,b34d,2021-10-04T17:31:54,1633357910.466614,2021-10-04T17:31:50
1633357911,1178181,885,14,975,00000000000000000000000000,0e00c890e0,2268,2021-10-04T17:31:52,1633357911.119954,2021-10-04T17:31:51
1633357911,4526870,886,11,1988,00000000000000000000000000,0b00c407f0,0000,2021-10-04T17:31:55,1633357911.45484,2021-10-04T17:31:51
1633357912,2576274,887,10,977,00000000000000000000000000,0a00c890e0,24d9,2021-10-04T17:31:54,1633357912.259687,2021-10-04T17:31:52
1633357916,821485,888,10,980,00000000000000000000000000,0a00c890e0,8556,2021-10-04T17:31:56,1633357916.084202,2021-10-04T17:31:56
1633357917,2618594,889,6,27478,00000000000000000000000000,0600c890e0,81ab,2021-10-04T17:31:59,1633357917.264147,2021-10-04T17:31:57
1633357918,4358813,890,11,984,00000000000000000000000000,0b00c890e0,9dd8,2021-10-04T17:32:02,1633357918.437865,2021-10-04T17:31:58
1633357919,747942,891,13,985,00000000000000000000000000,0d00c890e0,74dc,2021-10-04T17:31:59,1633357919.077116,2021-10-04T17:31:59
1633357919,6057817,892,3,986,00000000000000000000000000,0300c890e0,09dd,2021-10-04T17:32:05,1633357919.609379,2021-10-04T17:31:59
1633357924,6903939,893,14,991,00000000000000000000000000,0e00c890e0,9fd6,2021-10-04T17:32:10,1633357924.692512,2021-10-04T17:32:04
1633357925,2420547,894,13,992,00000000000000000000000000,0d00c890e0,2cff,2021-10-04T17:32:07,1633357925.244127,2021-10-04T17:32:05
1633357928,5225903,895,12,994,00000000000000000000000000,0c00c890e0,7c53,2021-10-04T17:32:13,1633357928.524668,2021-10-04T17:32:08
1633357929,421087,896,14,995,00000000000000000000000000,0e008b90e0,0000,2021-10-04T17:32:09,1633357929.044086,2021-10-04T17:32:09
1633357929,7008798,897,12,996,00000000000000000000000000,0c00c890e0,3e9a,2021-10-04T17:32:16,1633357929.702853,2021-10-04T17:32:09
1633357934,7968761,898,8,33769,00000000000000000000000000,0800c890e0,d602,2021-10-04T17:32:21,1633357934.798738,2021-10-04T17:32:14
1633357938,3550281,899,13,1007,00000000000000000000000000,0d00c890e0,8352,2021-10-04T17:32:21,1633357938.357311,2021-10-04T17:32:18
1633357940,9745335,900,11,1008,00000000000000000000000000,0b00c890e0,681c,2021-10-04T17:32:29,1633357940.976605,2021-10-04T17:32:20
1633357943,3269388,901,12,1012,00000000000000000000000000,0c00c890e0,93a3,2021-10-04T17:32:26,1633357943.328855,2021-10-04T17:32:23
1633357943,9742956,902,14,1013,00000000000000000000000000,0e00c890e0,7c34,2021-10-04T17:32:32,1633357943.977005,2021-10-04T17:32:23
1633357944,5381860,903,16,1014,00000000000000000000000000,1000c890e0,9e53,2021-10-04T17:32:29,1633357944.540108,2021-10-04T17:32:24
1633357947,2420899,904,10,1015,00000000000000000000000000,0a00c890e0,0ff3,2021-10-04T17:32:29,1633357947.244199,2021-10-04T17:32:27
1633357947,6305496,905,13,1996,00000000000000000000000000,0d00cc0730,be41,2021-10-04T17:32:33,1633357947.632545,2021-10-04T17:32:27
1633357948,4279477,906,10,1017,00000000000000000000000000,0a00c890e0,54f6,2021-10-04T17:32:32,1633357948.43,2021-10-04T17:32:28
1633357950,1547069,907,12,1020,00000000000000000000000000,0c00c890e0,5fe8,2021-10-04T17:32:31,1633357950.156677,2021-10-04T17:32:30
1633357950,7904810,908,11,1021,00000000000000000000000000,0b00c890e0,748b,2021-10-04T17:32:37,1633357950.792531,2021-10-04T17:32:30
1633357956,4255785,909,11,259,00000000000000000000000000,0b00c890e0,f14e,2021-10-04T17:32:40,1633357956.427566,2021-10-04T17:32:36
1633357961,446677,910,15,1031,00000000000000000000000000,0f00c890e0,a196,2021-10-04T17:32:41,1633357961.046711,2021-10-04T17:32:41
1633357961,5726153,911,1,1032,00000000000000000000000000,0100c890e0,a27b,2021-10-04T17:32:46,1633357961.574713,2021-10-04T17:32:41
1633357962,7278039,912,13,1034,00000000000000000000000000,0d00c890e0,04bc,2021-10-04T17:32:49,1633357962.734417,2021-10-04T17:32:42
1633357967,8128542,913,13,1039,00000000000000000000000000,0d00c890e0,aea6,2021-10-04T17:32:55,1633357967.814954,2021-10-04T17:32:47
1633357968,3937528,914,14,1040,00000000000000000000000000,0e00c890e0,4bcd,2021-10-04T17:32:51,1633357968.396001,2021-10-04T17:32:48
1633357972,3028213,915,14,1043,00000000000000000000000000,0e00c890e0,5c90,2021-10-04T17:32:55,1633357972.304714,2021-10-04T17:32:52
1633357972,8478910,916,13,20804,00000000000000000000000000,0d00c890e0,3a9c,2021-10-04T17:33:00,1633357972.85008,2021-10-04T17:32:52
1633357973,4622037,917,1,1047,00000000000000000000000000,0100c890e0,bac4,2021-10-04T17:32:57,1633357973.464278,2021-10-04T17:32:53
1633357979,7834205,918,14,1052,00000000000000000000000000,0e00c890e0,24be,2021-10-04T17:33:06,1633357979.785608,2021-10-04T17:32:59
1633357982,1108705,919,14,1056,00000000000000000000000000,0e00c890e0,3c24,2021-10-04T17:33:03,1633357982.112931,2021-10-04T17:33:02
1633357984,4693574,920,11,861,00000000000000000000000000,0b005d0330,fd14,2021-10-04T17:33:08,1633357984.471393,2021-10-04T17:33:04
1633357985,4094994,921,14,1058,00000000000000000000000000,0e00c890e0,9314,2021-10-04T17:33:09,1633357985.411523,2021-10-04T17:33:05
1633357985,9467558,922,12,1059,00000000000000000000000000,0c00c890e0,27d5,2021-10-04T17:33:14,1633357985.948826,2021-10-04T17:33:05
1633357988,3137328,923,12,1063,00000000000000000000000000,0c00c890e0,afb9,2021-10-04T17:33:11,1633357988.315974,2021-10-04T17:33:08
1633357991,620715,924,13,1064,00000000000000000000000000,0d00c890e0,69a2,2021-10-04T17:33:11,1633357991.064208,2021-10-04T17:33:11
1633357992,2708170,925,12,1066,00000000000000000000000000,0c00c890e0,640f,2021-10-04T17:33:14,1633357992.273274,2021-10-04T17:33:12
1633357992,7529032,926,13,1067,00000000000000000000000000,0d00c890e0,7cef,2021-10-04T17:33:19,1633357992.755089,2021-10-04T17:33:12
1633357993,3850953,927,11,1068,00000000000000000000000000,0b00c890e0,0071,2021-10-04T17:33:16,1633357993.387228,2021-10-04T17:33:13
1633357993,9329576,928,14,1069,00000000000000000000000000,0e00c890e0,9242,2021-10-04T17:33:22,1633357993.93645,2021-10-04T17:33:13
1633357994,5624368,929,13,1070,00000000000000000000000000,0d00c890e0,0134,2021-10-04T17:33:19,1633357994.564377,2021-10-04T17:33:14
1633357997,3030116,930,13,1071,00000000000000000000000000,0d00c890e0,1b31,2021-10-04T17:33:20,1633357997.305151,2021-10-04T17:33:17
1633357997,9417443,931,13,3120,00000000000000000000000000,0d00c890e0,b075,2021-10-04T17:33:26,1633357997.943906,2021-10-04T17:33:17
1633357998,4912621,932,14,1073,00000000000000000000000000,0e00c890e0,4863,2021-10-04T17:33:22,1633357998.49334,2021-10-04T17:33:18
1633357999,415482,933,12,1074,00000000000000000000000000,0c00c890e0,fedf,2021-10-04T17:33:19,1633357999.043699,2021-10-04T17:33:19
1633358003,5125231,934,12,1078,00000000000000000000000000,0c00c890e0,5b66,2021-10-04T17:33:28,1633358003.514379,2021-10-04T17:33:23
1633358004,1641912,935,1,1079,00000000000000000000000000,0100c890e0,d50a,2021-10-04T17:33:25,1633358004.16679,2021-10-04T17:33:24
1633358006,5085256,936,4,1083,00000000000000000000000000,0400c89060,d2b8,2021-10-04T17:33:31,1633358006.510649,2021-10-04T17:33:26
1633358009,7906074,937,13,1085,00000000000000000000000000,0d00c890e0,6629,2021-10-04T17:33:36,1633358009.79265,2021-10-04T17:33:29
1633358010,4172823,938,13,1086,00000000000000000000000000,0d00c890e0,cc9a,2021-10-04T17:33:34,1633358010.419543,2021-10-04T17:33:30
1633358012,1678714,939,13,1089,00000000000000000000000000,0d00c890e0,0174,2021-10-04T17:33:33,1633358012.169742,2021-10-04T17:33:32
1633358012,7764401,940,10,1090,00000000000000000000000000,0a00c890e0,f9be,2021-10-04T17:33:39,1633358012.780497,2021-10-04T17:33:32
1633358015,8304283,941,12,14148,00000000000000000000000000,0c008870e0,ba73,2021-10-04T17:33:43,1633358015.832494,2021-10-04T17:33:35
1633358017,1367776,942,13,1094,00000000000000000000000000,0d00c890e0,fc4d,2021-10-04T17:33:38,1633358017.138915,2021-10-04T17:33:37
1633358017,7588226,943,15,1095,00000000000000000000000000,0f00c890e0,1e52,2021-10-04T17:33:44,1633358017.761229,2021-10-04T17:33:37
1633358018,3088226,944,11,1096,00000000000000000000000000,0b00c890e0,34ac,2021-10-04T17:33:41,1633358018.310853,2021-10-04T17:33:38
1633358018,9393594,945,10,1097,00000000000000000000000000,0a00c890e0,bfde,2021-10-04T17:33:47,1633358018.941598,2021-10-04T17:33:38
1633358019,4809620,946,13,1098,00000000000000000000000000,0d00c890e0,1759,2021-10-04T17:33:43,1633358019.484361,2021-10-04T17:33:39
1633358041,3824553,947,11,1121,00000000000000000000000000,0b00c890e0,c9a5,2021-10-04T17:34:04,1633358041.385782,2021-10-04T17:34:01
1633358042,58934,948,10,1122,00000000000000000000000000,0a00c890e0,3564,2021-10-04T17:34:02,1633358042.008029,2021-10-04T17:34:02
1633358043,7656381,949,11,1125,00000000000000000000000000,0b00c890e0,f70a,2021-10-04T17:34:10,1633358043.767615,2021-10-04T17:34:03
1633358044,3662579,950,11,1126,00000000000000000000000000,0b00c890e0,c3dc,2021-10-04T17:34:07,1633358044.368541,2021-10-04T17:34:04
1633358047,1050205,951,13,1127,00000000000000000000000000,0d00c890e0,39d2,2021-10-04T17:34:08,1633358047.107057,2021-10-04T17:34:07
1633358047,6744256,952,13,1128,00000000000000000000000000,0d00c890e0,8093,2021-10-04T17:34:13,1633358047.676776,2021-10-04T17:34:07
1633358048,2863039,953,13,1129,00000000000000000000000000,0d00c890e0,b4b7,2021-10-04T17:34:10,1633358048.288217,2021-10-04T17:34:08
1633358048,8504035,954,11,1130,00000000000000000000000000,0b00c890e0,fd09,2021-10-04T17:34:16,1633358048.852895,2021-10-04T17:34:08
1633358053,2023808,955,1,1988,00000000000000000000000000,0100c40780,d512,2021-10-04T17:34:15,1633358053.204488,2021-10-04T17:34:13
1633358054,6014509,956,13,1136,00000000000000000000000000,0d00c890e0,a248,2021-10-04T17:34:20,1633358054.603523,2021-10-04T17:34:14
1633358055,1620757,957,13,1137,00000000000000000000000000,0d00c890e0,235f,2021-10-04T17:34:16,1633358055.163988,2021-10-04T17:34:15
1633358059,3133990,958,4,1860,00000000000000000000000000,0400440750,0000,2021-10-04T17:34:22,1633358059.315476,2021-10-04T17:34:19
1633358060,2221875,959,11,1142,00000000000000000000000000,0b00c890e0,fc77,2021-10-04T17:34:22,1633358060.224462,2021-10-04T17:34:20
1633358063,2580265,960,13,1147,00000000000000000000000000,0d00c890e0,0e80,2021-10-04T17:34:25,1633358063.26014,2021-10-04T17:34:23
1633358065,9964759,961,16,1148,00000000000000000000000000,1000c890e0,f04a,2021-10-04T17:34:34,1633358065.998512,2021-10-04T17:34:25
1633358066,2870984,962,14,1988,00000000000000000000000000,0e00c40790,51c3,2021-10-04T17:34:28,1633358066.289525,2021-10-04T17:34:26
1633358067,613265,963,11,1150,00000000000000000000000000,0b00c880e0,8500,2021-10-04T17:34:27,1633358067.063354,2021-10-04T17:34:27
1633358068,8920552,964,13,1153,00000000000000000000000000,0d00cb90e0,416b,2021-10-04T17:34:36,1633358068.894077,2021-10-04T17:34:28
1633358069,4545466,965,12,1154,00000000000000000000000000,0c00c890e0,3174,2021-10-04T17:34:33,1633358069.457036,2021-10-04T17:34:29
1633358072,1698901,966,14,1155,00000000000000000000000000,0e00c890e0,9d25,2021-10-04T17:34:33,1633358072.17193,2021-10-04T17:34:32
1633358072,8142180,967,13,1156,00000000000000000000000000,0d00c890e0,8f9f,2021-10-04T17:34:40,1633358072.817861,2021-10-04T17:34:32
1633358073,3530218,968,11,1157,00000000000000000000000000,0b00c890e0,9241,2021-10-04T17:34:36,1633358073.354932,2021-10-04T17:34:33
1633358075,5580489,969,11,4036,00000000000000000000000000,0b00c40fb0,cd00,2021-10-04T17:34:40,1633358075.55987,2021-10-04T17:34:35
1633358079,894312,970,10,1163,00000000000000000000000000,0a00c890e0,e47f,2021-10-04T17:34:39,1633358079.091514,2021-10-04T17:34:39
1633358079,6308567,971,10,1164,00000000000000000000000000,0a00c890e0,0edd,2021-10-04T17:34:45,1633358079.632735,2021-10-04T17:34:39
1633358085,2706630,972,5,1026,00000000000000000000000000,0500c890e0,6022,2021-10-04T17:34:47,1633358085.272747,2021-10-04T17:34:45
1633358087,6174597,973,12,1174,00000000000000000000000000,0c00c890e0,974c,2021-10-04T17:34:53,1633358087.619374,2021-10-04T17:34:47
1633358088,2333405,974,11,1175,00000000000000000000000000,0b00c890e0,f366,2021-10-04T17:34:50,1633358088.235512,2021-10-04T17:34:48
1633358090,9213869,975,6,1208,00000000000000000000000000,0600c890e0,a684,2021-10-04T17:34:59,1633358090.92331,2021-10-04T17:34:50
1633358091,5437495,976,11,1177,00000000000000000000000000,0b00c890e0,8dc6,2021-10-04T17:34:56,1633358091.545855,2021-10-04T17:34:51
1633358097,7318418,977,14,1184,00000000000000000000000000,0e00c890e0,d908,2021-10-04T17:35:04,1633358097.733686,2021-10-04T17:34:57
1633358100,7126703,978,13,1189,00000000000000000000000000,0d00c890e0,c2b2,2021-10-04T17:35:07,1633358100.714725,2021-10-04T17:35:00
1633358103,3778283,979,8,1190,00000000000000000000000000,0800c890e0,a48e,2021-10-04T17:35:06,1633358103.379703,2021-10-04T17:35:03
1633358103,9985647,980,14,1191,00000000000000000000000000,0e00c890e0,0351,2021-10-04T17:35:12,1633358104.000776,2021-10-04T17:35:04
1633358104,5818576,981,13,1192,00000000000000000000000000,0d00c890e0,4ade,2021-10-04T17:35:09,1633358104.584949,2021-10-04T17:35:04
1633358105,1904537,982,15,1193,00000000000000000000000000,0f00c890e0,2cce,2021-10-04T17:35:06,1633358105.192552,2021-10-04T17:35:05
1633358106,9048345,983,12,1196,00000000000000000000000000,0c00c890e0,6ed3,2021-10-04T17:35:15,1633358106.906951,2021-10-04T17:35:06
1633358110,3019766,984,12,1198,00000000000000000000000000,0c00c890e0,45a6,2021-10-04T17:35:13,1633358110.304075,2021-10-04T17:35:10
1633358111,3892853,985,13,1072,00000000000000000000000000,0d00c890e0,2050,2021-10-04T17:35:14,1633358111.391324,2021-10-04T17:35:11
1633358115,9002900,986,13,1204,00000000000000000000000000,0d00c890e0,115a,2021-10-04T17:35:24,1633358115.902425,2021-10-04T17:35:15
1633358121,1840090,987,48,3837,00000000000000000000000000,3000c890e0,ca6d,2021-10-04T17:35:22,1633358121.186002,2021-10-04T17:35:21
1633358124,428903,988,11,1211,00000000000000000000000000,0b00c890e0,70ba,2021-10-04T17:35:24,1633358124.044886,2021-10-04T17:35:24
1633358124,5934908,989,13,1212,00000000000000000000000000,0d00c890e0,e2dd,2021-10-04T17:35:29,1633358124.595643,2021-10-04T17:35:24
1633358126,9825115,990,13,1216,00000000000000000000000000,0d00c890e0,fdc7,2021-10-04T17:35:35,1633358126.984627,2021-10-04T17:35:26
1633358132,7024734,991,1,1222,00000000000000000000000000,0100c890a0,246b,2021-10-04T17:35:39,1633358132.704521,2021-10-04T17:35:32
1633358136,6431560,992,1,1225,00000000000000000000000000,0100c890e0,4157,2021-10-04T17:35:42,1633358136.645442,2021-10-04T17:35:36
1633358137,1909286,993,14,1226,00000000000000000000000000,0e00c890e0,f05b,2021-10-04T17:35:38,1633358137.193207,2021-10-04T17:35:37
1633358137,8176727,994,13,1227,00000000000000000000000000,0d00c890e0,88e7,2021-10-04T17:35:45,1633358137.819674,2021-10-04T17:35:37
1633358138,3687410,995,10,1228,00000000000000000000000000,0a00c890e0,e260,2021-10-04T17:35:41,1633358138.370954,2021-10-04T17:35:38
1633358139,5501921,996,15,1230,00000000000000000000000000,0f00c890e0,1f09,2021-10-04T17:35:44,1633358139.552109,2021-10-04T17:35:39
1633358140,1701681,997,14,1231,00000000000000000000000000,0e00c890e0,378a,2021-10-04T17:35:41,1633358140.17248,2021-10-04T17:35:40
1633358150,9442372,998,12,1242,00000000000000000000000000,0c00c890e0,71df,2021-10-04T17:35:59,1633358150.946383,2021-10-04T17:35:50
1633358151,5812859,999,14,1243,00000000000000000000000000,0e00c890e0,1d1e,2021-10-04T17:35:56,1633358151.583692,2021-10-04T17:35:51
1633358152,1259927,1000,13,1244,00000000000000000000000000,0d00c890e0,bda4,2021-10-04T17:35:53,1633358152.127943,2021-10-04T17:35:52
1633358155,2499961,1001,14,1860,00000000000000000000000000,0e00440780,0426,2021-10-04T17:35:57,1633358155.252098,2021-10-04T17:35:55
1633358156,803287,1002,13,1247,00000000000000000000000000,0d00c890e0,f838,2021-10-04T17:35:56,1633358156.082226,2021-10-04T17:35:56
1633358158,4187743,1003,14,1251,00000000000000000000000000,0e00c890e0,ec3e,2021-10-04T17:36:02,1633358158.420825,2021-10-04T17:35:58
1633358159,534403,1004,14,1252,00000000000000000000000000,0e00c890e0,0fac,2021-10-04T17:35:59,1633358159.056399,2021-10-04T17:35:59
1633358163,9275896,1005,1,1993,00000000000000000000000000,0100c90780,2a0f,2021-10-04T17:36:12,1633358163.929617,2021-10-04T17:36:03
1633358168,6167459,1006,11,1261,00000000000000000000000000,0b00c890e0,57ee,2021-10-04T17:36:14,1633358168.619225,2021-10-04T17:36:08
1633358170,3525986,1007,9,1264,00000000000000000000000000,0900c890e0,f08d,2021-10-04T17:36:13,1633358170.35464,2021-10-04T17:36:10
1633358170,9863555,1008,13,1265,00000000000000000000000000,0d00c890e0,e33f,2021-10-04T17:36:19,1633358170.988445,2021-10-04T17:36:10
1633358176,7409212,1009,12,1271,00000000000000000000000000,0c00c890e0,27d0,2021-10-04T17:36:23,1633358176.742836,2021-10-04T17:36:16
1633358179,7587749,1010,49,3837,00000000000000000000000000,3100c890e0,eb26,2021-10-04T17:36:26,1633358179.761312,2021-10-04T17:36:19
1633358191,8102266,1011,12,1286,00000000000000000000000000,0c00c890e0,51f5,2021-10-04T17:36:39,1633358191.812896,2021-10-04T17:36:31
1633358192,3713312,1012,13,1287,00000000000000000000000000,0d00c890e0,fa5b,2021-10-04T17:36:35,1633358192.37341,2021-10-04T17:36:32
1633358196,3867528,1013,0,1290,00000000000000000000000000,0000ca90e0,5249,2021-10-04T17:36:39,1633358196.388876,2021-10-04T17:36:36
1633358198,6319692,1014,11,1294,00000000000000000000000000,0b00c890e0,87ca,2021-10-04T17:36:44,1633358198.633925,2021-10-04T17:36:38
1633358216,4755795,1015,5,3916,00000000000000000000000000,05004c0fe0,b92b,2021-10-04T17:37:00,1633358216.477511,2021-10-04T17:36:56
1633358222,5098469,1016,7,1320,00000000000000000000000000,0700c890e0,346a,2021-10-04T17:37:07,1633358222.511928,2021-10-04T17:37:02
1633358225,5360178,1017,47,3837,00000000000000000000000000,2f00c890e0,03c1,2021-10-04T17:37:10,1633358225.538151,2021-10-04T17:37:05
1633358229,1669673,1018,1,1868,00000000000000000000000000,01004c0790,0000,2021-10-04T17:37:10,1633358229.168943,2021-10-04T17:37:09
1633358234,5631279,1019,2,1330,00000000000000000000000000,0200c890e0,3ae0,2021-10-04T17:37:19,1633358234.565634,2021-10-04T17:37:14
1633358265,7657618,1020,1,1868,00000000000000000000000000,01004c0750,0000,2021-10-04T17:37:52,1633358265.767744,2021-10-04T17:37:45
1633358266,5574333,1021,14,1366,00000000000000000000000000,0e00c890e0,5684,2021-10-04T17:37:51,1633358266.559385,2021-10-04T17:37:46
1633358268,9496893,1022,12,1370,00000000000000000000000000,0c00c890e0,292c,2021-10-04T17:37:57,1633358268.951597,2021-10-04T17:37:48
1633358271,3013589,1023,48,3837,00000000000000000000000000,3000c890e0,8ece,2021-10-04T17:37:54,1633358271.303428,2021-10-04T17:37:51
1633358281,759291,1024,2,1380,00000000000000000000000000,0200c890e0,ed38,2021-10-04T17:38:01,1633358281.0778,2021-10-04T17:38:01
1633358289,7412960,1025,1,879,00000000000000000000000000,0100c890e0,e0b3,2021-10-04T17:38:16,1633358289.744319,2021-10-04T17:38:09
1633358290,2835731,1026,6,1392,00000000000000000000000000,0600cb80e0,36bb,2021-10-04T17:38:12,1633358290.285692,2021-10-04T17:38:10
1633358293,467422,1027,11,1393,00000000000000000000000000,0b00c890e0,af63,2021-10-04T17:38:13,1633358293.048715,2021-10-04T17:38:13
1633358294,3159339,1028,11,1395,00000000000000000000000000,0b00c890e0,5991,2021-10-04T17:38:17,1633358294.317779,2021-10-04T17:38:14
1633358334,4404351,1029,2,1441,00000000000000000000000000,0200c890e0,34a3,2021-10-04T17:38:58,1633358334.442384,2021-10-04T17:38:54
1633358344,1628096,1030,11,1450,00000000000000000000000000,0b00c890e0,1313,2021-10-04T17:39:05,1633358344.164757,2021-10-04T17:39:04
1633358345,2941324,1031,14,1452,00000000000000000000000000,0e00c890e0,c220,2021-10-04T17:39:07,1633358345.296258,2021-10-04T17:39:05
1633358345,9690132,1032,13,1453,00000000000000000000000000,0d00c890e0,f4bf,2021-10-04T17:39:14,1633358345.971452,2021-10-04T17:39:05
1633358351,9191954,1033,4,1860,00000000000000000000000000,04004407d0,0000,2021-10-04T17:39:20,1633358351.922812,2021-10-04T17:39:11
1633358352,7732214,1034,9,1461,00000000000000000000000000,0900c890e0,45b9,2021-10-04T17:39:19,1633358352.775172,2021-10-04T17:39:12
1633358368,7434244,1035,4,1477,00000000000000000000000000,0400c890e0,b283,2021-10-04T17:39:35,1633358368.74587,2021-10-04T17:39:28
1633358370,9635925,1036,2,1481,00000000000000000000000000,0200c890e0,259d,2021-10-04T17:39:39,1633358370.965586,2021-10-04T17:39:30
1633358393,7776250,1037,15,1505,00000000000000000000000000,0f00c890e0,0206,2021-10-04T17:40:00,1633358393.779495,2021-10-04T17:39:53
1633358394,3312482,1038,14,1506,00000000000000000000000000,0e00c89070,f231,2021-10-04T17:39:57,1633358394.333347,2021-10-04T17:39:54
1633358394,9806449,1039,9,1507,00000000000000000000000000,0900c890e0,b6b6,2021-10-04T17:40:03,1633358394.982655,2021-10-04T17:39:54
1633358396,7294147,1040,10,1510,00000000000000000000000000,0a00c890e0,cbdc,2021-10-04T17:40:03,1633358396.735438,2021-10-04T17:39:56
1633358402,3568689,1041,12,1516,00000000000000000000000000,0c00c890e0,671d,2021-10-04T17:40:05,1633358402.359023,2021-10-04T17:40:02
1633358403,578029,1042,10,1517,00000000000000000000000000,0a00c890e0,c507,2021-10-04T17:40:03,1633358403.059901,2021-10-04T17:40:03
1633358403,6657631,1043,13,1518,00000000000000000000000000,0d00c890e0,36ed,2021-10-04T17:40:09,1633358403.667917,2021-10-04T17:40:03
1633358409,2678143,1044,2,1524,00000000000000000000000000,0200c890e0,4a2e,2021-10-04T17:40:11,1633358409.269901,2021-10-04T17:40:09
1633358413,2149877,1045,6,1527,00000000000000000000000000,0600c890e0,bc1a,2021-10-04T17:40:15,1633358413.217108,2021-10-04T17:40:13
1633358418,8505630,1046,10,1523,00000000000000000000000000,0a00c89000,0b1a,2021-10-04T17:40:26,1633358418.852701,2021-10-04T17:40:18
1633358420,5784931,1047,0,1536,00000000000000000000000000,0000c890e0,2bbf,2021-10-04T17:40:25,1633358420.580451,2021-10-04T17:40:20
1633358445,2956237,1048,13,1563,00000000000000000000000000,0d00c890e0,55cc,2021-10-04T17:40:47,1633358445.297512,2021-10-04T17:40:45
1633358447,203058,1049,0,3870,00000000000000000000000000,0000c890e0,caf1,2021-10-04T17:40:47,1633358447.022342,2021-10-04T17:40:47
1633358451,5972006,1050,11,1570,00000000000000000000000000,0b00c890e0,7be6,2021-10-04T17:40:56,1633358451.599056,2021-10-04T17:40:51
1633358453,3489065,1051,12,1573,00000000000000000000000000,0c00c890e0,3f9d,2021-10-04T17:40:56,1633358453.350905,2021-10-04T17:40:53
1633358453,9526348,1052,10,1574,00000000000000000000000000,0a00c890e0,3015,2021-10-04T17:41:02,1633358453.954626,2021-10-04T17:40:53
1633358457,2476367,1053,12,1576,00000000000000000000000000,0c00c890e0,8acb,2021-10-04T17:40:59,1633358457.249738,2021-10-04T17:40:57
1633358457,9383192,1054,5,22057,00000000000000000000000000,0500fb90e0,c372,2021-10-04T17:41:06,1633358457.940645,2021-10-04T17:40:57
1633358459,625226,1055,12,1579,00000000000000000000000000,0c00c890e0,66b3,2021-10-04T17:40:59,1633358459.064583,2021-10-04T17:40:59
1633358459,6064684,1056,13,1324,00000000000000000000000000,0d00c890e0,1a4c,2021-10-04T17:41:05,1633358459.608377,2021-10-04T17:40:59
1633358460,2339205,1057,0,1581,00000000000000000000000000,0000c890e0,3b27,2021-10-04T17:41:02,1633358460.236174,2021-10-04T17:41:00
1633358466,5615622,1058,11,1588,00000000000000000000000000,0b00c890e0,24ca,2021-10-04T17:41:11,1633358466.563395,2021-10-04T17:41:06
1633358469,3116545,1059,13,1589,00000000000000000000000000,0d00c890e0,6e85,2021-10-04T17:41:12,1633358469.313505,2021-10-04T17:41:09
1633358469,8354444,1060,10,1590,00000000000000000000000000,0a00c890e0,5be7,2021-10-04T17:41:17,1633358469.837436,2021-10-04T17:41:09
1633358482,5871684,1061,12,1604,00000000000000000000000000,0c00c890e0,c6f3,2021-10-04T17:41:27,1633358482.589229,2021-10-04T17:41:22
1633358491,2039513,1062,15,1615,00000000000000000000000000,0f00c890e0,abd2,2021-10-04T17:41:33,1633358491.206442,2021-10-04T17:41:31
1633358494,6263659,1063,9,1617,00000000000000000000000000,0900c890e0,a53a,2021-10-04T17:41:40,1633358494.628592,2021-10-04T17:41:34
1633358501,8033890,1064,3,1626,00000000000000000000000000,0300489460,0000,2021-10-04T17:41:49,1633358501.805517,2021-10-04T17:41:41
