time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965393,725500,594152,2.788479484054028,74608.85277289554,32.682293630458275,2508.843994140625,127,13,1,1980-01-06T03:09:53,1633357636.2672238,2021-10-04T17:27:16
315965399,725500,600152,2.6758728201853956,74238.05604244825,32.36451921689007,2548.502685546875,198,13,1,1980-01-06T03:09:59,1633357642.516924,2021-10-04T17:27:22
315965407,993700,608152,2.4934820488753986,73711.21160445247,31.495100589381185,2605.129150390625,35,13,1,1980-01-06T03:10:07,1633357649.9166129,2021-10-04T17:27:29
315965413,993700,614152,2.5347181903746105,73357.17380254211,30.605248129309164,2643.366943359375,107,13,1,1980-01-06T03:10:13,1633357656.156772,2021-10-04T17:27:36
315965421,993700,622152,2.889349800383593,72921.87159413322,29.366440816980933,2690.585693359375,202,13,1,1980-01-06T03:10:21,1633357662.958592,2021-10-04T17:27:42
315965427,993700,628152,2.9686504442534214,72464.24306378483,28.685411751550603,2740.475830078125,17,13,1,1980-01-06T03:10:27,1633357669.2167609,2021-10-04T17:27:49
315965434,993800,635152,2.884591764010929,72071.76097126988,28.247650923442002,2783.46875,100,13,1,1980-01-06T03:10:34,1633357676.0277638,2021-10-04T17:27:56
315965440,993700,641152,2.718695055759986,71731.63258695947,28.09736065481025,2820.87939453125,171,13,1,1980-01-06T03:10:40,1633357682.1978278,2021-10-04T17:28:02
315965454,993800,655152,2.526153759405497,70820.09819903955,28.792065433228892,2921.85546875,82,13,1,1980-01-06T03:10:54,1633357697.907052,2021-10-04T17:28:17
315965462,993700,663152,1.238960927756216,70192.11180929476,29.098101985175774,2992.037841796875,177,13,1,1980-01-06T03:11:02,1633357704.696684,2021-10-04T17:28:24
315965468,993700,669152,1.2332513906119857,69794.15966444189,29.149390275304103,3036.776611328125,249,13,1,1980-01-06T03:11:08,1633357710.9468958,2021-10-04T17:28:30
315965475,993800,676152,1.1327001579368017,69365.28973270855,29.145739783207283,3085.223388671875,75,13,1,1980-01-06T03:11:15,1633357718.358556,2021-10-04T17:28:38
315965482,993700,683152,0.8757716595975807,68936.47129216767,29.094110705763526,3133.908447265625,157,13,1,1980-01-06T03:11:22,1633357724.5167449,2021-10-04T17:28:44
315965489,993700,690152,1.0353209973312913,68568.24944887603,29.01699218529143,3175.909912109375,242,13,1,1980-01-06T03:11:29,1633357731.930016,2021-10-04T17:28:51
315965495,993800,696152,0.933501207834911,68222.83785723946,28.859973853590795,3215.47705078125,57,13,1,1980-01-06T03:11:35,1633357737.5271518,2021-10-04T17:28:57
315965503,993700,704152,1.73664366423111,67870.83511311703,28.364865002761626,3255.966064453125,151,13,1,1980-01-06T03:11:43,1633357747.0674129,2021-10-04T17:29:07
315965510,993700,711152,1.4648051369106725,67395.53816958782,27.93842330578881,3310.907958984375,235,13,1,1980-01-06T03:11:50,1633357753.317013,2021-10-04T17:29:13
315965517,993800,718152,0.5931511729381782,66936.60657068137,27.577956020000308,3364.259521484375,61,13,1,1980-01-06T03:11:57,1633357760.1388118,2021-10-04T17:29:20
315965523,993700,724152,1.4492624692184335,66714.82460719431,27.261515718315735,3390.147216796875,133,13,1,1980-01-06T03:12:03,1633357766.3669438,2021-10-04T17:29:26
315965530,993700,731152,0.7146366362925847,66252.60276000199,26.89890827575711,3444.32958984375,215,13,1,1980-01-06T03:12:10,1633357773.7568479,2021-10-04T17:29:33
315965536,993800,737152,1.2605302936252882,65982.25762908801,26.742733904570404,3476.160888671875,30,13,1,1980-01-06T03:12:16,1633357780.0767999,2021-10-04T17:29:40
315965544,993700,745152,1.0502292006405924,65535.759823251545,26.69130549264767,3528.965576171875,126,13,1,1980-01-06T03:12:24,1633357786.887593,2021-10-04T17:29:46
315965551,993700,752152,0.019665910998537584,65025.21725428448,26.644125400848644,3589.7041015625,208,13,1,1980-01-06T03:12:31,1633357793.146977,2021-10-04T17:29:53
315965558,993800,759152,-0.02664413051061274,64657.90934789972,26.367321393859005,3633.643798828125,37,13,1,1980-01-06T03:12:38,1633357800.5884678,2021-10-04T17:30:00
315965564,993700,765152,-0.3073585894924463,64252.817094559905,25.824704500497635,3682.337890625,108,13,1,1980-01-06T03:12:44,1633357806.238816,2021-10-04T17:30:06
315965572,993700,773152,0.41806014576586675,63912.23339341533,25.208100780127733,3723.47119140625,201,13,1,1980-01-06T03:12:52,1633357816.3672478,2021-10-04T17:30:16
315965578,993800,779152,0.3263912497696083,63580.687574426745,24.869956883926815,3763.684326171875,17,13,1,1980-01-06T03:12:58,1633357822.6373398,2021-10-04T17:30:22
315965586,993700,787152,-0.5826799283982609,63048.11678282011,24.562663113170736,3828.63720703125,112,13,1,1980-01-06T03:13:06,1633357829.567188,2021-10-04T17:30:29
315965593,993700,794152,-0.5297091843472117,62690.2361389761,24.54403977540243,3872.536376953125,195,13,1,1980-01-06T03:13:13,1633357835.856981,2021-10-04T17:30:35
315965600,993800,801152,-0.6556335958462796,62343.139938846754,24.462857281958907,3915.306640625,23,13,1,1980-01-06T03:13:20,1633357842.7191448,2021-10-04T17:30:42
315965607,120800,807152,-0.6895728902053634,61946.937182958456,24.361879899006585,3964.365478515625,94,13,1,1980-01-06T03:13:27,1633357848.947249,2021-10-04T17:30:48
315965614,120800,814152,-1.2601951518710621,61530.97242733403,24.339839942567608,4016.14599609375,177,13,1,1980-01-06T03:13:34,1633357856.327329,2021-10-04T17:30:56
315965620,120800,820152,-1.4638293316542104,61198.5625719885,24.640272686782644,4057.729736328125,248,13,1,1980-01-06T03:13:40,1633357862.577172,2021-10-04T17:31:02
315965628,120800,828152,-1.9827454657406407,60706.609788081296,24.966516950394546,4119.60986328125,87,13,1,1980-01-06T03:13:48,1633357869.3970609,2021-10-04T17:31:09
315965635,120800,835152,-1.438454381537099,60428.05747676755,25.120352323488916,4154.82958984375,170,13,1,1980-01-06T03:13:55,1633357875.676853,2021-10-04T17:31:15
315965648,120800,848152,-1.7943373923595345,59705.530998999166,25.062778347661872,4246.80078125,67,13,1,1980-01-06T03:14:08,1633357890.7973878,2021-10-04T17:31:30
315965655,120800,855152,-1.8504792339589584,59328.88937101048,25.143510529594234,4295.1025390625,152,13,1,1980-01-06T03:14:15,1633357897.598268,2021-10-04T17:31:37
315965661,120800,861152,-1.9649831055779714,59067.65037309913,25.237177306930725,4328.7509765625,223,13,1,1980-01-06T03:14:21,1633357904.4277449,2021-10-04T17:31:44
315965669,120800,869152,-2.925096997318815,58567.49004289712,25.247334969754032,4393.51318359375,61,13,1,1980-01-06T03:14:29,1633357911.286849,2021-10-04T17:31:51
315965677,120800,877152,-3.0795642985074436,58076.803052697614,25.403782001712198,4457.48583984375,156,13,1,1980-01-06T03:14:37,1633357918.107748,2021-10-04T17:31:58
315965684,120900,884152,-3.5296430493806836,57755.872939908884,25.292341946154803,4499.564453125,239,13,1,1980-01-06T03:14:44,1633357924.898653,2021-10-04T17:32:04
315965690,120800,890152,-3.3653439538952625,57473.427360661335,25.33282785753602,4536.75537109375,54,13,1,1980-01-06T03:14:50,1633357931.136968,2021-10-04T17:32:11
315965697,120800,897152,-2.777924615582651,57126.23265471958,25.136072634126858,4582.6748046875,138,13,1,1980-01-06T03:14:57,1633357937.967164,2021-10-04T17:32:17
315965703,120800,903152,-2.9428591647686515,56824.889039229376,25.022381148778948,4622.71484375,209,13,1,1980-01-06T03:15:03,1633357946.8779159,2021-10-04T17:32:26
315965718,120800,918152,-3.369150113998967,55966.6473243461,25.011997377719656,4737.70263671875,131,13,1,1980-01-06T03:15:18,1633357959.997292,2021-10-04T17:32:39
315965725,120900,925152,-3.561995344976367,55617.5322497733,24.989330266441968,4784.88818359375,214,13,1,1980-01-06T03:15:25,1633357966.846873,2021-10-04T17:32:46
315965731,120800,931152,-4.4849823252789065,55270.750353982614,24.931148667841086,4831.99560546875,29,13,1,1980-01-06T03:15:31,1633357973.0990438,2021-10-04T17:32:53
315965738,120800,938152,-4.671798793442372,54921.9791643489,24.74555394204194,4879.61572265625,111,13,1,1980-01-06T03:15:38,1633357979.987764,2021-10-04T17:32:59
315965744,120800,944152,-4.899213214764222,54637.86883165961,24.3929515019342,4918.5908203125,183,13,1,1980-01-06T03:15:44,1633357986.7973318,2021-10-04T17:33:06
315965752,120800,952152,-4.9680400583094295,54231.438363019464,24.159337580312965,4974.63232421875,22,13,1,1980-01-06T03:15:52,1633357993.6193209,2021-10-04T17:33:13
315965760,120800,960152,-4.728890334911535,53888.21661608625,24.03988685525342,5022.22412109375,118,13,1,1980-01-06T03:16:00,1633358000.527173,2021-10-04T17:33:20
315965767,120900,967152,-5.01942227527195,53536.762928138,23.93646888578347,5071.21240234375,200,13,1,1980-01-06T03:16:07,1633358009.419441,2021-10-04T17:33:29
315965780,120800,980152,-5.661063126321824,52774.07545726638,23.30045889507546,5178.4287109375,98,13,1,1980-01-06T03:16:20,1633358022.427129,2021-10-04T17:33:42
315965786,120800,986152,-5.83614177943673,52498.88871937637,22.981180038906082,5217.421875,169,13,1,1980-01-06T03:16:26,1633358029.247412,2021-10-04T17:33:49
315965793,120800,993152,-6.617648064717651,52053.91258890633,22.65980245560645,5280.8271484375,253,13,1,1980-01-06T03:16:33,1633358036.0473719,2021-10-04T17:33:56
315965800,120800,1000152,-7.003323947545141,51706.8679428283,22.365264644089432,5330.58447265625,80,13,1,1980-01-06T03:16:40,1633358042.217108,2021-10-04T17:34:02
315965808,120900,1008152,-6.934815854298359,51346.55321050287,22.00537154821997,5382.5322265625,175,13,1,1980-01-06T03:16:48,1633358049.1472728,2021-10-04T17:34:09
315965814,120800,1014152,-7.02711146751642,50992.27211385512,21.785081401244422,5433.8994140625,247,13,1,1980-01-06T03:16:54,1633358055.377121,2021-10-04T17:34:15
315965821,120800,1021152,-7.405173593107588,50686.358986221305,21.586156464649797,5478.48681640625,73,13,1,1980-01-06T03:17:01,1633358062.256793,2021-10-04T17:34:22
315965827,120800,1027152,-7.664297455918495,50381.092778941915,21.478141662784992,5523.19921875,144,13,1,1980-01-06T03:17:07,1633358068.5368,2021-10-04T17:34:28
315965835,120800,1035152,-7.176496946754105,49967.050101228575,21.365830815212952,5584.197265625,240,13,1,1980-01-06T03:17:15,1633358078.127373,2021-10-04T17:34:38
315965841,120800,1041152,-7.223120388634174,49742.6888488313,21.35633714663818,5617.421875,55,13,1,1980-01-06T03:17:21,1633358084.3371608,2021-10-04T17:34:44
315965850,120900,1050152,-8.023009898580653,49226.54483587062,21.357062005135287,5694.3203125,162,13,1,1980-01-06T03:17:30,1633358091.746917,2021-10-04T17:34:51
315965856,120800,1056152,-7.589446577160561,48934.039865138,21.29134437714718,5738.18994140625,233,13,1,1980-01-06T03:17:36,1633358097.977233,2021-10-04T17:34:57
315965863,120800,1063152,-8.557745641201086,48599.93303656157,21.286996712747307,5788.56103515625,59,13,1,1980-01-06T03:17:43,1633358104.7971559,2021-10-04T17:35:04
315965869,120900,1069152,-8.60976009613421,48361.00900413926,21.27771534937986,5824.755859375,131,13,1,1980-01-06T03:17:49,1633358111.0567079,2021-10-04T17:35:11
315965876,120800,1076152,-8.85746266015767,48020.57510467751,21.264286023466102,5876.578125,213,13,1,1980-01-06T03:17:56,1633358118.4767919,2021-10-04T17:35:18
315965883,120800,1083152,-8.505413994099944,47787.1759214654,21.246156491574922,5912.27978515625,41,13,1,1980-01-06T03:18:03,1633358126.637953,2021-10-04T17:35:26
315965893,120800,1093152,-8.752482528831365,47300.41397350841,21.243849947864163,5987.19580078125,159,13,1,1980-01-06T03:18:13,1633358133.537353,2021-10-04T17:35:33
315965899,392100,1099152,-8.875857957353583,47047.792883299546,21.19818621581974,6026.3232421875,231,13,1,1980-01-06T03:18:19,1633358139.798745,2021-10-04T17:35:39
315965906,392100,1106152,-9.551723897546594,46693.155336789656,21.03342021126764,6081.5390625,57,13,1,1980-01-06T03:18:26,1633358149.426885,2021-10-04T17:35:49
315965912,392200,1112152,-9.966882537212223,46401.04071905843,20.91513866729551,6127.2783203125,128,13,1,1980-01-06T03:18:32,1633358155.136977,2021-10-04T17:35:55
315965921,392100,1121152,-10.748986646196045,45940.34365253159,20.832461371425378,6199.888671875,235,13,1,1980-01-06T03:18:41,1633358162.5872319,2021-10-04T17:36:02
315965927,392100,1127152,-10.738520578454494,45671.17693031289,20.75455104704349,6242.587890625,50,13,1,1980-01-06T03:18:47,1633358168.856988,2021-10-04T17:36:08
315965934,392100,1134152,-10.780384841992396,45428.114113204,20.661918875879053,6281.32080078125,135,13,1,1980-01-06T03:18:54,1633358175.77682,2021-10-04T17:36:15
315965941,392100,1141152,-10.53998221043455,45162.74466300907,20.586653065979913,6323.8017578125,217,13,1,1980-01-06T03:19:01,1633358184.536609,2021-10-04T17:36:24
315965950,392100,1150152,-11.657309748432363,44670.30421233069,20.527910176522276,6403.171875,68,13,1,1980-01-06T03:19:10,1633358191.437001,2021-10-04T17:36:31
315965957,392100,1157152,-12.070238466536102,44347.34442243126,20.432509754000403,6455.61279296875,150,13,1,1980-01-06T03:19:17,1633358198.266733,2021-10-04T17:36:38
315965965,392200,1165152,-11.696319225893216,43966.40166978477,20.324869367131956,6517.86767578125,246,13,1,1980-01-06T03:19:25,1633358207.276968,2021-10-04T17:36:47
315965971,392100,1171152,-11.892952102458889,43702.02123874013,20.260313063066427,6561.33203125,61,13,1,1980-01-06T03:19:31,1633358213.5175278,2021-10-04T17:36:53
315965978,392100,1178152,-11.93513296905212,43388.79010270471,20.20112034418333,6613.10498046875,143,13,1,1980-01-06T03:19:38,1633358220.356741,2021-10-04T17:37:00
315965984,392100,1184152,-12.140328326440407,43109.530947950974,20.13145423881045,6659.51806640625,215,13,1,1980-01-06T03:19:44,1633358229.126857,2021-10-04T17:37:09
315965994,392100,1194152,-13.286495804200944,42636.470991065704,20.014244377018883,6738.70263671875,79,13,1,1980-01-06T03:19:54,1633358235.987032,2021-10-04T17:37:15
315966000,392100,1200152,-13.564948195811462,42425.43961808602,19.942059526898383,6774.2578125,150,13,1,1980-01-06T03:20:00,1633358242.2064478,2021-10-04T17:37:22
315966008,392100,1208152,-14.078401959358235,42074.817064772826,19.845748580806973,6833.6494140625,243,13,1,1980-01-06T03:20:08,1633358249.086196,2021-10-04T17:37:29
315966014,392100,1214152,-13.943933812694377,41867.003618443014,19.769262361536736,6869.0400390625,59,13,1,1980-01-06T03:20:14,1633358256.006805,2021-10-04T17:37:36
315966021,392100,1221152,-14.224921263846682,41557.02752038503,19.70290082332912,6922.095703125,143,13,1,1980-01-06T03:20:21,1633358262.236644,2021-10-04T17:37:42
315966027,392200,1227152,-14.599464097232135,41256.7186098754,19.667577814718634,6973.8046875,214,13,1,1980-01-06T03:20:27,1633358269.1083689,2021-10-04T17:37:49
315966038,392100,1238152,-14.321014961653578,40859.183113466555,19.53626378262969,7042.7255859375,87,13,1,1980-01-06T03:20:38,1633358280.618105,2021-10-04T17:38:00
315966044,392100,1244152,-14.441528362526856,40599.11828497789,19.48593668878489,7088.10888671875,159,13,1,1980-01-06T03:20:44,1633358286.986253,2021-10-04T17:38:06
315966052,392100,1252152,-15.695492271616398,40212.853171030976,19.396538739173952,7155.953125,254,13,1,1980-01-06T03:20:52,1633358293.8765318,2021-10-04T17:38:13
315966058,392100,1258152,-15.770336292870685,39943.83036187876,19.322760639838286,7203.5166015625,69,13,1,1980-01-06T03:20:58,1633358300.766913,2021-10-04T17:38:20
315966065,392100,1265152,-16.1026937240458,39696.17016459053,19.23148322472373,7247.53466796875,152,13,1,1980-01-06T03:21:05,1633358307.6864848,2021-10-04T17:38:27
315966073,392100,1273152,-15.502039211468922,39427.940686601854,19.11536679929577,7295.4609375,247,13,1,1980-01-06T03:21:13,1633358313.947429,2021-10-04T17:38:33
315966080,392100,1280152,-15.883870746606567,39096.00600648345,19.05349692549918,7355.13720703125,74,13,1,1980-01-06T03:21:20,1633358320.856468,2021-10-04T17:38:40
315966086,392100,1286152,-16.60249605990573,38802.14019808133,18.966489168179756,7408.31298828125,145,13,1,1980-01-06T03:21:26,1633358327.1862679,2021-10-04T17:38:47
315966093,392100,1293152,-15.985671068658757,38562.84580526411,18.827665714246173,7451.85693359375,229,13,1,1980-01-06T03:21:33,1633358336.857869,2021-10-04T17:38:56
315966100,392100,1300152,-16.116964768990876,38330.34485999985,18.734366082717756,7494.3759765625,56,13,1,1980-01-06T03:21:40,1633358343.128409,2021-10-04T17:39:03
315966107,392100,1307152,-16.33927563854156,37998.255895779126,18.633797982820663,7555.47021484375,138,13,1,1980-01-06T03:21:47,1633358350.026444,2021-10-04T17:39:10
315966114,392100,1314152,-17.337923423528174,37670.40234578013,18.53134687872824,7616.212890625,223,13,1,1980-01-06T03:21:54,1633358356.3270118,2021-10-04T17:39:16
315966121,392100,1321152,-18.837935272967663,37326.376625059725,18.486930185758855,7680.41357421875,49,13,1,1980-01-06T03:22:01,1633358363.177964,2021-10-04T17:39:23
315966128,392100,1328152,-19.0900489327041,37026.86032296511,18.431632698690173,7736.70263671875,131,13,1,1980-01-06T03:22:08,1633358369.986117,2021-10-04T17:39:29
315966135,392100,1335152,-19.378630982020674,36709.37488376246,18.356111744379838,7796.77197265625,216,13,1,1980-01-06T03:22:15,1633358376.846696,2021-10-04T17:39:36
315966142,392100,1342152,-19.86287588792293,36415.221132661034,18.315476545090593,7852.80517578125,42,13,1,1980-01-06T03:22:22,1633358383.1576478,2021-10-04T17:39:43
315966149,392100,1349152,-19.019964578646523,36189.40976959806,18.26596248437222,7896.0703125,125,13,1,1980-01-06T03:22:29,1633358390.627928,2021-10-04T17:39:50
315966155,392100,1355152,-20.207268490852492,35878.8856071829,18.291068380661205,7955.9248046875,196,13,1,1980-01-06T03:22:35,1633358396.8971078,2021-10-04T17:39:56
315966163,392100,1363152,-19.67292027813962,35563.77022121962,18.226689053622316,8017.095703125,35,13,1,1980-01-06T03:22:43,1633358405.956528,2021-10-04T17:40:05
315966170,392100,1370152,-20.257056260824335,35264.159860499356,18.20097899200383,8075.666015625,118,13,1,1980-01-06T03:22:50,1633358412.2376928,2021-10-04T17:40:12
315966177,392100,1377152,-21.04668020361985,34927.22555574791,18.17792419191151,8142.01708984375,202,13,1,1980-01-06T03:22:57,1633358419.076156,2021-10-04T17:40:19
315966183,392200,1383152,-22.509844251107438,34567.20992491665,18.22406240287215,8213.4912109375,17,13,1,1980-01-06T03:23:03,1633358425.976404,2021-10-04T17:40:25
315966190,392100,1390152,-22.099501162706453,34268.02401087054,18.186624370045063,8273.3505859375,100,13,1,1980-01-06T03:23:10,1633358432.8761609,2021-10-04T17:40:32
315966196,392100,1396152,-22.650007373730272,34035.14720831493,18.197181374555445,8320.2353515625,171,13,1,1980-01-06T03:23:16,1633358439.1670809,2021-10-04T17:40:39
315966205,642200,1405152,-22.844713243380262,33697.623360035046,18.156274644039247,8388.65625,22,13,1,1980-01-06T03:23:25,1633358446.1063359,2021-10-04T17:40:46
315966211,642200,1411152,-23.250613352532106,33485.54415060891,18.123578339295047,8431.9326171875,93,13,1,1980-01-06T03:23:31,1633358452.416133,2021-10-04T17:40:52
315966218,642200,1418152,-21.728795453137717,33274.129764141355,18.04272818115171,8475.2958984375,175,13,1,1980-01-06T03:23:38,1633358459.8562958,2021-10-04T17:40:59
315966225,642200,1425152,-22.04368928182464,32984.259995056986,18.006573652682878,8535.1142578125,4,13,1,1980-01-06T03:23:45,1633358466.176081,2021-10-04T17:41:06
