time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315966000,391500,1200152,-7.046060508855954,74534.8080660805,26.52706608693612,2516.75146484375,149,13,2,1980-01-06T03:20:00,1633358242.2064478,2021-10-04T17:37:22
315966008,391500,1208152,-7.347719412755919,70748.23447360605,26.579093030808853,2929.86083984375,242,13,2,1980-01-06T03:20:08,1633358249.086196,2021-10-04T17:37:29
315966014,391500,1214152,-7.568100044349899,68045.84301497157,26.623503851999075,3235.814208984375,58,13,2,1980-01-06T03:20:14,1633358255.406345,2021-10-04T17:37:35
315966021,391500,1221152,-7.804864062613251,65323.766868033774,26.68502557175961,3554.140625,142,13,2,1980-01-06T03:20:21,1633358262.236644,2021-10-04T17:37:42
315966027,391600,1227152,-8.001470892068664,63022.71925189207,26.751130577644584,3831.74609375,213,13,2,1980-01-06T03:20:27,1633358268.5180569,2021-10-04T17:37:48
315966037,391600,1237152,-8.581330057867103,58640.20608995603,23.724036934291565,4384.06982421875,75,13,2,1980-01-06T03:20:37,1633358280.618105,2021-10-04T17:38:00
315966044,391500,1244152,-8.921212545143295,93808.94673316352,21.582681921439,645.39599609375,158,13,2,1980-01-06T03:20:44,1633358286.986253,2021-10-04T17:38:06
315966052,391500,1252152,-9.080873349860394,93312.57270895886,21.806237078779677,689.4793701171875,253,13,2,1980-01-06T03:20:52,1633358293.8765318,2021-10-04T17:38:13
315966058,391500,1258152,-9.204875310283024,92455.88542828897,22.106573182694326,766.0142822265625,68,13,2,1980-01-06T03:20:58,1633358300.177173,2021-10-04T17:38:20
315966065,391500,1265152,-9.381561748825243,91598.76900007916,22.46985993286129,843.1650390625,151,13,2,1980-01-06T03:21:05,1633358307.106549,2021-10-04T17:38:27
315966072,391500,1272152,-9.584590104479776,90764.11067433591,22.828053179209466,918.8597412109375,235,13,2,1980-01-06T03:21:12,1633358313.3588688,2021-10-04T17:38:33
315966080,391500,1280152,-9.808820260714493,89961.82595366621,23.186500415983875,992.1539306640625,73,13,2,1980-01-06T03:21:20,1633358320.856468,2021-10-04T17:38:40
315966086,391500,1286152,-9.990324207908793,89254.01381056226,23.454056216738817,1057.2596435546875,144,13,2,1980-01-06T03:21:26,1633358327.1862679,2021-10-04T17:38:47
315966093,391500,1293152,-10.170864057298946,88548.28390132578,23.71017788108796,1122.593017578125,228,13,2,1980-01-06T03:21:33,1633358334.096508,2021-10-04T17:38:54
315966099,391600,1299152,-10.350761058963304,88008.7367902379,23.92706038150406,1172.82763671875,44,13,2,1980-01-06T03:21:39,1633358343.128409,2021-10-04T17:39:03
315966107,391500,1307152,-10.595227663003243,84176.98124511696,24.14556945430371,1536.966552734375,137,13,2,1980-01-06T03:21:47,1633358349.426728,2021-10-04T17:39:09
315966113,391500,1313152,-10.78090619433633,80556.20466012383,24.20645178346277,1893.6470947265625,208,13,2,1980-01-06T03:21:53,1633358356.3270118,2021-10-04T17:39:16
