time_s,time_us,time_steady,update_time_operator,update_time_radio,last_packet_time,last_packet_rssi,last_packet_snr,last_packet_signal_rssi,last_executed_cmd_seq,radio_error_bits,radio_state,count_packet_recieved,count_crc_errors,count_hdr_errors,count_mavlink_msgs_recieved,count_operator_cmds_recieved,count_operator_cmds_executed,count_operator_errors,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315967245,810267,2444003,2444003,2443993,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,164,10,0,1980-01-06T03:40:45,1633359486.628473,2021-10-04T17:58:06
315967259,809866,2458003,2458003,2458003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,206,10,0,1980-01-06T03:40:59,1633359499.857837,2021-10-04T17:58:19
315967272,810270,2471003,2471003,2470993,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,245,10,0,1980-01-06T03:41:12,1633359513.137696,2021-10-04T17:58:33
315967285,810282,2484003,2484003,2483893,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,28,10,0,1980-01-06T03:41:25,1633359526.387984,2021-10-04T17:58:46
315967300,810263,2499003,2499003,2498983,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,73,10,0,1980-01-06T03:41:40,1633359539.617596,2021-10-04T17:58:59
315967313,810282,2512003,2512003,2511993,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,112,10,0,1980-01-06T03:41:53,1633359555.14732,2021-10-04T17:59:15
315967327,810270,2526003,2526003,2525973,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,154,10,0,1980-01-06T03:42:07,1633359568.516569,2021-10-04T17:59:28
315967341,810264,2540003,2540003,2539893,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,196,10,0,1980-01-06T03:42:21,1633359581.7765288,2021-10-04T17:59:41
315967353,810282,2552003,2552003,2551954,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,232,10,0,1980-01-06T03:42:33,1633359595.0259368,2021-10-04T17:59:55
315967367,810263,2566003,2566003,2565873,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,18,10,0,1980-01-06T03:42:47,1633359607.746224,2021-10-04T18:00:07
315967380,810282,2579003,2579003,2578983,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,57,10,0,1980-01-06T03:43:00,1633359620.9554849,2021-10-04T18:00:20
315967395,809886,2594003,2594003,2594003,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,102,10,0,1980-01-06T03:43:15,1633359634.814997,2021-10-04T18:00:34
315967410,48766,2608003,2608003,2607995,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,144,10,0,1980-01-06T03:43:30,1633359650.305884,2021-10-04T18:00:50
315967422,49154,2620003,2620003,2619993,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,180,10,0,1980-01-06T03:43:42,1633359663.505504,2021-10-04T18:01:03
315967436,48763,2634003,2634003,2634003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,222,10,0,1980-01-06T03:43:56,1633359676.7747009,2021-10-04T18:01:16
315967449,49141,2647003,2647003,2646923,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,5,10,0,1980-01-06T03:44:09,1633359689.4442809,2021-10-04T18:01:29
315967463,48940,2661003,2660993,2661003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,47,10,0,1980-01-06T03:44:23,1633359702.7358,2021-10-04T18:01:42
315967477,48734,2675003,2675003,2675003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,89,10,0,1980-01-06T03:44:37,1633359716.5434558,2021-10-04T18:01:56
315967491,48752,2689003,2689003,2689003,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,131,10,0,1980-01-06T03:44:51,1633359729.803741,2021-10-04T18:02:09
315967503,175290,2701013,2701003,2701013,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,167,10,0,1980-01-06T03:45:03,1633359742.433045,2021-10-04T18:02:22
315967517,175616,2715013,2715003,2715013,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,209,10,0,1980-01-06T03:45:17,1633359757.9537609,2021-10-04T18:02:37
315967531,165782,2729003,2729003,2728983,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,251,10,0,1980-01-06T03:45:31,1633359771.312516,2021-10-04T18:02:51
315967544,165391,2742003,2742003,2742003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,34,10,0,1980-01-06T03:45:44,1633359784.582449,2021-10-04T18:03:04
315967558,165798,2756003,2756003,2755993,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,76,10,0,1980-01-06T03:45:58,1633359797.862329,2021-10-04T18:03:17
315967571,165775,2769003,2769003,2768984,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,115,10,0,1980-01-06T03:46:11,1633359811.1021118,2021-10-04T18:03:31
315967585,165782,2783003,2783003,2782993,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,157,10,0,1980-01-06T03:46:25,1633359824.391661,2021-10-04T18:03:44
315967599,251274,2797003,2797003,2797003,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,199,10,0,1980-01-06T03:46:39,1633359837.6016488,2021-10-04T18:03:57
315967612,251647,2810003,2809993,2810003,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,238,10,0,1980-01-06T03:46:52,1633359853.041961,2021-10-04T18:04:13
315967626,261478,2824013,2824003,2824013,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,24,10,0,1980-01-06T03:47:06,1633359866.2411919,2021-10-04T18:04:26
315967638,251483,2836003,2835993,2836003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,60,10,0,1980-01-06T03:47:18,1633359879.4514918,2021-10-04T18:04:39
315967653,251639,2851003,2851003,2850984,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,105,10,0,1980-01-06T03:47:33,1633359892.680825,2021-10-04T18:04:52
315967666,261148,2864013,2864003,2864013,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,144,10,0,1980-01-06T03:47:46,1633359905.990336,2021-10-04T18:05:05
315967680,251631,2878003,2878003,2877993,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,186,10,0,1980-01-06T03:48:00,1633359919.21064,2021-10-04T18:05:19
315967693,251667,2891003,2891003,2890984,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,225,10,0,1980-01-06T03:48:13,1633359932.440088,2021-10-04T18:05:32
315967707,260124,2905013,2905003,2905013,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,11,10,0,1980-01-06T03:48:27,1633359947.860949,2021-10-04T18:05:47
315967720,250222,2918003,2918003,2917993,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,50,10,0,1980-01-06T03:48:40,1633359961.1494439,2021-10-04T18:06:01
315967733,250322,2931003,2930993,2931003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,89,10,0,1980-01-06T03:48:53,1633359974.479233,2021-10-04T18:06:14
315967747,250333,2945003,2944993,2945003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,131,10,0,1980-01-06T03:49:07,1633359987.80074,2021-10-04T18:06:27
315967761,260734,2959013,2959003,2959013,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,173,10,0,1980-01-06T03:49:21,1633360001.119077,2021-10-04T18:06:41
315967774,250627,2972003,2972003,2971943,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,212,10,0,1980-01-06T03:49:34,1633360013.8086839,2021-10-04T18:06:53
315967788,250618,2986003,2986003,2985983,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,254,10,0,1980-01-06T03:49:48,1633360027.1287289,2021-10-04T18:07:07
315967801,429806,2999003,2998993,2999003,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,37,10,0,1980-01-06T03:50:01,1633360040.358412,2021-10-04T18:07:20
315967815,429481,3013003,3013003,3013003,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,79,10,0,1980-01-06T03:50:15,1633360055.788545,2021-10-04T18:07:35
315967829,439563,3027013,3027003,3027013,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,121,10,0,1980-01-06T03:50:29,1633360069.6178799,2021-10-04T18:07:49
315967842,429676,3040003,3039993,3040003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,160,10,0,1980-01-06T03:50:42,1633360082.888368,2021-10-04T18:08:02
315967856,429467,3054003,3054003,3054003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,202,10,0,1980-01-06T03:50:56,1633360096.1676729,2021-10-04T18:08:16
315967869,429840,3067003,3067003,3066993,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,241,10,0,1980-01-06T03:51:09,1633360108.887641,2021-10-04T18:08:28
315967883,429844,3081003,3081003,3080983,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,27,10,0,1980-01-06T03:51:23,1633360122.097172,2021-10-04T18:08:42
315967896,429968,3094003,3093993,3094003,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,66,10,0,1980-01-06T03:51:36,1633360135.3788478,2021-10-04T18:08:55
315967910,450872,3108003,3108003,3108003,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,108,10,0,1980-01-06T03:51:50,1633360150.748085,2021-10-04T18:09:10
315967924,451574,3122004,3121993,3122004,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,150,10,0,1980-01-06T03:52:04,1633360164.126716,2021-10-04T18:09:24
315967937,451278,3135003,3135003,3134913,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,189,10,0,1980-01-06T03:52:17,1633360177.3381128,2021-10-04T18:09:37
315967951,460828,3149013,3149003,3149013,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,231,10,0,1980-01-06T03:52:31,1633360190.538785,2021-10-04T18:09:50
315967964,451278,3162003,3162003,3161923,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,14,10,0,1980-01-06T03:52:44,1633360203.7567399,2021-10-04T18:10:03
315967978,451273,3176003,3176003,3175993,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,56,10,0,1980-01-06T03:52:58,1633360216.9863079,2021-10-04T18:10:16
315967991,451273,3189003,3189003,3188983,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,95,10,0,1980-01-06T03:53:11,1633360230.275769,2021-10-04T18:10:30
315968005,541322,3203003,3203003,3203003,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,137,10,0,1980-01-06T03:53:25,1633360246.165693,2021-10-04T18:10:46
315968018,541706,3216003,3216003,3215983,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,176,10,0,1980-01-06T03:53:38,1633360258.8655238,2021-10-04T18:10:58
315968032,541592,3230003,3229993,3230003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,218,10,0,1980-01-06T03:53:52,1633360272.1259398,2021-10-04T18:11:12
315968046,541312,3244003,3244003,3244003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,4,10,0,1980-01-06T03:54:06,1633360285.679597,2021-10-04T18:11:25
315968059,541324,3257003,3257003,3256833,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,43,10,0,1980-01-06T03:54:19,1633360298.7350879,2021-10-04T18:11:38
315968072,541714,3270003,3270003,3269993,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,82,10,0,1980-01-06T03:54:32,1633360312.044692,2021-10-04T18:11:52
315968085,541302,3283003,3283003,3283003,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,121,10,0,1980-01-06T03:54:45,1633360325.254644,2021-10-04T18:12:05
315968100,541707,3298003,3298003,3297983,2104485,-94,-15,-109,10,0,5,6,2,0,7,7,7,0,166,10,0,1980-01-06T03:55:00,1633360340.825208,2021-10-04T18:12:20
315968114,680458,3312013,3312003,3312013,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,208,10,0,1980-01-06T03:55:14,1633360354.044309,2021-10-04T18:12:34
315968127,670863,3325003,3325003,3324883,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,247,10,0,1980-01-06T03:55:27,1633360367.3743088,2021-10-04T18:12:47
315968140,670857,3338003,3338003,3337993,2104485,-94,-15,-109,10,0,4,6,2,0,7,7,7,0,30,10,0,1980-01-06T03:55:40,1633360379.9839969,2021-10-04T18:12:59
315968169,680317,3367013,3367003,3367013,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,117,10,0,1980-01-06T03:56:09,1633360408.4233608,2021-10-04T18:13:28
315968182,680385,3380013,3380003,3380013,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,156,10,0,1980-01-06T03:56:22,1633360421.6733248,2021-10-04T18:13:41
315968196,670853,3394003,3394003,3393993,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,198,10,0,1980-01-06T03:56:36,1633360437.643748,2021-10-04T18:13:57
315968210,670707,3408003,3408003,3407984,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,240,10,0,1980-01-06T03:56:50,1633360450.8742728,2021-10-04T18:14:10
315968223,670485,3421003,3421003,3421003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,23,10,0,1980-01-06T03:57:03,1633360463.50266,2021-10-04T18:14:23
315968237,670862,3435003,3435003,3434903,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,65,10,0,1980-01-06T03:57:17,1633360476.77248,2021-10-04T18:14:36
315968250,681264,3448014,3448003,3448014,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,104,10,0,1980-01-06T03:57:30,1633360489.985776,2021-10-04T18:14:49
315968264,670862,3462003,3462003,3461954,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,146,10,0,1980-01-06T03:57:44,1633360503.192472,2021-10-04T18:15:03
315968277,670493,3475003,3474993,3475003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,185,10,0,1980-01-06T03:57:57,1633360516.95348,2021-10-04T18:15:16
315968291,670440,3489003,3489003,3489003,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,227,10,0,1980-01-06T03:58:11,1633360529.65292,2021-10-04T18:15:29
315968304,898078,3502013,3502003,3502013,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,10,10,0,1980-01-06T03:58:24,1633360545.0421278,2021-10-04T18:15:45
315968318,888631,3516003,3516003,3515863,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,52,10,0,1980-01-06T03:58:38,1633360558.331405,2021-10-04T18:15:58
315968331,888659,3529003,3529003,3528993,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,91,10,0,1980-01-06T03:58:51,1633360571.522704,2021-10-04T18:16:11
315968344,888748,3542003,3541993,3542003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,130,10,0,1980-01-06T03:59:04,1633360584.211421,2021-10-04T18:16:24
315968358,898091,3556013,3556003,3556013,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,172,10,0,1980-01-06T03:59:18,1633360597.381,2021-10-04T18:16:37
315968372,888615,3570003,3570003,3569993,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,214,10,0,1980-01-06T03:59:32,1633360611.27104,2021-10-04T18:16:51
315968385,888233,3583003,3583003,3583003,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,253,10,0,1980-01-06T03:59:45,1633360624.5214329,2021-10-04T18:17:04
315968398,898080,3596013,3596003,3596013,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,36,10,0,1980-01-06T03:59:58,1633360637.2005959,2021-10-04T18:17:17
315968413,74242,3610013,3610003,3610013,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,78,10,0,1980-01-06T04:00:13,1633360653.290284,2021-10-04T18:17:33
315968426,64375,3623003,3623003,3622813,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,117,10,0,1980-01-06T04:00:26,1633360665.8604999,2021-10-04T18:17:45
315968440,74322,3637013,3637003,3637013,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,159,10,0,1980-01-06T04:00:40,1633360679.070272,2021-10-04T18:17:59
315968453,64757,3650003,3650003,3649983,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,198,10,0,1980-01-06T04:00:53,1633360692.291625,2021-10-04T18:18:12
315968467,64757,3664003,3664003,3663983,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,240,10,0,1980-01-06T04:01:07,1633360706.069725,2021-10-04T18:18:26
315968481,64629,3678003,3678003,3677993,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,26,10,0,1980-01-06T04:01:21,1633360718.789628,2021-10-04T18:18:38
315968494,64752,3691003,3691003,3690983,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,65,10,0,1980-01-06T04:01:34,1633360732.0292969,2021-10-04T18:18:52
315968508,212688,3705003,3705003,3704983,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,107,10,0,1980-01-06T04:01:48,1633360747.4104,2021-10-04T18:19:07
315968521,212480,3718003,3717993,3718003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,146,10,0,1980-01-06T04:02:01,1633360760.549933,2021-10-04T18:19:20
315968535,212679,3732003,3732003,3731923,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,188,10,0,1980-01-06T04:02:15,1633360773.7388399,2021-10-04T18:19:33
315968548,212299,3745003,3745003,3745003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,227,10,0,1980-01-06T04:02:28,1633360787.5832648,2021-10-04T18:19:47
315968562,212684,3759003,3759003,3758933,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,13,10,0,1980-01-06T04:02:42,1633360800.7487838,2021-10-04T18:20:00
315968575,212792,3772003,3771993,3772003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,52,10,0,1980-01-06T04:02:55,1633360813.448544,2021-10-04T18:20:13
315968589,212684,3786003,3786003,3785983,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,94,10,0,1980-01-06T04:03:09,1633360826.6182358,2021-10-04T18:20:26
315968602,241821,3799003,3799003,3798983,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,133,10,0,1980-01-06T04:03:22,1633360842.038497,2021-10-04T18:20:42
315968615,242636,3812004,3811993,3812004,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,172,10,0,1980-01-06T04:03:35,1633360855.318444,2021-10-04T18:20:55
315968629,242201,3826003,3826003,3825993,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,214,10,0,1980-01-06T04:03:49,1633360868.667796,2021-10-04T18:21:08
315968643,241811,3840003,3840003,3840003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,0,10,0,1980-01-06T04:04:03,1633360881.977836,2021-10-04T18:21:21
315968657,241795,3854003,3854003,3853993,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,42,10,0,1980-01-06T04:04:17,1633360895.297356,2021-10-04T18:21:35
315968670,251848,3867013,3867003,3867013,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,81,10,0,1980-01-06T04:04:30,1633360908.5673249,2021-10-04T18:21:48
315968684,241791,3881003,3881003,3881003,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,123,10,0,1980-01-06T04:04:44,1633360921.866781,2021-10-04T18:22:01
315968697,242187,3894003,3894003,3893993,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,162,10,0,1980-01-06T04:04:57,1633360937.457469,2021-10-04T18:22:17
315968710,241575,3907003,3907003,3906993,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,201,10,0,1980-01-06T04:05:10,1633360950.197533,2021-10-04T18:22:30
315968724,241579,3921003,3921003,3920983,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,243,10,0,1980-01-06T04:05:24,1633360964.1265168,2021-10-04T18:22:44
315968739,241570,3936003,3936003,3935983,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,32,10,0,1980-01-06T04:05:39,1633360977.4465039,2021-10-04T18:22:57
315968751,251094,3948013,3948003,3948013,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,68,10,0,1980-01-06T04:05:51,1633360990.8266208,2021-10-04T18:23:10
315968765,241171,3962003,3962003,3962003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,110,10,0,1980-01-06T04:06:05,1633361003.576248,2021-10-04T18:23:23
315968779,241570,3976003,3976003,3975993,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,152,10,0,1980-01-06T04:06:19,1633361016.9459958,2021-10-04T18:23:36
315968792,241182,3989003,3989003,3989003,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,191,10,0,1980-01-06T04:06:32,1633361030.256173,2021-10-04T18:23:50
315968806,366219,4003003,4003003,4002993,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,233,10,0,1980-01-06T04:06:46,1633361045.77682,2021-10-04T18:24:05
315968820,376121,4017013,4017003,4017013,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,19,10,0,1980-01-06T04:07:00,1633361059.116261,2021-10-04T18:24:19
315968833,366585,4030003,4030003,4029993,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,58,10,0,1980-01-06T04:07:13,1633361073.105813,2021-10-04T18:24:33
315968847,366572,4044003,4043993,4044003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,100,10,0,1980-01-06T04:07:27,1633361085.945284,2021-10-04T18:24:45
315968861,366588,4058003,4058003,4057993,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,142,10,0,1980-01-06T04:07:41,1633361099.3155448,2021-10-04T18:24:59
315968874,376052,4071013,4071003,4071013,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,181,10,0,1980-01-06T04:07:54,1633361112.6852849,2021-10-04T18:25:12
315968888,376217,4085013,4085003,4085013,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,223,10,0,1980-01-06T04:08:08,1633361126.0548198,2021-10-04T18:25:26
315968902,366208,4099003,4099003,4099003,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,9,10,0,1980-01-06T04:08:22,1633361142.304764,2021-10-04T18:25:42
315968916,314408,4113003,4113003,4112983,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,51,10,0,1980-01-06T04:08:36,1633361155.075604,2021-10-04T18:25:55
315968929,314408,4126003,4126003,4125964,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,90,10,0,1980-01-06T04:08:49,1633361168.4147248,2021-10-04T18:26:08
315968943,314403,4140003,4140003,4139883,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,132,10,0,1980-01-06T04:09:03,1633361181.81444,2021-10-04T18:26:21
315968957,314408,4154003,4154003,4153873,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,174,10,0,1980-01-06T04:09:17,1633361195.2049,2021-10-04T18:26:35
315968969,314408,4166003,4166003,4165983,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,210,10,0,1980-01-06T04:09:29,1633361208.6164079,2021-10-04T18:26:48
315968983,314004,4180003,4180003,4180003,3361467,-91,-4,-96,12,0,4,7,2,0,8,8,8,0,252,10,0,1980-01-06T04:09:43,1633361222.0059168,2021-10-04T18:27:02
315968998,314408,4195003,4195003,4194983,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,41,10,0,1980-01-06T04:09:58,1633361237.605453,2021-10-04T18:27:17
315969011,314031,4208003,4208003,4207833,3361467,-91,-4,-96,12,0,5,7,2,0,8,8,8,0,80,10,0,1980-01-06T04:10:11,1633361250.903949,2021-10-04T18:27:30
