time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965569,814700,769989,15.427509307861328,3.302000045776367,3.273406505584717,164,13,0,1980-01-06T03:12:49,1633357811.2685769,2021-10-04T17:30:11
315965579,814700,779989,15.427509307861328,3.302000045776367,3.2524542808532715,28,13,0,1980-01-06T03:12:59,1633357822.0374599,2021-10-04T17:30:22
315965588,814700,788989,15.130111694335938,3.302000045776367,3.2750184535980225,135,13,0,1980-01-06T03:13:08,1633357830.760524,2021-10-04T17:30:30
315965596,814700,796989,15.130111694335938,3.302000045776367,3.2701830863952637,228,13,0,1980-01-06T03:13:16,1633357838.2468889,2021-10-04T17:30:38
315965606,941800,806989,14.832714080810547,3.302000045776367,3.2524542808532715,92,13,0,1980-01-06T03:13:26,1633357848.947249,2021-10-04T17:30:48
315965615,941800,815989,14.237918853759766,3.302000045776367,3.2153847217559814,199,13,0,1980-01-06T03:13:35,1633357856.9068758,2021-10-04T17:30:56
315965624,941800,824989,14.237918853759766,3.302000045776367,3.2717947959899902,50,13,0,1980-01-06T03:13:44,1633357867.0671809,2021-10-04T17:31:07
315965634,941800,834989,13.940521240234375,3.302000045776367,3.2717947959899902,168,13,0,1980-01-06T03:13:54,1633357875.676853,2021-10-04T17:31:15
315965643,941800,843989,13.940521240234375,3.302000045776367,3.2750184535980225,19,13,0,1980-01-06T03:14:03,1633357885.747521,2021-10-04T17:31:25
315965652,941800,852989,13.643122673034668,3.302000045776367,3.2524542808532715,125,13,0,1980-01-06T03:14:12,1633357893.757421,2021-10-04T17:31:33
315965662,941800,862989,13.345725059509277,3.302000045776367,3.2701830863952637,243,13,0,1980-01-06T03:14:22,1633357904.4277449,2021-10-04T17:31:44
315965671,941800,871989,13.345725059509277,3.302000045776367,3.2717947959899902,94,13,0,1980-01-06T03:14:31,1633357913.0569959,2021-10-04T17:31:53
315965679,941800,879989,13.048327445983887,3.303999900817871,3.2701830863952637,190,13,0,1980-01-06T03:14:39,1633357922.537417,2021-10-04T17:32:02
315965689,941800,889989,12.750929832458496,3.302000045776367,3.273406505584717,52,13,0,1980-01-06T03:14:49,1633357931.136968,2021-10-04T17:32:11
315965699,941800,899989,12.453532218933105,3.303999900817871,3.2750184535980225,172,13,0,1980-01-06T03:14:59,1633357941.8068879,2021-10-04T17:32:21
315965707,941800,907989,12.453532218933105,3.302000045776367,3.2556777000427246,9,13,0,1980-01-06T03:15:07,1633357949.2176368,2021-10-04T17:32:29
315965717,941800,917989,12.453532218933105,3.303999900817871,3.2750184535980225,129,13,0,1980-01-06T03:15:17,1633357959.997292,2021-10-04T17:32:39
315965727,941800,927989,12.156134605407715,3.303999900817871,3.2717947959899902,247,13,0,1980-01-06T03:15:27,1633357968.6171598,2021-10-04T17:32:48
315965736,941800,936989,11.858736038208008,3.303999900817871,3.2556777000427246,98,13,0,1980-01-06T03:15:36,1633357978.8073049,2021-10-04T17:32:58
315965745,941800,945989,11.561338424682617,3.303999900817871,3.27662992477417,205,13,0,1980-01-06T03:15:45,1633357987.397192,2021-10-04T17:33:07
315965755,941800,955989,11.263940811157227,3.303999900817871,3.257289171218872,67,13,0,1980-01-06T03:15:55,1633357998.1373599,2021-10-04T17:33:18
315965764,941800,964989,10.966543197631836,3.303999900817871,3.2250547409057617,174,13,0,1980-01-06T03:16:04,1633358006.1569169,2021-10-04T17:33:26
315965783,941800,983989,10.371747970581055,3.303999900817871,3.2782416343688965,145,13,0,1980-01-06T03:16:23,1633358024.778473,2021-10-04T17:33:44
315965792,941800,992989,10.371747970581055,3.303999900817871,3.257289171218872,251,13,0,1980-01-06T03:16:32,1633358034.8570368,2021-10-04T17:33:54
315965801,941800,1001989,10.074350357055664,3.303999900817871,3.2717947959899902,102,13,0,1980-01-06T03:16:41,1633358042.826712,2021-10-04T17:34:02
315965809,941800,1009989,9.776951789855957,3.303999900817871,3.273406505584717,196,13,0,1980-01-06T03:16:49,1633358053.0376048,2021-10-04T17:34:13
315965818,941800,1018989,9.776951789855957,3.303999900817871,3.2524542808532715,47,13,0,1980-01-06T03:16:58,1633358061.646821,2021-10-04T17:34:21
315965828,941800,1028989,9.182156562805176,3.303999900817871,3.2717947959899902,167,13,0,1980-01-06T03:17:08,1633358071.857033,2021-10-04T17:34:31
315965837,941800,1037989,9.182156562805176,3.303999900817871,3.2750184535980225,17,13,0,1980-01-06T03:17:17,1633358079.866868,2021-10-04T17:34:39
315965847,941800,1047989,8.884758949279785,3.303999900817871,3.254065752029419,135,13,0,1980-01-06T03:17:27,1633358091.1476169,2021-10-04T17:34:51
315965856,941800,1056989,8.587361335754395,3.303999900817871,3.2750184535980225,242,13,0,1980-01-06T03:17:36,1633358098.5569758,2021-10-04T17:34:58
315965865,941800,1065989,8.587361335754395,3.303999900817871,3.27662992477417,93,13,0,1980-01-06T03:17:45,1633358106.576881,2021-10-04T17:35:06
315965875,941800,1075989,7.992565631866455,3.303999900817871,3.2814650535583496,211,13,0,1980-01-06T03:17:55,1633358117.316745,2021-10-04T17:35:17
315965884,941800,1084989,7.992565631866455,3.303999900817871,3.27662992477417,62,13,0,1980-01-06T03:18:04,1633358127.2370849,2021-10-04T17:35:27
315965895,941800,1095989,7.6951680183410645,3.303999900817871,3.2186081409454346,193,13,0,1980-01-06T03:18:15,1633358137.4667199,2021-10-04T17:35:37
315965905,213100,1104989,7.100372314453125,3.303999900817871,3.2266666889190674,44,13,0,1980-01-06T03:18:25,1633358146.1168919,2021-10-04T17:35:46
315965914,213100,1113989,6.802974700927734,3.303999900817871,3.2621243000030518,151,13,0,1980-01-06T03:18:34,1633358156.3167129,2021-10-04T17:35:56
315965923,213100,1122989,6.5055766105651855,3.303999900817871,3.279853582382202,1,13,0,1980-01-06T03:18:43,1633358164.376508,2021-10-04T17:36:04
315965933,213100,1132989,6.208178997039795,3.303999900817871,3.2347252368927,119,13,0,1980-01-06T03:18:53,1633358175.1667929,2021-10-04T17:36:15
315965942,213100,1141989,5.910781383514404,3.303999900817871,3.279853582382202,226,13,0,1980-01-06T03:19:02,1633358185.126905,2021-10-04T17:36:25
315965954,213100,1153989,5.315985679626465,3.303999900817871,3.265347957611084,113,13,0,1980-01-06T03:19:14,1633358195.9271529,2021-10-04T17:36:35
315965964,213100,1163989,5.018588066101074,3.303999900817871,3.279853582382202,233,13,0,1980-01-06T03:19:24,1633358204.578541,2021-10-04T17:36:44
315965972,213100,1171989,5.018588066101074,3.303999900817871,3.279853582382202,70,13,0,1980-01-06T03:19:32,1633358214.107004,2021-10-04T17:36:54
315965982,213100,1181989,4.721189975738525,3.303999900817871,3.254065752029419,190,13,0,1980-01-06T03:19:42,1633358222.7267249,2021-10-04T17:37:02
315965994,213100,1193989,4.423792362213135,3.303999900817871,3.2782416343688965,77,13,0,1980-01-06T03:19:54,1633358235.398416,2021-10-04T17:37:15
315966002,213100,1201989,4.126394748687744,3.303999900817871,3.2605128288269043,170,13,0,1980-01-06T03:20:02,1633358243.3864079,2021-10-04T17:37:23
315966011,213100,1210989,3.5315990447998047,3.303999900817871,3.2814650535583496,21,13,0,1980-01-06T03:20:11,1633358253.6269798,2021-10-04T17:37:33
315966020,213100,1219989,3.234201431274414,3.303999900817871,3.2782416343688965,128,13,0,1980-01-06T03:20:20,1633358262.236644,2021-10-04T17:37:42
315966029,213100,1228989,2.9368035793304443,3.305999994277954,3.2556777000427246,235,13,0,1980-01-06T03:20:29,1633358273.726769,2021-10-04T17:37:53
315966041,213100,1240989,2.6394057273864746,3.305999994277954,3.2347252368927,121,13,0,1980-01-06T03:20:41,1633358282.4164798,2021-10-04T17:38:02
315966051,213100,1250989,2.342008113861084,3.303999900817871,3.247619152069092,241,13,0,1980-01-06T03:20:51,1633358293.286725,2021-10-04T17:38:13
315966060,213100,1259989,2.0446102619171143,3.305999994277954,3.2701830863952637,92,13,0,1980-01-06T03:21:00,1633358301.346477,2021-10-04T17:38:21
315966070,213100,1269989,1.747212529182434,3.305999994277954,3.242784023284912,210,13,0,1980-01-06T03:21:10,1633358312.1985328,2021-10-04T17:38:32
315966079,213100,1278989,1.747212529182434,3.305999994277954,3.2669596672058105,61,13,0,1980-01-06T03:21:19,1633358320.856468,2021-10-04T17:38:40
315966088,213100,1287989,1.449814796447754,3.305999994277954,3.2411720752716064,167,13,0,1980-01-06T03:21:28,1633358331.1264038,2021-10-04T17:38:51
315966097,213100,1296989,1.1524170637130737,3.303999900817871,3.246007204055786,18,13,0,1980-01-06T03:21:37,1633358339.196684,2021-10-04T17:38:59
315966107,213100,1306989,0.8550192713737488,3.305999994277954,3.2750184535980225,136,13,0,1980-01-06T03:21:47,1633358349.426728,2021-10-04T17:39:09
315966116,213100,1315989,0.26022374629974365,3.305999994277954,3.257289171218872,243,13,0,1980-01-06T03:21:56,1633358357.5162249,2021-10-04T17:39:17
315966126,213100,1325989,-0.03717401623725891,3.305999994277954,3.2814650535583496,107,13,0,1980-01-06T03:22:06,1633358368.2283158,2021-10-04T17:39:28
315966136,213100,1335989,-0.6319695711135864,3.305999994277954,3.2556777000427246,225,13,0,1980-01-06T03:22:16,1633358376.846696,2021-10-04T17:39:36
315966144,213100,1343989,-0.9293673038482666,3.305999994277954,3.273406505584717,65,13,0,1980-01-06T03:22:24,1633358387.068668,2021-10-04T17:39:47
315966153,213100,1352989,-1.2267650365829468,3.305999994277954,3.257289171218872,171,13,0,1980-01-06T03:22:33,1633358395.7161279,2021-10-04T17:39:55
315966163,213100,1362989,-1.524162769317627,3.305999994277954,3.2266666889190674,33,13,0,1980-01-06T03:22:43,1633358405.956528,2021-10-04T17:40:05
315966172,213100,1371989,-2.1189584732055664,3.305999994277954,3.23956036567688,140,13,0,1980-01-06T03:22:52,1633358414.01664,2021-10-04T17:40:14
315966181,213100,1380989,-2.416356086730957,3.305999994277954,3.2589011192321777,247,13,0,1980-01-06T03:23:01,1633358422.036232,2021-10-04T17:40:22
315966191,213100,1390989,-2.7137539386749268,3.305999994277954,3.2637362480163574,109,13,0,1980-01-06T03:23:11,1633358432.8761609,2021-10-04T17:40:32
315966199,463200,1398989,-3.0111515522003174,3.305999994277954,3.246007204055786,205,13,0,1980-01-06T03:23:19,1633358440.965932,2021-10-04T17:40:40
315966209,463200,1408989,-3.308549404144287,3.305999994277954,3.2637362480163574,67,13,0,1980-01-06T03:23:29,1633358451.246372,2021-10-04T17:40:51
315966219,463200,1418989,-3.9033448696136475,3.305999994277954,3.2411720752716064,187,13,0,1980-01-06T03:23:39,1633358459.8562958,2021-10-04T17:40:59
315966228,463200,1427989,-3.9033448696136475,3.308000087738037,3.2589011192321777,37,13,0,1980-01-06T03:23:48,1633358470.1360009,2021-10-04T17:41:10
315966238,463200,1437989,-4.200742721557617,3.305999994277954,3.2556777000427246,155,13,0,1980-01-06T03:23:58,1633358478.8357918,2021-10-04T17:41:18
315966248,463200,1447989,-4.498140335083008,3.308000087738037,3.2621243000030518,17,13,0,1980-01-06T03:24:08,1633358489.716213,2021-10-04T17:41:29
315966256,463200,1455989,-4.795538425445557,3.305999994277954,3.279853582382202,113,13,0,1980-01-06T03:24:16,1633358497.2060728,2021-10-04T17:41:37
315966266,463200,1465989,-5.390333652496338,3.308000087738037,3.257289171218872,231,13,0,1980-01-06T03:24:26,1633358508.036721,2021-10-04T17:41:48
315966276,463200,1475989,-5.985129356384277,3.308000087738037,3.2830770015716553,95,13,0,1980-01-06T03:24:36,1633358516.7763638,2021-10-04T17:41:56
315966284,463200,1483989,-6.579924583435059,3.308000087738037,3.2266666889190674,185,13,0,1980-01-06T03:24:44,1633358526.4959319,2021-10-04T17:42:06
315966294,463200,1493989,-6.877322673797607,3.308000087738037,3.273406505584717,42,13,0,1980-01-06T03:24:54,1633358535.2158089,2021-10-04T17:42:15
315966303,463200,1502989,-7.472117900848389,3.308000087738037,3.257289171218872,139,13,0,1980-01-06T03:25:03,1633358546.086,2021-10-04T17:42:26
315966312,463200,1511989,-7.472117900848389,3.308000087738037,3.2717947959899902,237,13,0,1980-01-06T03:25:12,1633358553.665817,2021-10-04T17:42:33
315966321,463200,1520989,-8.066913604736328,3.308000087738037,3.2524542808532715,79,13,0,1980-01-06T03:25:21,1633358563.946612,2021-10-04T17:42:43
315966331,463200,1530989,-8.364311218261719,3.308000087738037,3.2589011192321777,187,13,0,1980-01-06T03:25:31,1633358572.65568,2021-10-04T17:42:52
315966339,463200,1538989,-8.66170883178711,3.308000087738037,3.2701830863952637,19,13,0,1980-01-06T03:25:39,1633358580.265825,2021-10-04T17:43:00
315966349,463200,1548989,-8.66170883178711,3.308000087738037,3.250842571258545,127,13,0,1980-01-06T03:25:49,1633358590.5457878,2021-10-04T17:43:10
315966358,463200,1557989,-8.9591064453125,3.308000087738037,3.284688711166382,224,13,0,1980-01-06T03:25:58,1633358598.5558,2021-10-04T17:43:18
315966366,463200,1565989,-8.9591064453125,3.308000087738037,3.2669596672058105,56,13,0,1980-01-06T03:26:06,1633358608.236665,2021-10-04T17:43:28
315966375,463200,1574989,-9.256505012512207,3.308000087738037,3.273406505584717,154,13,0,1980-01-06T03:26:15,1633358616.906,2021-10-04T17:43:36
315966385,463200,1584989,-9.553902626037598,3.308000087738037,3.284688711166382,6,13,0,1980-01-06T03:26:25,1633358627.1574528,2021-10-04T17:43:47
315966393,463200,1592989,-9.851300239562988,3.308000087738037,3.2750184535980225,93,13,0,1980-01-06T03:26:33,1633358634.6659598,2021-10-04T17:43:54
315966403,722400,1602989,-10.148697853088379,3.308000087738037,3.23956036567688,201,13,0,1980-01-06T03:26:43,1633358643.345897,2021-10-04T17:44:03
315966412,722400,1611989,-10.74349308013916,3.308000087738037,3.2605128288269043,43,13,0,1980-01-06T03:26:52,1633358653.636276,2021-10-04T17:44:13
315966420,722400,1619989,-10.74349308013916,3.308000087738037,3.2605128288269043,131,13,0,1980-01-06T03:27:00,1633358661.766108,2021-10-04T17:44:21
315966430,722400,1629989,-11.040891647338867,3.308000087738037,3.2701830863952637,239,13,0,1980-01-06T03:27:10,1633358672.095861,2021-10-04T17:44:32
315966439,722400,1638989,-11.338289260864258,3.308000087738037,3.2621243000030518,81,13,0,1980-01-06T03:27:19,1633358680.7976198,2021-10-04T17:44:40
315966447,722400,1646989,-11.338289260864258,3.308000087738037,3.2556777000427246,168,13,0,1980-01-06T03:27:27,1633358687.797917,2021-10-04T17:44:47
315966457,722400,1656989,-11.635686874389648,3.308000087738037,3.2782416343688965,20,13,0,1980-01-06T03:27:37,1633358698.70644,2021-10-04T17:44:58
315966465,722400,1664989,-11.933084487915039,3.308000087738037,3.2621243000030518,108,13,0,1980-01-06T03:27:45,1633358706.8261569,2021-10-04T17:45:06
315966474,722400,1673989,-12.52787971496582,3.311000108718872,3.2927472591400146,206,13,0,1980-01-06T03:27:54,1633358716.546933,2021-10-04T17:45:16
315966483,722400,1682989,-12.825277328491211,3.308000087738037,3.2782416343688965,47,13,0,1980-01-06T03:28:03,1633358724.655901,2021-10-04T17:45:24
315966493,722400,1692989,-13.122675895690918,3.308000087738037,3.27662992477417,155,13,0,1980-01-06T03:28:13,1633358735.538225,2021-10-04T17:45:35
315966501,902900,1700989,-13.420073509216309,3.311000108718872,3.287912130355835,243,13,0,1980-01-06T03:28:21,1633358743.086097,2021-10-04T17:45:43
315966511,902900,1710989,-13.7174711227417,3.308000087738037,3.268571376800537,95,13,0,1980-01-06T03:28:31,1633358753.9669409,2021-10-04T17:45:53
315966520,902900,1719989,-13.7174711227417,3.311000108718872,3.284688711166382,193,13,0,1980-01-06T03:28:40,1633358762.106472,2021-10-04T17:46:02
315966529,902900,1728989,-13.7174711227417,3.311000108718872,3.246007204055786,35,13,0,1980-01-06T03:28:49,1633358769.606204,2021-10-04T17:46:09
315966540,902900,1739989,-14.01486873626709,3.311000108718872,3.2637362480163574,155,13,0,1980-01-06T03:29:00,1633358782.385169,2021-10-04T17:46:22
315966549,902900,1748989,-14.31226634979248,3.311000108718872,3.273406505584717,253,13,0,1980-01-06T03:29:09,1633358790.535229,2021-10-04T17:46:30
315966558,902900,1757989,-14.31226634979248,3.311000108718872,3.257289171218872,94,13,0,1980-01-06T03:29:18,1633358800.294941,2021-10-04T17:46:40
315966567,902900,1766989,-14.609663963317871,3.311000108718872,3.265347957611084,192,13,0,1980-01-06T03:29:27,1633358808.413837,2021-10-04T17:46:48
315966576,902900,1775989,-14.609663963317871,3.311000108718872,3.2750184535980225,34,13,0,1980-01-06T03:29:36,1633358816.523236,2021-10-04T17:46:56
315966585,902900,1784989,-14.609663963317871,3.311000108718872,3.2669596672058105,132,13,0,1980-01-06T03:29:45,1633358826.8331208,2021-10-04T17:47:06
315966594,902900,1793989,-14.907062530517578,3.311000108718872,3.287912130355835,230,13,0,1980-01-06T03:29:54,1633358834.952004,2021-10-04T17:47:14
315966604,902900,1803989,-14.907062530517578,3.311000108718872,3.279853582382202,82,13,0,1980-01-06T03:30:04,1633358845.871625,2021-10-04T17:47:25
315966612,902900,1811989,-14.907062530517578,3.311000108718872,3.2975823879241943,169,13,0,1980-01-06T03:30:12,1633358853.3909729,2021-10-04T17:47:33
315966621,902900,1820989,-15.204460144042969,3.311000108718872,3.2717947959899902,11,13,0,1980-01-06T03:30:21,1633358863.7314599,2021-10-04T17:47:43
315966630,902900,1829989,-15.204460144042969,3.311000108718872,3.2975823879241943,109,13,0,1980-01-06T03:30:30,1633358872.4999728,2021-10-04T17:47:52
315966639,902900,1838989,-15.50185775756836,3.311000108718872,3.287912130355835,207,13,0,1980-01-06T03:30:39,1633358880.0211,2021-10-04T17:48:00
315966648,902900,1847989,-15.50185775756836,3.311000108718872,3.279853582382202,48,13,0,1980-01-06T03:30:48,1633358890.3895168,2021-10-04T17:48:10
315966657,902900,1856989,-15.50185775756836,3.311000108718872,3.247619152069092,146,13,0,1980-01-06T03:30:57,1633358898.5388129,2021-10-04T17:48:18
315966666,902900,1865989,-15.79925537109375,3.311000108718872,3.2556777000427246,244,13,0,1980-01-06T03:31:06,1633358908.319108,2021-10-04T17:48:28
315966676,902900,1875989,-16.09665298461914,3.311000108718872,3.279853582382202,96,13,0,1980-01-06T03:31:16,1633358917.0579438,2021-10-04T17:48:37
315966686,902900,1885989,-16.09665298461914,3.311000108718872,3.2669596672058105,204,13,0,1980-01-06T03:31:26,1633358927.990108,2021-10-04T17:48:47
315966694,902900,1893989,-16.09665298461914,3.311000108718872,3.257289171218872,36,13,0,1980-01-06T03:31:34,1633358935.526737,2021-10-04T17:48:55
315966704,902900,1903989,-16.39405059814453,3.311000108718872,3.2750184535980225,144,13,0,1980-01-06T03:31:44,1633358946.4668279,2021-10-04T17:49:06
315966713,902900,1912989,-16.39405059814453,3.311000108718872,3.2589011192321777,241,13,0,1980-01-06T03:31:53,1633358954.576061,2021-10-04T17:49:14
315966721,902900,1920989,-16.691448211669922,3.311000108718872,3.2975823879241943,73,13,0,1980-01-06T03:32:01,1633358962.1156929,2021-10-04T17:49:22
315966730,902900,1929989,-16.691448211669922,3.311000108718872,3.2814650535583496,171,13,0,1980-01-06T03:32:10,1633358974.4449248,2021-10-04T17:49:34
315966742,902900,1941989,-16.691448211669922,3.311000108718872,3.287912130355835,45,13,0,1980-01-06T03:32:22,1633358983.1143608,2021-10-04T17:49:43
315966750,902900,1949989,-16.691448211669922,3.311000108718872,3.2637362480163574,133,13,0,1980-01-06T03:32:30,1633358992.92498,2021-10-04T17:49:52
