time_s,time_us,time_steady,sd_last_error,sd_error_count,sd_elapsed_time_from_msg,sd_last_state,imi_last_error,imi_error_count,imi_elapsed_time_from_msg,imi_last_state,sins_comm_last_error,sins_comm_error_count,sins_comm_elapsed_time_from_msg,sins_comm_last_state,wifi_last_error,wifi_error_count,wifi_elapsed_time_from_msg,wifi_last_state,network_last_error,network_error_count,network_elapsed_time_from_msg,network_last_state,sensors_last_error,sensors_error_count,sensors_elapsed_time_from_msg,sensors_last_state,time_sync_last_error,time_sync_error_count,time_sync_elapsed_time_from_msg,time_sync_last_state,radio_last_error,radio_error_count,radio_elapsed_time_from_msg,radio_last_state,shift_reg_last_error,shift_reg_error_count,shift_reg_elapsed_time_from_msg,shift_reg_last_state,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315966464,42977,1663003,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,127,10,0,1980-01-06T03:27:44,1633358705.6357088,2021-10-04T17:45:05
315966478,43342,1677003,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,169,10,0,1980-01-06T03:27:58,1633358718.336525,2021-10-04T17:45:18
315966491,52819,1690013,0,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,208,10,0,1980-01-06T03:28:11,1633358732.1658158,2021-10-04T17:45:32
315966505,223403,1704003,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,250,10,0,1980-01-06T03:28:25,1633358747.626673,2021-10-04T17:45:47
315966518,223779,1717003,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,33,10,0,1980-01-06T03:28:38,1633358760.9258568,2021-10-04T17:46:00
315966532,223765,1731003,0,0,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,75,10,0,1980-01-06T03:28:52,1633358776.085609,2021-10-04T17:46:16
315966548,223550,1747003,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,123,10,0,1980-01-06T03:29:08,1633358788.764765,2021-10-04T17:46:28
315966561,233306,1760013,0,0,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,162,10,0,1980-01-06T03:29:21,1633358802.0555289,2021-10-04T17:46:42
315966575,223765,1774003,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,204,10,0,1980-01-06T03:29:35,1633358815.3332598,2021-10-04T17:46:55
315966588,223373,1787003,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,243,10,0,1980-01-06T03:29:48,1633358829.1924279,2021-10-04T17:47:09
315966602,223762,1801003,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,29,10,0,1980-01-06T03:30:02,1633358844.7021768,2021-10-04T17:47:24
315966616,223762,1815003,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,71,10,0,1980-01-06T03:30:16,1633358857.9510279,2021-10-04T17:47:37
315966629,233608,1828013,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,110,10,0,1980-01-06T03:30:29,1633358871.507088,2021-10-04T17:47:51
315966643,223770,1842003,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,152,10,0,1980-01-06T03:30:43,1633358884.02226,2021-10-04T17:48:04
315966656,224373,1855004,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,191,10,0,1980-01-06T03:30:56,1633358897.358553,2021-10-04T17:48:17
315966670,223762,1869003,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,233,10,0,1980-01-06T03:31:10,1633358911.277909,2021-10-04T17:48:31
315966684,223371,1883003,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,19,10,0,1980-01-06T03:31:24,1633358924.5775368,2021-10-04T17:48:44
315966697,223350,1896003,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,58,10,0,1980-01-06T03:31:37,1633358937.2968838,2021-10-04T17:48:57
315966711,261520,1910003,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,100,10,0,1980-01-06T03:31:51,1633358952.806689,2021-10-04T17:49:12
315966724,261896,1923003,0,0,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,139,10,0,1980-01-06T03:32:04,1633358966.1451678,2021-10-04T17:49:26
315966740,261902,1939003,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,187,10,0,1980-01-06T03:32:20,1633358981.364449,2021-10-04T17:49:41
315966753,261905,1952003,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,226,10,0,1980-01-06T03:32:33,1633358994.703893,2021-10-04T17:49:54
315966767,261900,1966003,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,12,10,0,1980-01-06T03:32:47,1633359008.013445,2021-10-04T17:50:08
315966781,261494,1980003,0,0,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,54,10,0,1980-01-06T03:33:01,1633359021.39274,2021-10-04T17:50:21
315966795,261901,1994003,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,96,10,0,1980-01-06T03:33:15,1633359034.7424638,2021-10-04T17:50:34
315966807,353365,2006003,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,132,10,0,1980-01-06T03:33:27,1633359050.172317,2021-10-04T17:50:50
315966821,353360,2020003,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,174,10,0,1980-01-06T03:33:41,1633359063.4232888,2021-10-04T17:51:03
315966835,353923,2034003,0,0,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,216,10,0,1980-01-06T03:33:55,1633359076.7509959,2021-10-04T17:51:16
315966848,353738,2047003,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,255,10,0,1980-01-06T03:34:08,1633359090.049849,2021-10-04T17:51:30
315966862,353729,2061003,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,41,10,0,1980-01-06T03:34:22,1633359103.3694968,2021-10-04T17:51:43
315966878,353729,2077003,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,89,10,0,1980-01-06T03:34:38,1633359118.4991438,2021-10-04T17:51:58
315966891,363224,2090013,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,128,10,0,1980-01-06T03:34:51,1633359131.7712078,2021-10-04T17:52:11
315966904,390652,2103013,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,167,10,0,1980-01-06T03:35:04,1633359149.1498249,2021-10-04T17:52:29
315966920,390657,2119013,0,0,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,215,10,0,1980-01-06T03:35:20,1633359162.387637,2021-10-04T17:52:42
315966934,380672,2133003,0,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,1,10,0,1980-01-06T03:35:34,1633359175.736989,2021-10-04T17:52:55
315966948,390511,2147013,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,43,10,0,1980-01-06T03:35:48,1633359189.046468,2021-10-04T17:53:09
315966962,381048,2161003,0,0,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,85,10,0,1980-01-06T03:36:02,1633359202.256608,2021-10-04T17:53:22
315966975,380671,2174003,0,0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,124,10,0,1980-01-06T03:36:15,1633359215.5659199,2021-10-04T17:53:35
315966988,390579,2187013,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,163,10,0,1980-01-06T03:36:28,1633359228.765436,2021-10-04T17:53:48
315967001,568353,2200003,0,0,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,202,10,0,1980-01-06T03:36:41,1633359244.2352839,2021-10-04T17:54:04
315967015,568245,2214003,0,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,244,10,0,1980-01-06T03:36:55,1633359257.4942129,2021-10-04T17:54:17
315967030,568664,2229003,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,33,10,0,1980-01-06T03:37:10,1633359270.864488,2021-10-04T17:54:30
315967042,578179,2241013,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,69,10,0,1980-01-06T03:37:22,1633359284.16348,2021-10-04T17:54:44
315967069,568648,2268003,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,150,10,0,1980-01-06T03:37:49,1633359310.652984,2021-10-04T17:55:10
315967083,568246,2282003,0,0,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,192,10,0,1980-01-06T03:38:03,1633359323.903108,2021-10-04T17:55:23
315967097,568266,2296003,0,0,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,234,10,0,1980-01-06T03:38:17,1633359339.432852,2021-10-04T17:55:39
315967110,693289,2309013,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,17,10,0,1980-01-06T03:38:30,1633359352.661689,2021-10-04T17:55:52
315967124,683816,2323003,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,59,10,0,1980-01-06T03:38:44,1633359365.94114,2021-10-04T17:56:05
315967137,683439,2336003,0,0,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,98,10,0,1980-01-06T03:38:57,1633359379.1812239,2021-10-04T17:56:19
315967151,683819,2350003,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,140,10,0,1980-01-06T03:39:11,1633359392.500845,2021-10-04T17:56:32
315967165,683811,2364003,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,182,10,0,1980-01-06T03:39:25,1633359405.710952,2021-10-04T17:56:45
315967178,693470,2377013,0,0,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,221,10,0,1980-01-06T03:39:38,1633359418.389765,2021-10-04T17:56:58
315967192,683442,2391003,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,7,10,0,1980-01-06T03:39:52,1633359431.7494729,2021-10-04T17:57:11
315967205,809867,2404003,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,46,10,0,1980-01-06T03:40:05,1633359447.3000169,2021-10-04T17:57:27
315967219,819726,2418013,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,88,10,0,1980-01-06T03:40:19,1633359461.1487439,2021-10-04T17:57:41
315967233,819806,2432013,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,130,10,0,1980-01-06T03:40:33,1633359474.5384688,2021-10-04T17:57:54
315967246,819885,2445013,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,169,10,0,1980-01-06T03:40:46,1633359487.788132,2021-10-04T17:58:07
315967260,819739,2459013,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,211,10,0,1980-01-06T03:41:00,1633359501.037796,2021-10-04T17:58:21
315967273,816839,2472010,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,250,10,0,1980-01-06T03:41:13,1633359513.717792,2021-10-04T17:58:33
315967301,810264,2500003,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,78,10,0,1980-01-06T03:41:41,1633359543.017045,2021-10-04T17:59:03
315967313,810282,2512003,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,114,10,0,1980-01-06T03:41:53,1633359555.736665,2021-10-04T17:59:15
315967327,810270,2526003,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,156,10,0,1980-01-06T03:42:07,1633359569.116417,2021-10-04T17:59:29
315967341,810264,2540003,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,198,10,0,1980-01-06T03:42:21,1633359582.3564959,2021-10-04T17:59:42
315967354,810393,2553003,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,237,10,0,1980-01-06T03:42:34,1633359595.636209,2021-10-04T17:59:55
315967368,810291,2567003,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,23,10,0,1980-01-06T03:42:48,1633359608.926421,2021-10-04T18:00:08
315967381,810184,2580003,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,62,10,0,1980-01-06T03:43:01,1633359622.12584,2021-10-04T18:00:22
315967395,809886,2594003,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,104,10,0,1980-01-06T03:43:15,1633359637.577569,2021-10-04T18:00:37
315967410,48766,2608003,0,0,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,146,10,0,1980-01-06T03:43:30,1633359650.89528,2021-10-04T18:00:50
315967423,49156,2621003,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,185,10,0,1980-01-06T03:43:43,1633359664.0945609,2021-10-04T18:01:04
315967437,49138,2635003,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,227,10,0,1980-01-06T03:43:57,1633359677.357161,2021-10-04T18:01:17
315967450,48738,2648003,0,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,10,10,0,1980-01-06T03:44:10,1633359690.644585,2021-10-04T18:01:30
315967464,49036,2662003,0,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,52,10,0,1980-01-06T03:44:24,1633359703.3456888,2021-10-04T18:01:43
315967477,48734,2675003,0,0,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,91,10,0,1980-01-06T03:44:37,1633359717.1637368,2021-10-04T18:01:57
315967491,48752,2689003,0,0,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,133,10,0,1980-01-06T03:44:51,1633359732.584204,2021-10-04T18:02:12
315967504,175377,2702013,0,0,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,172,10,0,1980-01-06T03:45:04,1633359745.8035119,2021-10-04T18:02:25
315967518,165776,2716003,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,214,10,0,1980-01-06T03:45:18,1633359759.1229649,2021-10-04T18:02:39
315967532,165802,2730003,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,0,10,0,1980-01-06T03:45:32,1633359772.4930038,2021-10-04T18:02:52
315967545,165392,2743003,0,0,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,39,10,0,1980-01-06T03:45:45,1633359785.1927888,2021-10-04T18:03:05
315967559,175378,2757013,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,81,10,0,1980-01-06T03:45:59,1633359798.4423609,2021-10-04T18:03:18
315967572,175392,2770013,0,0,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,120,10,0,1980-01-06T03:46:12,1633359812.302057,2021-10-04T18:03:32
315967586,165405,2784003,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,162,10,0,1980-01-06T03:46:26,1633359827.7722569,2021-10-04T18:03:47
315967600,251652,2798003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,204,10,0,1980-01-06T03:46:40,1633359840.9917638,2021-10-04T18:04:00
315967613,261115,2811013,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,243,10,0,1980-01-06T03:46:53,1633359853.641165,2021-10-04T18:04:13
315967627,251667,2825003,0,0,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,29,10,0,1980-01-06T03:47:07,1633359866.840996,2021-10-04T18:04:26
315967639,251278,2837003,0,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,65,10,0,1980-01-06T03:47:19,1633359880.04108,2021-10-04T18:04:40
315967654,251648,2852003,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,110,10,0,1980-01-06T03:47:34,1633359893.8805199,2021-10-04T18:04:53
315967667,261287,2865013,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,149,10,0,1980-01-06T03:47:47,1633359907.180436,2021-10-04T18:05:07
315967681,251255,2879003,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,191,10,0,1980-01-06T03:48:01,1633359919.8120089,2021-10-04T18:05:19
315967693,251667,2891003,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,227,10,0,1980-01-06T03:48:13,1633359935.211161,2021-10-04T18:05:35
315967707,260124,2905013,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,13,10,0,1980-01-06T03:48:27,1633359948.450212,2021-10-04T18:05:48
315967721,250646,2919003,0,0,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,55,10,0,1980-01-06T03:48:41,1633359961.730324,2021-10-04T18:06:01
315967734,260081,2932013,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,94,10,0,1980-01-06T03:48:54,1633359975.0794199,2021-10-04T18:06:15
315967749,260083,2947013,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,139,10,0,1980-01-06T03:49:09,1633359988.389396,2021-10-04T18:06:28
315967762,250211,2960003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,178,10,0,1980-01-06T03:49:22,1633360001.7092519,2021-10-04T18:06:41
315967775,260500,2973013,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,217,10,0,1980-01-06T03:49:35,1633360014.988692,2021-10-04T18:06:54
315967789,250234,2987003,0,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,3,10,0,1980-01-06T03:49:49,1633360030.489461,2021-10-04T18:07:10
315967802,439309,3000013,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,42,10,0,1980-01-06T03:50:02,1633360043.168869,2021-10-04T18:07:23
315967816,429845,3014003,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,84,10,0,1980-01-06T03:50:16,1633360056.3880398,2021-10-04T18:07:36
315967829,439563,3027013,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,123,10,0,1980-01-06T03:50:29,1633360070.2179449,2021-10-04T18:07:50
315967843,439376,3041013,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,165,10,0,1980-01-06T03:50:43,1633360083.507652,2021-10-04T18:08:03
315967857,429852,3055003,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,207,10,0,1980-01-06T03:50:57,1633360096.748056,2021-10-04T18:08:16
315967870,429644,3068003,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,246,10,0,1980-01-06T03:51:10,1633360110.068564,2021-10-04T18:08:30
315967884,429841,3082003,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,32,10,0,1980-01-06T03:51:24,1633360122.678076,2021-10-04T18:08:42
315967896,429968,3094003,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,68,10,0,1980-01-06T03:51:36,1633360138.157917,2021-10-04T18:08:58
315967910,450872,3108003,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,110,10,0,1980-01-06T03:51:50,1633360151.347585,2021-10-04T18:09:11
315967924,451574,3122004,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,152,10,0,1980-01-06T03:52:04,1633360165.2970998,2021-10-04T18:09:25
315967938,450969,3136003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,194,10,0,1980-01-06T03:52:18,1633360178.4976158,2021-10-04T18:09:38
