time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965022,585200,223175,223175,223175,2638,34,-11,0,1,5174,78,13,4,1980-01-06T03:03:42,1633357264.534904,2021-10-04T17:21:04
315965047,585200,248175,248175,248175,2934,34,-11,0,1,5174,118,13,4,1980-01-06T03:04:07,1633357289.4052489,2021-10-04T17:21:29
315965072,585200,273175,273175,273175,3232,34,-11,0,1,5174,160,13,4,1980-01-06T03:04:32,1633357314.2354,2021-10-04T17:21:54
315965097,585200,298175,298175,298175,3528,34,-11,0,1,5174,200,13,4,1980-01-06T03:04:57,1633357339.005493,2021-10-04T17:22:19
315965122,585200,323175,323175,323175,3824,34,-11,0,1,5174,240,13,4,1980-01-06T03:05:22,1633357364.326292,2021-10-04T17:22:44
315965147,585200,348175,348175,348175,4122,34,-11,0,1,5174,26,13,4,1980-01-06T03:05:47,1633357389.125792,2021-10-04T17:23:09
315965172,585200,373175,373175,373175,4418,34,-11,0,1,5174,66,13,4,1980-01-06T03:06:12,1633357414.0265439,2021-10-04T17:23:34
315965197,585200,398175,398175,398175,4714,34,-11,0,1,5174,106,13,4,1980-01-06T03:06:37,1633357438.866364,2021-10-04T17:23:58
315965222,748500,423175,423175,423175,5012,34,-11,0,1,5174,148,13,4,1980-01-06T03:07:02,1633357463.716073,2021-10-04T17:24:23
315965247,748500,448175,448175,448175,5308,34,-11,0,1,5174,188,13,4,1980-01-06T03:07:27,1633357489.216356,2021-10-04T17:24:49
315965272,748500,473175,473175,473175,5604,34,-11,0,1,5174,228,13,4,1980-01-06T03:07:52,1633357514.117297,2021-10-04T17:25:14
315965297,748500,498175,498175,498175,5902,34,-11,0,1,5174,14,13,4,1980-01-06T03:08:17,1633357538.9264169,2021-10-04T17:25:38
315965322,748500,523175,523175,523175,6198,34,-11,0,1,5174,54,13,4,1980-01-06T03:08:42,1633357563.8266358,2021-10-04T17:26:03
315965347,748500,548175,548175,548175,6494,34,-11,0,1,5174,94,13,4,1980-01-06T03:09:07,1633357588.766516,2021-10-04T17:26:28
315965372,748500,573175,573175,573175,6792,34,-11,0,1,5174,136,13,4,1980-01-06T03:09:32,1633357613.746553,2021-10-04T17:26:53
315965397,748500,598175,598175,598175,7088,34,-11,0,1,5174,176,13,4,1980-01-06T03:09:57,1633357638.6268408,2021-10-04T17:27:18
315965423,16700,623175,623175,623175,7384,34,-11,0,1,5174,216,13,4,1980-01-06T03:10:23,1633357663.5487769,2021-10-04T17:27:43
315965448,16700,648175,648175,648175,7682,34,-11,0,1,5174,2,13,4,1980-01-06T03:10:48,1633357688.388445,2021-10-04T17:28:08
