time_s,time_us,time_steady,updated_time_steady,updated_time_from_s,updated_time_from_us,updated_time_from_base,updated_time_to_s,updated_time_to_us,updated_time_to_base,count_of_time_updates,count_of_aggressive_time_updates,imi_time_sync_steady,imi_count_of_syncs,imi_time_s,imi_time_us,imi_time_base,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315967964,451278,3162003,3098788,315967901,214543,1,315967901,236057,1,27,1,3160983,2856,315967963,431281,1,15,10,0,1980-01-06T03:52:44,1633360203.7567399,2021-10-04T18:10:03
315967978,451273,3176003,3098788,315967901,214543,1,315967901,236057,1,27,1,3175343,2869,315967977,791282,1,57,10,0,1980-01-06T03:52:58,1633360216.9863079,2021-10-04T18:10:16
315967991,451273,3189003,3098788,315967901,214543,1,315967901,236057,1,27,1,3188663,2881,315967991,111285,1,96,10,0,1980-01-06T03:53:11,1633360230.275769,2021-10-04T18:10:30
315968006,541307,3204003,3199160,315968001,608190,1,315968001,698706,1,28,1,3203033,2894,315968005,571682,1,141,10,0,1980-01-06T03:53:26,1633360246.165693,2021-10-04T18:10:46
315968018,541706,3216003,3199160,315968001,608190,1,315968001,698706,1,28,1,3215263,2905,315968017,801407,1,177,10,0,1980-01-06T03:53:38,1633360259.475288,2021-10-04T18:10:59
315968032,541592,3230003,3199160,315968001,608190,1,315968001,698706,1,28,1,3229713,2918,315968032,251710,1,219,10,0,1980-01-06T03:53:52,1633360272.705308,2021-10-04T18:11:12
315968046,541312,3244003,3199160,315968001,608190,1,315968001,698706,1,28,1,3242973,2930,315968045,511724,1,5,10,0,1980-01-06T03:54:06,1633360285.679597,2021-10-04T18:11:25
315968059,541324,3257003,3199160,315968001,608190,1,315968001,698706,1,28,1,3256233,2942,315968058,771723,1,44,10,0,1980-01-06T03:54:19,1633360298.7350879,2021-10-04T18:11:38
315968073,541314,3271003,3199160,315968001,608190,1,315968001,698706,1,28,1,3270573,2955,315968073,111712,1,86,10,0,1980-01-06T03:54:33,1633360312.044692,2021-10-04T18:11:52
315968086,541314,3284003,3199160,315968001,608190,1,315968001,698706,1,28,1,3283833,2967,315968086,371722,1,125,10,0,1980-01-06T03:54:46,1633360325.254644,2021-10-04T18:12:05
315968100,541707,3298003,3199160,315968001,608190,1,315968001,698706,1,28,1,3295993,2978,315968098,531413,1,167,10,0,1980-01-06T03:55:00,1633360341.404245,2021-10-04T18:12:21
315968114,680458,3312013,3299992,315968102,530632,1,315968102,659857,1,29,1,3311483,2992,315968114,150865,1,209,10,0,1980-01-06T03:55:14,1633360354.044309,2021-10-04T18:12:34
315968127,670863,3325003,3299992,315968102,530632,1,315968102,659857,1,29,1,3324783,3004,315968127,450729,1,248,10,0,1980-01-06T03:55:27,1633360367.3743088,2021-10-04T18:12:47
315968141,680468,3339013,3299992,315968102,530632,1,315968102,659857,1,29,1,3338123,3016,315968140,790562,1,34,10,0,1980-01-06T03:55:41,1633360380.583624,2021-10-04T18:13:00
315968153,680447,3351013,3299992,315968102,530632,1,315968102,659857,1,29,1,3350313,3027,315968152,980877,1,70,10,0,1980-01-06T03:55:53,1633360393.863536,2021-10-04T18:13:13
315968169,680317,3367013,3299992,315968102,530632,1,315968102,659857,1,29,1,3364743,3040,315968167,410868,1,118,10,0,1980-01-06T03:56:09,1633360409.013432,2021-10-04T18:13:29
315968182,680385,3380013,3299992,315968102,530632,1,315968102,659857,1,29,1,3377043,3051,315968179,710859,1,157,10,0,1980-01-06T03:56:22,1633360422.293505,2021-10-04T18:13:42
315968197,680398,3395013,3299992,315968102,530632,1,315968102,659857,1,29,1,3393733,3066,315968196,400468,1,202,10,0,1980-01-06T03:56:37,1633360437.643748,2021-10-04T18:13:57
315968210,670707,3408003,3299992,315968102,530632,1,315968102,659857,1,29,1,3405933,3077,315968208,600491,1,241,10,0,1980-01-06T03:56:50,1633360450.8742728,2021-10-04T18:14:10
315968223,670485,3421003,3299992,315968102,530632,1,315968102,659857,1,29,1,3420313,3090,315968222,980496,1,24,10,0,1980-01-06T03:57:03,1633360464.0928,2021-10-04T18:14:24
315968237,670862,3435003,3299992,315968102,530632,1,315968102,659857,1,29,1,3433573,3102,315968236,240457,1,66,10,0,1980-01-06T03:57:17,1633360477.352485,2021-10-04T18:14:37
315968250,681264,3448014,3299992,315968102,530632,1,315968102,659857,1,29,1,3446883,3114,315968249,550865,1,105,10,0,1980-01-06T03:57:30,1633360490.584348,2021-10-04T18:14:50
315968264,670862,3462003,3299992,315968102,530632,1,315968102,659857,1,29,1,3461223,3127,315968263,890592,1,147,10,0,1980-01-06T03:57:44,1633360503.192472,2021-10-04T18:15:03
315968278,670858,3476003,3299992,315968102,530632,1,315968102,659857,1,29,1,3475603,3140,315968278,270879,1,189,10,0,1980-01-06T03:57:58,1633360516.95348,2021-10-04T18:15:16
315968292,670858,3490003,3299992,315968102,530632,1,315968102,659857,1,29,1,3487843,3151,315968290,510867,1,231,10,0,1980-01-06T03:58:12,1633360532.4323359,2021-10-04T18:15:32
315968304,898078,3502013,3495483,315968298,150140,1,315968298,367976,1,30,1,3501173,3163,315968304,58619,1,11,10,0,1980-01-06T03:58:24,1633360545.631669,2021-10-04T18:15:45
315968318,888631,3516003,3495483,315968298,150140,1,315968298,367976,1,30,1,3514523,3175,315968317,408624,1,53,10,0,1980-01-06T03:58:38,1633360558.931669,2021-10-04T18:15:58
315968331,888659,3529003,3495483,315968298,150140,1,315968298,367976,1,30,1,3527743,3187,315968330,628442,1,92,10,0,1980-01-06T03:58:51,1633360572.1215248,2021-10-04T18:16:12
315968345,888616,3543003,3495483,315968298,150140,1,315968298,367976,1,30,1,3542163,3200,315968345,48617,1,134,10,0,1980-01-06T03:59:05,1633360584.9612,2021-10-04T18:16:24
315968358,898091,3556013,3495483,315968298,150140,1,315968298,367976,1,30,1,3555423,3212,315968358,308619,1,173,10,0,1980-01-06T03:59:18,1633360597.9813209,2021-10-04T18:16:37
315968372,888615,3570003,3495483,315968298,150140,1,315968298,367976,1,30,1,3569723,3225,315968372,608625,1,215,10,0,1980-01-06T03:59:32,1633360611.27104,2021-10-04T18:16:51
315968385,888233,3583003,3495483,315968298,150140,1,315968298,367976,1,30,1,3581963,3236,315968384,848215,1,254,10,0,1980-01-06T03:59:45,1633360624.5214329,2021-10-04T18:17:04
315968400,64756,3597003,3596293,315968399,177996,1,315968399,354209,1,31,1,3596403,3249,315968399,464419,1,40,10,0,1980-01-06T04:00:00,1633360639.961109,2021-10-04T18:17:19
315968414,64757,3611003,3596293,315968399,177996,1,315968399,354209,1,31,1,3610843,3262,315968413,904771,1,82,10,0,1980-01-06T04:00:14,1633360653.290284,2021-10-04T18:17:33
315968426,64375,3623003,3596293,315968399,177996,1,315968399,354209,1,31,1,3621923,3272,315968424,984760,1,118,10,0,1980-01-06T04:00:26,1633360666.450377,2021-10-04T18:17:46
315968440,74322,3637013,3596293,315968399,177996,1,315968399,354209,1,31,1,3635203,3284,315968438,264758,1,160,10,0,1980-01-06T04:00:40,1633360679.659965,2021-10-04T18:17:59
315968454,64760,3651003,3596293,315968399,177996,1,315968399,354209,1,31,1,3650803,3298,315968453,864760,1,202,10,0,1980-01-06T04:00:54,1633360692.87986,2021-10-04T18:18:12
315968468,64757,3665003,3596293,315968399,177996,1,315968399,354209,1,31,1,3663013,3309,315968466,74756,1,244,10,0,1980-01-06T04:01:08,1633360706.069725,2021-10-04T18:18:26
315968480,64756,3677003,3596293,315968399,177996,1,315968399,354209,1,31,1,3676303,3321,315968479,364758,1,24,10,0,1980-01-06T04:01:20,1633360719.3895369,2021-10-04T18:18:39
315968494,64752,3691003,3596293,315968399,177996,1,315968399,354209,1,31,1,3690803,3334,315968493,864765,1,66,10,0,1980-01-06T04:01:34,1633360734.799877,2021-10-04T18:18:54
315968508,212688,3705003,3696619,315968499,680065,1,315968499,828075,1,32,1,3704083,3346,315968507,292637,1,108,10,0,1980-01-06T04:01:48,1633360747.989624,2021-10-04T18:19:07
315968521,212480,3718003,3696619,315968499,680065,1,315968499,828075,1,32,1,3717333,3358,315968520,542679,1,147,10,0,1980-01-06T04:02:01,1633360761.128964,2021-10-04T18:19:21
315968535,212679,3732003,3696619,315968499,680065,1,315968499,828075,1,32,1,3731713,3371,315968534,922689,1,189,10,0,1980-01-06T04:02:15,1633360773.7388399,2021-10-04T18:19:33
315968549,222201,3746013,3696619,315968499,680065,1,315968499,828075,1,32,1,3743933,3382,315968547,142698,1,231,10,0,1980-01-06T04:02:29,1633360787.5832648,2021-10-04T18:19:47
315968563,212277,3760003,3696619,315968499,680065,1,315968499,828075,1,32,1,3758283,3395,315968561,492698,1,17,10,0,1980-01-06T04:02:43,1633360800.7487838,2021-10-04T18:20:00
315968575,212792,3772003,3696619,315968499,680065,1,315968499,828075,1,32,1,3771553,3407,315968574,762715,1,53,10,0,1980-01-06T04:02:55,1633360814.0287318,2021-10-04T18:20:14
315968589,212684,3786003,3696619,315968499,680065,1,315968499,828075,1,32,1,3784933,3419,315968588,142698,1,95,10,0,1980-01-06T04:03:09,1633360829.389148,2021-10-04T18:20:29
315968602,241821,3799003,3797977,315968601,186418,1,315968601,216012,1,33,1,3798203,3431,315968601,442201,1,134,10,0,1980-01-06T04:03:22,1633360842.6280959,2021-10-04T18:20:42
315968616,241879,3813003,3797977,315968601,186418,1,315968601,216012,1,33,1,3812633,3444,315968615,871805,1,176,10,0,1980-01-06T04:03:36,1633360855.318444,2021-10-04T18:20:55
315968629,242201,3826003,3797977,315968601,186418,1,315968601,216012,1,33,1,3824773,3455,315968628,11798,1,215,10,0,1980-01-06T04:03:49,1633360868.667796,2021-10-04T18:21:08
315968643,241811,3840003,3797977,315968601,186418,1,315968601,216012,1,33,1,3839123,3468,315968642,362212,1,1,10,0,1980-01-06T04:04:03,1633360882.557765,2021-10-04T18:21:22
315968657,241795,3854003,3797977,315968601,186418,1,315968601,216012,1,33,1,3853473,3481,315968656,712198,1,43,10,0,1980-01-06T04:04:17,1633360895.8776,2021-10-04T18:21:35
315968670,251848,3867013,3797977,315968601,186418,1,315968601,216012,1,33,1,3866723,3493,315968669,962194,1,82,10,0,1980-01-06T04:04:30,1633360908.5673249,2021-10-04T18:21:48
315968684,241791,3881003,3797977,315968601,186418,1,315968601,216012,1,33,1,3879993,3505,315968683,232204,1,124,10,0,1980-01-06T04:04:44,1633360921.866781,2021-10-04T18:22:01
315968698,242187,3895003,3797977,315968601,186418,1,315968601,216012,1,33,1,3894473,3518,315968697,712204,1,166,10,0,1980-01-06T04:04:58,1633360937.457469,2021-10-04T18:22:17
315968710,241575,3907003,3899045,315968702,284123,1,315968702,283594,1,34,1,3906763,3529,315968710,1574,1,202,10,0,1980-01-06T04:05:10,1633360950.79666,2021-10-04T18:22:30
315968725,241882,3922004,3899045,315968702,284123,1,315968702,283594,1,34,1,3921243,3542,315968724,481218,1,247,10,0,1980-01-06T04:05:25,1633360964.1265168,2021-10-04T18:22:44
315968739,241570,3936003,3899045,315968702,284123,1,315968702,283594,1,34,1,3935703,3555,315968738,941576,1,33,10,0,1980-01-06T04:05:39,1633360977.4465039,2021-10-04T18:22:57
315968752,241571,3949003,3899045,315968702,284123,1,315968702,283594,1,34,1,3947833,3566,315968751,71576,1,72,10,0,1980-01-06T04:05:52,1633360990.8266208,2021-10-04T18:23:10
315968765,241171,3962003,3899045,315968702,284123,1,315968702,283594,1,34,1,3961053,3578,315968764,291566,1,111,10,0,1980-01-06T04:06:05,1633361004.166244,2021-10-04T18:23:24
315968779,241570,3976003,3899045,315968702,284123,1,315968702,283594,1,34,1,3975403,3591,315968778,641578,1,153,10,0,1980-01-06T04:06:19,1633361017.5261009,2021-10-04T18:23:37
315968792,241182,3989003,3899045,315968702,284123,1,315968702,283594,1,34,1,3988654,3603,315968791,891814,1,192,10,0,1980-01-06T04:06:32,1633361033.0666568,2021-10-04T18:23:53
315968806,366219,4003003,3999401,315968802,639039,1,315968802,764126,1,35,1,4000763,3614,315968804,126278,1,234,10,0,1980-01-06T04:06:46,1633361046.3658319,2021-10-04T18:24:06
315968820,376121,4017013,3999401,315968802,639039,1,315968802,764126,1,35,1,4016253,3628,315968819,616250,1,20,10,0,1980-01-06T04:07:00,1633361059.6961088,2021-10-04T18:24:19
315968834,366586,4031003,3999401,315968802,639039,1,315968802,764126,1,35,1,4030583,3641,315968833,946596,1,62,10,0,1980-01-06T04:07:14,1633361073.105813,2021-10-04T18:24:33
315968847,366572,4044003,3999401,315968802,639039,1,315968802,764126,1,35,1,4043813,3653,315968847,176607,1,101,10,0,1980-01-06T04:07:27,1633361086.565232,2021-10-04T18:24:46
315968861,366588,4058003,3999401,315968802,639039,1,315968802,764126,1,35,1,4057053,3665,315968860,416198,1,143,10,0,1980-01-06T04:07:41,1633361099.895169,2021-10-04T18:24:59
315968874,376052,4071013,3999401,315968802,639039,1,315968802,764126,1,35,1,4070373,3677,315968873,736589,1,182,10,0,1980-01-06T04:07:54,1633361113.284852,2021-10-04T18:25:13
315968888,376217,4085013,3999401,315968802,639039,1,315968802,764126,1,35,1,4083773,3689,315968887,136203,1,224,10,0,1980-01-06T04:08:08,1633361128.925925,2021-10-04T18:25:28
315968903,314032,4100003,4099460,315968902,823260,1,315968902,771148,1,36,1,4099303,3703,315968902,666597,1,13,10,0,1980-01-06T04:08:23,1633361142.304764,2021-10-04T18:25:42
315968916,314408,4113003,4099460,315968902,823260,1,315968902,771148,1,36,1,4112563,3715,315968915,874143,1,52,10,0,1980-01-06T04:08:36,1633361155.6854079,2021-10-04T18:25:55
315968929,314408,4126003,4099460,315968902,823260,1,315968902,771148,1,36,1,4125813,3727,315968929,124407,1,91,10,0,1980-01-06T04:08:49,1633361169.0149999,2021-10-04T18:26:09
315968943,314403,4140003,4099460,315968902,823260,1,315968902,771148,1,36,1,4139053,3739,315968942,364016,1,133,10,0,1980-01-06T04:09:03,1633361182.414368,2021-10-04T18:26:22
315968957,314408,4154003,4099460,315968902,823260,1,315968902,771148,1,36,1,4153393,3752,315968956,704440,1,175,10,0,1980-01-06T04:09:17,1633361195.8046129,2021-10-04T18:26:35
315968970,314434,4167003,4099460,315968902,823260,1,315968902,771148,1,36,1,4165503,3763,315968968,814409,1,214,10,0,1980-01-06T04:09:30,1633361208.6164079,2021-10-04T18:26:48
315968984,314400,4181003,4099460,315968902,823260,1,315968902,771148,1,36,1,4178723,3775,315968982,34444,1,0,10,0,1980-01-06T04:09:44,1633361222.0059168,2021-10-04T18:27:02
315968998,314408,4195003,4099460,315968902,823260,1,315968902,771148,1,36,1,4194283,3789,315968997,594581,1,42,10,0,1980-01-06T04:09:58,1633361238.2141209,2021-10-04T18:27:18
315969011,314031,4208003,4099460,315968902,823260,1,315968902,771148,1,36,1,4206593,3800,315969009,904414,1,81,10,0,1980-01-06T04:10:11,1633361251.524632,2021-10-04T18:27:31
