time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965018,626801,219076,11.4375,115,10,5,1980-01-06T03:03:38,1633357262.194969,2021-10-04T17:21:02
315965026,629420,227084,10.75,183,10,5,1980-01-06T03:03:46,1633357268.9566078,2021-10-04T17:21:08
315965033,656692,234171,10.125,245,10,5,1980-01-06T03:03:53,1633357275.756832,2021-10-04T17:21:15
315965040,657298,241097,9.6875,51,10,5,1980-01-06T03:04:00,1633357282.5850449,2021-10-04T17:21:22
315965046,669441,247201,9.375,103,10,5,1980-01-06T03:04:06,1633357288.785476,2021-10-04T17:21:28
315965053,676825,254134,8.8125,165,10,5,1980-01-06T03:04:13,1633357295.625553,2021-10-04T17:21:35
315965060,736861,261175,8.5625,223,10,5,1980-01-06T03:04:20,1633357302.3958719,2021-10-04T17:21:42
315965067,729607,268184,8.125,29,10,5,1980-01-06T03:04:27,1633357309.215761,2021-10-04T17:21:49
315965073,729524,274180,7.8125,81,10,5,1980-01-06T03:04:33,1633357315.405225,2021-10-04T17:21:55
315965080,747069,281197,7.5625,143,10,5,1980-01-06T03:04:40,1633357324.246152,2021-10-04T17:22:04
315965087,746818,288261,7.125,205,10,5,1980-01-06T03:04:47,1633357331.035529,2021-10-04T17:22:11
315965094,756787,295226,6.75,11,10,5,1980-01-06T03:04:54,1633357337.8067439,2021-10-04T17:22:17
315965101,801814,302214,6.625,69,10,5,1980-01-06T03:05:01,1633357344.0064409,2021-10-04T17:22:24
315965108,890946,309292,6.125,131,10,5,1980-01-06T03:05:08,1633357350.7959049,2021-10-04T17:22:30
315965114,818688,315225,5.9375,183,10,5,1980-01-06T03:05:14,1633357357.0056078,2021-10-04T17:22:37
315965122,908693,323304,5.5625,255,10,5,1980-01-06T03:05:22,1633357364.326292,2021-10-04T17:22:44
315965128,898875,329314,5.25,51,10,5,1980-01-06T03:05:28,1633357370.5473728,2021-10-04T17:22:50
315965135,908726,336323,5.0625,113,10,5,1980-01-06T03:05:35,1633357377.3656929,2021-10-04T17:22:57
315965142,928696,343351,4.625,175,10,5,1980-01-06T03:05:42,1633357386.1863048,2021-10-04T17:23:06
315965148,968704,349368,4.5625,227,10,5,1980-01-06T03:05:48,1633357392.386473,2021-10-04T17:23:12
315965156,62543,356462,4.25,33,10,5,1980-01-06T03:05:56,1633357399.1860318,2021-10-04T17:23:19
315965163,48702,363450,3.8125,91,10,5,1980-01-06T03:06:03,1633357406.026428,2021-10-04T17:23:26
315965170,128784,370600,3.375,153,10,5,1980-01-06T03:06:10,1633357412.225973,2021-10-04T17:23:32
315965177,135316,377536,2.9375,215,10,5,1980-01-06T03:06:17,1633357419.136065,2021-10-04T17:23:39
315965184,141835,384546,2.5,21,10,5,1980-01-06T03:06:24,1633357425.90698,2021-10-04T17:23:45
315965190,224857,390624,2.25,73,10,5,1980-01-06T03:06:30,1633357432.086632,2021-10-04T17:23:52
