time_s,time_us,time_steady,resets_count,reset_cause,active_oscillator,time_base,time_syncs_attempted,time_syncs_performed,last_time_sync_time_steady,last_time_sync_delta_s,last_time_sync_delta_us,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315968038,833900,3236577,1,2,0,1,2918,20,3200148,0,113614,34,13,0,1980-01-06T03:53:58,1633360279.0850768,2021-10-04T18:11:19
315968053,833900,3251577,1,2,0,1,2932,20,3200148,0,113614,197,13,0,1980-01-06T03:54:13,1633360292.365293,2021-10-04T18:11:32
315968065,833900,3263577,1,2,0,1,2943,20,3200148,0,113614,72,13,0,1980-01-06T03:54:25,1633360305.724925,2021-10-04T18:11:45
315968077,833900,3275577,1,2,0,1,2954,20,3200148,0,113614,202,13,0,1980-01-06T03:54:37,1633360318.3344529,2021-10-04T18:11:58
315968092,833900,3290577,1,2,0,1,2967,20,3200148,0,113614,109,13,0,1980-01-06T03:54:52,1633360331.614248,2021-10-04T18:12:11
315968107,963800,3305577,1,2,0,1,2981,21,3300948,0,129945,16,13,0,1980-01-06T03:55:07,1633360347.7041728,2021-10-04T18:12:27
315968119,963800,3317577,1,2,0,1,2992,21,3300948,0,129945,146,13,0,1980-01-06T03:55:19,1633360361.0039968,2021-10-04T18:12:41
315968131,963800,3329577,1,2,0,1,3002,21,3300948,0,129945,21,13,0,1980-01-06T03:55:31,1633360374.273933,2021-10-04T18:12:54
315968146,963800,3344577,1,2,0,1,3016,21,3300948,0,129945,184,13,0,1980-01-06T03:55:46,1633360387.464613,2021-10-04T18:13:07
315968158,963800,3356577,1,2,0,1,3027,21,3300948,0,129945,58,13,0,1980-01-06T03:55:58,1633360402.68376,2021-10-04T18:13:22
315968176,963800,3374577,1,2,0,1,3043,21,3300948,0,129945,254,13,0,1980-01-06T03:56:16,1633360415.334048,2021-10-04T18:13:35
315968188,963800,3386577,1,2,0,1,3054,21,3300948,0,129945,128,13,0,1980-01-06T03:56:28,1633360431.353945,2021-10-04T18:13:51
315968203,963800,3401577,1,2,0,1,3067,21,3300948,0,129945,35,13,0,1980-01-06T03:56:43,1633360444.532996,2021-10-04T18:14:04
315968215,963800,3413577,1,2,0,1,3078,21,3300948,0,129945,166,13,0,1980-01-06T03:56:55,1633360457.7830129,2021-10-04T18:14:17
315968230,963800,3428577,1,2,0,1,3092,21,3300948,0,129945,73,13,0,1980-01-06T03:57:10,1633360471.023149,2021-10-04T18:14:31
315968242,963800,3440577,1,2,0,1,3102,21,3300948,0,129945,203,13,0,1980-01-06T03:57:22,1633360483.693708,2021-10-04T18:14:43
315968257,963800,3455577,1,2,0,1,3116,21,3300948,0,129945,110,13,0,1980-01-06T03:57:37,1633360496.9125688,2021-10-04T18:14:56
315968269,963800,3467577,1,2,0,1,3127,21,3300948,0,129945,240,13,0,1980-01-06T03:57:49,1633360510.0622969,2021-10-04T18:15:10
315968284,963800,3482577,1,2,0,1,3140,21,3300948,0,129945,147,13,0,1980-01-06T03:58:04,1633360526.083041,2021-10-04T18:15:26
315968296,963800,3494577,1,2,0,1,3151,21,3300948,0,129945,22,13,0,1980-01-06T03:58:16,1633360538.7429159,2021-10-04T18:15:38
315968312,183100,3509577,1,2,0,1,3165,22,3495948,0,219381,185,13,0,1980-01-06T03:58:32,1633360551.9821289,2021-10-04T18:15:51
315968324,183100,3521577,1,2,0,1,3176,22,3495948,0,219381,59,13,0,1980-01-06T03:58:44,1633360565.22148,2021-10-04T18:16:05
315968339,183100,3536577,1,2,0,1,3189,22,3495948,0,219381,222,13,0,1980-01-06T03:58:59,1633360578.431689,2021-10-04T18:16:18
315968351,183100,3548577,1,2,0,1,3200,22,3495948,0,219381,97,13,0,1980-01-06T03:59:11,1633360591.671084,2021-10-04T18:16:31
315968366,183100,3563577,1,2,0,1,3214,22,3495948,0,219381,4,13,0,1980-01-06T03:59:26,1633360605.520905,2021-10-04T18:16:45
315968378,183100,3575577,1,2,0,1,3224,22,3495948,0,219381,134,13,0,1980-01-06T03:59:38,1633360618.1811368,2021-10-04T18:16:58
315968390,183100,3587577,1,2,0,1,3235,22,3495948,0,219381,8,13,0,1980-01-06T03:59:50,1633360633.631028,2021-10-04T18:17:13
315968405,360100,3602577,1,2,0,1,3249,23,3596948,0,177019,171,13,0,1980-01-06T04:00:05,1633360646.930817,2021-10-04T18:17:26
315968420,360100,3617577,1,2,0,1,3262,23,3596948,0,177019,78,13,0,1980-01-06T04:00:20,1633360659.5902328,2021-10-04T18:17:39
315968432,360100,3629577,1,2,0,1,3273,23,3596948,0,177019,209,13,0,1980-01-06T04:00:32,1633360672.7700489,2021-10-04T18:17:52
315968447,360100,3644577,1,2,0,1,3286,23,3596948,0,177019,116,13,0,1980-01-06T04:00:47,1633360685.930485,2021-10-04T18:18:05
315968459,360100,3656577,1,2,0,1,3297,23,3596948,0,177019,246,13,0,1980-01-06T04:00:59,1633360699.7599719,2021-10-04T18:18:19
315968474,360100,3671577,1,2,0,1,3311,23,3596948,0,177019,153,13,0,1980-01-06T04:01:14,1633360712.449584,2021-10-04T18:18:32
315968486,360100,3683577,1,2,0,1,3322,23,3596948,0,177019,28,13,0,1980-01-06T04:01:26,1633360725.659492,2021-10-04T18:18:45
315968501,508800,3698577,1,2,0,1,3335,24,3697948,0,148788,191,13,0,1980-01-06T04:01:41,1633360741.141245,2021-10-04T18:19:01
315968513,508800,3710577,1,2,0,1,3346,24,3697948,0,148788,65,13,0,1980-01-06T04:01:53,1633360754.269625,2021-10-04T18:19:14
315968528,508800,3725577,1,2,0,1,3360,24,3697948,0,148788,228,13,0,1980-01-06T04:02:08,1633360767.468945,2021-10-04T18:19:27
315968540,508800,3737577,1,2,0,1,3370,24,3697948,0,148788,102,13,0,1980-01-06T04:02:20,1633360780.679477,2021-10-04T18:19:40
315968555,508800,3752577,1,2,0,1,3384,24,3697948,0,148788,9,13,0,1980-01-06T04:02:35,1633360793.878536,2021-10-04T18:19:53
315968567,508800,3764577,1,2,0,1,3395,24,3697948,0,148788,140,13,0,1980-01-06T04:02:47,1633360807.129709,2021-10-04T18:20:07
315968582,508800,3779577,1,2,0,1,3408,24,3697948,0,148788,47,13,0,1980-01-06T04:03:02,1633360820.298285,2021-10-04T18:20:20
315968594,508800,3791577,1,2,0,1,3419,24,3697948,0,148788,177,13,0,1980-01-06T04:03:14,1633360835.7192159,2021-10-04T18:20:35
315968609,508800,3806577,1,2,0,1,3433,24,3697948,0,148788,84,13,0,1980-01-06T04:03:29,1633360848.947993,2021-10-04T18:20:48
315968621,508800,3818577,1,2,0,1,3444,24,3697948,0,148788,215,13,0,1980-01-06T04:03:41,1633360862.308328,2021-10-04T18:21:02
315968636,508800,3833577,1,2,0,1,3457,24,3697948,0,148788,122,13,0,1980-01-06T04:03:56,1633360875.5783088,2021-10-04T18:21:15
315968648,508800,3845577,1,2,0,1,3468,24,3697948,0,148788,252,13,0,1980-01-06T04:04:08,1633360888.92768,2021-10-04T18:21:28
315968663,508800,3860577,1,2,0,1,3482,24,3697948,0,148788,159,13,0,1980-01-06T04:04:23,1633360902.237321,2021-10-04T18:21:42
315968675,508800,3872577,1,2,0,1,3492,24,3697948,0,148788,33,13,0,1980-01-06T04:04:35,1633360915.487285,2021-10-04T18:21:55
315968690,508800,3887577,1,2,0,1,3506,24,3697948,0,148788,196,13,0,1980-01-06T04:04:50,1633360931.0979998,2021-10-04T18:22:11
315968702,508800,3899577,1,2,0,1,3517,24,3697948,0,148788,71,13,0,1980-01-06T04:05:02,1633360944.4266489,2021-10-04T18:22:24
315968717,508800,3914577,1,2,0,1,3530,24,3697948,0,148788,234,13,0,1980-01-06T04:05:17,1633360957.746953,2021-10-04T18:22:37
315968732,508800,3929577,1,2,0,1,3544,24,3697948,0,148788,141,13,0,1980-01-06T04:05:32,1633360971.08808,2021-10-04T18:22:51
315968744,508800,3941577,1,2,0,1,3554,24,3697948,0,148788,15,13,0,1980-01-06T04:05:44,1633360984.396853,2021-10-04T18:23:04
315968756,508800,3953577,1,2,0,1,3565,24,3697948,0,148788,146,13,0,1980-01-06T04:05:56,1633360997.7765648,2021-10-04T18:23:17
315968771,508800,3968577,1,2,0,1,3579,24,3697948,0,148788,53,13,0,1980-01-06T04:06:11,1633361010.595957,2021-10-04T18:23:30
315968783,508800,3980577,1,2,0,1,3590,24,3697948,0,148788,183,13,0,1980-01-06T04:06:23,1633361026.706632,2021-10-04T18:23:46
315968798,508800,3995577,1,2,0,1,3603,24,3697948,0,148788,90,13,0,1980-01-06T04:06:38,1633361039.41656,2021-10-04T18:23:59
315968813,664300,4010577,1,2,0,1,3617,25,4000148,0,155590,253,13,0,1980-01-06T04:06:53,1633361053.286068,2021-10-04T18:24:13
315968825,664300,4022577,1,2,0,1,3628,25,4000148,0,155590,127,13,0,1980-01-06T04:07:05,1633361066.695489,2021-10-04T18:24:26
315968840,664300,4037577,1,2,0,1,3641,25,4000148,0,155590,34,13,0,1980-01-06T04:07:20,1633361080.1257079,2021-10-04T18:24:40
315968852,664300,4049577,1,2,0,1,3652,25,4000148,0,155590,165,13,0,1980-01-06T04:07:32,1633361092.955832,2021-10-04T18:24:52
315968867,664300,4064577,1,2,0,1,3666,25,4000148,0,155590,72,13,0,1980-01-06T04:07:47,1633361106.295708,2021-10-04T18:25:06
315968879,664300,4076577,1,2,0,1,3677,25,4000148,0,155590,202,13,0,1980-01-06T04:07:59,1633361119.6653838,2021-10-04T18:25:19
315968894,664300,4091577,1,2,0,1,3690,25,4000148,0,155590,109,13,0,1980-01-06T04:08:14,1633361132.475153,2021-10-04T18:25:32
315968909,664300,4106577,1,2,0,1,3704,25,4000148,0,155590,16,13,0,1980-01-06T04:08:29,1633361148.7548609,2021-10-04T18:25:48
315968921,664300,4118577,1,2,0,1,3715,25,4000148,0,155590,147,13,0,1980-01-06T04:08:41,1633361162.084753,2021-10-04T18:26:02
315968933,664300,4130577,1,2,0,1,3725,25,4000148,0,155590,21,13,0,1980-01-06T04:08:53,1633361175.4151728,2021-10-04T18:26:15
315968948,664300,4145577,1,2,0,1,3739,25,4000148,0,155590,184,13,0,1980-01-06T04:09:08,1633361188.224469,2021-10-04T18:26:28
315968963,664300,4160577,1,2,0,1,3753,25,4000148,0,155590,91,13,0,1980-01-06T04:09:23,1633361201.606113,2021-10-04T18:26:41
315968975,664300,4172577,1,2,0,1,3764,25,4000148,0,155590,221,13,0,1980-01-06T04:09:35,1633361215.004521,2021-10-04T18:26:55
315968990,664300,4187577,1,2,0,1,3777,25,4000148,0,155590,128,13,0,1980-01-06T04:09:50,1633361231.265889,2021-10-04T18:27:11
315969002,664300,4199577,1,2,0,1,3788,25,4000148,0,155590,3,13,0,1980-01-06T04:10:02,1633361244.554008,2021-10-04T18:27:24
315969017,664300,4214577,1,2,0,1,3801,25,4000148,0,155590,166,13,0,1980-01-06T04:10:17,1633361257.843845,2021-10-04T18:27:37
