time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965022,560000,223431,18.19835662841797,3.288672685623169,0.0,222,12,0,1980-01-06T03:03:42,1633357264.534904,2021-10-04T17:21:04
315965031,525000,232445,17.662212371826172,3.2814252376556396,0.0,231,12,0,1980-01-06T03:03:51,1633357274.595033,2021-10-04T17:21:14
315965040,484000,241455,17.243623733520508,3.293212413787842,0.0,240,12,0,1980-01-06T03:04:00,1633357283.1852598,2021-10-04T17:21:23
315965058,719000,259489,16.676054000854492,3.2924623489379883,0.0,2,12,0,1980-01-06T03:04:18,1633357301.23526,2021-10-04T17:21:41
315965068,649000,269514,16.317052841186523,3.283771514892578,0.0,12,12,0,1980-01-06T03:04:28,1633357311.856281,2021-10-04T17:21:51
315965078,574000,279534,16.051422119140625,3.2934553623199463,0.0,22,12,0,1980-01-06T03:04:38,1633357320.435277,2021-10-04T17:22:00
315965086,575000,287548,15.675389289855957,3.2852423191070557,0.0,30,12,0,1980-01-06T03:04:46,1633357327.765612,2021-10-04T17:22:07
315965094,575000,295562,15.35315227508545,3.2908527851104736,0.0,38,12,0,1980-01-06T03:04:54,1633357338.385428,2021-10-04T17:22:18
315965104,799000,305578,15.059020042419434,3.282477378845215,0.0,48,12,0,1980-01-06T03:05:04,1633357346.367241,2021-10-04T17:22:26
315965113,762000,314594,14.618260383605957,3.2916464805603027,0.0,57,12,0,1980-01-06T03:05:13,1633357356.405601,2021-10-04T17:22:36
315965123,735000,324617,14.378719329833984,3.2774205207824707,0.0,67,12,0,1980-01-06T03:05:23,1633357364.936173,2021-10-04T17:22:44
315965132,698000,333634,14.193313598632812,3.2764368057250977,0.0,76,12,0,1980-01-06T03:05:32,1633357375.586076,2021-10-04T17:22:55
315965140,698000,341647,13.578534126281738,3.2841005325317383,0.0,84,12,0,1980-01-06T03:05:40,1633357383.5461118,2021-10-04T17:23:03
315965150,629000,351672,13.409821510314941,3.278972864151001,0.0,94,12,0,1980-01-06T03:05:50,1633357393.567488,2021-10-04T17:23:13
315965159,895000,360689,13.280000686645508,3.2850446701049805,0.0,103,12,0,1980-01-06T03:05:59,1633357402.16572,2021-10-04T17:23:22
