time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965018,626801,219076,12.0625,114,10,4,1980-01-06T03:03:38,1633357262.194969,2021-10-04T17:21:02
315965026,629420,227084,11.625,182,10,4,1980-01-06T03:03:46,1633357268.9566078,2021-10-04T17:21:08
315965033,656692,234171,11.3125,244,10,4,1980-01-06T03:03:53,1633357275.756832,2021-10-04T17:21:15
315965040,657298,241097,10.9375,50,10,4,1980-01-06T03:04:00,1633357282.5850449,2021-10-04T17:21:22
315965046,669441,247201,10.625,102,10,4,1980-01-06T03:04:06,1633357288.785476,2021-10-04T17:21:28
315965053,676825,254134,10.25,164,10,4,1980-01-06T03:04:13,1633357295.625553,2021-10-04T17:21:35
315965059,729526,260254,10.0,216,10,4,1980-01-06T03:04:19,1633357301.8157399,2021-10-04T17:21:41
315965066,727558,267192,9.6875,22,10,4,1980-01-06T03:04:26,1633357308.616652,2021-10-04T17:21:48
315965073,729524,274180,9.1875,80,10,4,1980-01-06T03:04:33,1633357315.405225,2021-10-04T17:21:55
315965080,747069,281197,8.8125,142,10,4,1980-01-06T03:04:40,1633357324.246152,2021-10-04T17:22:04
315965087,746818,288261,8.625,204,10,4,1980-01-06T03:04:47,1633357330.415524,2021-10-04T17:22:10
315965094,756787,295226,8.25,10,10,4,1980-01-06T03:04:54,1633357337.216116,2021-10-04T17:22:17
315965100,798794,301265,8.1875,62,10,4,1980-01-06T03:05:00,1633357344.0064409,2021-10-04T17:22:24
315965108,890946,309292,7.75,130,10,4,1980-01-06T03:05:08,1633357350.7959049,2021-10-04T17:22:30
315965114,818688,315225,7.625,182,10,4,1980-01-06T03:05:14,1633357357.0056078,2021-10-04T17:22:37
315965121,898800,322301,7.25,244,10,4,1980-01-06T03:05:21,1633357363.746093,2021-10-04T17:22:43
315965128,898875,329314,7.1875,50,10,4,1980-01-06T03:05:28,1633357370.5473728,2021-10-04T17:22:50
315965135,908726,336323,6.875,112,10,4,1980-01-06T03:05:35,1633357377.3656929,2021-10-04T17:22:57
315965141,919075,342326,6.625,164,10,4,1980-01-06T03:05:41,1633357383.5461118,2021-10-04T17:23:03
315965148,968704,349368,6.5,226,10,4,1980-01-06T03:05:48,1633357392.386473,2021-10-04T17:23:12
315965163,48702,363449,6.0,90,10,4,1980-01-06T03:06:03,1633357406.026428,2021-10-04T17:23:26
315965170,128784,370600,5.6875,152,10,4,1980-01-06T03:06:10,1633357412.225973,2021-10-04T17:23:32
315965177,135316,377535,5.4375,214,10,4,1980-01-06T03:06:17,1633357419.136065,2021-10-04T17:23:39
315965183,129019,383536,5.0625,10,10,4,1980-01-06T03:06:23,1633357425.3259199,2021-10-04T17:23:45
315965190,224857,390624,4.5625,72,10,4,1980-01-06T03:06:30,1633357432.086632,2021-10-04T17:23:52
315965196,218793,396692,4.4375,124,10,4,1980-01-06T03:06:36,1633357438.866364,2021-10-04T17:23:58
315965203,339732,403626,4.0625,186,10,4,1980-01-06T03:06:43,1633357445.6762638,2021-10-04T17:24:05
315965211,360080,411636,3.625,254,10,4,1980-01-06T03:06:51,1633357454.5563369,2021-10-04T17:24:14
315965225,389666,425664,2.75,122,10,4,1980-01-06T03:07:05,1633357467.5466769,2021-10-04T17:24:27
315965231,399761,431681,2.5625,174,10,4,1980-01-06T03:07:11,1633357474.378152,2021-10-04T17:24:34
315965238,419774,438692,2.125,236,10,4,1980-01-06T03:07:18,1633357480.586205,2021-10-04T17:24:40
315965245,432363,445811,1.875,42,10,4,1980-01-06T03:07:25,1633357487.4366999,2021-10-04T17:24:47
315965251,433393,451746,1.5625,94,10,4,1980-01-06T03:07:31,1633357494.216477,2021-10-04T17:24:54
315965259,482490,459774,1.1875,162,10,4,1980-01-06T03:07:39,1633357501.088048,2021-10-04T17:25:01
315965265,529803,465812,1.1875,214,10,4,1980-01-06T03:07:45,1633357507.317044,2021-10-04T17:25:07
315965272,569641,472845,1.3125,20,10,4,1980-01-06T03:07:52,1633357514.117297,2021-10-04T17:25:14
315965278,622386,478914,1.5,72,10,4,1980-01-06T03:07:58,1633357520.2869,2021-10-04T17:25:20
315965285,622948,485914,1.625,134,10,4,1980-01-06T03:08:05,1633357529.706228,2021-10-04T17:25:29
315965300,675505,500916,1.8125,8,10,4,1980-01-06T03:08:20,1633357542.8166249,2021-10-04T17:25:42
315965306,698928,506939,1.8125,60,10,4,1980-01-06T03:08:26,1633357548.996981,2021-10-04T17:25:48
315965314,715863,514975,1.875,128,10,4,1980-01-06T03:08:34,1633357556.4265559,2021-10-04T17:25:56
315965320,735494,521071,1.9375,184,10,4,1980-01-06T03:08:40,1633357562.6465929,2021-10-04T17:26:02
315965327,758506,528010,1.875,242,10,4,1980-01-06T03:08:47,1633357569.467016,2021-10-04T17:26:09
315965333,775923,534080,1.8125,38,10,4,1980-01-06T03:08:53,1633357575.6469438,2021-10-04T17:26:15
315965340,776335,541017,1.8125,100,10,4,1980-01-06T03:09:00,1633357585.1869009,2021-10-04T17:26:25
315965355,768225,556087,1.75,230,10,4,1980-01-06T03:09:15,1633357598.2772238,2021-10-04T17:26:38
315965361,855890,562120,1.5625,30,10,4,1980-01-06T03:09:21,1633357604.49664,2021-10-04T17:26:44
315965368,858427,569185,1.5625,88,10,4,1980-01-06T03:09:28,1633357611.316936,2021-10-04T17:26:51
315965374,945514,575290,1.5,144,10,4,1980-01-06T03:09:34,1633357617.57828,2021-10-04T17:26:57
315965382,7818,582264,1.375,202,10,4,1980-01-06T03:09:42,1633357624.986861,2021-10-04T17:27:04
315965388,935593,589175,1.3125,8,10,4,1980-01-06T03:09:48,1633357631.216616,2021-10-04T17:27:11
315965396,935593,597175,1.3125,76,10,4,1980-01-06T03:09:56,1633357638.027021,2021-10-04T17:27:18
315965404,167527,604175,1.1875,138,10,4,1980-01-06T03:10:04,1633357644.907044,2021-10-04T17:27:24
315965411,230213,611247,1.0625,200,10,4,1980-01-06T03:10:11,1633357653.816648,2021-10-04T17:27:33
315965424,280147,624304,0.875,58,10,4,1980-01-06T03:10:24,1633357666.8267329,2021-10-04T17:27:46
315965431,320286,631417,0.625,120,10,4,1980-01-06T03:10:31,1633357673.6771078,2021-10-04T17:27:53
315965438,374204,638385,0.375,182,10,4,1980-01-06T03:10:38,1633357680.426725,2021-10-04T17:28:00
315965444,397425,644476,0.3125,234,10,4,1980-01-06T03:10:44,1633357686.61686,2021-10-04T17:28:06
315965451,407427,651449,0.0625,40,10,4,1980-01-06T03:10:51,1633357693.43712,2021-10-04T17:28:13
315965458,417436,658444,0.0,98,10,4,1980-01-06T03:10:58,1633357699.6666288,2021-10-04T17:28:19
315965465,400154,665399,-0.3125,160,10,4,1980-01-06T03:11:05,1633357706.4767199,2021-10-04T17:28:26
315965472,397541,672415,-0.5625,222,10,4,1980-01-06T03:11:12,1633357713.2667398,2021-10-04T17:28:33
315965479,447980,679457,-0.875,28,10,4,1980-01-06T03:11:19,1633357722.1669478,2021-10-04T17:28:42
315965493,480135,693567,-1.125,148,10,4,1980-01-06T03:11:33,1633357735.786948,2021-10-04T17:28:55
315965499,487710,699507,-1.1875,200,10,4,1980-01-06T03:11:39,1633357741.9769008,2021-10-04T17:29:01
315965506,587743,706587,-1.3125,6,10,4,1980-01-06T03:11:46,1633357748.887981,2021-10-04T17:29:08
315965513,637743,713554,-1.4375,68,10,4,1980-01-06T03:11:53,1633357755.056813,2021-10-04T17:29:15
315965520,597912,720526,-1.5,130,10,4,1980-01-06T03:12:00,1633357761.907189,2021-10-04T17:29:21
315965526,597930,726592,-1.6875,182,10,4,1980-01-06T03:12:06,1633357768.7168329,2021-10-04T17:29:28
315965533,605015,733532,-1.5625,244,10,4,1980-01-06T03:12:13,1633357775.5468118,2021-10-04T17:29:35
315965540,606076,740555,-1.6875,50,10,4,1980-01-06T03:12:20,1633357781.866808,2021-10-04T17:29:41
315965547,677741,747605,-1.8125,108,10,4,1980-01-06T03:12:27,1633357790.7674599,2021-10-04T17:29:50
315965554,685008,754610,-2.0625,170,10,4,1980-01-06T03:12:34,1633357797.0469449,2021-10-04T17:29:57
315965561,821228,761751,-2.25,232,10,4,1980-01-06T03:12:41,1633357803.8788998,2021-10-04T17:30:03
315965568,817805,768753,-2.375,38,10,4,1980-01-06T03:12:48,1633357810.687192,2021-10-04T17:30:10
315965575,885149,775880,-2.5625,100,10,4,1980-01-06T03:12:55,1633357817.5676289,2021-10-04T17:30:17
315965582,951105,782870,-2.5625,162,10,4,1980-01-06T03:13:02,1633357824.417104,2021-10-04T17:30:24
315965590,5164,789951,-2.9375,224,10,4,1980-01-06T03:13:10,1633357831.3697639,2021-10-04T17:30:31
315965596,7807,796014,-3.0625,20,10,4,1980-01-06T03:13:16,1633357837.657469,2021-10-04T17:30:37
315965604,104226,803986,-3.375,88,10,4,1980-01-06T03:13:24,1633357844.499413,2021-10-04T17:30:44
315965617,194503,817076,-3.75,202,10,4,1980-01-06T03:13:37,1633357860.237388,2021-10-04T17:31:00
315965624,206947,824093,-4.0625,8,10,4,1980-01-06T03:13:44,1633357866.467373,2021-10-04T17:31:06
315965631,300294,831184,-4.1875,70,10,4,1980-01-06T03:13:51,1633357873.277413,2021-10-04T17:31:13
315965637,295157,837250,-4.375,122,10,4,1980-01-06T03:13:57,1633357879.5470169,2021-10-04T17:31:19
315965644,376428,844255,-4.75,184,10,4,1980-01-06T03:14:04,1633357886.327164,2021-10-04T17:31:26
315965651,433144,851332,-4.8125,246,10,4,1980-01-06T03:14:11,1633357893.1670918,2021-10-04T17:31:33
315965658,416985,858401,-5.0,52,10,4,1980-01-06T03:14:18,1633357899.948197,2021-10-04T17:31:39
315965665,454444,865336,-5.25,110,10,4,1980-01-06T03:14:25,1633357906.8269958,2021-10-04T17:31:46
315965673,477292,873360,-5.625,182,10,4,1980-01-06T03:14:33,1633357915.747068,2021-10-04T17:31:55
315965679,556890,879454,-6.125,234,10,4,1980-01-06T03:14:39,1633357921.957273,2021-10-04T17:32:01
315965686,580907,886552,-6.25,40,10,4,1980-01-06T03:14:46,1633357928.7969398,2021-10-04T17:32:08
315965692,588322,892476,-6.625,92,10,4,1980-01-06T03:14:52,1633357935.577656,2021-10-04T17:32:15
315965700,656860,900546,-6.75,160,10,4,1980-01-06T03:15:00,1633357942.407305,2021-10-04T17:32:22
315965706,646504,906536,-7.25,212,10,4,1980-01-06T03:15:06,1633357948.637497,2021-10-04T17:32:28
315965713,684109,913584,-7.75,18,10,4,1980-01-06T03:15:13,1633357955.5074399,2021-10-04T17:32:35
315965719,740201,919632,-8.0,70,10,4,1980-01-06T03:15:19,1633357961.777173,2021-10-04T17:32:41
315965727,804115,927684,-8.375,142,10,4,1980-01-06T03:15:27,1633357968.6171598,2021-10-04T17:32:48
315965733,855841,933731,-8.625,194,10,4,1980-01-06T03:15:33,1633357974.8695278,2021-10-04T17:32:54
315965741,934712,941844,-9.0625,10,10,4,1980-01-06T03:15:41,1633357984.43716,2021-10-04T17:33:04
315965748,4203,947884,-9.25,62,10,4,1980-01-06T03:15:48,1633357990.68794,2021-10-04T17:33:10
315965756,104222,955996,-9.5,130,10,4,1980-01-06T03:15:56,1633357998.1373599,2021-10-04T17:33:18
315965762,107114,961997,-9.6875,182,10,4,1980-01-06T03:16:02,1633358004.3870718,2021-10-04T17:33:24
315965769,214209,969108,-9.875,244,10,4,1980-01-06T03:16:09,1633358011.216908,2021-10-04T17:33:31
315965775,244418,975207,-10.125,40,10,4,1980-01-06T03:16:15,1633358017.407009,2021-10-04T17:33:37
315965782,254941,982136,-10.4375,102,10,4,1980-01-06T03:16:22,1633358024.778473,2021-10-04T17:33:44
315965790,264636,990168,-10.5625,174,10,4,1980-01-06T03:16:30,1633358030.997308,2021-10-04T17:33:50
315965797,264950,997146,-10.8125,232,10,4,1980-01-06T03:16:37,1633358037.7970319,2021-10-04T17:33:57
315965803,309527,1003178,-11.0,28,10,4,1980-01-06T03:16:43,1633358044.0181448,2021-10-04T17:34:04
315965810,330222,1010188,-11.1875,90,10,4,1980-01-06T03:16:50,1633358053.0376048,2021-10-04T17:34:13
315965816,399503,1016266,-11.5,142,10,4,1980-01-06T03:16:56,1633358059.287257,2021-10-04T17:34:19
315965823,512347,1023365,-11.8125,204,10,4,1980-01-06T03:17:03,1633358066.157289,2021-10-04T17:34:26
315965830,512148,1030378,-12.125,10,10,4,1980-01-06T03:17:10,1633358073.0266838,2021-10-04T17:34:33
315965837,502187,1037369,-12.5,72,10,4,1980-01-06T03:17:17,1633358079.866868,2021-10-04T17:34:39
315965844,579365,1044504,-12.6875,134,10,4,1980-01-06T03:17:24,1633358086.086936,2021-10-04T17:34:46
315965852,572503,1052432,-13.0625,202,10,4,1980-01-06T03:17:32,1633358093.5167959,2021-10-04T17:34:53
315965858,632112,1058505,-13.5,254,10,4,1980-01-06T03:17:38,1633358099.7168489,2021-10-04T17:34:59
315965865,639498,1065506,-13.75,60,10,4,1980-01-06T03:17:45,1633358106.576881,2021-10-04T17:35:06
315965871,669481,1071536,-13.9375,112,10,4,1980-01-06T03:17:51,1633358112.836652,2021-10-04T17:35:12
315965878,732216,1078604,-14.3125,174,10,4,1980-01-06T03:17:58,1633358124.25682,2021-10-04T17:35:24
315965886,759592,1086616,-14.6875,246,10,4,1980-01-06T03:18:06,1633358130.546948,2021-10-04T17:35:30
315965895,792248,1095729,-15.125,68,10,4,1980-01-06T03:18:15,1633358137.4667199,2021-10-04T17:35:37
315965902,54800,1101676,-15.3125,120,10,4,1980-01-06T03:18:22,1633358143.697712,2021-10-04T17:35:43
315965909,57423,1108684,-15.8125,182,10,4,1980-01-06T03:18:29,1633358151.186765,2021-10-04T17:35:51
315965916,124695,1115817,-16.0625,244,10,4,1980-01-06T03:18:36,1633358157.497141,2021-10-04T17:35:57
315965923,224810,1122835,-16.5625,50,10,4,1980-01-06T03:18:43,1633358164.376508,2021-10-04T17:36:04
315965929,267610,1128969,-17.1875,102,10,4,1980-01-06T03:18:49,1633358170.617269,2021-10-04T17:36:10
315965937,357419,1136977,-17.4375,170,10,4,1980-01-06T03:18:57,1633358182.1679878,2021-10-04T17:36:22
315965946,387431,1146095,-17.8125,252,10,4,1980-01-06T03:19:06,1633358188.446925,2021-10-04T17:36:28
315965954,525030,1154219,-18.1875,64,10,4,1980-01-06T03:19:14,1633358195.9271529,2021-10-04T17:36:35
315965960,535698,1160149,-18.375,116,10,4,1980-01-06T03:19:20,1633358202.206717,2021-10-04T17:36:42
315965967,697495,1167392,-18.9375,178,10,4,1980-01-06T03:19:27,1633358209.0371249,2021-10-04T17:36:49
315965973,707524,1173335,-19.0625,230,10,4,1980-01-06T03:19:33,1633358215.2767448,2021-10-04T17:36:55
315965980,804683,1180486,-19.3125,36,10,4,1980-01-06T03:19:40,1633358222.1270518,2021-10-04T17:37:02
315965986,885077,1186497,-19.5625,88,10,4,1980-01-06T03:19:46,1633358230.306809,2021-10-04T17:37:10
315965995,886701,1195614,-20.0625,170,10,4,1980-01-06T03:19:55,1633358237.7364368,2021-10-04T17:37:17
315966002,931443,1202505,-20.1875,228,10,4,1980-01-06T03:20:02,1633358243.976388,2021-10-04T17:37:23
315966010,961168,1210545,-20.875,44,10,4,1980-01-06T03:20:10,1633358253.026752,2021-10-04T17:37:33
315966017,41097,1216616,-20.875,96,10,4,1980-01-06T03:20:17,1633358259.317241,2021-10-04T17:37:39
315966024,53787,1223645,-21.5,158,10,4,1980-01-06T03:20:24,1633358266.736356,2021-10-04T17:37:46
315966031,74914,1230720,-21.625,220,10,4,1980-01-06T03:20:31,1633358274.8966,2021-10-04T17:37:54
315966041,81064,1240726,-22.0625,48,10,4,1980-01-06T03:20:41,1633358282.4164798,2021-10-04T17:38:02
315966047,183977,1246785,-22.75,104,10,4,1980-01-06T03:20:47,1633358288.776329,2021-10-04T17:38:08
315966055,183789,1254774,-22.875,172,10,4,1980-01-06T03:20:55,1633358296.256253,2021-10-04T17:38:16
