time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965017,585200,218175,217395,217395,217,0,0,0,0,0,18,13,3,1980-01-06T03:03:37,1633357258.9448,2021-10-04T17:20:58
315965042,585200,243175,242395,242395,242,0,0,0,0,0,60,13,3,1980-01-06T03:04:02,1633357283.786085,2021-10-04T17:21:23
315965067,585200,268175,267395,267395,267,0,0,0,0,0,100,13,3,1980-01-06T03:04:27,1633357309.215761,2021-10-04T17:21:49
315965092,585200,293175,292395,292395,292,0,0,0,0,0,140,13,3,1980-01-06T03:04:52,1633357333.9769568,2021-10-04T17:22:13
315965117,585200,318175,317395,317395,317,0,0,0,0,0,182,13,3,1980-01-06T03:05:17,1633357358.7555249,2021-10-04T17:22:38
315965142,585200,343175,342395,342395,342,0,0,0,0,0,222,13,3,1980-01-06T03:05:42,1633357383.5461118,2021-10-04T17:23:03
315965167,585200,368175,367395,367395,367,0,0,0,0,0,6,13,3,1980-01-06T03:06:07,1633357411.066068,2021-10-04T17:23:31
315965242,748500,443175,442395,442395,442,0,0,0,0,0,128,13,3,1980-01-06T03:07:22,1633357485.6581879,2021-10-04T17:24:45
315965267,748500,468175,467395,467395,467,0,0,0,0,0,170,13,3,1980-01-06T03:07:47,1633357510.596396,2021-10-04T17:25:10
315965317,748500,518175,517395,517395,517,0,0,0,0,0,250,13,3,1980-01-06T03:08:37,1633357560.297029,2021-10-04T17:26:00
315965342,748500,543175,542395,542395,542,0,0,0,0,0,36,13,3,1980-01-06T03:09:02,1633357585.8065279,2021-10-04T17:26:25
315965367,748500,568175,567395,567395,567,0,0,0,0,0,76,13,3,1980-01-06T03:09:27,1633357610.096813,2021-10-04T17:26:50
315965392,748500,593175,592395,592395,592,0,0,0,0,0,116,13,3,1980-01-06T03:09:52,1633357635.666764,2021-10-04T17:27:15
315965443,16700,643175,642395,642395,642,0,0,0,0,0,198,13,3,1980-01-06T03:10:43,1633357685.456744,2021-10-04T17:28:05
315965468,16700,668175,667395,667395,667,0,0,0,0,0,238,13,3,1980-01-06T03:11:08,1633357710.346792,2021-10-04T17:28:30
315965493,16700,693175,692395,692395,692,0,0,0,0,0,24,13,3,1980-01-06T03:11:33,1633357735.2071118,2021-10-04T17:28:55
315965518,16700,718175,717395,717395,717,0,0,0,0,0,64,13,3,1980-01-06T03:11:58,1633357760.1388118,2021-10-04T17:29:20
315965543,16700,743175,742395,742395,742,0,0,0,0,0,104,13,3,1980-01-06T03:12:23,1633357785.126977,2021-10-04T17:29:45
315965593,16700,793175,792395,792395,792,0,0,0,0,0,186,13,3,1980-01-06T03:13:13,1633357835.276885,2021-10-04T17:30:35
315965618,143800,818175,817395,817395,817,0,0,0,0,0,226,13,3,1980-01-06T03:13:38,1633357860.237388,2021-10-04T17:31:00
315965643,143800,843175,842395,842395,842,0,0,0,0,0,12,13,3,1980-01-06T03:14:03,1633357885.167033,2021-10-04T17:31:25
315965668,143800,868175,867395,867395,867,0,0,0,0,0,52,13,3,1980-01-06T03:14:28,1633357910.117244,2021-10-04T17:31:50
315965693,143800,893175,892395,892395,892,0,0,0,0,0,92,13,3,1980-01-06T03:14:53,1633357934.997052,2021-10-04T17:32:14
315965718,143800,918175,917395,917395,917,0,0,0,0,0,134,13,3,1980-01-06T03:15:18,1633357959.997292,2021-10-04T17:32:39
315965743,143800,943175,942395,942395,942,0,0,0,0,0,174,13,3,1980-01-06T03:15:43,1633357985.0281649,2021-10-04T17:33:05
315965768,143800,968175,967395,967395,967,0,0,0,0,0,214,13,3,1980-01-06T03:16:08,1633358010.037292,2021-10-04T17:33:30
315965793,143800,993175,992395,992395,992,0,0,0,0,0,0,13,3,1980-01-06T03:16:33,1633358034.8570368,2021-10-04T17:33:54
315965818,143800,1018175,1017395,1017395,1017,0,0,0,0,0,40,13,3,1980-01-06T03:16:58,1633358060.456825,2021-10-04T17:34:20
