time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965016,549302,216846,0.0018310546875,7.796000003814697,96,10,0,1980-01-06T03:03:36,1633357258.355156,2021-10-04T17:20:58
315965022,309289,222606,0.00274658203125,7.791999816894531,148,10,0,1980-01-06T03:03:42,1633357265.114928,2021-10-04T17:21:05
315965029,677261,229974,0.00274658203125,7.791999816894531,210,10,0,1980-01-06T03:03:49,1633357271.9153929,2021-10-04T17:21:11
315965037,6528,237303,0.0018310546875,7.840000152587891,16,10,0,1980-01-06T03:03:57,1633357280.765025,2021-10-04T17:21:20
315965050,206666,250503,0.0018310546875,7.76800012588501,130,10,0,1980-01-06T03:04:10,1633357293.8350399,2021-10-04T17:21:33
315965057,547258,257843,nan,nan,198,10,0,1980-01-06T03:04:17,1633357300.618144,2021-10-04T17:21:40
315965064,898592,265195,0.0018310546875,7.815999984741211,4,10,0,1980-01-06T03:04:24,1633357307.4351358,2021-10-04T17:21:47
315965070,739317,271036,0.00274658203125,7.783999919891357,56,10,0,1980-01-06T03:04:30,1633357313.6252809,2021-10-04T17:21:53
315965078,116529,278413,0.00274658203125,7.783999919891357,118,10,0,1980-01-06T03:04:38,1633357320.435277,2021-10-04T17:22:00
315965084,78806,284375,nan,nan,170,10,0,1980-01-06T03:04:44,1633357326.585772,2021-10-04T17:22:06
315965091,418863,291715,nan,nan,232,10,0,1980-01-06T03:04:51,1633357333.385716,2021-10-04T17:22:13
315965097,309327,297606,0.00274658203125,7.716000080108643,28,10,0,1980-01-06T03:04:57,1633357340.185441,2021-10-04T17:22:20
315965106,49604,306304,nan,nan,106,10,0,1980-01-06T03:05:06,1633357349.0060918,2021-10-04T17:22:29
315965111,798683,312053,0.0018310546875,7.835999965667725,158,10,0,1980-01-06T03:05:11,1633357355.245705,2021-10-04T17:22:35
315965119,191667,319446,0.00274658203125,7.783999919891357,220,10,0,1980-01-06T03:05:19,1633357361.9861288,2021-10-04T17:22:41
315965125,92199,325346,0.0018310546875,7.835999965667725,16,10,0,1980-01-06T03:05:25,1633357368.765668,2021-10-04T17:22:48
315965132,460914,332715,0.00274658203125,7.828000068664551,78,10,0,1980-01-06T03:05:32,1633357375.586076,2021-10-04T17:22:55
315965139,709332,339964,nan,nan,146,10,0,1980-01-06T03:05:39,1633357381.8073719,2021-10-04T17:23:01
315965145,538966,345793,nan,nan,192,10,0,1980-01-06T03:05:45,1633357389.125792,2021-10-04T17:23:09
315965152,821505,353076,0.0018310546875,7.796000003814697,4,10,0,1980-01-06T03:05:52,1633357395.336165,2021-10-04T17:23:15
315965160,160324,360415,0.00274658203125,7.791999816894531,66,10,0,1980-01-06T03:06:00,1633357402.16572,2021-10-04T17:23:22
315965165,998656,366253,0.0018310546875,7.796000003814697,118,10,0,1980-01-06T03:06:05,1633357408.366461,2021-10-04T17:23:28
315965173,378661,373633,0.0018310546875,7.831999778747559,180,10,0,1980-01-06T03:06:13,1633357417.926429,2021-10-04T17:23:37
315965179,198531,379453,0.0018310546875,7.5279998779296875,232,10,0,1980-01-06T03:06:19,1633357423.546413,2021-10-04T17:23:43
315965187,971296,388226,0.0018310546875,7.788000106811523,48,10,0,1980-01-06T03:06:27,1633357430.896481,2021-10-04T17:23:50
315965193,818543,394073,nan,nan,100,10,0,1980-01-06T03:06:33,1633357437.0962129,2021-10-04T17:23:57
315965201,329633,401463,0.00274658203125,7.703999996185303,168,10,0,1980-01-06T03:06:41,1633357443.9264128,2021-10-04T17:24:03
315965207,200037,407333,nan,nan,220,10,0,1980-01-06T03:06:47,1633357450.1178288,2021-10-04T17:24:10
315965215,969478,416103,0.00274658203125,7.776000022888184,36,10,0,1980-01-06T03:06:55,1633357457.536628,2021-10-04T17:24:17
315965221,759603,421893,0.00274658203125,7.776000022888184,88,10,0,1980-01-06T03:07:01,1633357463.716073,2021-10-04T17:24:23
315965243,712238,443846,0.003662109375,7.771999835968018,24,10,0,1980-01-06T03:07:23,1633357486.236845,2021-10-04T17:24:46
315965249,569605,449703,0.00274658203125,7.823999881744385,76,10,0,1980-01-06T03:07:29,1633357492.456605,2021-10-04T17:24:52
315965257,2920,457136,nan,nan,138,10,0,1980-01-06T03:07:37,1633357499.3282728,2021-10-04T17:24:59
315965262,912244,463046,0.00457763671875,7.711999893188477,190,10,0,1980-01-06T03:07:42,1633357505.5465438,2021-10-04T17:25:05
315965270,222231,470356,0.00457763671875,7.78000020980835,252,10,0,1980-01-06T03:07:50,1633357512.9476209,2021-10-04T17:25:12
315965276,206880,476340,nan,nan,48,10,0,1980-01-06T03:07:56,1633357519.1077008,2021-10-04T17:25:19
315965283,679481,483813,0.00274658203125,7.800000190734863,116,10,0,1980-01-06T03:08:03,1633357525.866477,2021-10-04T17:25:25
315965289,529620,489663,0.00274658203125,7.78000020980835,168,10,0,1980-01-06T03:08:09,1633357532.126345,2021-10-04T17:25:32
315965296,950016,497083,nan,nan,230,10,0,1980-01-06T03:08:16,1633357538.9264169,2021-10-04T17:25:38
315965311,558106,511656,0.0018310546875,7.815999984741211,104,10,0,1980-01-06T03:08:31,1633357554.646517,2021-10-04T17:25:54
315965317,358105,517456,0.0018310546875,7.815999984741211,150,10,0,1980-01-06T03:08:37,1633357561.486644,2021-10-04T17:26:01
315965324,737583,524835,0.0018310546875,7.480000019073486,218,10,0,1980-01-06T03:08:44,1633357568.266705,2021-10-04T17:26:08
315965332,107666,532205,0.0018310546875,7.696000099182129,24,10,0,1980-01-06T03:08:52,1633357574.4671478,2021-10-04T17:26:14
315965339,497702,539595,nan,nan,86,10,0,1980-01-06T03:08:59,1633357581.2666118,2021-10-04T17:26:21
315965345,388249,545486,0.00274658203125,7.763999938964844,138,10,0,1980-01-06T03:09:05,1633357587.5473049,2021-10-04T17:26:27
315965352,725849,552823,0.0018310546875,7.78000020980835,206,10,0,1980-01-06T03:09:12,1633357594.3769329,2021-10-04T17:26:34
315965358,515702,558613,nan,nan,2,10,0,1980-01-06T03:09:18,1633357601.247788,2021-10-04T17:26:41
315965365,945468,566043,0.0018310546875,7.808000087738037,64,10,0,1980-01-06T03:09:25,1633357610.096813,2021-10-04T17:26:50
315965380,535361,580633,0.00274658203125,7.760000228881836,188,10,0,1980-01-06T03:09:40,1633357623.2373998,2021-10-04T17:27:03
315965386,381471,586479,0.0018310546875,7.808000087738037,240,10,0,1980-01-06T03:09:46,1633357629.437156,2021-10-04T17:27:09
315965393,715340,593813,0.00457763671875,7.748000144958496,52,10,0,1980-01-06T03:09:53,1633357636.856832,2021-10-04T17:27:16
315965401,377256,601243,0.00457763671875,7.684000015258789,114,10,0,1980-01-06T03:10:01,1633357643.7074769,2021-10-04T17:27:23
315965408,647909,608513,0.00457763671875,7.751999855041504,176,10,0,1980-01-06T03:10:08,1633357650.516636,2021-10-04T17:27:30
315965414,589539,614455,0.00274658203125,7.800000190734863,228,10,0,1980-01-06T03:10:14,1633357656.747565,2021-10-04T17:27:36
315965421,840018,621706,0.00457763671875,7.751999855041504,34,10,0,1980-01-06T03:10:21,1633357663.5487769,2021-10-04T17:27:43
315965427,659694,627525,0.00274658203125,7.803999900817871,86,10,0,1980-01-06T03:10:27,1633357669.8068168,2021-10-04T17:27:49
315965435,20018,634886,0.0018310546875,7.736000061035156,148,10,0,1980-01-06T03:10:35,1633357678.677809,2021-10-04T17:27:58
315965442,337391,642203,0.0018310546875,7.800000190734863,216,10,0,1980-01-06T03:10:42,1633357685.456744,2021-10-04T17:28:05
315965449,597738,649463,nan,nan,22,10,0,1980-01-06T03:10:49,1633357692.247112,2021-10-04T17:28:12
