time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965013,260000,214075,13.3125,91,12,2,1980-01-06T03:03:33,1633357256.5748398,2021-10-04T17:20:56
315965020,287000,221072,13.3125,183,12,2,1980-01-06T03:03:40,1633357262.7752209,2021-10-04T17:21:02
315965027,11000,228076,13.3125,13,12,2,1980-01-06T03:03:47,1633357269.545068,2021-10-04T17:21:09
315965034,39000,235073,13.25,97,12,2,1980-01-06T03:03:54,1633357276.355053,2021-10-04T17:21:16
315965041,72000,242076,13.125,177,12,2,1980-01-06T03:04:01,1633357283.1852598,2021-10-04T17:21:23
315965048,94000,249073,13.0,254,12,2,1980-01-06T03:04:08,1633357289.985285,2021-10-04T17:21:29
315965055,126000,256075,12.8125,60,12,2,1980-01-06T03:04:15,1633357296.7857969,2021-10-04T17:21:36
315965061,193000,262076,12.6875,115,12,2,1980-01-06T03:04:21,1633357302.9755719,2021-10-04T17:21:42
315965068,216000,269072,12.5,179,12,2,1980-01-06T03:04:28,1633357311.856281,2021-10-04T17:21:51
315965075,245000,276075,12.375,241,12,2,1980-01-06T03:04:35,1633357318.055296,2021-10-04T17:21:58
315965082,271000,283075,12.1875,49,12,2,1980-01-06T03:04:42,1633357324.8352919,2021-10-04T17:22:04
315965088,32000,289075,12.0,103,12,2,1980-01-06T03:04:48,1633357331.6261399,2021-10-04T17:22:11
315965095,58000,296074,11.8125,165,12,2,1980-01-06T03:04:55,1633357337.8067439,2021-10-04T17:22:17
315965102,82000,303074,11.5625,229,12,2,1980-01-06T03:05:02,1633357344.5859568,2021-10-04T17:22:24
315965109,106000,310073,11.3125,35,12,2,1980-01-06T03:05:09,1633357351.415817,2021-10-04T17:22:31
315965115,173000,316073,11.125,89,12,2,1980-01-06T03:05:15,1633357357.5856209,2021-10-04T17:22:37
315965123,206000,324075,10.8125,161,12,2,1980-01-06T03:05:23,1633357364.936173,2021-10-04T17:22:44
315965129,272000,330075,10.5625,215,12,2,1980-01-06T03:05:29,1633357371.1257489,2021-10-04T17:22:51
315965137,258000,338072,10.25,31,12,2,1980-01-06T03:05:37,1633357380.046073,2021-10-04T17:23:00
315965144,286000,345075,9.9375,95,12,2,1980-01-06T03:05:44,1633357386.777621,2021-10-04T17:23:06
315965151,308000,352072,9.75,163,12,2,1980-01-06T03:05:51,1633357393.567488,2021-10-04T17:23:13
315965157,72000,358074,9.5625,217,12,2,1980-01-06T03:05:57,1633357399.7858489,2021-10-04T17:23:19
315965164,94000,365072,9.375,30,12,2,1980-01-06T03:06:04,1633357406.626093,2021-10-04T17:23:26
315965170,163000,371075,9.1875,109,12,2,1980-01-06T03:06:10,1633357412.816872,2021-10-04T17:23:32
315965177,187000,378073,9.0625,218,12,2,1980-01-06T03:06:17,1633357420.30592,2021-10-04T17:23:40
315965185,173000,386074,8.9375,71,12,2,1980-01-06T03:06:25,1633357426.508044,2021-10-04T17:23:46
315965192,204000,393075,8.8125,170,12,2,1980-01-06T03:06:32,1633357433.246248,2021-10-04T17:23:53
315965198,266000,399075,8.6875,4,12,2,1980-01-06T03:06:38,1633357439.4577239,2021-10-04T17:23:59
315965205,324000,406073,8.5625,87,12,2,1980-01-06T03:06:45,1633357448.3561609,2021-10-04T17:24:08
315965212,349000,413074,8.5,154,12,2,1980-01-06T03:06:52,1633357455.149633,2021-10-04T17:24:15
315965219,373000,420072,8.375,225,12,2,1980-01-06T03:06:59,1633357461.946261,2021-10-04T17:24:21
315965226,97000,427072,8.25,31,12,2,1980-01-06T03:07:06,1633357468.746585,2021-10-04T17:24:28
315965233,122000,434073,7.9375,95,12,2,1980-01-06T03:07:13,1633357475.566457,2021-10-04T17:24:35
315965240,145000,441073,7.75,157,12,2,1980-01-06T03:07:20,1633357481.776177,2021-10-04T17:24:41
315965247,169000,448075,7.5,221,12,2,1980-01-06T03:07:27,1633357488.626525,2021-10-04T17:24:48
315965253,228000,454073,7.1875,19,12,2,1980-01-06T03:07:33,1633357495.40696,2021-10-04T17:24:55
315965267,270000,468073,6.75,145,12,2,1980-01-06T03:07:47,1633357510.596396,2021-10-04T17:25:10
