time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,350080,1489,11.0,4,10,0,1970-01-01T03:00:01
2,347636,2555,11.0,14,10,0,1970-01-01T03:00:02
3,360367,3503,11.0,20,10,0,1970-01-01T03:00:03
4,357778,4493,11.0625,30,10,0,1970-01-01T03:00:04
315964803,116051,5483,11.0625,40,10,0,1980-01-06T03:00:03
315964804,125974,6493,11.0625,46,10,0,1980-01-06T03:00:04
315964805,126117,7565,11.0625,56,10,0,1980-01-06T03:00:05
315964806,125959,8495,11.125,66,10,0,1980-01-06T03:00:06
315964807,136208,9519,11.1875,76,10,0,1980-01-06T03:00:07
315964808,138822,10582,11.25,82,10,0,1980-01-06T03:00:08
315964809,129027,11503,11.3125,92,10,0,1980-01-06T03:00:09
315964810,135974,12504,11.375,102,10,0,1980-01-06T03:00:10
315964811,126071,13501,11.5,108,10,0,1980-01-06T03:00:11
315964812,126653,14494,11.5625,118,10,0,1980-01-06T03:00:12
315964813,125959,15566,11.625,128,10,0,1980-01-06T03:00:13
315964814,135943,16513,11.75,134,10,0,1980-01-06T03:00:14
315964815,145945,17513,11.8125,144,10,0,1980-01-06T03:00:15
315964816,146663,18513,11.875,154,10,0,1980-01-06T03:00:16
315964817,126037,19513,11.9375,160,10,0,1980-01-06T03:00:17
315964818,137950,20580,12.0625,170,10,0,1980-01-06T03:00:18
315964819,145963,21521,12.125,180,10,0,1980-01-06T03:00:19
315964820,139237,22516,12.1875,186,10,0,1980-01-06T03:00:20
315964821,136066,23484,12.25,196,10,0,1980-01-06T03:00:21
315964822,138680,24515,12.375,206,10,0,1980-01-06T03:00:22
315964823,138676,25581,12.375,212,10,0,1980-01-06T03:00:23
315964824,146064,26526,12.5,222,10,0,1980-01-06T03:00:24
315964825,136738,27512,12.5625,232,10,0,1980-01-06T03:00:25
315964826,148756,28613,12.5625,242,10,0,1980-01-06T03:00:26
315964827,148695,29534,12.625,248,10,0,1980-01-06T03:00:27
315964828,158767,30543,12.6875,2,10,0,1980-01-06T03:00:28
315964829,157906,31522,12.6875,12,10,0,1980-01-06T03:00:29
315964830,148175,32522,12.6875,18,10,0,1980-01-06T03:00:30
315964831,165962,33609,12.75,28,10,0,1980-01-06T03:00:31
315964832,175952,34552,12.8125,38,10,0,1980-01-06T03:00:32
315964833,166059,35541,12.8125,44,10,0,1980-01-06T03:00:33
315964834,188763,36562,12.8125,54,10,0,1980-01-06T03:00:34
315964835,168839,37542,12.875,64,10,0,1980-01-06T03:00:35
315964836,177138,38619,12.875,70,10,0,1980-01-06T03:00:36
315964837,165957,39541,12.9375,80,10,0,1980-01-06T03:00:37
315964838,192665,40561,12.9375,90,10,0,1980-01-06T03:00:38
315964839,188951,41648,12.9375,96,10,0,1980-01-06T03:00:39
315964840,188710,42562,13.0,106,10,0,1980-01-06T03:00:40
315964841,205960,43581,13.0,116,10,0,1980-01-06T03:00:41
315964842,179005,44563,13.0625,122,10,0,1980-01-06T03:00:42
315964843,202693,45574,13.0625,132,10,0,1980-01-06T03:00:43
315964844,205956,46656,13.0625,142,10,0,1980-01-06T03:00:44
315964845,205991,47608,13.125,152,10,0,1980-01-06T03:00:45
315964846,206157,48572,13.125,158,10,0,1980-01-06T03:00:46
315964847,226488,49602,13.1875,168,10,0,1980-01-06T03:00:47
315964848,216063,50599,13.1875,178,10,0,1980-01-06T03:00:48
315964849,215967,51659,13.1875,184,10,0,1980-01-06T03:00:49
315964850,228687,52605,13.25,194,10,0,1980-01-06T03:00:50
315964851,216069,53596,13.25,204,10,0,1980-01-06T03:00:51
315964852,219044,54576,13.25,210,10,0,1980-01-06T03:00:52
315964853,225959,55606,13.3125,220,10,0,1980-01-06T03:00:53
315964854,235955,56682,13.3125,230,10,0,1980-01-06T03:00:54
315964855,229196,57613,13.375,236,10,0,1980-01-06T03:00:55
315964856,226248,58602,13.375,246,10,0,1980-01-06T03:00:56
315964857,229090,59672,13.375,0,10,0,1980-01-06T03:00:57
315964858,225957,60602,13.4375,6,10,0,1980-01-06T03:00:58
315964859,228692,61602,13.5,16,10,0,1980-01-06T03:00:59
315964860,228805,62602,13.5,26,10,0,1980-01-06T03:01:00
315964861,236237,63629,13.5625,36,10,0,1980-01-06T03:01:01
315964862,236383,64671,13.5625,42,10,0,1980-01-06T03:01:02
315964863,225959,65600,13.5625,52,10,0,1980-01-06T03:01:03
315964864,243791,66621,13.625,62,10,0,1980-01-06T03:01:04
315964865,226518,67606,13.6875,68,10,0,1980-01-06T03:01:05
315964866,235951,68604,13.6875,78,10,0,1980-01-06T03:01:06
315964867,246114,69690,13.6875,88,10,0,1980-01-06T03:01:07
315964868,236849,70606,13.75,94,10,0,1980-01-06T03:01:08
315964869,236303,71616,13.75,104,10,0,1980-01-06T03:01:09
315964870,236150,72671,13.75,114,10,0,1980-01-06T03:01:10
315964871,238768,73615,13.8125,120,10,0,1980-01-06T03:01:11
315964872,236226,74604,13.8125,130,10,0,1980-01-06T03:01:12
315964873,238696,75611,13.8125,140,10,0,1980-01-06T03:01:13
315964874,236037,76623,13.875,146,10,0,1980-01-06T03:01:14
315964875,245997,77691,13.875,156,10,0,1980-01-06T03:01:15
315964876,248688,78625,13.875,166,10,0,1980-01-06T03:01:16
315964877,248684,79625,13.9375,172,10,0,1980-01-06T03:01:17
315964878,246000,80626,14.0,182,10,0,1980-01-06T03:01:18
315964879,247989,81608,14.0,192,10,0,1980-01-06T03:01:19
315964880,259058,82696,14.0,198,10,0,1980-01-06T03:01:20
315964881,258692,83643,14.0,208,10,0,1980-01-06T03:01:21
315964882,256067,84629,14.0625,218,10,0,1980-01-06T03:01:22
315964883,256846,85606,14.0625,224,10,0,1980-01-06T03:01:23
315964884,265987,86635,14.125,234,10,0,1980-01-06T03:01:24
315964885,275954,87711,14.1875,244,10,0,1980-01-06T03:01:25
315964886,258801,88661,14.1875,254,10,0,1980-01-06T03:01:26
315964887,266229,89646,14.25,4,10,0,1980-01-06T03:01:27
315964888,275959,90713,14.25,14,10,0,1980-01-06T03:01:28
315964889,265986,91637,14.3125,20,10,0,1980-01-06T03:01:29
315964890,266057,92642,14.3125,30,10,0,1980-01-06T03:01:30
315964891,266381,93643,14.3125,40,10,0,1980-01-06T03:01:31
315964892,272044,94660,14.3125,50,10,0,1980-01-06T03:01:32
315964893,278694,95730,14.375,56,10,0,1980-01-06T03:01:33
315964894,286391,96666,14.375,66,10,0,1980-01-06T03:01:34
315964895,304403,97696,14.375,76,10,0,1980-01-06T03:01:35
315964896,285959,98654,14.4375,82,10,0,1980-01-06T03:01:36
315964897,285999,99653,14.5,92,10,0,1980-01-06T03:01:37
315964898,288855,100740,14.5,102,10,0,1980-01-06T03:01:38
315964899,278692,101653,14.5,108,10,0,1980-01-06T03:01:39
315964900,276049,102643,14.5625,118,10,0,1980-01-06T03:01:40
315964901,278818,103723,14.5625,128,10,0,1980-01-06T03:01:41
315964902,279045,104663,14.625,134,10,0,1980-01-06T03:01:42
315964903,288692,105673,14.625,144,10,0,1980-01-06T03:01:43
315964904,298702,106675,14.6875,154,10,0,1980-01-06T03:01:44
315964905,296045,107665,14.6875,160,10,0,1980-01-06T03:01:45
315964906,289337,108731,14.6875,170,10,0,1980-01-06T03:01:46
315964907,305982,109683,14.75,180,10,0,1980-01-06T03:01:47
315964908,298924,110683,14.75,186,10,0,1980-01-06T03:01:48
315964909,308694,111685,14.75,196,10,0,1980-01-06T03:01:49
315964910,306064,112683,14.75,206,10,0,1980-01-06T03:01:50
315964911,316083,113783,14.75,216,10,0,1980-01-06T03:01:51
315964912,318733,114703,14.8125,222,10,0,1980-01-06T03:01:52
315964913,319280,115696,14.8125,232,10,0,1980-01-06T03:01:53
315964914,329527,116726,14.875,242,10,0,1980-01-06T03:01:54
315964915,335959,117704,14.875,248,10,0,1980-01-06T03:01:55
315964916,338711,118783,14.9375,2,10,0,1980-01-06T03:01:56
315964917,346094,119713,14.9375,12,10,0,1980-01-06T03:01:57
315964918,336212,120704,15.0,18,10,0,1980-01-06T03:01:58
315964919,418205,121791,15.0,28,10,0,1980-01-06T03:01:59
315964920,345967,122722,15.0,38,10,0,1980-01-06T03:02:00
315964921,356582,123743,15.0625,44,10,0,1980-01-06T03:02:01
315964922,346108,124733,15.0625,54,10,0,1980-01-06T03:02:02
315964923,346067,125721,15.0625,64,10,0,1980-01-06T03:02:03
315964924,358688,126806,15.125,70,10,0,1980-01-06T03:02:04
315964925,348698,127733,15.125,80,10,0,1980-01-06T03:02:05
315964926,346096,128733,15.125,90,10,0,1980-01-06T03:02:06
315964927,356720,129763,15.1875,100,10,0,1980-01-06T03:02:07
315964928,365955,130734,15.1875,106,10,0,1980-01-06T03:02:08
315964929,355959,131796,15.25,116,10,0,1980-01-06T03:02:09
315964930,355966,132747,15.25,126,10,0,1980-01-06T03:02:10
315964931,358801,133743,15.25,132,10,0,1980-01-06T03:02:11
315964932,436065,134812,15.3125,142,10,0,1980-01-06T03:02:12
315964933,446498,135812,15.3125,152,10,0,1980-01-06T03:02:13
315964934,445940,136833,15.3125,158,10,0,1980-01-06T03:02:14
315964935,455967,137899,15.3125,168,10,0,1980-01-06T03:02:15
315964936,448691,138825,15.375,178,10,0,1980-01-06T03:02:16
315964937,442064,139813,15.375,184,10,0,1980-01-06T03:02:17
315964938,449025,140892,15.4375,194,10,0,1980-01-06T03:02:18
315964939,445967,141822,15.5,204,10,0,1980-01-06T03:02:19
315964940,448688,142826,15.5,210,10,0,1980-01-06T03:02:20
315964941,438851,143819,15.5,220,10,0,1980-01-06T03:02:21
315964942,462714,144831,15.5,230,10,0,1980-01-06T03:02:22
315964943,476075,145942,15.5625,240,10,0,1980-01-06T03:02:23
315964944,466065,146841,15.5625,246,10,0,1980-01-06T03:02:24
315964945,469736,147853,15.5625,0,10,0,1980-01-06T03:02:25
315964946,485956,148853,15.625,10,10,0,1980-01-06T03:02:26
315964947,466055,149834,15.625,16,10,0,1980-01-06T03:02:27
315964948,466204,150920,15.6875,26,10,0,1980-01-06T03:02:28
315964949,475956,151863,15.6875,36,10,0,1980-01-06T03:02:29
315964950,472044,152839,15.6875,42,10,0,1980-01-06T03:02:30
315964951,476059,153831,15.6875,52,10,0,1980-01-06T03:02:31
315964952,479070,154863,15.75,62,10,0,1980-01-06T03:02:32
315964953,485948,155935,15.75,68,10,0,1980-01-06T03:02:33
315964954,478686,156852,15.75,78,10,0,1980-01-06T03:02:34
315964955,476067,157863,15.75,88,10,0,1980-01-06T03:02:35
315964956,485951,158929,15.8125,94,10,0,1980-01-06T03:02:36
315964957,485975,159854,15.8125,104,10,0,1980-01-06T03:02:37
315964958,488699,160873,15.8125,114,10,0,1980-01-06T03:02:38
315964959,476249,161883,15.875,124,10,0,1980-01-06T03:02:39
315964960,482060,162855,15.875,130,10,0,1980-01-06T03:02:40
315964961,478699,163941,15.875,140,10,0,1980-01-06T03:02:41
315964962,495955,164893,15.875,150,10,0,1980-01-06T03:02:42
315964963,486324,165867,15.875,156,10,0,1980-01-06T03:02:43
315964964,486357,166856,15.9375,166,10,0,1980-01-06T03:02:44
315964965,488691,167873,15.9375,176,10,0,1980-01-06T03:02:45
315964966,488794,168941,15.9375,182,10,0,1980-01-06T03:02:46
315964967,498805,169877,15.9375,192,10,0,1980-01-06T03:02:47
315964968,508808,170894,15.9375,202,10,0,1980-01-06T03:02:48
315964969,508686,171956,15.9375,208,10,0,1980-01-06T03:02:49
315964970,505966,172873,15.9375,218,10,0,1980-01-06T03:02:50
315964971,506961,173883,15.9375,228,10,0,1980-01-06T03:02:51
315964972,505956,174893,15.9375,234,10,0,1980-01-06T03:02:52
315964973,506251,175872,15.9375,244,10,0,1980-01-06T03:02:53
315964974,499070,176943,16.0,254,10,0,1980-01-06T03:02:54
315964975,506282,177917,16.0,8,10,0,1980-01-06T03:02:55
315964976,515966,178883,16.0,14,10,0,1980-01-06T03:02:56
315964977,535963,179904,16.0,24,10,0,1980-01-06T03:02:57
315964978,526086,180910,16.0,34,10,0,1980-01-06T03:02:58
315964979,536357,181979,16.0,40,10,0,1980-01-06T03:02:59
315964980,536084,182905,16.0,50,10,0,1980-01-06T03:03:00
315964981,552084,183933,16.0,60,10,0,1980-01-06T03:03:01
315964982,538801,184904,16.0625,66,10,0,1980-01-06T03:03:02
315964983,546345,185933,16.0,76,10,0,1980-01-06T03:03:03
315964984,548691,186989,16.0625,86,10,0,1980-01-06T03:03:04
315964985,538813,187923,16.0625,92,10,0,1980-01-06T03:03:05
315964986,539031,188918,16.0625,102,10,0,1980-01-06T03:03:06
315964987,528707,189971,16.0625,112,10,0,1980-01-06T03:03:07
315964988,538762,190917,16.125,118,10,0,1980-01-06T03:03:08
315964989,536351,191906,16.125,128,10,0,1980-01-06T03:03:09
315964990,535956,192903,16.125,138,10,0,1980-01-06T03:03:10
315964991,542072,193926,16.1875,148,10,0,1980-01-06T03:03:11
315964992,536119,194979,16.1875,154,10,0,1980-01-06T03:03:12
315964993,539032,195918,16.1875,164,10,0,1980-01-06T03:03:13
315964994,538935,196927,16.25,174,10,0,1980-01-06T03:03:14
315964995,545981,197926,16.25,180,10,0,1980-01-06T03:03:15
315964996,547871,198915,16.25,190,10,0,1980-01-06T03:03:16
315964999,482410,199999,16.25,200,10,0,1980-01-06T03:03:19
315965000,477032,200923,16.25,206,10,0,1980-01-06T03:03:20
315965001,476981,201912,16.25,216,10,0,1980-01-06T03:03:21
315965002,470409,202979,16.25,226,10,0,1980-01-06T03:03:22
315965003,476677,203917,16.25,232,10,0,1980-01-06T03:03:23
315965004,496697,204933,16.25,242,10,0,1980-01-06T03:03:24
315965005,467311,205916,16.3125,252,10,0,1980-01-06T03:03:25
