time_s,time_us,time_steady,gps_init_error,gps_config_error,lsm6ds3_error,lis3mdl_error,analog_sensor_init_error,gps_uart_init_error,mems_i2c_error,timers_error,rtc_error,mems_i2c_error_counter,lsm6ds3_error_counter,lis3mdl_error_counter,gps_reconfig_counter,osc_source,reset_counter,reset_cause,seq,srcSystem,srcComponent,time_gregorian
315966698,710000,1897044,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,25,11,0,1980-01-06T03:31:38
315966699,728000,1898061,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,51,11,0,1980-01-06T03:31:39
315966700,746000,1899078,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,77,11,0,1980-01-06T03:31:40
315966701,764000,1900095,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,103,11,0,1980-01-06T03:31:41
315966702,781000,1901112,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,129,11,0,1980-01-06T03:31:42
315966703,799000,1902128,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,155,11,0,1980-01-06T03:31:43
315966704,815000,1903144,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,181,11,0,1980-01-06T03:31:44
315966705,833000,1904160,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,207,11,0,1980-01-06T03:31:45
315966706,845000,1905171,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,233,11,0,1980-01-06T03:31:46
315966707,864000,1906190,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,3,11,0,1980-01-06T03:31:47
315966708,882000,1907207,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,29,11,0,1980-01-06T03:31:48
315966709,899000,1908223,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,55,11,0,1980-01-06T03:31:49
315966710,918000,1909240,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,80,11,0,1980-01-06T03:31:50
315966711,935000,1910257,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,105,11,0,1980-01-06T03:31:51
315966712,954000,1911275,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,130,11,0,1980-01-06T03:31:52
315966713,973000,1912292,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,155,11,0,1980-01-06T03:31:53
315966714,990000,1913309,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,180,11,0,1980-01-06T03:31:54
315966716,5000,1914323,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,205,11,0,1980-01-06T03:31:56
315966717,23000,1915339,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,231,11,0,1980-01-06T03:31:57
315966718,40000,1916356,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,255,11,0,1980-01-06T03:31:58
315966719,59000,1917373,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,25,11,0,1980-01-06T03:31:59
315966720,76000,1918389,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,50,11,0,1980-01-06T03:32:00
315966721,92000,1919405,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,75,11,0,1980-01-06T03:32:01
315966722,111000,1920423,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,100,11,0,1980-01-06T03:32:02
315966723,129000,1921440,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,126,11,0,1980-01-06T03:32:03
315966724,146000,1922456,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,151,11,0,1980-01-06T03:32:04
315966725,160000,1923468,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,178,11,0,1980-01-06T03:32:05
315966726,178000,1924485,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,204,11,0,1980-01-06T03:32:06
315966727,194000,1925500,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,230,11,0,1980-01-06T03:32:07
315966728,209000,1926515,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,0,11,0,1980-01-06T03:32:08
315966729,227000,1927531,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,26,11,0,1980-01-06T03:32:09
315966730,245000,1928547,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,52,11,0,1980-01-06T03:32:10
315966731,262000,1929564,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,78,11,0,1980-01-06T03:32:11
315966732,279000,1930580,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,104,11,0,1980-01-06T03:32:12
315966733,297000,1931596,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,130,11,0,1980-01-06T03:32:13
315966734,315000,1932614,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,156,11,0,1980-01-06T03:32:14
315966735,333000,1933631,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,182,11,0,1980-01-06T03:32:15
315966736,352000,1934648,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,208,11,0,1980-01-06T03:32:16
315966737,369000,1935665,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,234,11,0,1980-01-06T03:32:17
315966738,386000,1936681,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,4,11,0,1980-01-06T03:32:18
315966739,404000,1937697,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,30,11,0,1980-01-06T03:32:19
315966740,421000,1938714,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,56,11,0,1980-01-06T03:32:20
315966741,438000,1939730,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,82,11,0,1980-01-06T03:32:21
315966742,456000,1940747,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,108,11,0,1980-01-06T03:32:22
315966743,474000,1941764,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,134,11,0,1980-01-06T03:32:23
315966744,492000,1942780,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,160,11,0,1980-01-06T03:32:24
315966745,509000,1943797,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,186,11,0,1980-01-06T03:32:25
315966746,525000,1944812,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,212,11,0,1980-01-06T03:32:26
315966747,543000,1945828,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,238,11,0,1980-01-06T03:32:27
315966748,560000,1946845,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,8,11,0,1980-01-06T03:32:28
315966749,578000,1947862,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,34,11,0,1980-01-06T03:32:29
315966750,595000,1948878,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,60,11,0,1980-01-06T03:32:30
315966751,613000,1949895,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,86,11,0,1980-01-06T03:32:31
315966752,630000,1950910,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,112,11,0,1980-01-06T03:32:32
315966753,646000,1951926,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,138,11,0,1980-01-06T03:32:33
315966754,662000,1952941,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,164,11,0,1980-01-06T03:32:34
315966755,679000,1953957,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,190,11,0,1980-01-06T03:32:35
315966756,698000,1954974,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,216,11,0,1980-01-06T03:32:36
315966757,715000,1955990,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,242,11,0,1980-01-06T03:32:37
315966758,732000,1957006,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,12,11,0,1980-01-06T03:32:38
315966759,753000,1958027,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,38,11,0,1980-01-06T03:32:39
315966760,771000,1959043,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,64,11,0,1980-01-06T03:32:40
315966761,788000,1960060,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,90,11,0,1980-01-06T03:32:41
315966762,806000,1961077,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,116,11,0,1980-01-06T03:32:42
315966763,824000,1962094,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,142,11,0,1980-01-06T03:32:43
315966764,842000,1963111,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,168,11,0,1980-01-06T03:32:44
315966765,859000,1964127,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,194,11,0,1980-01-06T03:32:45
315966766,876000,1965143,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,220,11,0,1980-01-06T03:32:46
315966767,894000,1966160,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,246,11,0,1980-01-06T03:32:47
315966768,912000,1967177,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,16,11,0,1980-01-06T03:32:48
315966769,929000,1968193,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,41,11,0,1980-01-06T03:32:49
315966770,947000,1969210,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,66,11,0,1980-01-06T03:32:50
315966771,965000,1970226,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,91,11,0,1980-01-06T03:32:51
315966772,982000,1971243,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,116,11,0,1980-01-06T03:32:52
315966774,0,1972260,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,141,11,0,1980-01-06T03:32:54
315966775,17000,1973276,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,166,11,0,1980-01-06T03:32:55
315966776,35000,1974293,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,191,11,0,1980-01-06T03:32:56
315966777,53000,1975309,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,216,11,0,1980-01-06T03:32:57
315966778,70000,1976326,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,241,11,0,1980-01-06T03:32:58
315966779,87000,1977342,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,11,11,0,1980-01-06T03:32:59
315966780,104000,1978358,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,36,11,0,1980-01-06T03:33:00
315966781,122000,1979375,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,62,11,0,1980-01-06T03:33:01
315966782,140000,1980392,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,88,11,0,1980-01-06T03:33:02
315966783,155000,1981406,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,114,11,0,1980-01-06T03:33:03
315966784,170000,1982420,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,139,11,0,1980-01-06T03:33:04
315966785,188000,1983437,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,166,11,0,1980-01-06T03:33:05
315966786,206000,1984454,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,192,11,0,1980-01-06T03:33:06
315966787,223000,1985469,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,218,11,0,1980-01-06T03:33:07
315966788,239000,1986485,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,244,11,0,1980-01-06T03:33:08
315966789,257000,1987502,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,14,11,0,1980-01-06T03:33:09
315966790,274000,1988518,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,40,11,0,1980-01-06T03:33:10
315966791,293000,1989535,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,66,11,0,1980-01-06T03:33:11
315966792,310000,1990551,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,92,11,0,1980-01-06T03:33:12
315966793,326000,1991566,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,118,11,0,1980-01-06T03:33:13
315966794,343000,1992582,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,144,11,0,1980-01-06T03:33:14
315966795,359000,1993597,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,170,11,0,1980-01-06T03:33:15
315966796,377000,1994614,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,196,11,0,1980-01-06T03:33:16
315966797,395000,1995631,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,222,11,0,1980-01-06T03:33:17
315966798,412000,1996647,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,248,11,0,1980-01-06T03:33:18
315966799,428000,1997662,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,18,11,0,1980-01-06T03:33:19
315966800,446000,1998679,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,44,11,0,1980-01-06T03:33:20
315966801,463000,1999695,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,70,11,0,1980-01-06T03:33:21
315966802,481000,2000712,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,96,11,0,1980-01-06T03:33:22
315966803,500000,2001730,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,122,11,0,1980-01-06T03:33:23
315966804,518000,2002747,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,148,11,0,1980-01-06T03:33:24
315966805,534000,2003762,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,174,11,0,1980-01-06T03:33:25
315966806,552000,2004780,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,200,11,0,1980-01-06T03:33:26
315966807,571000,2005797,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,226,11,0,1980-01-06T03:33:27
315966808,589000,2006814,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,252,11,0,1980-01-06T03:33:28
315966809,607000,2007831,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,22,11,0,1980-01-06T03:33:29
315966810,623000,2008846,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,48,11,0,1980-01-06T03:33:30
315966811,640000,2009862,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,74,11,0,1980-01-06T03:33:31
315966812,657000,2010878,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,100,11,0,1980-01-06T03:33:32
315966813,673000,2011893,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,126,11,0,1980-01-06T03:33:33
315966814,690000,2012909,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,152,11,0,1980-01-06T03:33:34
315966815,708000,2013926,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,178,11,0,1980-01-06T03:33:35
315966816,725000,2014942,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,204,11,0,1980-01-06T03:33:36
315966817,743000,2015959,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,230,11,0,1980-01-06T03:33:37
315966818,760000,2016975,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,0,11,0,1980-01-06T03:33:38
315966819,777000,2017991,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,26,11,0,1980-01-06T03:33:39
315966820,794000,2019007,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,52,11,0,1980-01-06T03:33:40
315966821,815000,2020027,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,78,11,0,1980-01-06T03:33:41
315966822,831000,2021043,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,104,11,0,1980-01-06T03:33:42
315966823,849000,2022059,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,130,11,0,1980-01-06T03:33:43
315966824,866000,2023075,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,156,11,0,1980-01-06T03:33:44
315966825,883000,2024091,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,182,11,0,1980-01-06T03:33:45
315966826,900000,2025108,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,208,11,0,1980-01-06T03:33:46
315966827,918000,2026124,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,233,11,0,1980-01-06T03:33:47
315966828,934000,2027139,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,2,11,0,1980-01-06T03:33:48
315966829,953000,2028157,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,27,11,0,1980-01-06T03:33:49
315966830,971000,2029174,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,52,11,0,1980-01-06T03:33:50
315966831,988000,2030190,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,77,11,0,1980-01-06T03:33:51
315966833,4000,2031205,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,102,11,0,1980-01-06T03:33:53
315966834,22000,2032223,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,127,11,0,1980-01-06T03:33:54
315966835,40000,2033240,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,152,11,0,1980-01-06T03:33:55
315966836,58000,2034256,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,177,11,0,1980-01-06T03:33:56
315966837,75000,2035272,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,202,11,0,1980-01-06T03:33:57
315966838,92000,2036288,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,227,11,0,1980-01-06T03:33:58
315966839,109000,2037304,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,252,11,0,1980-01-06T03:33:59
315966840,126000,2038321,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,22,11,0,1980-01-06T03:34:00
315966841,144000,2039337,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,49,11,0,1980-01-06T03:34:01
315966842,161000,2040353,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,75,11,0,1980-01-06T03:34:02
315966843,179000,2041370,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,101,11,0,1980-01-06T03:34:03
315966844,197000,2042387,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,126,11,0,1980-01-06T03:34:04
315966845,215000,2043404,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,153,11,0,1980-01-06T03:34:05
315966846,233000,2044421,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,179,11,0,1980-01-06T03:34:06
315966847,250000,2045438,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,205,11,0,1980-01-06T03:34:07
315966848,268000,2046454,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,231,11,0,1980-01-06T03:34:08
315966849,285000,2047470,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,1,11,0,1980-01-06T03:34:09
315966850,303000,2048487,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,26,11,0,1980-01-06T03:34:10
315966851,319000,2049503,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,53,11,0,1980-01-06T03:34:11
315966852,338000,2050519,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,79,11,0,1980-01-06T03:34:12
315966853,356000,2051536,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,105,11,0,1980-01-06T03:34:13
315966854,373000,2052552,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,131,11,0,1980-01-06T03:34:14
315966855,390000,2053569,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,157,11,0,1980-01-06T03:34:15
315966856,408000,2054585,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,183,11,0,1980-01-06T03:34:16
315966857,425000,2055601,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,209,11,0,1980-01-06T03:34:17
315966858,443000,2056618,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,235,11,0,1980-01-06T03:34:18
315966859,460000,2057634,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,5,11,0,1980-01-06T03:34:19
315966860,477000,2058651,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,31,11,0,1980-01-06T03:34:20
315966861,495000,2059667,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,57,11,0,1980-01-06T03:34:21
315966862,511000,2060683,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,83,11,0,1980-01-06T03:34:22
315966863,529000,2061699,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,109,11,0,1980-01-06T03:34:23
315966864,546000,2062715,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,135,11,0,1980-01-06T03:34:24
315966865,564000,2063732,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,161,11,0,1980-01-06T03:34:25
315966866,581000,2064749,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,187,11,0,1980-01-06T03:34:26
315966867,598000,2065765,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,213,11,0,1980-01-06T03:34:27
315966868,616000,2066782,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,239,11,0,1980-01-06T03:34:28
315966869,633000,2067798,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,9,11,0,1980-01-06T03:34:29
315966870,651000,2068815,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,35,11,0,1980-01-06T03:34:30
315966871,668000,2069830,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,61,11,0,1980-01-06T03:34:31
315966872,685000,2070847,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,87,11,0,1980-01-06T03:34:32
315966873,702000,2071863,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,113,11,0,1980-01-06T03:34:33
315966874,718000,2072878,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,139,11,0,1980-01-06T03:34:34
315966875,736000,2073895,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,165,11,0,1980-01-06T03:34:35
315966876,753000,2074911,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,191,11,0,1980-01-06T03:34:36
315966877,770000,2075927,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,217,11,0,1980-01-06T03:34:37
315966878,788000,2076944,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,243,11,0,1980-01-06T03:34:38
315966879,806000,2077960,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,13,11,0,1980-01-06T03:34:39
315966880,824000,2078977,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,39,11,0,1980-01-06T03:34:40
315966881,841000,2079993,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,65,11,0,1980-01-06T03:34:41
315966882,858000,2081010,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,91,11,0,1980-01-06T03:34:42
315966883,878000,2082029,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,117,11,0,1980-01-06T03:34:43
315966884,895000,2083045,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,143,11,0,1980-01-06T03:34:44
315966885,913000,2084061,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,168,11,0,1980-01-06T03:34:45
315966886,930000,2085077,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,193,11,0,1980-01-06T03:34:46
315966887,948000,2086094,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,218,11,0,1980-01-06T03:34:47
315966888,966000,2087111,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,243,11,0,1980-01-06T03:34:48
315966889,983000,2088127,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,12,11,0,1980-01-06T03:34:49
315966890,999000,2089143,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,37,11,0,1980-01-06T03:34:50
315966892,14000,2090157,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,62,11,0,1980-01-06T03:34:52
315966893,32000,2091173,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,87,11,0,1980-01-06T03:34:53
315966894,48000,2092189,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,112,11,0,1980-01-06T03:34:54
315966895,66000,2093206,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,137,11,0,1980-01-06T03:34:55
315966896,84000,2094222,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,162,11,0,1980-01-06T03:34:56
315966897,103000,2095240,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,187,11,0,1980-01-06T03:34:57
315966898,114000,2096250,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,213,11,0,1980-01-06T03:34:58
315966899,132000,2097267,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,239,11,0,1980-01-06T03:34:59
315966900,150000,2098284,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,9,11,0,1980-01-06T03:35:00
315966901,167000,2099301,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,35,11,0,1980-01-06T03:35:01
315966902,184000,2100317,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,61,11,0,1980-01-06T03:35:02
315966903,202000,2101333,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,87,11,0,1980-01-06T03:35:03
315966904,219000,2102350,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,113,11,0,1980-01-06T03:35:04
315966905,238000,2103367,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,140,11,0,1980-01-06T03:35:05
315966906,255000,2104383,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,166,11,0,1980-01-06T03:35:06
315966907,271000,2105399,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,192,11,0,1980-01-06T03:35:07
315966908,286000,2106413,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,218,11,0,1980-01-06T03:35:08
315966909,303000,2107429,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,244,11,0,1980-01-06T03:35:09
315966910,321000,2108445,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,13,11,0,1980-01-06T03:35:10
315966911,337000,2109461,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,40,11,0,1980-01-06T03:35:11
315966912,354000,2110477,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,66,11,0,1980-01-06T03:35:12
315966913,371000,2111493,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,92,11,0,1980-01-06T03:35:13
315966914,389000,2112509,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,118,11,0,1980-01-06T03:35:14
315966915,405000,2113524,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,144,11,0,1980-01-06T03:35:15
315966916,423000,2114540,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,170,11,0,1980-01-06T03:35:16
315966917,439000,2115556,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,196,11,0,1980-01-06T03:35:17
315966918,456000,2116571,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,222,11,0,1980-01-06T03:35:18
315966919,473000,2117587,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,248,11,0,1980-01-06T03:35:19
315966920,490000,2118604,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,18,11,0,1980-01-06T03:35:20
