time_s,time_us,time_steady,gps_init_error,gps_config_error,lsm6ds3_error,lis3mdl_error,analog_sensor_init_error,gps_uart_init_error,mems_i2c_error,timers_error,rtc_error,mems_i2c_error_counter,lsm6ds3_error_counter,lis3mdl_error_counter,gps_reconfig_counter,osc_source,reset_counter,reset_cause,seq,srcSystem,srcComponent,time_gregorian
315965936,170000,1135260,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,156,11,0,1980-01-06T03:18:56
315965937,188000,1136276,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,182,11,0,1980-01-06T03:18:57
315965938,205000,1137293,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,208,11,0,1980-01-06T03:18:58
315965939,223000,1138309,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,234,11,0,1980-01-06T03:18:59
315965940,241000,1139326,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,4,11,0,1980-01-06T03:19:00
315965941,258000,1140342,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,31,11,0,1980-01-06T03:19:01
315965942,276000,1141360,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,57,11,0,1980-01-06T03:19:02
315965943,294000,1142377,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,82,11,0,1980-01-06T03:19:03
315965944,312000,1143393,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,109,11,0,1980-01-06T03:19:04
315965945,330000,1144410,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,135,11,0,1980-01-06T03:19:05
315965946,347000,1145427,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,161,11,0,1980-01-06T03:19:06
315965947,365000,1146443,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,187,11,0,1980-01-06T03:19:07
315965948,383000,1147460,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,213,11,0,1980-01-06T03:19:08
315965949,400000,1148477,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,238,11,0,1980-01-06T03:19:09
315965950,418000,1149494,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,9,11,0,1980-01-06T03:19:10
315965951,436000,1150511,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,35,11,0,1980-01-06T03:19:11
315965952,454000,1151527,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,61,11,0,1980-01-06T03:19:12
315965953,473000,1152545,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,87,11,0,1980-01-06T03:19:13
315965954,493000,1153563,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,113,11,0,1980-01-06T03:19:14
315965955,510000,1154579,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,139,11,0,1980-01-06T03:19:15
315965956,527000,1155596,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,165,11,0,1980-01-06T03:19:16
315965957,545000,1156612,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,191,11,0,1980-01-06T03:19:17
315965958,562000,1157629,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,217,11,0,1980-01-06T03:19:18
315965959,580000,1158645,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,243,11,0,1980-01-06T03:19:19
315965960,598000,1159662,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,13,11,0,1980-01-06T03:19:20
315965961,615000,1160678,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,39,11,0,1980-01-06T03:19:21
315965962,633000,1161695,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,65,11,0,1980-01-06T03:19:22
315965963,650000,1162712,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,91,11,0,1980-01-06T03:19:23
315965964,666000,1163727,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,117,11,0,1980-01-06T03:19:24
315965965,684000,1164744,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,143,11,0,1980-01-06T03:19:25
315965966,702000,1165761,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,169,11,0,1980-01-06T03:19:26
315965967,720000,1166777,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,195,11,0,1980-01-06T03:19:27
315965968,737000,1167794,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,221,11,0,1980-01-06T03:19:28
315965969,755000,1168810,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,247,11,0,1980-01-06T03:19:29
315965970,773000,1169827,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,17,11,0,1980-01-06T03:19:30
315965971,790000,1170843,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,43,11,0,1980-01-06T03:19:31
315965972,808000,1171860,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,69,11,0,1980-01-06T03:19:32
315965973,825000,1172876,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,95,11,0,1980-01-06T03:19:33
315965974,843000,1173893,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,121,11,0,1980-01-06T03:19:34
315965975,861000,1174910,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,147,11,0,1980-01-06T03:19:35
315965976,878000,1175927,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,173,11,0,1980-01-06T03:19:36
315965977,895000,1176943,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,199,11,0,1980-01-06T03:19:37
315965978,913000,1177960,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,224,11,0,1980-01-06T03:19:38
315965979,931000,1178977,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,249,11,0,1980-01-06T03:19:39
315965980,949000,1179993,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,18,11,0,1980-01-06T03:19:40
315965981,967000,1181010,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,43,11,0,1980-01-06T03:19:41
315965982,987000,1182030,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,68,11,0,1980-01-06T03:19:42
315965984,5000,1183046,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,93,11,0,1980-01-06T03:19:44
315965985,22000,1184063,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,118,11,0,1980-01-06T03:19:45
315965986,40000,1185079,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,143,11,0,1980-01-06T03:19:46
315965987,57000,1186096,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,168,11,0,1980-01-06T03:19:47
315965988,75000,1187112,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,193,11,0,1980-01-06T03:19:48
315965989,92000,1188129,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,218,11,0,1980-01-06T03:19:49
315965990,110000,1189146,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,243,11,0,1980-01-06T03:19:50
315965991,128000,1190163,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,13,11,0,1980-01-06T03:19:51
315965992,146000,1191179,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,39,11,0,1980-01-06T03:19:52
315965993,163000,1192196,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,65,11,0,1980-01-06T03:19:53
315965994,181000,1193212,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,91,11,0,1980-01-06T03:19:54
315965995,198000,1194229,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,117,11,0,1980-01-06T03:19:55
315965996,216000,1195246,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,143,11,0,1980-01-06T03:19:56
315965997,234000,1196262,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,169,11,0,1980-01-06T03:19:57
315965998,252000,1197280,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,195,11,0,1980-01-06T03:19:58
315965999,270000,1198297,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,221,11,0,1980-01-06T03:19:59
315966000,288000,1199313,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,1,2,247,11,0,1980-01-06T03:20:00
315966001,375000,1200399,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,17,11,0,1980-01-06T03:20:01
315966002,645000,1201669,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,42,11,0,1980-01-06T03:20:02
315966003,915000,1202940,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,67,11,0,1980-01-06T03:20:03
315966005,281000,1204306,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,93,11,0,1980-01-06T03:20:05
315966006,327000,1205351,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,120,11,0,1980-01-06T03:20:06
315966007,345000,1206368,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,146,11,0,1980-01-06T03:20:07
315966008,362000,1207385,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,172,11,0,1980-01-06T03:20:08
315966009,380000,1208401,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,197,11,0,1980-01-06T03:20:09
315966010,397000,1209418,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,224,11,0,1980-01-06T03:20:10
315966011,415000,1210435,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,250,11,0,1980-01-06T03:20:11
315966012,433000,1211452,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,20,11,0,1980-01-06T03:20:12
315966013,451000,1212469,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,46,11,0,1980-01-06T03:20:13
315966014,469000,1213486,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,72,11,0,1980-01-06T03:20:14
315966015,487000,1214502,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,98,11,0,1980-01-06T03:20:15
315966016,504000,1215518,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,124,11,0,1980-01-06T03:20:16
315966017,521000,1216534,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,150,11,0,1980-01-06T03:20:17
315966018,539000,1217551,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,176,11,0,1980-01-06T03:20:18
315966019,557000,1218568,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,202,11,0,1980-01-06T03:20:19
315966020,575000,1219585,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,228,11,0,1980-01-06T03:20:20
315966021,592000,1220601,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,254,11,0,1980-01-06T03:20:21
315966022,609000,1221617,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,24,11,0,1980-01-06T03:20:22
315966023,627000,1222634,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,50,11,0,1980-01-06T03:20:23
315966024,644000,1223649,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,76,11,0,1980-01-06T03:20:24
315966025,661000,1224666,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,102,11,0,1980-01-06T03:20:25
315966026,679000,1225682,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,128,11,0,1980-01-06T03:20:26
315966027,697000,1226700,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,154,11,0,1980-01-06T03:20:27
315966028,715000,1227717,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,180,11,0,1980-01-06T03:20:28
315966029,732000,1228733,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,206,11,0,1980-01-06T03:20:29
315966030,750000,1229749,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,232,11,0,1980-01-06T03:20:30
315966031,767000,1230766,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,2,11,0,1980-01-06T03:20:31
315966032,785000,1231782,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,28,11,0,1980-01-06T03:20:32
315966033,803000,1232799,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,54,11,0,1980-01-06T03:20:33
315966034,820000,1233816,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,80,11,0,1980-01-06T03:20:34
315966035,837000,1234831,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,106,11,0,1980-01-06T03:20:35
315966036,854000,1235848,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,132,11,0,1980-01-06T03:20:36
315966037,872000,1236865,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,158,11,0,1980-01-06T03:20:37
315966038,890000,1237881,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,184,11,0,1980-01-06T03:20:38
315966039,908000,1238898,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,210,11,0,1980-01-06T03:20:39
315966040,925000,1239915,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,235,11,0,1980-01-06T03:20:40
315966041,942000,1240931,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,4,11,0,1980-01-06T03:20:41
315966042,960000,1241948,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,29,11,0,1980-01-06T03:20:42
315966043,979000,1242965,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,54,11,0,1980-01-06T03:20:43
315966044,996000,1243982,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,79,11,0,1980-01-06T03:20:44
315966046,13000,1244998,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,104,11,0,1980-01-06T03:20:46
315966047,29000,1246013,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,129,11,0,1980-01-06T03:20:47
315966048,50000,1247032,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,154,11,0,1980-01-06T03:20:48
315966049,67000,1248049,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,179,11,0,1980-01-06T03:20:49
315966050,85000,1249066,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,204,11,0,1980-01-06T03:20:50
315966051,103000,1250083,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,229,11,0,1980-01-06T03:20:51
315966052,121000,1251099,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,255,11,0,1980-01-06T03:20:52
315966053,139000,1252116,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,25,11,0,1980-01-06T03:20:53
315966054,156000,1253132,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,51,11,0,1980-01-06T03:20:54
315966055,173000,1254149,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,77,11,0,1980-01-06T03:20:55
315966056,191000,1255165,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,103,11,0,1980-01-06T03:20:56
315966057,208000,1256182,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,129,11,0,1980-01-06T03:20:57
315966058,226000,1257199,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,155,11,0,1980-01-06T03:20:58
315966059,246000,1258218,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,181,11,0,1980-01-06T03:20:59
315966060,263000,1259234,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,207,11,0,1980-01-06T03:21:00
315966061,281000,1260251,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,233,11,0,1980-01-06T03:21:01
315966062,299000,1261267,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,3,11,0,1980-01-06T03:21:02
315966063,316000,1262284,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,29,11,0,1980-01-06T03:21:03
315966064,333000,1263300,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,55,11,0,1980-01-06T03:21:04
315966065,350000,1264316,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,81,11,0,1980-01-06T03:21:05
315966066,368000,1265333,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,108,11,0,1980-01-06T03:21:06
315966067,386000,1266350,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,134,11,0,1980-01-06T03:21:07
315966068,403000,1267366,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,160,11,0,1980-01-06T03:21:08
315966069,421000,1268383,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,185,11,0,1980-01-06T03:21:09
315966070,438000,1269399,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,212,11,0,1980-01-06T03:21:10
315966071,455000,1270415,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,238,11,0,1980-01-06T03:21:11
315966072,473000,1271432,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,8,11,0,1980-01-06T03:21:12
315966073,491000,1272448,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,34,11,0,1980-01-06T03:21:13
315966074,507000,1273464,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,60,11,0,1980-01-06T03:21:14
315966075,525000,1274481,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,85,11,0,1980-01-06T03:21:15
315966076,543000,1275497,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,112,11,0,1980-01-06T03:21:16
315966077,560000,1276514,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,138,11,0,1980-01-06T03:21:17
315966078,577000,1277529,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,164,11,0,1980-01-06T03:21:18
315966079,595000,1278546,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,190,11,0,1980-01-06T03:21:19
315966080,613000,1279563,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,216,11,0,1980-01-06T03:21:20
315966081,631000,1280580,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,242,11,0,1980-01-06T03:21:21
315966082,650000,1281598,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,12,11,0,1980-01-06T03:21:22
315966083,668000,1282615,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,38,11,0,1980-01-06T03:21:23
315966084,686000,1283632,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,64,11,0,1980-01-06T03:21:24
315966085,705000,1284650,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,90,11,0,1980-01-06T03:21:25
315966086,722000,1285666,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,116,11,0,1980-01-06T03:21:26
315966087,740000,1286682,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,142,11,0,1980-01-06T03:21:27
315966088,757000,1287699,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,168,11,0,1980-01-06T03:21:28
315966089,775000,1288716,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,194,11,0,1980-01-06T03:21:29
315966090,792000,1289732,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,220,11,0,1980-01-06T03:21:30
315966091,810000,1290749,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,246,11,0,1980-01-06T03:21:31
315966092,827000,1291765,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,16,11,0,1980-01-06T03:21:32
315966093,844000,1292781,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,42,11,0,1980-01-06T03:21:33
315966094,861000,1293797,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,68,11,0,1980-01-06T03:21:34
315966095,879000,1294814,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,94,11,0,1980-01-06T03:21:35
315966096,897000,1295831,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,120,11,0,1980-01-06T03:21:36
315966097,915000,1296848,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,145,11,0,1980-01-06T03:21:37
315966098,932000,1297864,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,170,11,0,1980-01-06T03:21:38
315966099,951000,1298881,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,195,11,0,1980-01-06T03:21:39
315966100,969000,1299898,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,220,11,0,1980-01-06T03:21:40
315966101,986000,1300915,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,245,11,0,1980-01-06T03:21:41
315966103,3000,1301931,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,14,11,0,1980-01-06T03:21:43
315966104,21000,1302948,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,39,11,0,1980-01-06T03:21:44
315966105,38000,1303964,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,64,11,0,1980-01-06T03:21:45
315966106,56000,1304980,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,89,11,0,1980-01-06T03:21:46
315966107,74000,1305998,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,114,11,0,1980-01-06T03:21:47
315966108,91000,1307014,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,139,11,0,1980-01-06T03:21:48
315966109,112000,1308034,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,164,11,0,1980-01-06T03:21:49
315966110,129000,1309050,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,190,11,0,1980-01-06T03:21:50
315966111,147000,1310067,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,216,11,0,1980-01-06T03:21:51
315966112,165000,1311084,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,242,11,0,1980-01-06T03:21:52
315966113,183000,1312101,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,12,11,0,1980-01-06T03:21:53
315966114,201000,1313117,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,38,11,0,1980-01-06T03:21:54
315966115,219000,1314135,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,64,11,0,1980-01-06T03:21:55
315966116,237000,1315152,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,90,11,0,1980-01-06T03:21:56
315966117,254000,1316168,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,116,11,0,1980-01-06T03:21:57
315966118,271000,1317184,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,142,11,0,1980-01-06T03:21:58
315966119,288000,1318200,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,168,11,0,1980-01-06T03:21:59
315966120,307000,1319217,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,194,11,0,1980-01-06T03:22:00
315966121,324000,1320234,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,220,11,0,1980-01-06T03:22:01
315966122,342000,1321251,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,246,11,0,1980-01-06T03:22:02
315966123,359000,1322267,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,16,11,0,1980-01-06T03:22:03
315966124,377000,1323283,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,42,11,0,1980-01-06T03:22:04
315966125,393000,1324299,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,68,11,0,1980-01-06T03:22:05
315966126,410000,1325315,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,94,11,0,1980-01-06T03:22:06
315966127,428000,1326332,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,121,11,0,1980-01-06T03:22:07
315966128,445000,1327348,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,147,11,0,1980-01-06T03:22:08
315966129,462000,1328364,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,172,11,0,1980-01-06T03:22:09
315966130,480000,1329381,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,199,11,0,1980-01-06T03:22:10
315966131,498000,1330398,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,225,11,0,1980-01-06T03:22:11
315966132,516000,1331415,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,251,11,0,1980-01-06T03:22:12
315966133,534000,1332432,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,21,11,0,1980-01-06T03:22:13
315966134,552000,1333449,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,47,11,0,1980-01-06T03:22:14
315966135,571000,1334467,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,72,11,0,1980-01-06T03:22:15
315966136,590000,1335485,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,99,11,0,1980-01-06T03:22:16
315966137,608000,1336502,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,125,11,0,1980-01-06T03:22:17
315966138,626000,1337518,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,151,11,0,1980-01-06T03:22:18
315966139,643000,1338534,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,177,11,0,1980-01-06T03:22:19
315966140,660000,1339550,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,203,11,0,1980-01-06T03:22:20
315966141,678000,1340567,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,229,11,0,1980-01-06T03:22:21
315966142,696000,1341584,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,255,11,0,1980-01-06T03:22:22
315966143,714000,1342601,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,25,11,0,1980-01-06T03:22:23
315966144,731000,1343617,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,51,11,0,1980-01-06T03:22:24
315966145,750000,1344635,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,77,11,0,1980-01-06T03:22:25
315966146,768000,1345652,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,103,11,0,1980-01-06T03:22:26
315966147,784000,1346667,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,129,11,0,1980-01-06T03:22:27
315966148,803000,1347685,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,155,11,0,1980-01-06T03:22:28
315966149,820000,1348701,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,181,11,0,1980-01-06T03:22:29
315966150,838000,1349718,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,207,11,0,1980-01-06T03:22:30
315966151,855000,1350734,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,233,11,0,1980-01-06T03:22:31
315966152,872000,1351750,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,3,11,0,1980-01-06T03:22:32
315966153,890000,1352767,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,29,11,0,1980-01-06T03:22:33
315966154,906000,1353782,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,55,11,0,1980-01-06T03:22:34
315966155,923000,1354798,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,80,11,0,1980-01-06T03:22:35
315966156,939000,1355813,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,105,11,0,1980-01-06T03:22:36
315966157,957000,1356830,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,130,11,0,1980-01-06T03:22:37
315966158,974000,1357846,0,0,0,0,0,0,0,0,-88,0,0,0,1,0,1,2,155,11,0,1980-01-06T03:22:38
