time_s,time_us,time_steady,count_tick,delta_time,seq,srcSystem,srcComponent,time_gregorian
2,151300,1151,0,1151,3,13,1,1970-01-01T03:00:02
2,151300,1151,0,1151,14,13,1,1970-01-01T03:00:02
5,662300,5951,0,5951,63,13,1,1970-01-01T03:00:05
315964804,630600,7151,0,7151,74,13,1,1980-01-06T03:00:04
315964804,630600,7151,0,7151,85,13,1,1980-01-06T03:00:04
315964805,830600,8351,1,8351,99,13,1,1980-01-06T03:00:05
315964807,30600,9551,1,9551,110,13,1,1980-01-06T03:00:07
315964808,230600,10751,1,10751,121,13,1,1980-01-06T03:00:08
315964809,430600,11951,1,11951,134,13,1,1980-01-06T03:00:09
315964810,630600,13151,1,13151,145,13,1,1980-01-06T03:00:10
315964810,630600,13151,1,13151,157,13,1,1980-01-06T03:00:10
315964811,830700,14351,1,14351,170,13,1,1980-01-06T03:00:11
315964813,30700,15551,2,15551,181,13,1,1980-01-06T03:00:13
315964814,230600,16751,2,16751,192,13,1,1980-01-06T03:00:14
315964815,430600,17951,2,17951,205,13,1,1980-01-06T03:00:15
315964816,630600,19151,2,19151,217,13,1,1980-01-06T03:00:16
315964816,630600,19151,2,19151,228,13,1,1980-01-06T03:00:16
315964817,830600,20351,2,20351,241,13,1,1980-01-06T03:00:17
315964819,30600,21551,2,21551,252,13,1,1980-01-06T03:00:19
315964820,230600,22751,3,22751,7,13,1,1980-01-06T03:00:20
315964821,430600,23951,3,23951,21,13,1,1980-01-06T03:00:21
315964822,630600,25151,3,25151,32,13,1,1980-01-06T03:00:22
315964822,630600,25151,3,25151,43,13,1,1980-01-06T03:00:22
315964823,830600,26351,3,26351,56,13,1,1980-01-06T03:00:23
315964825,30700,27551,3,27551,67,13,1,1980-01-06T03:00:25
315964826,230700,28751,3,28751,79,13,1,1980-01-06T03:00:26
315964827,430600,29951,4,29951,92,13,1,1980-01-06T03:00:27
315964828,630600,31151,4,31151,103,13,1,1980-01-06T03:00:28
315964828,630600,31151,4,31151,114,13,1,1980-01-06T03:00:28
315964829,830600,32351,4,32351,127,13,1,1980-01-06T03:00:29
315964831,30600,33551,4,33551,139,13,1,1980-01-06T03:00:31
315964832,230600,34751,4,34751,150,13,1,1980-01-06T03:00:32
315964833,430600,35951,4,35951,163,13,1,1980-01-06T03:00:33
315964834,630600,37151,4,37151,174,13,1,1980-01-06T03:00:34
315964834,630600,37151,4,37151,185,13,1,1980-01-06T03:00:34
315964835,830600,38351,4,38351,199,13,1,1980-01-06T03:00:35
315964837,30600,39551,4,39551,210,13,1,1980-01-06T03:00:37
315964838,230600,40751,4,40751,221,13,1,1980-01-06T03:00:38
315964839,430700,41951,5,41951,234,13,1,1980-01-06T03:00:39
315964840,630700,43151,5,43151,245,13,1,1980-01-06T03:00:40
315964840,630700,43151,5,43151,1,13,1,1980-01-06T03:00:40
315964841,830700,44351,6,44351,14,13,1,1980-01-06T03:00:41
315964843,30600,45551,6,45551,25,13,1,1980-01-06T03:00:43
315964844,230600,46751,6,46751,36,13,1,1980-01-06T03:00:44
315964845,430600,47951,6,47951,49,13,1,1980-01-06T03:00:45
315964846,630600,49151,6,49151,61,13,1,1980-01-06T03:00:46
315964846,630600,49151,6,49151,72,13,1,1980-01-06T03:00:46
315964847,830600,50351,7,50351,85,13,1,1980-01-06T03:00:47
315964849,30600,51551,7,51551,96,13,1,1980-01-06T03:00:49
315964850,230600,52751,7,52751,107,13,1,1980-01-06T03:00:50
315964851,430600,53951,7,53951,121,13,1,1980-01-06T03:00:51
315964852,630600,55151,7,55151,132,13,1,1980-01-06T03:00:52
315964852,630600,55151,7,55151,143,13,1,1980-01-06T03:00:52
315964853,830700,56351,7,56351,156,13,1,1980-01-06T03:00:53
315964855,30700,57551,7,57551,167,13,1,1980-01-06T03:00:55
315964856,230600,58751,7,58751,179,13,1,1980-01-06T03:00:56
315964857,430600,59951,7,59951,192,13,1,1980-01-06T03:00:57
315964858,630600,61151,7,61151,203,13,1,1980-01-06T03:00:58
315964858,630600,61151,7,61151,214,13,1,1980-01-06T03:00:58
315964859,830600,62351,7,62351,227,13,1,1980-01-06T03:00:59
315964861,30600,63551,7,63551,239,13,1,1980-01-06T03:01:01
315964862,230600,64751,7,64751,250,13,1,1980-01-06T03:01:02
315964863,430600,65951,7,65951,7,13,1,1980-01-06T03:01:03
315964864,630600,67151,8,67151,18,13,1,1980-01-06T03:01:04
315964864,630600,67151,8,67151,29,13,1,1980-01-06T03:01:04
315964865,830600,68351,9,68351,43,13,1,1980-01-06T03:01:05
315964867,30600,69551,9,69551,54,13,1,1980-01-06T03:01:07
315964868,230700,70751,10,70751,65,13,1,1980-01-06T03:01:08
315964869,430700,71951,10,71951,78,13,1,1980-01-06T03:01:09
315964870,630600,73151,11,73151,89,13,1,1980-01-06T03:01:10
315964870,630600,73151,11,73151,101,13,1,1980-01-06T03:01:10
315964871,830600,74351,11,74351,114,13,1,1980-01-06T03:01:11
315964873,30600,75551,11,75404,125,13,1,1980-01-06T03:01:13
315964874,230600,76751,11,75600,136,13,1,1980-01-06T03:01:14
315964875,430600,77951,11,75600,149,13,1,1980-01-06T03:01:15
315964876,630600,79151,11,75600,161,13,1,1980-01-06T03:01:16
315964876,630600,79151,11,75600,172,13,1,1980-01-06T03:01:16
315964877,830600,80351,11,75600,185,13,1,1980-01-06T03:01:17
315964879,30600,81551,11,75600,196,13,1,1980-01-06T03:01:19
315964880,230600,82751,12,75600,207,13,1,1980-01-06T03:01:20
315964881,430700,83951,11,75600,221,13,1,1980-01-06T03:01:21
315964882,630700,85151,11,75600,232,13,1,1980-01-06T03:01:22
315964882,630700,85151,11,75600,243,13,1,1980-01-06T03:01:22
315964883,830700,86351,11,75600,0,13,1,1980-01-06T03:01:23
315964885,30600,87551,11,75600,11,13,1,1980-01-06T03:01:25
315964886,230600,88751,11,75600,23,13,1,1980-01-06T03:01:26
315964887,430600,89951,11,75600,36,13,1,1980-01-06T03:01:27
315964888,630600,91151,11,75600,47,13,1,1980-01-06T03:01:28
315964888,630600,91151,11,75600,58,13,1,1980-01-06T03:01:28
315964889,830600,92351,11,75600,71,13,1,1980-01-06T03:01:29
315964891,30600,93551,11,75600,83,13,1,1980-01-06T03:01:31
315964892,230600,94751,11,75600,94,13,1,1980-01-06T03:01:32
315964893,430600,95951,11,75600,107,13,1,1980-01-06T03:01:33
315964894,630600,97151,11,75600,118,13,1,1980-01-06T03:01:34
315964894,630600,97151,11,75600,129,13,1,1980-01-06T03:01:34
315964895,830600,98351,10,75600,143,13,1,1980-01-06T03:01:35
315964897,30700,99551,10,75600,154,13,1,1980-01-06T03:01:37
315964898,230700,100751,10,75600,165,13,1,1980-01-06T03:01:38
315964899,430600,101951,10,75600,178,13,1,1980-01-06T03:01:39
315964900,630600,103151,10,75600,189,13,1,1980-01-06T03:01:40
315964900,630600,103151,10,75600,201,13,1,1980-01-06T03:01:40
315964901,830600,104351,10,75600,214,13,1,1980-01-06T03:01:41
315964903,30600,105551,9,75600,225,13,1,1980-01-06T03:01:43
315964904,230600,106751,9,75600,236,13,1,1980-01-06T03:01:44
315964905,430600,107951,9,75600,249,13,1,1980-01-06T03:01:45
315964906,630600,109151,9,75600,5,13,1,1980-01-06T03:01:46
315964906,630600,109151,9,75600,16,13,1,1980-01-06T03:01:46
315964907,830600,110351,9,75600,29,13,1,1980-01-06T03:01:47
315964909,30600,111551,9,75600,40,13,1,1980-01-06T03:01:49
315964910,230700,112751,9,75600,51,13,1,1980-01-06T03:01:50
315964911,430700,113951,9,75600,65,13,1,1980-01-06T03:01:51
315964912,630700,115151,9,75600,76,13,1,1980-01-06T03:01:52
315964912,630700,115151,9,75600,87,13,1,1980-01-06T03:01:52
315964913,830600,116351,9,75600,100,13,1,1980-01-06T03:01:53
315964915,30600,117551,8,75600,111,13,1,1980-01-06T03:01:55
315964916,230600,118751,9,75600,123,13,1,1980-01-06T03:01:56
315964917,430600,119951,8,75600,136,13,1,1980-01-06T03:01:57
315964918,630600,121151,8,75600,147,13,1,1980-01-06T03:01:58
315964918,630600,121151,8,75600,158,13,1,1980-01-06T03:01:58
315964919,830600,122351,8,75600,171,13,1,1980-01-06T03:01:59
315964921,30600,123551,8,75600,183,13,1,1980-01-06T03:02:01
315964922,230600,124751,8,75600,194,13,1,1980-01-06T03:02:02
315964923,430600,125951,7,75600,207,13,1,1980-01-06T03:02:03
315964924,630600,127151,7,75600,218,13,1,1980-01-06T03:02:04
315964924,630600,127151,7,75600,229,13,1,1980-01-06T03:02:04
315964925,830700,128351,7,75600,243,13,1,1980-01-06T03:02:05
315964927,30700,129551,8,75600,254,13,1,1980-01-06T03:02:07
315964928,230600,130751,8,75600,9,13,1,1980-01-06T03:02:08
315964929,430600,131951,8,75600,22,13,1,1980-01-06T03:02:09
315964930,630600,133151,8,75600,33,13,1,1980-01-06T03:02:10
315964930,630600,133151,8,75600,45,13,1,1980-01-06T03:02:10
315964931,830600,134351,8,75600,58,13,1,1980-01-06T03:02:11
315964933,30600,135551,8,75600,69,13,1,1980-01-06T03:02:13
315964934,230600,136751,8,75600,80,13,1,1980-01-06T03:02:14
315964935,430600,137951,8,75600,93,13,1,1980-01-06T03:02:15
315964936,630600,139151,8,75600,105,13,1,1980-01-06T03:02:16
315964936,630600,139151,8,75600,116,13,1,1980-01-06T03:02:16
315964937,830600,140351,8,75600,129,13,1,1980-01-06T03:02:17
315964939,30600,141551,8,75600,140,13,1,1980-01-06T03:02:19
315964940,230700,142751,7,75600,151,13,1,1980-01-06T03:02:20
315964941,430700,143951,6,75600,165,13,1,1980-01-06T03:02:21
315964942,630600,145151,6,75600,176,13,1,1980-01-06T03:02:22
315964942,630600,145151,6,75600,187,13,1,1980-01-06T03:02:22
315964943,830600,146351,5,75600,200,13,1,1980-01-06T03:02:23
315964945,30600,147551,6,75600,211,13,1,1980-01-06T03:02:25
315964946,230600,148751,5,75600,223,13,1,1980-01-06T03:02:26
315964947,430600,149951,5,75600,236,13,1,1980-01-06T03:02:27
315964948,630600,151151,5,75600,247,13,1,1980-01-06T03:02:28
315964948,630600,151151,5,75600,2,13,1,1980-01-06T03:02:28
315964949,830600,152351,5,75600,15,13,1,1980-01-06T03:02:29
315964951,30600,153551,7,75600,27,13,1,1980-01-06T03:02:31
315964952,230600,154751,7,75600,38,13,1,1980-01-06T03:02:32
315964953,430600,155951,8,75600,51,13,1,1980-01-06T03:02:33
315964954,630700,157151,8,75600,62,13,1,1980-01-06T03:02:34
315964954,630700,157151,8,75600,73,13,1,1980-01-06T03:02:34
315964955,830700,158351,7,75600,87,13,1,1980-01-06T03:02:35
315964957,30600,159551,8,75600,98,13,1,1980-01-06T03:02:37
315964958,230600,160751,8,75600,109,13,1,1980-01-06T03:02:38
315964959,430600,161951,8,75600,122,13,1,1980-01-06T03:02:39
315964960,630600,163151,8,75600,133,13,1,1980-01-06T03:02:40
315964960,630600,163151,8,75600,145,13,1,1980-01-06T03:02:40
315964961,830600,164351,8,75600,158,13,1,1980-01-06T03:02:41
315964963,30600,165551,8,75600,169,13,1,1980-01-06T03:02:43
315964964,230600,166751,7,75600,180,13,1,1980-01-06T03:02:44
315964965,430600,167951,7,75600,193,13,1,1980-01-06T03:02:45
315964966,630600,169151,8,75600,205,13,1,1980-01-06T03:02:46
315964966,630600,169151,8,75600,216,13,1,1980-01-06T03:02:46
315964967,830600,170351,8,75600,229,13,1,1980-01-06T03:02:47
315964969,30700,171551,8,75600,240,13,1,1980-01-06T03:02:49
315964970,230700,172751,9,75600,251,13,1,1980-01-06T03:02:50
315964971,430600,173951,9,75600,9,13,1,1980-01-06T03:02:51
315964972,630600,175151,10,75600,20,13,1,1980-01-06T03:02:52
315964972,630600,175151,10,75600,31,13,1,1980-01-06T03:02:52
315964973,830600,176351,10,75600,44,13,1,1980-01-06T03:02:53
315964975,30600,177551,10,75600,55,13,1,1980-01-06T03:02:55
315964976,230600,178751,11,75600,67,13,1,1980-01-06T03:02:56
315964977,430600,179951,11,75600,80,13,1,1980-01-06T03:02:57
315964978,630600,181151,11,75600,91,13,1,1980-01-06T03:02:58
315964978,630600,181151,11,75600,102,13,1,1980-01-06T03:02:58
315964979,830600,182351,11,75600,115,13,1,1980-01-06T03:02:59
315964981,30600,183551,11,75600,127,13,1,1980-01-06T03:03:01
315964982,230600,184751,11,75600,138,13,1,1980-01-06T03:03:02
315964983,430700,185951,11,75600,151,13,1,1980-01-06T03:03:03
315964984,630700,187151,11,75600,162,13,1,1980-01-06T03:03:04
315964984,630700,187151,11,75600,173,13,1,1980-01-06T03:03:04
315964985,830600,188351,11,75600,187,13,1,1980-01-06T03:03:05
315964987,30600,189551,11,75600,198,13,1,1980-01-06T03:03:07
315964988,230600,190751,11,75600,209,13,1,1980-01-06T03:03:08
315964989,430600,191951,11,75600,222,13,1,1980-01-06T03:03:09
315964990,630600,193151,11,75600,233,13,1,1980-01-06T03:03:10
315964990,630600,193151,11,75600,245,13,1,1980-01-06T03:03:10
315964991,830600,194351,10,75600,2,13,1,1980-01-06T03:03:11
315964993,30600,195551,10,75600,13,13,1,1980-01-06T03:03:13
315964994,230600,196751,10,75600,24,13,1,1980-01-06T03:03:14
315964995,430600,197951,10,75600,37,13,1,1980-01-06T03:03:15
315964996,630700,199151,11,75600,49,13,1,1980-01-06T03:03:16
315964996,630700,199151,11,75600,60,13,1,1980-01-06T03:03:16
315964999,761700,200351,11,75600,73,13,1,1980-01-06T03:03:19
