time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,350080,1490,9.9375,5,10,1,1970-01-01T03:00:01
2,347636,2555,10.0,15,10,1,1970-01-01T03:00:02
3,360367,3504,10.0,21,10,1,1970-01-01T03:00:03
4,357778,4493,10.0,31,10,1,1970-01-01T03:00:04
315964803,116051,5484,10.0,41,10,1,1980-01-06T03:00:03
315964804,125974,6494,10.0,47,10,1,1980-01-06T03:00:04
315964805,126117,7566,10.0,57,10,1,1980-01-06T03:00:05
315964806,125959,8495,10.0,67,10,1,1980-01-06T03:00:06
315964807,136208,9519,10.0,77,10,1,1980-01-06T03:00:07
315964808,138822,10583,10.0,83,10,1,1980-01-06T03:00:08
315964809,129027,11513,10.0,93,10,1,1980-01-06T03:00:09
315964810,135974,12504,10.0,103,10,1,1980-01-06T03:00:10
315964811,126071,13502,10.0,109,10,1,1980-01-06T03:00:11
315964812,126653,14494,10.0,119,10,1,1980-01-06T03:00:12
315964813,125959,15566,10.0,129,10,1,1980-01-06T03:00:13
315964814,135943,16524,10.0,135,10,1,1980-01-06T03:00:14
315964815,145945,17514,10.0,145,10,1,1980-01-06T03:00:15
315964816,146663,18514,9.9375,155,10,1,1980-01-06T03:00:16
315964817,126037,19514,10.0,161,10,1,1980-01-06T03:00:17
315964818,137950,20581,10.0,171,10,1,1980-01-06T03:00:18
315964819,145963,21522,10.0,181,10,1,1980-01-06T03:00:19
315964820,139237,22516,10.0,187,10,1,1980-01-06T03:00:20
315964821,136066,23485,9.9375,197,10,1,1980-01-06T03:00:21
315964822,138680,24516,9.9375,207,10,1,1980-01-06T03:00:22
315964823,138676,25581,9.9375,213,10,1,1980-01-06T03:00:23
315964824,146064,26526,10.0,223,10,1,1980-01-06T03:00:24
315964825,136738,27512,10.0,233,10,1,1980-01-06T03:00:25
315964826,148756,28613,10.0,243,10,1,1980-01-06T03:00:26
315964827,148695,29534,10.0,249,10,1,1980-01-06T03:00:27
315964828,158767,30543,10.0,3,10,1,1980-01-06T03:00:28
315964829,157906,31522,10.0,13,10,1,1980-01-06T03:00:29
315964830,148175,32522,10.0,19,10,1,1980-01-06T03:00:30
315964831,165962,33609,10.0,29,10,1,1980-01-06T03:00:31
315964832,175952,34552,10.0,39,10,1,1980-01-06T03:00:32
315964833,166059,35541,10.0,45,10,1,1980-01-06T03:00:33
315964834,188763,36562,10.0,55,10,1,1980-01-06T03:00:34
315964835,168839,37543,10.0,65,10,1,1980-01-06T03:00:35
315964836,177138,38619,10.0625,71,10,1,1980-01-06T03:00:36
315964837,165957,39541,10.0625,81,10,1,1980-01-06T03:00:37
