time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian
315964805,214000,5215,17.985347747802734,3.2950000762939453,2.997802257537842,72,11,0,1980-01-06T03:00:05
315964806,467000,6468,18.27838706970215,3.2950000762939453,2.9994137287139893,98,11,0,1980-01-06T03:00:06
315964807,471000,7472,18.27838706970215,3.2929999828338623,3.120292901992798,124,11,0,1980-01-06T03:00:07
315964808,684000,8685,18.571428298950195,3.2929999828338623,3.1186814308166504,155,11,0,1980-01-06T03:00:08
315964809,898000,9899,18.86446762084961,3.2929999828338623,3.1009521484375,186,11,0,1980-01-06T03:00:09
315964811,115000,11116,18.86446762084961,3.2929999828338623,2.9849085807800293,218,11,0,1980-01-06T03:00:11
315964812,329000,12330,19.157508850097656,3.2929999828338623,2.996190309524536,249,11,0,1980-01-06T03:00:12
315964813,543000,13544,19.157508850097656,3.2929999828338623,3.0816118717193604,24,11,0,1980-01-06T03:00:13
315964814,758000,14757,19.45054817199707,3.2929999828338623,3.1009521484375,55,11,0,1980-01-06T03:00:14
315964815,973000,15971,19.743589401245117,3.2929999828338623,3.0912818908691406,85,11,0,1980-01-06T03:00:15
315964817,191000,17188,19.743589401245117,3.2929999828338623,2.997802257537842,117,11,0,1980-01-06T03:00:17
315964818,405000,18402,19.743589401245117,3.2929999828338623,2.996190309524536,148,11,0,1980-01-06T03:00:18
315964819,621000,19615,20.03662872314453,3.2929999828338623,2.98974347114563,179,11,0,1980-01-06T03:00:19
315964820,836000,20829,20.329669952392578,3.2929999828338623,2.9849085807800293,210,11,0,1980-01-06T03:00:20
315964822,54000,22046,20.03662872314453,3.2929999828338623,2.9800732135772705,240,11,0,1980-01-06T03:00:22
315964823,269000,23260,20.03662872314453,3.2929999828338623,2.978461503982544,16,11,0,1980-01-06T03:00:23
315964824,484000,24474,20.622711181640625,3.2929999828338623,2.9865200519561768,47,11,0,1980-01-06T03:00:24
315964825,699000,25687,20.622711181640625,3.2929999828338623,3.0139193534851074,78,11,0,1980-01-06T03:00:25
315964826,914000,26901,20.91575050354004,3.2929999828338623,3.018754482269287,108,11,0,1980-01-06T03:00:26
315964828,131000,28117,20.91575050354004,3.2929999828338623,3.015531063079834,140,11,0,1980-01-06T03:00:28
315964829,343000,29329,21.208791732788086,3.2929999828338623,3.0397069454193115,171,11,0,1980-01-06T03:00:29
315964830,556000,30542,21.5018310546875,3.2929999828338623,2.98974347114563,202,11,0,1980-01-06T03:00:30
315964831,770000,31756,21.5018310546875,3.2929999828338623,3.0203661918640137,233,11,0,1980-01-06T03:00:31
