time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,12000,1066,11.3125,2,12,0,1970-01-01T03:00:01
4,855000,5203,11.3125,57,12,0,1970-01-01T03:00:04
5,812000,6064,11.3125,63,12,0,1970-01-01T03:00:05
315964804,517000,7066,11.3125,75,12,0,1980-01-06T03:00:04
315964805,478000,8066,11.3125,115,12,0,1980-01-06T03:00:05
315964806,436000,9065,11.3125,134,12,0,1980-01-06T03:00:06
315964807,396000,10065,11.3125,164,12,0,1980-01-06T03:00:07
315964808,358000,11067,11.3125,175,12,0,1980-01-06T03:00:08
315964809,318000,12066,11.375,195,12,0,1980-01-06T03:00:09
315964810,276000,13065,11.3125,223,12,0,1980-01-06T03:00:10
315964811,236000,14064,11.375,233,12,0,1980-01-06T03:00:11
315964812,198000,15066,11.375,241,12,0,1980-01-06T03:00:12
315964813,157000,16066,11.375,251,12,0,1980-01-06T03:00:13
315964814,424000,17068,11.375,3,12,0,1980-01-06T03:00:14
315964815,383000,18067,11.375,13,12,0,1980-01-06T03:00:15
315964816,341000,19065,11.375,21,12,0,1980-01-06T03:00:16
315964817,300000,20065,11.375,31,12,0,1980-01-06T03:00:17
315964818,262000,21067,11.375,39,12,0,1980-01-06T03:00:18
315964819,221000,22066,11.4375,49,12,0,1980-01-06T03:00:19
315964820,183000,23068,11.4375,57,12,0,1980-01-06T03:00:20
315964821,142000,24067,11.4375,67,12,0,1980-01-06T03:00:21
315964822,408000,25065,11.4375,75,12,0,1980-01-06T03:00:22
315964823,367000,26065,11.4375,85,12,0,1980-01-06T03:00:23
315964824,329000,27067,11.4375,93,12,0,1980-01-06T03:00:24
315964825,288000,28066,11.4375,103,12,0,1980-01-06T03:00:25
315964826,246000,29064,11.5,111,12,0,1980-01-06T03:00:26
315964827,209000,30067,11.5,121,12,0,1980-01-06T03:00:27
315964828,167000,31065,11.5,129,12,0,1980-01-06T03:00:28
315964829,433000,32065,11.5,139,12,0,1980-01-06T03:00:29
315964830,394000,33067,11.5,147,12,0,1980-01-06T03:00:30
315964831,354000,34066,11.5,157,12,0,1980-01-06T03:00:31
315964832,312000,35064,11.5625,165,12,0,1980-01-06T03:00:32
315964833,275000,36068,11.5625,175,12,0,1980-01-06T03:00:33
315964834,233000,37066,11.5625,183,12,0,1980-01-06T03:00:34
315964835,193000,38065,11.5625,193,12,0,1980-01-06T03:00:35
315964836,154000,39067,11.625,201,12,0,1980-01-06T03:00:36
315964837,421000,40066,11.625,211,12,0,1980-01-06T03:00:37
315964838,379000,41065,11.625,219,12,0,1980-01-06T03:00:38
315964839,339000,42064,11.625,229,12,0,1980-01-06T03:00:39
315964840,300000,43066,11.625,237,12,0,1980-01-06T03:00:40
315964841,260000,44065,11.625,247,12,0,1980-01-06T03:00:41
315964842,222000,45067,11.625,255,12,0,1980-01-06T03:00:42
315964843,181000,46067,11.6875,9,12,0,1980-01-06T03:00:43
315964844,139000,47065,11.6875,17,12,0,1980-01-06T03:00:44
315964845,409000,48064,11.6875,27,12,0,1980-01-06T03:00:45
315964846,371000,49066,11.6875,35,12,0,1980-01-06T03:00:46
315964847,331000,50066,11.6875,45,12,0,1980-01-06T03:00:47
315964848,289000,51064,11.75,53,12,0,1980-01-06T03:00:48
315964849,252000,52067,11.6875,63,12,0,1980-01-06T03:00:49
315964850,210000,53065,11.75,71,12,0,1980-01-06T03:00:50
315964851,169000,54065,11.75,81,12,0,1980-01-06T03:00:51
315964852,131000,55067,11.75,89,12,0,1980-01-06T03:00:52
315964853,398000,56066,11.75,99,12,0,1980-01-06T03:00:53
315964854,356000,57064,11.75,107,12,0,1980-01-06T03:00:54
315964855,320000,58068,11.8125,117,12,0,1980-01-06T03:00:55
315964856,278000,59066,11.8125,125,12,0,1980-01-06T03:00:56
315964857,237000,60065,11.8125,135,12,0,1980-01-06T03:00:57
315964858,199000,61067,11.8125,143,12,0,1980-01-06T03:00:58
315964859,158000,62067,11.8125,153,12,0,1980-01-06T03:00:59
315964860,424000,63065,11.875,161,12,0,1980-01-06T03:01:00
315964861,384000,64064,11.875,171,12,0,1980-01-06T03:01:01
315964862,346000,65066,11.875,179,12,0,1980-01-06T03:01:02
315964863,305000,66066,11.875,189,12,0,1980-01-06T03:01:03
315964864,267000,67068,11.875,197,12,0,1980-01-06T03:01:04
315964865,226000,68067,11.9375,207,12,0,1980-01-06T03:01:05
315964866,184000,69065,11.9375,215,12,0,1980-01-06T03:01:06
315964867,144000,70065,11.9375,225,12,0,1980-01-06T03:01:07
315964868,415000,71067,11.9375,233,12,0,1980-01-06T03:01:08
315964869,374000,72067,11.9375,243,12,0,1980-01-06T03:01:09
315964870,332000,73065,11.9375,251,12,0,1980-01-06T03:01:10
315964871,291000,74064,12.0,5,12,0,1980-01-06T03:01:11
315964872,253000,75066,12.0,13,12,0,1980-01-06T03:01:12
315964873,213000,76066,12.0,23,12,0,1980-01-06T03:01:13
315964874,175000,77068,12.0,31,12,0,1980-01-06T03:01:14
315964875,134000,78067,12.0,41,12,0,1980-01-06T03:01:15
315964876,398000,79065,12.0,49,12,0,1980-01-06T03:01:16
315964877,357000,80065,12.0625,59,12,0,1980-01-06T03:01:17
315964878,319000,81067,12.0625,67,12,0,1980-01-06T03:01:18
315964879,279000,82066,12.0625,77,12,0,1980-01-06T03:01:19
315964880,237000,83064,12.0625,85,12,0,1980-01-06T03:01:20
315964881,196000,84064,12.0625,95,12,0,1980-01-06T03:01:21
315964882,158000,85066,12.125,103,12,0,1980-01-06T03:01:22
315964883,117000,86065,12.125,113,12,0,1980-01-06T03:01:23
315964884,388000,87067,12.125,121,12,0,1980-01-06T03:01:24
315964885,347000,88067,12.125,131,12,0,1980-01-06T03:01:25
315964886,305000,89065,12.125,139,12,0,1980-01-06T03:01:26
315964887,265000,90064,12.125,149,12,0,1980-01-06T03:01:27
315964888,226000,91067,12.1875,157,12,0,1980-01-06T03:01:28
315964889,186000,92066,12.1875,167,12,0,1980-01-06T03:01:29
315964890,144000,93064,12.1875,175,12,0,1980-01-06T03:01:30
315964891,418000,94068,12.1875,185,12,0,1980-01-06T03:01:31
315964892,376000,95066,12.1875,193,12,0,1980-01-06T03:01:32
315964893,335000,96065,12.25,203,12,0,1980-01-06T03:01:33
