time_s,time_us,time_steady,o2_conc,seq,srcSystem,srcComponent,time_gregorian
315964963,52200,165573,17.727088928222656,162,13,0,1980-01-06T03:02:43
315964964,52200,166573,17.741134643554688,173,13,0,1980-01-06T03:02:44
315964965,52200,167573,17.79732322692871,184,13,0,1980-01-06T03:02:45
315964966,52200,168573,17.825416564941406,198,13,0,1980-01-06T03:02:46
315964967,52200,169573,17.85350799560547,209,13,0,1980-01-06T03:02:47
315964968,52200,170573,17.867555618286133,220,13,0,1980-01-06T03:02:48
315964969,52200,171573,17.909696578979492,233,13,0,1980-01-06T03:02:49
315964970,52200,172573,17.92374610900879,244,13,0,1980-01-06T03:02:50
315964971,52200,173573,17.93779182434082,0,13,0,1980-01-06T03:02:51
315964972,52200,174573,17.965883255004883,13,13,0,1980-01-06T03:02:52
315964973,52200,175573,17.965883255004883,24,13,0,1980-01-06T03:02:53
315964974,52200,176573,18.022071838378906,35,13,0,1980-01-06T03:02:54
315964975,52200,177573,18.0501651763916,48,13,0,1980-01-06T03:02:55
315964976,52200,178573,18.0501651763916,60,13,0,1980-01-06T03:02:56
315964977,52200,179573,18.092308044433594,71,13,0,1980-01-06T03:02:57
315964978,52200,180573,18.12040138244629,84,13,0,1980-01-06T03:02:58
315964979,52200,181573,18.14849281311035,95,13,0,1980-01-06T03:02:59
315964980,52200,182573,18.162540435791016,106,13,0,1980-01-06T03:03:00
315964981,52200,183573,18.162540435791016,120,13,0,1980-01-06T03:03:01
315964982,52200,184573,18.190631866455078,131,13,0,1980-01-06T03:03:02
315964983,52200,185573,18.218725204467773,142,13,0,1980-01-06T03:03:03
315964984,52200,186573,18.246822357177734,155,13,0,1980-01-06T03:03:04
315964985,52200,187573,18.260868072509766,166,13,0,1980-01-06T03:03:05
315964986,52200,188573,18.27491569519043,178,13,0,1980-01-06T03:03:06
315964987,52200,189573,18.27491569519043,191,13,0,1980-01-06T03:03:07
315964988,52200,190573,18.31705665588379,202,13,0,1980-01-06T03:03:08
315964989,52200,191573,18.331100463867188,213,13,0,1980-01-06T03:03:09
315964990,52200,192573,18.331100463867188,226,13,0,1980-01-06T03:03:10
315964991,52200,193573,18.331100463867188,238,13,0,1980-01-06T03:03:11
315964992,52200,194573,18.345149993896484,249,13,0,1980-01-06T03:03:12
315964993,52200,195573,18.359195709228516,6,13,0,1980-01-06T03:03:13
315964994,52200,196573,18.401336669921875,17,13,0,1980-01-06T03:03:14
315964995,52200,197573,18.41538429260254,28,13,0,1980-01-06T03:03:15
315964996,52200,198573,18.41538429260254,42,13,0,1980-01-06T03:03:16
315964997,52200,199573,18.4575252532959,53,13,0,1980-01-06T03:03:17
315964999,983200,200573,18.4575252532959,64,13,0,1980-01-06T03:03:19
315965000,983200,201573,18.4575252532959,77,13,0,1980-01-06T03:03:20
315965001,983200,202573,18.4575252532959,88,13,0,1980-01-06T03:03:21
315965002,983200,203573,18.471569061279297,100,13,0,1980-01-06T03:03:22
315965003,983200,204573,18.513710021972656,113,13,0,1980-01-06T03:03:23
315965004,983200,205573,18.52775764465332,124,13,0,1980-01-06T03:03:24
315965005,983200,206573,18.54180335998535,135,13,0,1980-01-06T03:03:25
315965006,983200,207573,18.52775764465332,148,13,0,1980-01-06T03:03:26
315965007,983200,208573,18.55585289001465,160,13,0,1980-01-06T03:03:27
315965008,983200,209573,18.58394432067871,171,13,0,1980-01-06T03:03:28
315965009,983200,210573,18.56989860534668,184,13,0,1980-01-06T03:03:29
315965010,983200,211573,18.61203956604004,195,13,0,1980-01-06T03:03:30
315965011,983200,212573,18.61203956604004,206,13,0,1980-01-06T03:03:31
315965012,983200,213573,18.597991943359375,220,13,0,1980-01-06T03:03:32
315965013,983200,214573,18.52775764465332,231,13,0,1980-01-06T03:03:33
315965014,983200,215573,18.4575252532959,242,13,0,1980-01-06T03:03:34
315965015,983200,216573,18.359195709228516,255,13,0,1980-01-06T03:03:35
315965016,983200,217573,18.190631866455078,10,13,0,1980-01-06T03:03:36
