time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian
315964825,654200,28175,28152,28152,28,0,0,0,0,0,68,13,0,1980-01-06T03:00:25
315964850,654200,53175,53152,53152,53,0,0,0,0,0,108,13,0,1980-01-06T03:00:50
315964875,654200,78175,78152,78152,78,0,0,0,0,0,150,13,0,1980-01-06T03:01:15
315964900,654200,103175,103152,103152,103,0,0,0,0,0,190,13,0,1980-01-06T03:01:40
315964925,654200,128175,128152,128152,128,0,0,0,0,0,230,13,0,1980-01-06T03:02:05
315964950,654200,153175,153152,153152,153,0,0,0,0,0,16,13,0,1980-01-06T03:02:30
315964975,654200,178175,178152,178152,178,0,0,0,0,0,56,13,0,1980-01-06T03:02:55
315965002,585200,203175,203152,203152,203,0,0,0,0,0,96,13,0,1980-01-06T03:03:22
315965027,585200,228175,228152,228152,228,0,0,0,0,0,138,13,0,1980-01-06T03:03:47
315965052,585200,253175,253152,253152,253,0,0,0,0,0,178,13,0,1980-01-06T03:04:12
315965077,585200,278175,278152,278152,278,0,0,0,0,0,218,13,0,1980-01-06T03:04:37
315965102,585200,303175,303152,303152,303,0,0,0,0,0,4,13,0,1980-01-06T03:05:02
315965127,585200,328175,328152,328152,328,0,0,0,0,0,44,13,0,1980-01-06T03:05:27
315965152,585200,353175,353152,353152,353,0,0,0,0,0,84,13,0,1980-01-06T03:05:52
315965177,585200,378175,378152,378152,378,0,0,0,0,0,126,13,0,1980-01-06T03:06:17
315965202,748500,403175,403152,403152,403,0,0,0,0,0,166,13,0,1980-01-06T03:06:42
315965227,748500,428175,428152,428152,428,0,0,0,0,0,206,13,0,1980-01-06T03:07:07
315965252,748500,453175,453152,453152,453,0,0,0,0,0,248,13,0,1980-01-06T03:07:32
315965277,748500,478175,478152,478152,478,0,0,0,0,0,32,13,0,1980-01-06T03:07:57
315965302,748500,503175,503152,503152,503,0,0,0,0,0,72,13,0,1980-01-06T03:08:22
315965327,748500,528175,528152,528152,528,0,0,0,0,0,114,13,0,1980-01-06T03:08:47
315965352,748500,553175,553152,553152,553,0,0,0,0,0,154,13,0,1980-01-06T03:09:12
315965377,748500,578175,578152,578152,578,0,0,0,0,0,194,13,0,1980-01-06T03:09:37
315965403,16700,603175,603152,603152,603,0,0,0,0,0,236,13,0,1980-01-06T03:10:03
315965428,16700,628175,628152,628152,628,0,0,0,0,0,20,13,0,1980-01-06T03:10:28
315965453,16700,653175,653152,653152,653,0,0,0,0,0,60,13,0,1980-01-06T03:10:53
315965478,16700,678175,678152,678152,678,0,0,0,0,0,102,13,0,1980-01-06T03:11:18
315965503,16700,703175,703152,703152,703,0,0,0,0,0,142,13,0,1980-01-06T03:11:43
315965528,16700,728175,728152,728152,728,0,0,0,0,0,182,13,0,1980-01-06T03:12:08
315965553,16700,753175,753152,753152,753,0,0,0,0,0,224,13,0,1980-01-06T03:12:33
315965578,16700,778175,778152,778152,778,0,0,0,0,0,8,13,0,1980-01-06T03:12:58
315965603,143800,803175,803152,803152,803,0,0,0,0,0,48,13,0,1980-01-06T03:13:23
315965628,143800,828175,828152,828152,828,0,0,0,0,0,90,13,0,1980-01-06T03:13:48
315965653,143800,853175,853152,853152,853,0,0,0,0,0,130,13,0,1980-01-06T03:14:13
315965678,143800,878175,878152,878152,878,0,0,0,0,0,170,13,0,1980-01-06T03:14:38
315965703,143800,903175,903152,903152,903,0,0,0,0,0,212,13,0,1980-01-06T03:15:03
315965728,143800,928175,928152,928152,928,0,0,0,0,0,252,13,0,1980-01-06T03:15:28
