time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,350080,1490,10.5625,8,10,4,1970-01-01T03:00:01
2,347636,2555,10.625,18,10,4,1970-01-01T03:00:02
3,360367,3504,10.625,24,10,4,1970-01-01T03:00:03
4,357778,4494,10.625,34,10,4,1970-01-01T03:00:04
315964803,116051,5484,10.625,44,10,4,1980-01-06T03:00:03
315964804,125974,6494,10.625,50,10,4,1980-01-06T03:00:04
315964805,126117,7566,10.6875,60,10,4,1980-01-06T03:00:05
315964806,125959,8496,10.6875,70,10,4,1980-01-06T03:00:06
315964807,136208,9519,10.6875,80,10,4,1980-01-06T03:00:07
315964808,138822,10594,10.6875,86,10,4,1980-01-06T03:00:08
315964809,129027,11514,10.6875,96,10,4,1980-01-06T03:00:09
315964810,135974,12505,10.6875,106,10,4,1980-01-06T03:00:10
315964811,126071,13502,10.6875,112,10,4,1980-01-06T03:00:11
315964812,126653,14494,10.6875,122,10,4,1980-01-06T03:00:12
315964813,125959,15566,10.6875,132,10,4,1980-01-06T03:00:13
315964814,135943,16524,10.75,138,10,4,1980-01-06T03:00:14
315964815,145945,17514,10.75,148,10,4,1980-01-06T03:00:15
315964816,146663,18514,10.6875,158,10,4,1980-01-06T03:00:16
315964817,126037,19515,10.75,164,10,4,1980-01-06T03:00:17
315964818,137950,20581,10.75,174,10,4,1980-01-06T03:00:18
315964819,145963,21522,10.75,184,10,4,1980-01-06T03:00:19
315964820,139237,22516,10.75,190,10,4,1980-01-06T03:00:20
315964821,136066,23485,10.75,200,10,4,1980-01-06T03:00:21
315964822,138680,24516,10.75,210,10,4,1980-01-06T03:00:22
315964823,138676,25582,10.75,216,10,4,1980-01-06T03:00:23
315964824,146064,26526,10.75,226,10,4,1980-01-06T03:00:24
315964825,136738,27512,10.75,236,10,4,1980-01-06T03:00:25
315964826,148756,28614,10.75,246,10,4,1980-01-06T03:00:26
315964827,148695,29535,10.75,252,10,4,1980-01-06T03:00:27
315964828,158767,30544,10.75,6,10,4,1980-01-06T03:00:28
315964829,157906,31523,10.75,16,10,4,1980-01-06T03:00:29
315964830,148175,32522,10.75,22,10,4,1980-01-06T03:00:30
315964831,165962,33610,10.75,32,10,4,1980-01-06T03:00:31
315964832,175952,34553,10.75,42,10,4,1980-01-06T03:00:32
315964833,166059,35542,10.75,48,10,4,1980-01-06T03:00:33
315964834,188763,36563,10.75,58,10,4,1980-01-06T03:00:34
315964835,168839,37553,10.75,68,10,4,1980-01-06T03:00:35
315964836,177138,38620,10.75,74,10,4,1980-01-06T03:00:36
315964837,165957,39541,10.75,84,10,4,1980-01-06T03:00:37
315964838,192665,40561,10.75,94,10,4,1980-01-06T03:00:38
315964839,188951,41649,10.75,100,10,4,1980-01-06T03:00:39
315964840,188710,42574,10.75,110,10,4,1980-01-06T03:00:40
315964841,205960,43581,10.75,120,10,4,1980-01-06T03:00:41
315964842,179005,44564,10.75,126,10,4,1980-01-06T03:00:42
315964843,202693,45575,10.75,136,10,4,1980-01-06T03:00:43
315964844,205956,46657,10.75,146,10,4,1980-01-06T03:00:44
315964845,205991,47609,10.75,156,10,4,1980-01-06T03:00:45
315964846,206157,48572,10.75,162,10,4,1980-01-06T03:00:46
