time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian
2,151300,1152,9.862254521699128,110000.0,42.85475547167226,-698.2388916015625,0,13,2,1970-01-01T03:00:02
3,151300,2152,9.904025592123276,110000.0,46.855105687306946,-698.2388916015625,11,13,2,1970-01-01T03:00:03
5,862300,6152,9.922661922049178,110000.0,49.79016763404284,-698.2388916015625,60,13,2,1970-01-01T03:00:05
315964804,630600,7152,9.933586668956218,110000.0,49.784626641188325,-698.2388916015625,71,13,2,1980-01-06T03:00:04
315964805,630600,8152,9.945475365613039,110000.0,49.686348739831,-698.2388916015625,82,13,2,1980-01-06T03:00:05
315964806,630600,9152,9.96411170404499,110000.0,49.5650292495964,-698.2388916015625,96,13,2,1980-01-06T03:00:06
315964807,630600,10152,9.976643037209964,110000.0,49.49573845741622,-698.2388916015625,107,13,2,1980-01-06T03:00:07
315964808,630700,11152,9.990780953625858,110000.0,49.351091407828456,-698.2388916015625,118,13,2,1980-01-06T03:00:08
315964809,630700,12152,10.00524018860051,110000.0,49.21223693945699,-698.2388916015625,131,13,2,1980-01-06T03:00:09
315964810,630600,13152,10.020020742287397,110000.0,49.07337605655657,-698.2388916015625,142,13,2,1980-01-06T03:00:10
315964811,630600,14152,10.02708970359672,110000.0,49.00393126284285,-698.2388916015625,154,13,2,1980-01-06T03:00:11
315964812,630600,15152,10.04669000828692,110000.0,48.865153411904245,-698.2388916015625,167,13,2,1980-01-06T03:00:12
315964813,630600,16152,10.062434518397003,110000.0,48.72626940192122,-698.2388916015625,178,13,2,1980-01-06T03:00:13
315964814,630600,17152,10.083962730516419,110000.0,48.599095947617435,-698.2388916015625,189,13,2,1980-01-06T03:00:14
315964815,630600,18152,10.102277780665554,110000.0,48.471839986097635,-698.2388916015625,202,13,2,1980-01-06T03:00:15
315964816,630600,19152,10.111595965492437,110000.0,48.408210120891475,-698.2388916015625,214,13,2,1980-01-06T03:00:16
315964817,630600,20152,10.120592834508376,110000.0,48.28654272851077,-698.2388916015625,225,13,2,1980-01-06T03:00:17
315964818,630600,21152,10.137301307902657,110000.0,48.16501846659023,-698.2388916015625,238,13,2,1980-01-06T03:00:18
315964819,630700,22152,10.162364023758006,110000.0,48.049453596663724,-698.2388916015625,249,13,2,1980-01-06T03:00:19
315964820,630700,23152,10.169754313087106,110000.0,47.991562995239576,-698.2388916015625,4,13,2,1980-01-06T03:00:20
