time_s,time_us,time_steady,dna_temp,heater_is_on,seq,srcSystem,srcComponent,time_gregorian
315964872,874200,75395,16.9195556640625,0,117,13,0,1980-01-06T03:01:12
315964873,874200,76395,16.8292236328125,0,128,13,0,1980-01-06T03:01:13
315964874,874200,77395,16.738677978515625,0,139,13,0,1980-01-06T03:01:14
315964875,874200,78395,16.738677978515625,0,153,13,0,1980-01-06T03:01:15
315964876,874200,79395,16.693328857421875,0,164,13,0,1980-01-06T03:01:16
315964877,874200,80395,16.738677978515625,0,175,13,0,1980-01-06T03:01:17
315964878,874200,81395,16.693328857421875,0,188,13,0,1980-01-06T03:01:18
315964879,874200,82395,16.693328857421875,0,199,13,0,1980-01-06T03:01:19
315964880,874200,83395,16.51129150390625,0,211,13,0,1980-01-06T03:01:20
315964881,874200,84395,16.46563720703125,0,224,13,0,1980-01-06T03:01:21
315964882,874200,85395,16.3741455078125,0,235,13,0,1980-01-06T03:01:22
315964883,874200,86395,16.556884765625,0,246,13,0,1980-01-06T03:01:23
315964884,874200,87395,16.46563720703125,0,3,13,0,1980-01-06T03:01:24
315964885,874200,88395,16.328338623046875,0,15,13,0,1980-01-06T03:01:25
315964886,874200,89395,16.190521240234375,0,26,13,0,1980-01-06T03:01:26
315964887,874200,90395,16.328338623046875,0,39,13,0,1980-01-06T03:01:27
315964888,874200,91395,16.23651123046875,0,50,13,0,1980-01-06T03:01:28
315964889,874200,92395,16.282440185546875,0,61,13,0,1980-01-06T03:01:29
315964890,874200,93395,16.282440185546875,0,75,13,0,1980-01-06T03:01:30
315964891,874200,94395,16.144439697265625,0,86,13,0,1980-01-06T03:01:31
315964892,874200,95395,16.190521240234375,0,97,13,0,1980-01-06T03:01:32
315964893,874200,96395,16.005889892578125,0,110,13,0,1980-01-06T03:01:33
315964894,874200,97395,15.9595947265625,0,121,13,0,1980-01-06T03:01:34
315964895,874200,98395,16.23651123046875,0,133,13,0,1980-01-06T03:01:35
315964896,874200,99395,16.098297119140625,0,146,13,0,1980-01-06T03:01:36
315964897,874200,100395,16.005889892578125,0,157,13,0,1980-01-06T03:01:37
315964898,874200,101395,15.9132080078125,0,168,13,0,1980-01-06T03:01:38
315964899,874200,102395,15.866790771484375,0,181,13,0,1980-01-06T03:01:39
315964900,874200,103395,15.8203125,0,193,13,0,1980-01-06T03:01:40
315964901,874200,104395,15.727142333984375,0,204,13,0,1980-01-06T03:01:41
315964902,874200,105395,15.9595947265625,0,217,13,0,1980-01-06T03:01:42
