time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,350080,1490,10.75,7,10,3,1970-01-01T03:00:01
2,347636,2555,10.75,17,10,3,1970-01-01T03:00:02
3,360367,3504,10.8125,23,10,3,1970-01-01T03:00:03
4,357778,4494,10.8125,33,10,3,1970-01-01T03:00:04
315964803,116051,5484,10.875,43,10,3,1980-01-06T03:00:03
315964804,125974,6494,10.875,49,10,3,1980-01-06T03:00:04
315964805,126117,7566,10.875,59,10,3,1980-01-06T03:00:05
315964806,125959,8495,10.875,69,10,3,1980-01-06T03:00:06
315964807,136208,9519,10.9375,79,10,3,1980-01-06T03:00:07
315964808,138822,10594,10.9375,85,10,3,1980-01-06T03:00:08
315964809,129027,11514,10.9375,95,10,3,1980-01-06T03:00:09
315964810,135974,12505,10.9375,105,10,3,1980-01-06T03:00:10
315964811,126071,13502,10.9375,111,10,3,1980-01-06T03:00:11
315964812,126653,14494,10.9375,121,10,3,1980-01-06T03:00:12
315964813,125959,15566,11.0,131,10,3,1980-01-06T03:00:13
315964814,135943,16524,11.0,137,10,3,1980-01-06T03:00:14
315964815,145945,17514,11.0,147,10,3,1980-01-06T03:00:15
315964816,146663,18514,11.0,157,10,3,1980-01-06T03:00:16
315964817,126037,19515,11.0,163,10,3,1980-01-06T03:00:17
315964818,137950,20581,11.0625,173,10,3,1980-01-06T03:00:18
315964819,145963,21522,11.0625,183,10,3,1980-01-06T03:00:19
315964820,139237,22516,11.0625,189,10,3,1980-01-06T03:00:20
315964821,136066,23485,11.0625,199,10,3,1980-01-06T03:00:21
315964822,138680,24516,11.0625,209,10,3,1980-01-06T03:00:22
315964823,138676,25582,11.125,215,10,3,1980-01-06T03:00:23
315964824,146064,26526,11.125,225,10,3,1980-01-06T03:00:24
315964825,136738,27512,11.125,235,10,3,1980-01-06T03:00:25
315964826,148756,28614,11.125,245,10,3,1980-01-06T03:00:26
315964827,148695,29535,11.1875,251,10,3,1980-01-06T03:00:27
315964828,158767,30544,11.1875,5,10,3,1980-01-06T03:00:28
315964829,157906,31523,11.1875,15,10,3,1980-01-06T03:00:29
315964830,148175,32522,11.25,21,10,3,1980-01-06T03:00:30
315964831,165962,33609,11.25,31,10,3,1980-01-06T03:00:31
315964832,175952,34553,11.25,41,10,3,1980-01-06T03:00:32
315964833,166059,35541,11.25,47,10,3,1980-01-06T03:00:33
315964834,188763,36563,11.25,57,10,3,1980-01-06T03:00:34
315964835,168839,37553,11.25,67,10,3,1980-01-06T03:00:35
315964836,177138,38620,11.3125,73,10,3,1980-01-06T03:00:36
315964837,165957,39541,11.3125,83,10,3,1980-01-06T03:00:37
315964838,192665,40561,11.3125,93,10,3,1980-01-06T03:00:38
315964839,188951,41649,11.3125,99,10,3,1980-01-06T03:00:39
315964840,188710,42563,11.375,109,10,3,1980-01-06T03:00:40
315964841,205960,43581,11.3125,119,10,3,1980-01-06T03:00:41
315964842,179005,44563,11.375,125,10,3,1980-01-06T03:00:42
315964843,202693,45575,11.375,135,10,3,1980-01-06T03:00:43
315964844,205956,46656,11.375,145,10,3,1980-01-06T03:00:44
315964845,205991,47609,11.375,155,10,3,1980-01-06T03:00:45
315964846,206157,48572,11.375,161,10,3,1980-01-06T03:00:46
315964847,226488,49606,11.375,171,10,3,1980-01-06T03:00:47
315964848,216063,50600,11.375,181,10,3,1980-01-06T03:00:48
315964849,215967,51660,11.375,187,10,3,1980-01-06T03:00:49
315964850,228687,52605,11.375,197,10,3,1980-01-06T03:00:50
315964851,216069,53596,11.375,207,10,3,1980-01-06T03:00:51
315964852,219044,54576,11.4375,213,10,3,1980-01-06T03:00:52
315964853,225959,55606,11.4375,223,10,3,1980-01-06T03:00:53
315964854,235955,56682,11.4375,233,10,3,1980-01-06T03:00:54
315964855,229196,57614,11.375,239,10,3,1980-01-06T03:00:55
315964856,226248,58606,11.4375,249,10,3,1980-01-06T03:00:56
315964857,229090,59683,11.4375,3,10,3,1980-01-06T03:00:57
315964858,225957,60603,11.4375,9,10,3,1980-01-06T03:00:58
315964859,228692,61603,11.4375,19,10,3,1980-01-06T03:00:59
315964860,228805,62603,11.4375,29,10,3,1980-01-06T03:01:00
315964861,236237,63630,11.4375,39,10,3,1980-01-06T03:01:01
315964862,236383,64671,11.4375,45,10,3,1980-01-06T03:01:02
