time_s,time_us,cookie,rssi_pkt,snr_pkt,rssi_signal,time_gregorian,log_timestamp,log_timestamp_gregorian
1633358624,384411,2136,-83,2,-85,2021-10-04T17:43:44,1633358624.388729,2021-10-04T17:43:44
1633358627,154834,2137,-68,11,-68,2021-10-04T17:43:47,1633358627.158979,2021-10-04T17:43:47
1633358627,754209,2138,-73,10,-74,2021-10-04T17:43:47,1633358627.758085,2021-10-04T17:43:47
1633358628,354614,2139,-76,7,-77,2021-10-04T17:43:48,1633358628.358534,2021-10-04T17:43:48
1633358628,944331,2140,-79,4,-81,2021-10-04T17:43:48,1633358628.947438,2021-10-04T17:43:48
1633358629,544353,2141,-73,9,-75,2021-10-04T17:43:49,1633358629.547972,2021-10-04T17:43:49
1633358630,124370,2142,-74,9,-74,2021-10-04T17:43:50,1633358630.127501,2021-10-04T17:43:50
1633358630,704134,2143,-68,11,-69,2021-10-04T17:43:50,1633358630.708611,2021-10-04T17:43:50
1633358633,475432,2144,-62,12,-62,2021-10-04T17:43:53,1633358633.478388,2021-10-04T17:43:53
1633358634,74358,2145,-58,12,-59,2021-10-04T17:43:54,1633358634.077826,2021-10-04T17:43:54
1633358634,664418,2146,-56,13,-57,2021-10-04T17:43:54,1633358634.667362,2021-10-04T17:43:54
1633358635,254369,2147,-57,13,-57,2021-10-04T17:43:55,1633358635.258366,2021-10-04T17:43:55
1633358635,854404,2148,-58,12,-59,2021-10-04T17:43:55,1633358635.857549,2021-10-04T17:43:55
1633358636,445319,2149,-62,11,-62,2021-10-04T17:43:56,1633358636.448487,2021-10-04T17:43:56
1633358637,34456,2150,-69,11,-70,2021-10-04T17:43:57,1633358637.037224,2021-10-04T17:43:57
1633358639,815035,2151,-67,12,-67,2021-10-04T17:43:59,1633358639.817895,2021-10-04T17:43:59
1633358640,405078,2152,-62,12,-62,2021-10-04T17:44:00,1633358640.409221,2021-10-04T17:44:00
1633358641,4494,2153,-67,12,-67,2021-10-04T17:44:01,1633358641.008454,2021-10-04T17:44:01
1633358641,594408,2154,-69,10,-69,2021-10-04T17:44:01,1633358641.598061,2021-10-04T17:44:01
1633358642,174641,2155,-70,11,-71,2021-10-04T17:44:02,1633358642.17819,2021-10-04T17:44:02
1633358642,764881,2156,-61,12,-62,2021-10-04T17:44:02,1633358642.767867,2021-10-04T17:44:02
1633358643,344179,2157,-60,13,-61,2021-10-04T17:44:03,1633358643.347245,2021-10-04T17:44:03
1633358646,125177,2158,-61,12,-61,2021-10-04T17:44:06,1633358646.127998,2021-10-04T17:44:06
1633358646,714367,2159,-76,8,-77,2021-10-04T17:44:06,1633358646.718648,2021-10-04T17:44:06
1633358647,314609,2160,-71,10,-72,2021-10-04T17:44:07,1633358647.318207,2021-10-04T17:44:07
1633358647,914596,2161,-69,11,-70,2021-10-04T17:44:07,1633358647.917969,2021-10-04T17:44:07
1633358648,514406,2162,-62,12,-62,2021-10-04T17:44:08,1633358648.517421,2021-10-04T17:44:08
1633358649,94434,2163,-58,12,-59,2021-10-04T17:44:09,1633358649.098196,2021-10-04T17:44:09
1633358649,674526,2164,-58,12,-59,2021-10-04T17:44:09,1633358649.677856,2021-10-04T17:44:09
1633358652,455039,2165,-64,11,-65,2021-10-04T17:44:12,1633358652.459898,2021-10-04T17:44:12
1633358653,34594,2166,-82,3,-83,2021-10-04T17:44:13,1633358653.038983,2021-10-04T17:44:13
1633358653,634603,2167,-65,11,-66,2021-10-04T17:44:13,1633358653.637681,2021-10-04T17:44:13
1633358654,224540,2168,-61,12,-62,2021-10-04T17:44:14,1633358654.227706,2021-10-04T17:44:14
1633358654,804851,2169,-63,11,-64,2021-10-04T17:44:14,1633358654.80798,2021-10-04T17:44:14
1633358655,384410,2170,-72,10,-72,2021-10-04T17:44:15,1633358655.387104,2021-10-04T17:44:15
1633358656,4401,2171,-63,11,-63,2021-10-04T17:44:16,1633358656.007565,2021-10-04T17:44:16
1633358658,805196,2172,-69,10,-70,2021-10-04T17:44:18,1633358658.808012,2021-10-04T17:44:18
1633358659,394246,2173,-67,12,-67,2021-10-04T17:44:19,1633358659.397325,2021-10-04T17:44:19
1633358659,994163,2174,-75,8,-76,2021-10-04T17:44:19,1633358659.997169,2021-10-04T17:44:19
1633358660,574455,2175,-76,8,-77,2021-10-04T17:44:20,1633358660.577152,2021-10-04T17:44:20
1633358661,164804,2176,-73,10,-74,2021-10-04T17:44:21,1633358661.174348,2021-10-04T17:44:21
1633358661,764436,2177,-71,10,-72,2021-10-04T17:44:21,1633358661.768126,2021-10-04T17:44:21
1633358662,355173,2178,-68,11,-68,2021-10-04T17:44:22,1633358662.358529,2021-10-04T17:44:22
1633358665,135302,2179,-76,8,-77,2021-10-04T17:44:25,1633358665.138655,2021-10-04T17:44:25
1633358665,754242,2180,-74,9,-74,2021-10-04T17:44:25,1633358665.7572,2021-10-04T17:44:25
1633358666,344490,2181,-74,9,-75,2021-10-04T17:44:26,1633358666.34851,2021-10-04T17:44:26
1633358666,934452,2182,-74,9,-75,2021-10-04T17:44:26,1633358666.937614,2021-10-04T17:44:26
1633358667,524465,2183,-81,5,-82,2021-10-04T17:44:27,1633358667.52757,2021-10-04T17:44:27
1633358668,104176,2184,-68,12,-68,2021-10-04T17:44:28,1633358668.108103,2021-10-04T17:44:28
1633358668,685809,2185,-63,12,-63,2021-10-04T17:44:28,1633358668.688536,2021-10-04T17:44:28
1633358671,505103,2186,-60,12,-61,2021-10-04T17:44:31,1633358671.508903,2021-10-04T17:44:31
1633358672,94203,2187,-64,12,-65,2021-10-04T17:44:32,1633358672.097295,2021-10-04T17:44:32
1633358672,704551,2188,-65,11,-66,2021-10-04T17:44:32,1633358672.707874,2021-10-04T17:44:32
1633358673,304142,2189,-65,11,-66,2021-10-04T17:44:33,1633358673.307461,2021-10-04T17:44:33
1633358673,884196,2190,-63,13,-64,2021-10-04T17:44:33,1633358673.887456,2021-10-04T17:44:33
1633358674,474474,2191,-60,12,-61,2021-10-04T17:44:34,1633358674.478159,2021-10-04T17:44:34
1633358675,54583,2192,-60,13,-60,2021-10-04T17:44:35,1633358675.057574,2021-10-04T17:44:35
1633358677,835101,2193,-67,12,-67,2021-10-04T17:44:37,1633358677.838941,2021-10-04T17:44:37
1633358678,424361,2194,-60,12,-61,2021-10-04T17:44:38,1633358678.427711,2021-10-04T17:44:38
1633358679,24141,2195,-68,11,-69,2021-10-04T17:44:39,1633358679.031564,2021-10-04T17:44:39
1633358679,605572,2196,-69,12,-70,2021-10-04T17:44:39,1633358679.609893,2021-10-04T17:44:39
1633358680,204576,2197,-62,12,-63,2021-10-04T17:44:40,1633358680.207714,2021-10-04T17:44:40
1633358680,795994,2198,-67,13,-68,2021-10-04T17:44:40,1633358680.799648,2021-10-04T17:44:40
1633358681,414434,2199,-66,11,-67,2021-10-04T17:44:41,1633358681.417532,2021-10-04T17:44:41
1633358684,205285,2200,-72,10,-73,2021-10-04T17:44:44,1633358684.208257,2021-10-04T17:44:44
1633358684,824563,2201,-62,11,-63,2021-10-04T17:44:44,1633358684.828574,2021-10-04T17:44:44
1633358685,424195,2202,-74,9,-75,2021-10-04T17:44:45,1633358685.428056,2021-10-04T17:44:45
1633358686,14225,2203,-66,11,-67,2021-10-04T17:44:46,1633358686.017808,2021-10-04T17:44:46
1633358686,615115,2204,-73,9,-75,2021-10-04T17:44:46,1633358686.618468,2021-10-04T17:44:46
1633358687,214395,2205,-71,10,-72,2021-10-04T17:44:47,1633358687.220681,2021-10-04T17:44:47
1633358687,794210,2206,-69,11,-69,2021-10-04T17:44:47,1633358687.801068,2021-10-04T17:44:47
1633358690,615102,2207,-74,9,-75,2021-10-04T17:44:50,1633358690.617902,2021-10-04T17:44:50
1633358691,194598,2208,-70,11,-70,2021-10-04T17:44:51,1633358691.198191,2021-10-04T17:44:51
1633358691,774773,2209,-69,11,-69,2021-10-04T17:44:51,1633358691.777956,2021-10-04T17:44:51
1633358692,354572,2210,-73,10,-74,2021-10-04T17:44:52,1633358692.35837,2021-10-04T17:44:52
1633358692,934462,2211,-64,13,-65,2021-10-04T17:44:52,1633358692.938127,2021-10-04T17:44:52
1633358693,524627,2212,-64,13,-64,2021-10-04T17:44:53,1633358693.528443,2021-10-04T17:44:53
1633358694,135537,2213,-70,12,-71,2021-10-04T17:44:54,1633358694.138952,2021-10-04T17:44:54
1633358696,954908,2214,-79,6,-80,2021-10-04T17:44:56,1633358696.957998,2021-10-04T17:44:56
1633358697,534196,2215,-67,13,-67,2021-10-04T17:44:57,1633358697.538603,2021-10-04T17:44:57
1633358698,124226,2216,-76,10,-76,2021-10-04T17:44:58,1633358698.128216,2021-10-04T17:44:58
1633358698,704240,2217,-71,11,-72,2021-10-04T17:44:58,1633358698.70869,2021-10-04T17:44:58
1633358699,294004,2218,-63,12,-64,2021-10-04T17:44:59,1633358699.297386,2021-10-04T17:44:59
1633358699,873991,2219,-61,13,-61,2021-10-04T17:44:59,1633358699.877818,2021-10-04T17:44:59
1633358700,474145,2220,-61,12,-62,2021-10-04T17:45:00,1633358700.47718,2021-10-04T17:45:00
1633358703,254856,2221,-58,13,-58,2021-10-04T17:45:03,1633358703.258692,2021-10-04T17:45:03
1633358703,854608,2222,-56,12,-57,2021-10-04T17:45:03,1633358703.857487,2021-10-04T17:45:03
1633358704,444454,2223,-56,12,-56,2021-10-04T17:45:04,1633358704.44718,2021-10-04T17:45:04
1633358705,35203,2224,-56,13,-57,2021-10-04T17:45:05,1633358705.039475,2021-10-04T17:45:05
1633358705,634147,2225,-63,13,-63,2021-10-04T17:45:05,1633358705.637372,2021-10-04T17:45:05
1633358706,224492,2226,-75,9,-76,2021-10-04T17:45:06,1633358706.227917,2021-10-04T17:45:06
1633358706,824212,2227,-62,11,-63,2021-10-04T17:45:06,1633358706.827785,2021-10-04T17:45:06
1633358709,604972,2228,-77,9,-78,2021-10-04T17:45:09,1633358709.609716,2021-10-04T17:45:09
1633358710,184512,2229,-62,12,-63,2021-10-04T17:45:10,1633358710.18764,2021-10-04T17:45:10
1633358710,774715,2230,-58,12,-59,2021-10-04T17:45:10,1633358710.777762,2021-10-04T17:45:10
1633358711,374665,2231,-59,12,-60,2021-10-04T17:45:11,1633358711.378148,2021-10-04T17:45:11
1633358711,954285,2232,-56,13,-57,2021-10-04T17:45:11,1633358711.960782,2021-10-04T17:45:11
1633358712,554571,2233,-60,13,-61,2021-10-04T17:45:12,1633358712.560735,2021-10-04T17:45:12
1633358713,144760,2234,-60,12,-61,2021-10-04T17:45:13,1633358713.15076,2021-10-04T17:45:13
1633358715,965368,2235,-60,11,-61,2021-10-04T17:45:15,1633358715.968586,2021-10-04T17:45:15
1633358716,545310,2236,-70,12,-71,2021-10-04T17:45:16,1633358716.548357,2021-10-04T17:45:16
1633358717,136199,2237,-74,9,-75,2021-10-04T17:45:17,1633358717.139605,2021-10-04T17:45:17
1633358717,744665,2238,-71,11,-71,2021-10-04T17:45:17,1633358717.748368,2021-10-04T17:45:17
1633358718,334774,2239,-60,11,-60,2021-10-04T17:45:18,1633358718.338004,2021-10-04T17:45:18
1633358718,934631,2240,-60,13,-60,2021-10-04T17:45:18,1633358718.937606,2021-10-04T17:45:18
1633358719,514238,2241,-63,13,-63,2021-10-04T17:45:19,1633358719.518115,2021-10-04T17:45:19
1633358722,305380,2242,-56,12,-57,2021-10-04T17:45:22,1633358722.307951,2021-10-04T17:45:22
1633358722,884415,2243,-59,12,-59,2021-10-04T17:45:22,1633358722.887375,2021-10-04T17:45:22
1633358723,464477,2244,-60,14,-60,2021-10-04T17:45:23,1633358723.4677,2021-10-04T17:45:23
1633358724,54455,2245,-78,8,-78,2021-10-04T17:45:24,1633358724.058048,2021-10-04T17:45:24
1633358724,654271,2246,-68,11,-69,2021-10-04T17:45:24,1633358724.657681,2021-10-04T17:45:24
1633358725,234485,2247,-84,3,-87,2021-10-04T17:45:25,1633358725.237787,2021-10-04T17:45:25
1633358725,844642,2248,-66,11,-66,2021-10-04T17:45:25,1633358725.847992,2021-10-04T17:45:25
1633358728,645419,2249,-69,13,-69,2021-10-04T17:45:28,1633358728.64858,2021-10-04T17:45:28
1633358729,244201,2250,-64,13,-64,2021-10-04T17:45:29,1633358729.247284,2021-10-04T17:45:29
1633358729,824295,2251,-56,12,-57,2021-10-04T17:45:29,1633358729.827487,2021-10-04T17:45:29
1633358730,404451,2252,-62,12,-63,2021-10-04T17:45:30,1633358730.408396,2021-10-04T17:45:30
1633358730,984259,2253,-56,12,-57,2021-10-04T17:45:30,1633358730.98761,2021-10-04T17:45:30
1633358731,574221,2254,-64,12,-64,2021-10-04T17:45:31,1633358731.577965,2021-10-04T17:45:31
1633358732,164251,2255,-57,12,-58,2021-10-04T17:45:32,1633358732.167278,2021-10-04T17:45:32
1633358734,945034,2256,-61,13,-61,2021-10-04T17:45:34,1633358734.948251,2021-10-04T17:45:34
1633358735,535489,2257,-65,12,-65,2021-10-04T17:45:35,1633358735.539737,2021-10-04T17:45:35
1633358736,144228,2258,-65,11,-65,2021-10-04T17:45:36,1633358736.147923,2021-10-04T17:45:36
1633358736,734234,2259,-74,10,-74,2021-10-04T17:45:36,1633358736.737929,2021-10-04T17:45:36
1633358737,334461,2260,-68,11,-68,2021-10-04T17:45:37,1633358737.337239,2021-10-04T17:45:37
1633358737,934475,2261,-66,11,-66,2021-10-04T17:45:37,1633358737.937269,2021-10-04T17:45:37
1633358738,534548,2262,-62,12,-62,2021-10-04T17:45:38,1633358738.538079,2021-10-04T17:45:38
1633358741,315534,2263,-60,12,-61,2021-10-04T17:45:41,1633358741.318855,2021-10-04T17:45:41
1633358741,924459,2264,-57,12,-58,2021-10-04T17:45:41,1633358741.928128,2021-10-04T17:45:41
1633358742,504435,2265,-57,13,-58,2021-10-04T17:45:42,1633358742.508605,2021-10-04T17:45:42
1633358743,84506,2266,-60,13,-61,2021-10-04T17:45:43,1633358743.08867,2021-10-04T17:45:43
1633358743,664515,2267,-67,10,-68,2021-10-04T17:45:43,1633358743.668354,2021-10-04T17:45:43
1633358744,254584,2268,-63,12,-64,2021-10-04T17:45:44,1633358744.257793,2021-10-04T17:45:44
1633358744,834323,2269,-66,12,-67,2021-10-04T17:45:44,1633358744.837486,2021-10-04T17:45:44
1633358747,625405,2270,-61,11,-62,2021-10-04T17:45:47,1633358747.628747,2021-10-04T17:45:47
1633358748,234320,2271,-66,11,-66,2021-10-04T17:45:48,1633358748.238078,2021-10-04T17:45:48
1633358748,824276,2272,-70,12,-70,2021-10-04T17:45:48,1633358748.828231,2021-10-04T17:45:48
1633358749,404526,2273,-67,12,-68,2021-10-04T17:45:49,1633358749.407444,2021-10-04T17:45:49
1633358749,984318,2274,-59,12,-60,2021-10-04T17:45:49,1633358749.988415,2021-10-04T17:45:49
1633358750,574992,2275,-56,12,-57,2021-10-04T17:45:50,1633358750.578062,2021-10-04T17:45:50
1633358751,164967,2276,-57,12,-58,2021-10-04T17:45:51,1633358751.167749,2021-10-04T17:45:51
1633358753,965402,2277,-63,13,-63,2021-10-04T17:45:53,1633358753.968163,2021-10-04T17:45:53
1633358754,555068,2278,-66,11,-66,2021-10-04T17:45:54,1633358754.558643,2021-10-04T17:45:54
1633358755,154574,2279,-67,12,-68,2021-10-04T17:45:55,1633358755.158116,2021-10-04T17:45:55
1633358755,744856,2280,-79,5,-80,2021-10-04T17:45:55,1633358755.748276,2021-10-04T17:45:55
1633358756,374576,2281,-64,13,-64,2021-10-04T17:45:56,1633358756.3791,2021-10-04T17:45:56
1633358756,964573,2282,-61,12,-62,2021-10-04T17:45:56,1633358756.967456,2021-10-04T17:45:56
1633358757,554321,2283,-63,12,-64,2021-10-04T17:45:57,1633358757.558631,2021-10-04T17:45:57
1633358760,345485,2284,-58,12,-59,2021-10-04T17:46:00,1633358760.348088,2021-10-04T17:46:00
1633358760,924571,2285,-72,11,-72,2021-10-04T17:46:00,1633358760.927603,2021-10-04T17:46:00
1633358761,504582,2286,-68,11,-69,2021-10-04T17:46:01,1633358761.507551,2021-10-04T17:46:01
1633358762,104778,2287,-71,10,-72,2021-10-04T17:46:02,1633358762.108201,2021-10-04T17:46:02
1633358762,694627,2288,-70,11,-71,2021-10-04T17:46:02,1633358762.69739,2021-10-04T17:46:02
1633358763,274571,2289,-69,11,-70,2021-10-04T17:46:03,1633358763.277585,2021-10-04T17:46:03
1633358763,874388,2290,-72,10,-73,2021-10-04T17:46:03,1633358763.877893,2021-10-04T17:46:03
1633358766,675005,2291,-68,10,-68,2021-10-04T17:46:06,1633358766.678003,2021-10-04T17:46:06
1633358767,254299,2292,-71,10,-72,2021-10-04T17:46:07,1633358767.257373,2021-10-04T17:46:07
1633358767,834261,2293,-61,12,-62,2021-10-04T17:46:07,1633358767.83844,2021-10-04T17:46:07
1633358768,444315,2294,-57,13,-58,2021-10-04T17:46:08,1633358768.448385,2021-10-04T17:46:08
1633358769,24328,2295,-65,12,-66,2021-10-04T17:46:09,1633358769.028351,2021-10-04T17:46:09
1633358769,604323,2296,-67,12,-67,2021-10-04T17:46:09,1633358769.60863,2021-10-04T17:46:09
1633358770,184337,2297,-64,12,-65,2021-10-04T17:46:10,1633358770.188709,2021-10-04T17:46:10
1633358774,875021,2298,-77,9,-77,2021-10-04T17:46:14,1633358774.879333,2021-10-04T17:46:14
1633358775,464059,2299,-74,9,-75,2021-10-04T17:46:15,1633358775.467331,2021-10-04T17:46:15
1633358776,84007,2300,-65,11,-66,2021-10-04T17:46:16,1633358776.087289,2021-10-04T17:46:16
1633358776,664379,2301,-64,13,-64,2021-10-04T17:46:16,1633358776.668977,2021-10-04T17:46:16
1633358777,243919,2302,-63,13,-64,2021-10-04T17:46:17,1633358777.248296,2021-10-04T17:46:17
1633358777,824145,2303,-63,11,-63,2021-10-04T17:46:17,1633358777.8268,2021-10-04T17:46:17
1633358778,404510,2304,-63,12,-64,2021-10-04T17:46:18,1633358778.407593,2021-10-04T17:46:18
1633358781,224586,2305,-70,11,-70,2021-10-04T17:46:21,1633358781.227715,2021-10-04T17:46:21
1633358781,803832,2306,-69,10,-70,2021-10-04T17:46:21,1633358781.807333,2021-10-04T17:46:21
1633358782,383634,2307,-74,9,-75,2021-10-04T17:46:22,1633358782.387495,2021-10-04T17:46:22
1633358782,993727,2308,-68,11,-68,2021-10-04T17:46:22,1633358782.997178,2021-10-04T17:46:22
1633358783,613730,2309,-70,11,-70,2021-10-04T17:46:23,1633358783.61766,2021-10-04T17:46:23
1633358784,213694,2310,-72,10,-73,2021-10-04T17:46:24,1633358784.21665,2021-10-04T17:46:24
1633358784,813702,2311,-75,9,-75,2021-10-04T17:46:24,1633358784.817497,2021-10-04T17:46:24
1633358787,593953,2312,-73,10,-74,2021-10-04T17:46:27,1633358787.597234,2021-10-04T17:46:27
1633358788,173328,2313,-66,11,-67,2021-10-04T17:46:28,1633358788.176668,2021-10-04T17:46:28
1633358788,763233,2314,-78,8,-79,2021-10-04T17:46:28,1633358788.766864,2021-10-04T17:46:28
1633358789,344719,2315,-77,8,-78,2021-10-04T17:46:29,1633358789.347563,2021-10-04T17:46:29
1633358789,943166,2316,-71,11,-71,2021-10-04T17:46:29,1633358789.946897,2021-10-04T17:46:29
1633358790,533148,2317,-64,13,-64,2021-10-04T17:46:30,1633358790.536567,2021-10-04T17:46:30
1633358791,123024,2318,-66,11,-67,2021-10-04T17:46:31,1633358791.129398,2021-10-04T17:46:31
1633358793,953967,2319,-71,10,-72,2021-10-04T17:46:33,1633358793.957895,2021-10-04T17:46:33
1633358794,533041,2320,-68,11,-69,2021-10-04T17:46:34,1633358794.537595,2021-10-04T17:46:34
1633358795,113159,2321,-63,12,-63,2021-10-04T17:46:35,1633358795.116111,2021-10-04T17:46:35
1633358795,703015,2322,-82,2,-84,2021-10-04T17:46:35,1633358795.706588,2021-10-04T17:46:35
1633358796,312963,2323,-69,10,-69,2021-10-04T17:46:36,1633358796.316318,2021-10-04T17:46:36
1633358796,892847,2324,-78,6,-79,2021-10-04T17:46:36,1633358796.896792,2021-10-04T17:46:36
1633358797,473025,2325,-76,8,-77,2021-10-04T17:46:37,1633358797.476484,2021-10-04T17:46:37
1633358800,293400,2326,-62,12,-63,2021-10-04T17:46:40,1633358800.298299,2021-10-04T17:46:40
1633358800,884339,2327,-70,12,-71,2021-10-04T17:46:40,1633358800.888514,2021-10-04T17:46:40
1633358801,463346,2328,-66,11,-67,2021-10-04T17:46:41,1633358801.466314,2021-10-04T17:46:41
1633358802,53771,2329,-64,12,-65,2021-10-04T17:46:42,1633358802.057827,2021-10-04T17:46:42
1633358802,632539,2330,-72,10,-72,2021-10-04T17:46:42,1633358802.635307,2021-10-04T17:46:42
1633358803,212336,2331,-69,10,-70,2021-10-04T17:46:43,1633358803.216075,2021-10-04T17:46:43
1633358803,812510,2332,-69,11,-70,2021-10-04T17:46:43,1633358803.815769,2021-10-04T17:46:43
1633358806,613146,2333,-62,11,-63,2021-10-04T17:46:46,1633358806.616223,2021-10-04T17:46:46
1633358807,212319,2334,-58,12,-59,2021-10-04T17:46:47,1633358807.215034,2021-10-04T17:46:47
1633358807,812296,2335,-57,13,-57,2021-10-04T17:46:47,1633358807.815253,2021-10-04T17:46:47
1633358808,412552,2336,-57,13,-58,2021-10-04T17:46:48,1633358808.41648,2021-10-04T17:46:48
1633358809,2097,2337,-57,14,-57,2021-10-04T17:46:49,1633358809.005317,2021-10-04T17:46:49
1633358809,582008,2338,-60,12,-61,2021-10-04T17:46:49,1633358809.585099,2021-10-04T17:46:49
1633358810,181890,2339,-68,11,-68,2021-10-04T17:46:50,1633358810.18488,2021-10-04T17:46:50
1633358812,992378,2340,-71,11,-71,2021-10-04T17:46:52,1633358812.996099,2021-10-04T17:46:52
1633358813,571807,2341,-75,10,-76,2021-10-04T17:46:53,1633358813.575077,2021-10-04T17:46:53
1633358814,151629,2342,-65,11,-66,2021-10-04T17:46:54,1633358814.156816,2021-10-04T17:46:54
1633358814,751595,2343,-64,13,-64,2021-10-04T17:46:54,1633358814.754609,2021-10-04T17:46:54
1633358815,331559,2344,-73,10,-74,2021-10-04T17:46:55,1633358815.334769,2021-10-04T17:46:55
1633358815,931929,2345,-58,13,-59,2021-10-04T17:46:55,1633358815.934716,2021-10-04T17:46:55
1633358816,521777,2346,-87,-7,-94,2021-10-04T17:46:56,1633358816.524739,2021-10-04T17:46:56
1633358819,322067,2347,-59,11,-60,2021-10-04T17:46:59,1633358819.325088,2021-10-04T17:46:59
1633358819,901529,2348,-57,13,-57,2021-10-04T17:46:59,1633358819.904736,2021-10-04T17:46:59
1633358820,481515,2349,-60,14,-60,2021-10-04T17:47:00,1633358820.484869,2021-10-04T17:47:00
1633358821,91550,2350,-63,11,-64,2021-10-04T17:47:01,1633358821.094649,2021-10-04T17:47:01
1633358821,671482,2351,-68,11,-69,2021-10-04T17:47:01,1633358821.674083,2021-10-04T17:47:01
1633358822,272032,2352,-73,11,-74,2021-10-04T17:47:02,1633358822.274918,2021-10-04T17:47:02
1633358822,851316,2353,-72,10,-72,2021-10-04T17:47:02,1633358822.854165,2021-10-04T17:47:02
1633358825,642216,2354,-74,9,-74,2021-10-04T17:47:05,1633358825.646075,2021-10-04T17:47:05
1633358826,241177,2355,-78,7,-79,2021-10-04T17:47:06,1633358826.244594,2021-10-04T17:47:06
1633358826,831513,2356,-80,4,-82,2021-10-04T17:47:06,1633358826.834433,2021-10-04T17:47:06
1633358827,410925,2357,-71,10,-72,2021-10-04T17:47:07,1633358827.415092,2021-10-04T17:47:07
1633358827,990826,2358,-68,11,-69,2021-10-04T17:47:07,1633358827.994076,2021-10-04T17:47:07
1633358828,601024,2359,-61,13,-61,2021-10-04T17:47:08,1633358828.604113,2021-10-04T17:47:08
1633358829,191008,2360,-61,12,-62,2021-10-04T17:47:09,1633358829.193999,2021-10-04T17:47:09
1633358832,31650,2361,-67,11,-68,2021-10-04T17:47:12,1633358832.035161,2021-10-04T17:47:12
1633358832,610781,2362,-67,13,-67,2021-10-04T17:47:12,1633358832.613742,2021-10-04T17:47:12
1633358833,201647,2363,-77,8,-77,2021-10-04T17:47:13,1633358833.204277,2021-10-04T17:47:13
1633358833,780757,2364,-71,11,-71,2021-10-04T17:47:13,1633358833.784198,2021-10-04T17:47:13
1633358834,370824,2365,-70,11,-70,2021-10-04T17:47:14,1633358834.374716,2021-10-04T17:47:14
1633358834,950638,2366,-78,8,-79,2021-10-04T17:47:14,1633358834.953921,2021-10-04T17:47:14
1633358835,550947,2367,-71,10,-72,2021-10-04T17:47:15,1633358835.553821,2021-10-04T17:47:15
1633358838,341255,2368,-63,11,-63,2021-10-04T17:47:18,1633358838.344012,2021-10-04T17:47:18
1633358838,940782,2369,-62,12,-62,2021-10-04T17:47:18,1633358838.943861,2021-10-04T17:47:18
1633358839,550104,2370,-60,12,-60,2021-10-04T17:47:19,1633358839.553077,2021-10-04T17:47:19
1633358840,140067,2371,-61,10,-61,2021-10-04T17:47:20,1633358840.143109,2021-10-04T17:47:20
1633358840,760093,2372,-63,13,-63,2021-10-04T17:47:20,1633358840.76531,2021-10-04T17:47:20
1633358841,340250,2373,-70,11,-71,2021-10-04T17:47:21,1633358841.343492,2021-10-04T17:47:21
1633358841,919990,2374,-72,11,-73,2021-10-04T17:47:21,1633358841.923149,2021-10-04T17:47:21
1633358844,700490,2375,-61,13,-62,2021-10-04T17:47:24,1633358844.70402,2021-10-04T17:47:24
1633358845,290787,2376,-68,11,-69,2021-10-04T17:47:25,1633358845.294249,2021-10-04T17:47:25
1633358845,870008,2377,-89,-9,-96,2021-10-04T17:47:25,1633358845.87329,2021-10-04T17:47:25
1633358846,470008,2378,-62,12,-63,2021-10-04T17:47:26,1633358846.473464,2021-10-04T17:47:26
1633358847,49934,2379,-63,11,-63,2021-10-04T17:47:27,1633358847.053411,2021-10-04T17:47:27
1633358847,630158,2380,-70,11,-71,2021-10-04T17:47:27,1633358847.632895,2021-10-04T17:47:27
1633358848,220018,2381,-83,1,-86,2021-10-04T17:47:28,1633358848.222861,2021-10-04T17:47:28
1633358851,60190,2382,-76,9,-77,2021-10-04T17:47:31,1633358851.063328,2021-10-04T17:47:31
1633358851,639500,2383,-74,9,-75,2021-10-04T17:47:31,1633358851.642456,2021-10-04T17:47:31
1633358852,229605,2384,-73,10,-74,2021-10-04T17:47:32,1633358852.232569,2021-10-04T17:47:32
1633358852,809415,2385,-68,11,-69,2021-10-04T17:47:32,1633358852.81311,2021-10-04T17:47:32
1633358853,389444,2386,-63,12,-63,2021-10-04T17:47:33,1633358853.39255,2021-10-04T17:47:33
1633358853,969296,2387,-61,13,-62,2021-10-04T17:47:33,1633358853.973193,2021-10-04T17:47:33
1633358854,559295,2388,-62,12,-63,2021-10-04T17:47:34,1633358854.563041,2021-10-04T17:47:34
1633358857,360152,2389,-61,11,-61,2021-10-04T17:47:37,1633358857.363553,2021-10-04T17:47:37
1633358857,949634,2390,-70,11,-70,2021-10-04T17:47:37,1633358857.952681,2021-10-04T17:47:37
1633358858,529352,2391,-80,5,-82,2021-10-04T17:47:38,1633358858.532725,2021-10-04T17:47:38
1633358859,119287,2392,-77,8,-77,2021-10-04T17:47:39,1633358859.122711,2021-10-04T17:47:39
1633358859,709349,2393,-73,10,-73,2021-10-04T17:47:39,1633358859.712332,2021-10-04T17:47:39
1633358860,298936,2394,-69,10,-70,2021-10-04T17:47:40,1633358860.301948,2021-10-04T17:47:40
1633358860,889154,2395,-80,5,-81,2021-10-04T17:47:40,1633358860.893023,2021-10-04T17:47:40
1633358863,729879,2396,-59,12,-60,2021-10-04T17:47:43,1633358863.732798,2021-10-04T17:47:43
1633358864,309021,2397,-82,3,-84,2021-10-04T17:47:44,1633358864.312839,2021-10-04T17:47:44
