time_us,snr,rssi_bytes,time_s,crc_bytes,cookie,log_timestamp,log_timestamp_gregorian,frame_no,tap_bytes,time_gregorian
8354444,10,0a00c890e0,1633358469,5be7,1060,1633358469.837436,2021-10-04T17:41:09,1590,00000000000000000000000000,1633358477.354444
5871684,12,0c00c890e0,1633358482,c6f3,1061,1633358482.589229,2021-10-04T17:41:22,1604,00000000000000000000000000,1633358487.871684
2039513,15,0f00c890e0,1633358491,abd2,1062,1633358491.206442,2021-10-04T17:41:31,1615,00000000000000000000000000,1633358493.039513
6263659,9,0900c890e0,1633358494,a53a,1063,1633358494.628592,2021-10-04T17:41:34,1617,00000000000000000000000000,1633358500.263659
8033890,3,0300489460,1633358501,0000,1064,1633358501.805517,2021-10-04T17:41:41,1626,00000000000000000000000000,1633358509.03389
7083735,13,0d00c890e0,1633358502,7442,1065,1633358502.71029,2021-10-04T17:41:42,1627,00000000000000000000000000,1633358509.083735
2719032,13,0d00c890e0,1633358503,d9e5,1066,1633358503.273955,2021-10-04T17:41:43,1628,00000000000000000000000000,1633358505.719032
8828456,11,0b00c890e0,1633358503,1472,1067,1633358503.884952,2021-10-04T17:41:43,1629,00000000000000000000000000,1633358511.828456
5752532,12,0c00c895e0,1633358513,91a6,1068,1633358513.577368,2021-10-04T17:41:53,1638,00000000000000000000000000,1633358518.752532
1196925,11,0b00c890e0,1633358514,a7c4,1069,1633358514.121644,2021-10-04T17:41:54,1639,00000000000000000000000000,1633358515.196925
7558596,10,0a00c890e0,1633358514,2b69,1070,1633358514.757769,2021-10-04T17:41:54,1640,00000000000000000000000000,1633358521.558596
698449,13,0d00c890e0,1633358540,a936,1071,1633358540.071729,2021-10-04T17:42:20,1668,00000000000000000000000000,1633358540.698449
7177917,12,0c00c890e0,1633358540,d4cc,1072,1633358540.720057,2021-10-04T17:42:20,1669,00000000000000000000000000,1633358547.177917
2650022,13,0d00c890e0,1633358541,6ba4,1073,1633358541.267188,2021-10-04T17:42:21,1670,00000000000000000000000000,1633358543.650022
4912586,2,0200c890e0,1633358561,ad63,1074,1633358561.493093,2021-10-04T17:42:41,1693,00000000000000000000000000,1633358565.912586
1078927,12,0c00c890e0,1633358566,3a76,1075,1633358566.109847,2021-10-04T17:42:46,1697,00000000000000000000000000,1633358567.078927
6708984,11,0b00c890e0,1633358566,64ef,1076,1633358566.673177,2021-10-04T17:42:46,1698,00000000000000000000000000,1633358572.708984
2140765,2,0200c890e0,1633358567,10bb,1077,1633358567.216223,2021-10-04T17:42:47,1699,00000000000000000000000000,1633358569.140765
4103801,5,0500c40f90,1633358577,c3c0,1078,1633358577.412396,2021-10-04T17:42:57,4036,00000000000000000000000000,1633358581.103801
8930816,15,0f00c890e0,1633358712,6495,1079,1633358712.895292,2021-10-04T17:45:12,1860,00000000000000000000000000,1633358720.930816
9038527,2,0200c890e0,1633358719,cc32,1080,1633358719.905883,2021-10-04T17:45:19,1868,00000000000000000000000000,1633358728.038527
4162399,15,0f00c890e0,1633358743,d05c,1081,1633358743.418111,2021-10-04T17:45:43,1893,00000000000000000000000000,1633358747.162399
4718558,1,0100cd0740,1633358760,4b0b,1082,1633358760.473737,2021-10-04T17:46:00,1997,00000000000000000000000000,1633358764.718558
3782737,26,1a00c890e0,1633358772,c569,1083,1633358772.380156,2021-10-04T17:46:12,3069,00000000000000000000000000,1633358775.782737
7883565,18,1200c890e0,1633358808,1a9a,1084,1633358808.790508,2021-10-04T17:46:48,1963,00000000000000000000000000,1633358815.883565
986833,18,12005890e0,1633358809,f3f0,1085,1633358809.101164,2021-10-04T17:46:49,677,00000000000000000000000000,1633358809.986833
5128903,5,0500c890c0,1633358810,e338,1086,1633358810.515803,2021-10-04T17:46:50,59310,00000000000000000000000000,1633358815.128903
6910779,2,0200f840a0,1633358871,efe0,1087,1633358871.693121,2021-10-04T17:47:51,2033,00000000000000000000000000,1633358877.910779
4587266,4,0400c893e0,1633358936,6e01,1088,1633358936.460748,2021-10-04T17:48:56,1080,00000000000000000000000000,1633358940.587266
1193163,1,0100c890e0,1633358963,4bc7,1089,1633358963.121267,2021-10-04T17:49:23,214,00000000000000000000000000,1633358964.193163
3230645,7,0700c890e0,1633358971,941a,1090,1633358971.325007,2021-10-04T17:49:31,3069,00000000000000000000000000,1633358974.230645
6491110,2,0200c890e0,1633358988,d704,1091,1633358988.651168,2021-10-04T17:49:48,33007,00000000000000000000000000,1633358994.49111
456266,0,0000cc07f0,1633358989,7d43,1092,1633358989.047607,2021-10-04T17:49:49,1996,00000000000000000000000000,1633358989.456266
4557061,1,0100c890e0,1633358990,e2b7,1093,1633358990.459036,2021-10-04T17:49:50,43602,00000000000000000000000000,1633358994.557061
5670528,2,0200c890e0,1633359068,c50f,1094,1633359068.569021,2021-10-04T17:51:08,3069,00000000000000000000000000,1633359073.670528
3861155,0,0000849a90,1633359072,7330,1095,1633359072.388166,2021-10-04T17:51:12,33045,00000000000000000000000000,1633359075.861155
7604477,25,1900c890e0,1633359106,dcb6,1096,1633359106.762304,2021-10-04T17:51:46,3069,00000000000000000000000000,1633359113.604477
2783112,14,0e00c890e0,1633359140,4d2e,1097,1633359140.280296,2021-10-04T17:52:20,3069,00000000000000000000000000,1633359142.783112
7301383,1,0100c890e0,1633359158,41b4,1098,1633359158.732136,2021-10-04T17:52:38,14615,00000000000000000000000000,1633359165.301383
8597881,3,03009c90e0,1633359215,12e3,1099,1633359215.861704,2021-10-04T17:53:35,2402,00000000000000000000000000,1633359223.597881
3478708,9,0900c490a0,1633359276,3a48,1100,1633359276.349868,2021-10-04T17:54:36,1845,00000000000000000000000000,1633359279.478708
7856144,1,0100c40720,1633359291,5a89,1101,1633359291.787545,2021-10-04T17:54:51,1988,00000000000000000000000000,1633359298.856144
2928678,16,10004c87c0,1633359303,be55,1102,1633359303.294893,2021-10-04T17:55:03,20817,00000000000000000000000000,1633359305.928678
5042827,3,0300c890e0,1633359348,5251,1103,1633359348.506685,2021-10-04T17:55:48,2552,00000000000000000000000000,1633359353.042827
4268023,6,0600c190e0,1633359405,5297,1104,1633359405.428678,2021-10-04T17:56:45,2619,00000000000000000000000000,1633359409.268023
4155645,5,0500c890e0,1633359416,76f1,1105,1633359416.417418,2021-10-04T17:56:56,2626,00000000000000000000000000,1633359420.155645
1143438,0,0000c190e0,1633359429,00b4,1106,1633359429.116553,2021-10-04T17:57:09,2640,00000000000000000000000000,1633359430.143438
5299553,1,0100c890e0,1633359435,7ada,1107,1633359435.53193,2021-10-04T17:57:15,2743,00000000000000000000000000,1633359440.299553
3397855,5,0500889ee0,1633359442,12ad,1108,1633359442.341937,2021-10-04T17:57:22,2643,00000000000000000000000000,1633359445.397855
3633584,3,0300c890e0,1633359539,6030,1109,1633359539.365214,2021-10-04T17:58:59,2699,00000000000000000000000000,1633359542.633584
1654050,14,0e00c890e0,1633359582,009b,1110,1633359582.167496,2021-10-04T17:59:42,19193,00000000000000000000000000,1633359583.65405
4771871,1,01004c5f80,1633359658,5811,1111,1633359658.479373,2021-10-04T18:00:58,4497,00000000000000000000000000,1633359662.771871
3830776,5,05009c52d0,1633359672,f6f6,1112,1633359672.385591,2021-10-04T18:01:12,45456,00000000000000000000000000,1633359675.830776
1330101,2,0200cb8ae0,1633359677,f6fd,1113,1633359677.135014,2021-10-04T18:01:17,2,00000000000000000000000000,1633359678.330101
5205276,1,0100cb96d0,1633359702,7a3a,1114,1633359702.52265,2021-10-04T18:01:42,1022,00000000000000000000000000,1633359707.205276
9881381,2,0200c890e0,1633359709,5d7f,1115,1633359709.990123,2021-10-04T18:01:49,51863,00000000000000000000000000,1633359718.881381
5625417,2,02001c8030,1633359732,eab0,1116,1633359732.5644,2021-10-04T18:02:12,60315,00000000000000000000000000,1633359737.625417
7633471,3,0300cc47c0,1633359758,12ed,1117,1633359758.765292,2021-10-04T18:02:38,8397,00000000000000000000000000,1633359765.633471
7658071,6,06005a95e0,1633359766,07ca,1118,1633359766.767846,2021-10-04T18:02:46,3023,00000000000000000000000000,1633359773.658071
5446257,2,0200cb73d0,1633359854,1d60,1119,1633359854.546607,2021-10-04T18:04:14,15462,00000000000000000000000000,1633359859.446257
7448704,14,0e00c890e0,1633359924,df91,1120,1633359924.747143,2021-10-04T18:05:24,3188,00000000000000000000000000,1633359931.448704
6332805,6,0600c49700,1633359949,1435,1121,1633359949.636861,2021-10-04T18:05:49,4719,00000000000000000000000000,1633359955.332805
6808588,2,0200d890e0,1633359954,2d1c,1122,1633359954.682945,2021-10-04T18:05:54,28317,00000000000000000000000000,1633359960.808588
