time_s,time_us,checksum_valid,cookie,frame_no,rssi_pkt,snr_pkt,rssi_signal,time_gregorian,log_timestamp,log_timestamp_gregorian
1633357785,125324,True,1217,834,-62,12,-63,2021-10-04T17:29:45,1633357785.126979,2021-10-04T17:29:45
1633357785,705254,True,1218,835,-62,11,-62,2021-10-04T17:29:45,1633357785.70733,2021-10-04T17:29:45
1633357786,285212,True,1219,836,-54,13,-54,2021-10-04T17:29:46,1633357786.287431,2021-10-04T17:29:46
1633357786,885752,True,1220,837,-52,12,-53,2021-10-04T17:29:46,1633357786.887593,2021-10-04T17:29:46
1633357787,475431,True,1221,838,-53,13,-53,2021-10-04T17:29:47,1633357787.47947,2021-10-04T17:29:47
1633357788,65169,True,1222,839,-53,12,-54,2021-10-04T17:29:48,1633357788.067181,2021-10-04T17:29:48
1633357790,765552,True,1223,840,-56,12,-56,2021-10-04T17:29:50,1633357790.767462,2021-10-04T17:29:50
1633357791,356207,True,1224,841,-55,12,-56,2021-10-04T17:29:51,1633357791.357809,2021-10-04T17:29:51
1633357791,955200,True,1225,842,-53,13,-54,2021-10-04T17:29:51,1633357791.95687,2021-10-04T17:29:51
1633357792,535258,True,1226,843,-53,12,-53,2021-10-04T17:29:52,1633357792.537159,2021-10-04T17:29:52
1633357793,145229,True,1227,844,-53,12,-54,2021-10-04T17:29:53,1633357793.146977,2021-10-04T17:29:53
1633357793,755242,True,1228,845,-54,14,-54,2021-10-04T17:29:53,1633357793.757227,2021-10-04T17:29:53
1633357794,335211,True,1229,846,-55,12,-56,2021-10-04T17:29:54,1633357794.336891,2021-10-04T17:29:54
1633357797,45322,True,1230,847,-52,13,-53,2021-10-04T17:29:57,1633357797.046947,2021-10-04T17:29:57
1633357797,625897,True,1231,848,-53,13,-54,2021-10-04T17:29:57,1633357797.627512,2021-10-04T17:29:57
1633357798,215201,True,1232,849,-54,12,-55,2021-10-04T17:29:58,1633357798.217962,2021-10-04T17:29:58
1633357798,795231,True,1233,850,-55,12,-56,2021-10-04T17:29:58,1633357798.799092,2021-10-04T17:29:58
1633357799,375430,True,1234,851,-56,11,-56,2021-10-04T17:29:59,1633357799.378992,2021-10-04T17:29:59
1633357799,965129,True,1235,852,-53,12,-54,2021-10-04T17:29:59,1633357799.968561,2021-10-04T17:29:59
1633357800,585163,True,1236,853,-52,13,-53,2021-10-04T17:30:00,1633357800.58847,2021-10-04T17:30:00
1633357803,285513,True,1237,854,-52,12,-53,2021-10-04T17:30:03,1633357803.289031,2021-10-04T17:30:03
1633357803,875210,True,1238,855,-55,12,-56,2021-10-04T17:30:03,1633357803.8789,2021-10-04T17:30:03
1633357804,455227,True,1239,856,-55,12,-55,2021-10-04T17:30:04,1633357804.459132,2021-10-04T17:30:04
1633357805,55202,True,1240,857,-53,13,-54,2021-10-04T17:30:05,1633357805.058731,2021-10-04T17:30:05
1633357805,655233,True,1241,858,-52,13,-53,2021-10-04T17:30:05,1633357805.658531,2021-10-04T17:30:05
1633357806,235217,True,1242,859,-52,13,-52,2021-10-04T17:30:06,1633357806.238818,2021-10-04T17:30:06
1633357806,825287,True,1243,860,-54,13,-54,2021-10-04T17:30:06,1633357806.827084,2021-10-04T17:30:06
1633357810,95219,True,1244,862,-54,13,-55,2021-10-04T17:30:10,1633357810.096887,2021-10-04T17:30:10
1633357810,685608,True,1245,863,-52,12,-53,2021-10-04T17:30:10,1633357810.687194,2021-10-04T17:30:10
1633357811,265926,True,1246,864,-53,12,-53,2021-10-04T17:30:11,1633357811.268579,2021-10-04T17:30:11
1633357811,865266,True,1247,865,-52,12,-52,2021-10-04T17:30:11,1633357811.867022,2021-10-04T17:30:11
1633357812,485226,True,1248,866,-52,12,-53,2021-10-04T17:30:12,1633357812.487267,2021-10-04T17:30:12
1633357813,85236,True,1249,867,-51,13,-52,2021-10-04T17:30:13,1633357813.086996,2021-10-04T17:30:13
1633357815,775405,True,1250,868,-54,13,-55,2021-10-04T17:30:15,1633357815.777601,2021-10-04T17:30:15
1633357816,365305,True,1251,869,-53,12,-54,2021-10-04T17:30:16,1633357816.36725,2021-10-04T17:30:16
1633357816,985192,True,1252,870,-52,12,-53,2021-10-04T17:30:16,1633357816.986912,2021-10-04T17:30:16
1633357817,565883,True,1253,871,-53,12,-53,2021-10-04T17:30:17,1633357817.567631,2021-10-04T17:30:17
1633357818,155218,True,1254,872,-54,11,-55,2021-10-04T17:30:18,1633357818.156905,2021-10-04T17:30:18
1633357818,755442,True,1255,873,-56,13,-57,2021-10-04T17:30:18,1633357818.758243,2021-10-04T17:30:18
1633357819,355800,True,1256,874,-58,11,-59,2021-10-04T17:30:19,1633357819.359652,2021-10-04T17:30:19
1633357822,35520,True,1257,875,-52,12,-53,2021-10-04T17:30:22,1633357822.037462,2021-10-04T17:30:22
1633357822,635465,True,1258,876,-57,12,-58,2021-10-04T17:30:22,1633357822.63734,2021-10-04T17:30:22
1633357823,215244,True,1259,877,-57,12,-58,2021-10-04T17:30:23,1633357823.217225,2021-10-04T17:30:23
1633357823,815617,True,1260,878,-53,13,-54,2021-10-04T17:30:23,1633357823.817248,2021-10-04T17:30:23
1633357824,415501,True,1261,879,-52,12,-53,2021-10-04T17:30:24,1633357824.417104,2021-10-04T17:30:24
1633357825,35446,True,1262,880,-53,13,-54,2021-10-04T17:30:25,1633357825.037446,2021-10-04T17:30:25
1633357825,635196,True,1263,881,-54,13,-55,2021-10-04T17:30:25,1633357825.636982,2021-10-04T17:30:25
1633357828,355531,True,1264,882,-54,13,-54,2021-10-04T17:30:28,1633357828.357139,2021-10-04T17:30:28
1633357828,955280,True,1265,883,-52,12,-53,2021-10-04T17:30:28,1633357828.956875,2021-10-04T17:30:28
1633357829,565248,True,1266,884,-53,13,-54,2021-10-04T17:30:29,1633357829.56719,2021-10-04T17:30:29
1633357830,175641,True,1267,885,-56,11,-56,2021-10-04T17:30:30,1633357830.179413,2021-10-04T17:30:30
1633357830,756129,True,1268,886,-57,13,-57,2021-10-04T17:30:30,1633357830.760524,2021-10-04T17:30:30
1633357831,365790,True,1269,887,-56,12,-57,2021-10-04T17:30:31,1633357831.369766,2021-10-04T17:30:31
1633357831,965520,True,1270,888,-56,12,-56,2021-10-04T17:30:31,1633357831.969587,2021-10-04T17:30:31
1633357834,665492,True,1271,889,-56,12,-57,2021-10-04T17:30:34,1633357834.667095,2021-10-04T17:30:34
1633357835,275203,True,1272,890,-54,13,-54,2021-10-04T17:30:35,1633357835.276885,2021-10-04T17:30:35
1633357835,855248,True,1273,891,-52,12,-53,2021-10-04T17:30:35,1633357835.856981,2021-10-04T17:30:35
1633357836,435296,True,1274,892,-53,12,-54,2021-10-04T17:30:36,1633357836.437021,2021-10-04T17:30:36
1633357837,55446,True,1275,893,-57,12,-57,2021-10-04T17:30:37,1633357837.057169,2021-10-04T17:30:37
1633357837,655391,True,1276,894,-57,12,-58,2021-10-04T17:30:37,1633357837.657471,2021-10-04T17:30:37
1633357838,245250,True,1277,895,-54,14,-54,2021-10-04T17:30:38,1633357838.246891,2021-10-04T17:30:38
1633357840,955644,True,1278,896,-64,11,-64,2021-10-04T17:30:40,1633357840.959101,2021-10-04T17:30:40
1633357841,535298,True,1279,897,-64,13,-65,2021-10-04T17:30:41,1633357841.539052,2021-10-04T17:30:41
1633357842,115304,True,1280,898,-61,13,-61,2021-10-04T17:30:42,1633357842.118846,2021-10-04T17:30:42
1633357842,715221,True,1281,899,-57,12,-58,2021-10-04T17:30:42,1633357842.719145,2021-10-04T17:30:42
1633357843,315230,True,1282,900,-56,12,-57,2021-10-04T17:30:43,1633357843.31881,2021-10-04T17:30:43
1633357843,895246,True,1283,901,-54,14,-54,2021-10-04T17:30:43,1633357843.898979,2021-10-04T17:30:43
1633357844,495239,True,1284,902,-53,13,-54,2021-10-04T17:30:44,1633357844.499413,2021-10-04T17:30:44
1633357847,185298,True,1285,903,-55,12,-55,2021-10-04T17:30:47,1633357847.187011,2021-10-04T17:30:47
1633357847,785444,True,1286,904,-55,12,-56,2021-10-04T17:30:47,1633357847.787229,2021-10-04T17:30:47
1633357848,365257,True,1287,905,-56,13,-57,2021-10-04T17:30:48,1633357848.367109,2021-10-04T17:30:48
1633357848,945284,True,1288,906,-58,12,-59,2021-10-04T17:30:48,1633357848.947251,2021-10-04T17:30:48
1633357849,545468,True,1289,907,-62,12,-62,2021-10-04T17:30:49,1633357849.547132,2021-10-04T17:30:49
1633357850,125234,True,1290,908,-65,11,-66,2021-10-04T17:30:50,1633357850.126928,2021-10-04T17:30:50
1633357850,705446,True,1291,909,-67,12,-67,2021-10-04T17:30:50,1633357850.707545,2021-10-04T17:30:50
1633357853,955467,True,1292,911,-54,12,-55,2021-10-04T17:30:53,1633357853.957385,2021-10-04T17:30:53
1633357854,555289,True,1293,912,-54,13,-55,2021-10-04T17:30:54,1633357854.557498,2021-10-04T17:30:54
1633357855,165234,True,1294,913,-53,13,-53,2021-10-04T17:30:55,1633357855.168447,2021-10-04T17:30:55
1633357855,745219,True,1295,914,-53,12,-53,2021-10-04T17:30:55,1633357855.746871,2021-10-04T17:30:55
1633357856,325206,True,1296,915,-54,13,-54,2021-10-04T17:30:56,1633357856.327331,2021-10-04T17:30:56
1633357856,905204,True,1297,916,-56,11,-57,2021-10-04T17:30:56,1633357856.906878,2021-10-04T17:30:56
1633357859,615527,True,1298,917,-55,14,-55,2021-10-04T17:30:59,1633357859.617419,2021-10-04T17:30:59
1633357860,235233,True,1299,918,-60,12,-60,2021-10-04T17:31:00,1633357860.23739,2021-10-04T17:31:00
1633357860,815226,True,1300,919,-66,10,-67,2021-10-04T17:31:00,1633357860.816987,2021-10-04T17:31:00
1633357861,395241,True,1301,920,-67,12,-68,2021-10-04T17:31:01,1633357861.397279,2021-10-04T17:31:01
1633357861,985254,True,1302,921,-63,12,-63,2021-10-04T17:31:01,1633357861.986891,2021-10-04T17:31:01
1633357862,575258,True,1303,922,-59,11,-60,2021-10-04T17:31:02,1633357862.577174,2021-10-04T17:31:02
1633357863,195290,True,1304,923,-57,13,-57,2021-10-04T17:31:03,1633357863.197123,2021-10-04T17:31:03
1633357865,875444,True,1305,924,-53,12,-53,2021-10-04T17:31:05,1633357865.877093,2021-10-04T17:31:05
1633357866,465281,True,1306,925,-52,12,-53,2021-10-04T17:31:06,1633357866.467375,2021-10-04T17:31:06
1633357867,65266,True,1307,926,-52,12,-52,2021-10-04T17:31:07,1633357867.067181,2021-10-04T17:31:07
1633357867,645299,True,1308,927,-52,12,-53,2021-10-04T17:31:07,1633357867.647217,2021-10-04T17:31:07
1633357868,225758,True,1309,928,-53,11,-53,2021-10-04T17:31:08,1633357868.227634,2021-10-04T17:31:08
1633357868,805384,True,1310,929,-53,12,-54,2021-10-04T17:31:08,1633357868.807084,2021-10-04T17:31:08
1633357869,395274,True,1311,930,-53,12,-53,2021-10-04T17:31:09,1633357869.397063,2021-10-04T17:31:09
1633357872,85393,True,1312,931,-73,10,-73,2021-10-04T17:31:12,1633357872.087023,2021-10-04T17:31:12
1633357872,685271,True,1313,932,-62,12,-63,2021-10-04T17:31:12,1633357872.686944,2021-10-04T17:31:12
1633357873,275553,True,1314,933,-56,12,-56,2021-10-04T17:31:13,1633357873.277415,2021-10-04T17:31:13
1633357873,885213,True,1315,934,-53,12,-54,2021-10-04T17:31:13,1633357873.886862,2021-10-04T17:31:13
1633357874,475278,True,1316,935,-53,12,-53,2021-10-04T17:31:14,1633357874.477601,2021-10-04T17:31:14
1633357875,65448,True,1317,936,-56,11,-57,2021-10-04T17:31:15,1633357875.06714,2021-10-04T17:31:15
1633357875,675202,True,1318,937,-55,12,-55,2021-10-04T17:31:15,1633357875.676853,2021-10-04T17:31:15
1633357878,365556,True,1319,938,-52,12,-53,2021-10-04T17:31:18,1633357878.367566,2021-10-04T17:31:18
1633357878,945481,True,1320,939,-53,13,-54,2021-10-04T17:31:18,1633357878.947063,2021-10-04T17:31:18
1633357879,545287,True,1321,940,-58,12,-58,2021-10-04T17:31:19,1633357879.547019,2021-10-04T17:31:19
1633357880,165314,True,1322,941,-77,7,-77,2021-10-04T17:31:20,1633357880.167042,2021-10-04T17:31:20
1633357880,755411,True,1323,942,-75,8,-76,2021-10-04T17:31:20,1633357880.757055,2021-10-04T17:31:20
1633357881,345933,True,1324,943,-62,11,-63,2021-10-04T17:31:21,1633357881.347908,2021-10-04T17:31:21
1633357881,925260,True,1325,944,-57,14,-57,2021-10-04T17:31:21,1633357881.927231,2021-10-04T17:31:21
1633357885,165431,True,1326,946,-53,12,-54,2021-10-04T17:31:25,1633357885.167035,2021-10-04T17:31:25
1633357885,745913,True,1327,947,-55,13,-56,2021-10-04T17:31:25,1633357885.747523,2021-10-04T17:31:25
1633357886,325292,True,1328,948,-59,11,-60,2021-10-04T17:31:26,1633357886.327164,2021-10-04T17:31:26
1633357886,905953,True,1329,949,-59,11,-60,2021-10-04T17:31:26,1633357886.907951,2021-10-04T17:31:26
1633357887,485264,True,1330,950,-61,13,-62,2021-10-04T17:31:27,1633357887.487198,2021-10-04T17:31:27
1633357888,105263,True,1331,951,-64,12,-65,2021-10-04T17:31:28,1633357888.106915,2021-10-04T17:31:28
1633357890,795439,True,1332,952,-55,12,-55,2021-10-04T17:31:30,1633357890.797388,2021-10-04T17:31:30
1633357891,395250,True,1333,953,-53,12,-53,2021-10-04T17:31:31,1633357891.396943,2021-10-04T17:31:31
1633357891,995272,True,1334,954,-52,14,-52,2021-10-04T17:31:31,1633357891.997076,2021-10-04T17:31:31
1633357892,575276,True,1335,955,-54,12,-55,2021-10-04T17:31:32,1633357892.57726,2021-10-04T17:31:32
1633357893,165394,True,1336,956,-56,12,-57,2021-10-04T17:31:33,1633357893.167092,2021-10-04T17:31:33
1633357893,755719,True,1337,957,-56,12,-56,2021-10-04T17:31:33,1633357893.757421,2021-10-04T17:31:33
1633357894,335258,True,1338,958,-54,12,-55,2021-10-04T17:31:34,1633357894.337006,2021-10-04T17:31:34
1633357897,15596,True,1339,959,-59,12,-60,2021-10-04T17:31:37,1633357897.017326,2021-10-04T17:31:37
1633357897,596366,True,1340,960,-59,12,-59,2021-10-04T17:31:37,1633357897.598268,2021-10-04T17:31:37
1633357898,195756,True,1341,961,-57,13,-58,2021-10-04T17:31:38,1633357898.197717,2021-10-04T17:31:38
1633357898,785666,True,1342,962,-56,12,-57,2021-10-04T17:31:38,1633357898.788511,2021-10-04T17:31:38
1633357899,365130,True,1343,963,-57,13,-57,2021-10-04T17:31:39,1633357899.366795,2021-10-04T17:31:39
1633357899,945521,True,1344,964,-57,13,-57,2021-10-04T17:31:39,1633357899.948199,2021-10-04T17:31:39
1633357900,555381,True,1345,965,-55,11,-56,2021-10-04T17:31:40,1633357900.557044,2021-10-04T17:31:40
1633357903,845310,True,1346,967,-55,14,-55,2021-10-04T17:31:43,1633357903.846961,2021-10-04T17:31:43
1633357904,426021,True,1347,968,-57,12,-58,2021-10-04T17:31:44,1633357904.427745,2021-10-04T17:31:44
1633357905,35378,True,1348,969,-55,12,-56,2021-10-04T17:31:45,1633357905.037206,2021-10-04T17:31:45
1633357905,645261,True,1349,970,-54,13,-54,2021-10-04T17:31:45,1633357905.646886,2021-10-04T17:31:45
1633357906,245520,True,1350,971,-53,12,-54,2021-10-04T17:31:46,1633357906.247134,2021-10-04T17:31:46
1633357906,825273,True,1351,972,-54,12,-55,2021-10-04T17:31:46,1633357906.826998,2021-10-04T17:31:46
1633357909,515743,True,1352,973,-51,12,-52,2021-10-04T17:31:49,1633357909.517551,2021-10-04T17:31:49
1633357910,115293,True,1353,974,-52,11,-52,2021-10-04T17:31:50,1633357910.117244,2021-10-04T17:31:50
1633357910,705556,True,1354,975,-52,12,-53,2021-10-04T17:31:50,1633357910.70712,2021-10-04T17:31:50
1633357911,285203,True,1355,976,-52,12,-53,2021-10-04T17:31:51,1633357911.286849,2021-10-04T17:31:51
1633357911,875280,True,1356,977,-52,13,-53,2021-10-04T17:31:51,1633357911.877053,2021-10-04T17:31:51
1633357912,475542,True,1357,978,-56,12,-57,2021-10-04T17:31:52,1633357912.478276,2021-10-04T17:31:52
1633357913,55267,True,1358,979,-65,12,-66,2021-10-04T17:31:53,1633357913.056998,2021-10-04T17:31:53
1633357915,745436,True,1359,980,-59,13,-60,2021-10-04T17:31:55,1633357915.747068,2021-10-04T17:31:55
1633357916,336438,True,1360,981,-59,12,-60,2021-10-04T17:31:56,1633357916.338407,2021-10-04T17:31:56
1633357916,927001,True,1361,982,-52,12,-53,2021-10-04T17:31:56,1633357916.928931,2021-10-04T17:31:56
1633357917,515935,True,1362,983,-52,12,-52,2021-10-04T17:31:57,1633357917.51793,2021-10-04T17:31:57
1633357918,105517,True,1363,984,-52,12,-53,2021-10-04T17:31:58,1633357918.107748,2021-10-04T17:31:58
1633357918,685630,True,1364,985,-54,13,-55,2021-10-04T17:31:58,1633357918.687303,2021-10-04T17:31:58
1633357919,275539,True,1365,986,-55,12,-56,2021-10-04T17:31:59,1633357919.277215,2021-10-04T17:31:59
1633357921,955619,True,1366,987,-55,12,-56,2021-10-04T17:32:01,1633357921.957273,2021-10-04T17:32:01
1633357922,535478,True,1367,988,-57,13,-57,2021-10-04T17:32:02,1633357922.537417,2021-10-04T17:32:02
1633357923,125244,True,1368,989,-57,12,-58,2021-10-04T17:32:03,1633357923.12885,2021-10-04T17:32:03
1633357923,726273,True,1369,990,-53,13,-54,2021-10-04T17:32:03,1633357923.727894,2021-10-04T17:32:03
1633357924,305457,True,1370,991,-52,12,-52,2021-10-04T17:32:04,1633357924.307065,2021-10-04T17:32:04
1633357924,896739,True,1371,992,-57,13,-57,2021-10-04T17:32:04,1633357924.898653,2021-10-04T17:32:04
1633357925,475289,True,1372,993,-54,12,-55,2021-10-04T17:32:05,1633357925.476972,2021-10-04T17:32:05
1633357928,195569,True,1373,994,-52,13,-52,2021-10-04T17:32:08,1633357928.199232,2021-10-04T17:32:08
1633357928,795281,True,1374,995,-53,12,-54,2021-10-04T17:32:08,1633357928.796942,2021-10-04T17:32:08
1633357929,375251,True,1375,996,-55,12,-56,2021-10-04T17:32:09,1633357929.376996,2021-10-04T17:32:09
1633357929,955252,True,1376,997,-58,14,-58,2021-10-04T17:32:09,1633357929.956931,2021-10-04T17:32:09
1633357930,555259,True,1377,998,-59,11,-60,2021-10-04T17:32:10,1633357930.556974,2021-10-04T17:32:10
1633357931,135281,True,1378,999,-57,12,-58,2021-10-04T17:32:11,1633357931.13697,2021-10-04T17:32:11
1633357931,725256,True,1379,1000,-55,13,-56,2021-10-04T17:32:11,1633357931.726887,2021-10-04T17:32:11
1633357934,415419,True,1380,1001,-53,12,-54,2021-10-04T17:32:14,1633357934.416994,2021-10-04T17:32:14
1633357934,995418,True,1381,1002,-53,12,-54,2021-10-04T17:32:14,1633357934.997052,2021-10-04T17:32:14
1633357935,575479,True,1382,1003,-58,12,-58,2021-10-04T17:32:15,1633357935.577656,2021-10-04T17:32:15
1633357936,175211,True,1383,1004,-64,12,-64,2021-10-04T17:32:16,1633357936.177083,2021-10-04T17:32:16
1633357936,785296,True,1384,1005,-60,12,-61,2021-10-04T17:32:16,1633357936.787233,2021-10-04T17:32:16
1633357937,365221,True,1385,1006,-53,11,-53,2021-10-04T17:32:17,1633357937.367062,2021-10-04T17:32:17
1633357937,965196,True,1386,1007,-54,13,-54,2021-10-04T17:32:17,1633357937.967164,2021-10-04T17:32:17
1633357941,215256,True,1387,1009,-64,13,-64,2021-10-04T17:32:21,1633357941.216917,2021-10-04T17:32:21
1633357941,805244,True,1388,1010,-59,11,-60,2021-10-04T17:32:21,1633357941.80689,2021-10-04T17:32:21
1633357942,405294,True,1389,1011,-52,12,-52,2021-10-04T17:32:22,1633357942.407305,2021-10-04T17:32:22
1633357942,995279,True,1390,1012,-51,14,-51,2021-10-04T17:32:22,1633357942.997303,2021-10-04T17:32:22
1633357943,605282,True,1391,1013,-50,13,-50,2021-10-04T17:32:23,1633357943.607264,2021-10-04T17:32:23
1633357944,195201,True,1392,1014,-54,14,-54,2021-10-04T17:32:24,1633357944.196811,2021-10-04T17:32:24
1633357946,876273,True,1393,1015,-52,12,-53,2021-10-04T17:32:26,1633357946.877918,2021-10-04T17:32:26
1633357947,465266,True,1394,1016,-53,13,-54,2021-10-04T17:32:27,1633357947.467307,2021-10-04T17:32:27
1633357948,55496,True,1395,1017,-54,12,-55,2021-10-04T17:32:28,1633357948.058145,2021-10-04T17:32:28
1633357948,635251,True,1396,1018,-54,12,-55,2021-10-04T17:32:28,1633357948.637497,2021-10-04T17:32:28
1633357949,215670,True,1397,1019,-54,13,-55,2021-10-04T17:32:29,1633357949.217639,2021-10-04T17:32:29
1633357949,815407,True,1398,1020,-51,12,-52,2021-10-04T17:32:29,1633357949.817176,2021-10-04T17:32:29
1633357950,435493,True,1399,1021,-51,12,-52,2021-10-04T17:32:30,1633357950.437191,2021-10-04T17:32:30
1633357953,705963,True,1400,1023,-56,13,-57,2021-10-04T17:32:33,1633357953.707892,2021-10-04T17:32:33
1633357954,305385,True,1401,1024,-59,13,-60,2021-10-04T17:32:34,1633357954.307282,2021-10-04T17:32:34
1633357954,905255,True,1402,1025,-56,12,-57,2021-10-04T17:32:34,1633357954.906939,2021-10-04T17:32:34
1633357955,505670,True,1403,1026,-54,13,-55,2021-10-04T17:32:35,1633357955.507442,2021-10-04T17:32:35
1633357956,96652,True,1404,1027,-56,11,-56,2021-10-04T17:32:36,1633357956.098283,2021-10-04T17:32:36
1633357956,675280,True,1405,1028,-63,13,-63,2021-10-04T17:32:36,1633357956.676959,2021-10-04T17:32:36
1633357959,395457,True,1406,1029,-56,12,-57,2021-10-04T17:32:39,1633357959.397444,2021-10-04T17:32:39
1633357959,995269,True,1407,1030,-51,13,-52,2021-10-04T17:32:39,1633357959.997292,2021-10-04T17:32:39
1633357960,615208,True,1408,1031,-53,12,-54,2021-10-04T17:32:40,1633357960.617151,2021-10-04T17:32:40
1633357961,195272,True,1409,1032,-54,11,-55,2021-10-04T17:32:41,1633357961.197004,2021-10-04T17:32:41
1633357961,775293,True,1410,1033,-50,11,-51,2021-10-04T17:32:41,1633357961.777173,2021-10-04T17:32:41
1633357962,355297,True,1411,1034,-53,12,-54,2021-10-04T17:32:42,1633357962.357042,2021-10-04T17:32:42
1633357962,965505,True,1412,1035,-60,11,-60,2021-10-04T17:32:42,1633357962.967122,2021-10-04T17:32:42
1633357965,656043,True,1413,1036,-60,12,-61,2021-10-04T17:32:45,1633357965.657694,2021-10-04T17:32:45
1633357966,245413,True,1414,1037,-55,12,-56,2021-10-04T17:32:46,1633357966.247458,2021-10-04T17:32:46
1633357966,845240,True,1415,1038,-53,12,-53,2021-10-04T17:32:46,1633357966.846873,2021-10-04T17:32:46
1633357967,435473,True,1416,1039,-52,12,-53,2021-10-04T17:32:47,1633357967.437167,2021-10-04T17:32:47
1633357968,15422,True,1417,1040,-54,12,-55,2021-10-04T17:32:48,1633357968.01704,2021-10-04T17:32:48
1633357968,615178,True,1418,1041,-59,11,-59,2021-10-04T17:32:48,1633357968.61716,2021-10-04T17:32:48
1633357969,205921,True,1419,1042,-60,13,-60,2021-10-04T17:32:49,1633357969.207488,2021-10-04T17:32:49
1633357971,925786,True,1420,1043,-52,12,-52,2021-10-04T17:32:51,1633357971.92772,2021-10-04T17:32:51
1633357972,515460,True,1421,1044,-54,13,-55,2021-10-04T17:32:52,1633357972.517622,2021-10-04T17:32:52
1633357973,95519,True,1422,1045,-60,13,-60,2021-10-04T17:32:53,1633357973.099046,2021-10-04T17:32:53
1633357973,685313,True,1423,1046,-61,11,-61,2021-10-04T17:32:53,1633357973.688903,2021-10-04T17:32:53
1633357974,285217,True,1424,1047,-58,14,-58,2021-10-04T17:32:54,1633357974.28883,2021-10-04T17:32:54
1633357974,865989,True,1425,1048,-58,12,-59,2021-10-04T17:32:54,1633357974.86953,2021-10-04T17:32:54
1633357975,485184,True,1426,1049,-59,12,-60,2021-10-04T17:32:55,1633357975.487185,2021-10-04T17:32:55
1633357978,215646,True,1427,1050,-55,12,-56,2021-10-04T17:32:58,1633357978.21755,2021-10-04T17:32:58
1633357978,805693,True,1428,1051,-52,12,-53,2021-10-04T17:32:58,1633357978.807307,2021-10-04T17:32:58
1633357979,405204,True,1429,1052,-56,12,-56,2021-10-04T17:32:59,1633357979.407398,2021-10-04T17:32:59
1633357979,985503,True,1430,1053,-60,13,-60,2021-10-04T17:32:59,1633357979.987766,2021-10-04T17:32:59
1633357980,565221,True,1431,1054,-55,12,-55,2021-10-04T17:33:00,1633357980.567231,2021-10-04T17:33:00
1633357981,155528,True,1432,1055,-51,14,-51,2021-10-04T17:33:01,1633357981.15709,2021-10-04T17:33:01
1633357981,755201,True,1433,1056,-53,12,-54,2021-10-04T17:33:01,1633357981.75688,2021-10-04T17:33:01
1633357984,435398,True,1434,1057,-51,12,-51,2021-10-04T17:33:04,1633357984.43716,2021-10-04T17:33:04
1633357985,26469,True,1435,1058,-52,12,-53,2021-10-04T17:33:05,1633357985.028167,2021-10-04T17:33:05
1633357985,615405,True,1436,1059,-56,11,-56,2021-10-04T17:33:05,1633357985.618086,2021-10-04T17:33:05
1633357986,215171,True,1437,1060,-77,7,-78,2021-10-04T17:33:06,1633357986.21689,2021-10-04T17:33:06
1633357986,795161,True,1438,1061,-77,6,-79,2021-10-04T17:33:06,1633357986.797334,2021-10-04T17:33:06
1633357987,395216,True,1439,1062,-51,13,-52,2021-10-04T17:33:07,1633357987.397192,2021-10-04T17:33:07
1633357987,975445,True,1440,1063,-54,12,-55,2021-10-04T17:33:07,1633357987.977139,2021-10-04T17:33:07
1633357990,686034,True,1441,1064,-52,12,-53,2021-10-04T17:33:10,1633357990.687942,2021-10-04T17:33:10
1633357991,276824,True,1442,1065,-52,12,-53,2021-10-04T17:33:11,1633357991.278458,2021-10-04T17:33:11
1633357991,855247,True,1443,1066,-53,12,-54,2021-10-04T17:33:11,1633357991.856973,2021-10-04T17:33:11
1633357992,445257,True,1444,1067,-52,11,-53,2021-10-04T17:33:12,1633357992.449271,2021-10-04T17:33:12
1633357993,25409,True,1445,1068,-51,12,-52,2021-10-04T17:33:13,1633357993.028974,2021-10-04T17:33:13
1633357993,615794,True,1446,1069,-50,12,-51,2021-10-04T17:33:13,1633357993.619321,2021-10-04T17:33:13
1633357994,205218,True,1447,1070,-51,13,-51,2021-10-04T17:33:14,1633357994.20711,2021-10-04T17:33:14
1633357996,935394,True,1448,1071,-52,12,-52,2021-10-04T17:33:16,1633357996.937005,2021-10-04T17:33:16
1633357997,515164,True,1449,1072,-51,12,-52,2021-10-04T17:33:17,1633357997.516885,2021-10-04T17:33:17
1633357998,135714,True,1450,1073,-52,12,-53,2021-10-04T17:33:18,1633357998.137362,2021-10-04T17:33:18
1633357998,715217,True,1451,1074,-57,13,-57,2021-10-04T17:33:18,1633357998.71721,2021-10-04T17:33:18
1633357999,315236,True,1452,1075,-62,10,-63,2021-10-04T17:33:19,1633357999.317307,2021-10-04T17:33:19
1633357999,925636,True,1453,1076,-57,12,-58,2021-10-04T17:33:19,1633357999.927947,2021-10-04T17:33:19
1633358000,525219,True,1454,1077,-53,12,-54,2021-10-04T17:33:20,1633358000.527173,2021-10-04T17:33:20
1633358003,805243,True,1455,1079,-55,12,-56,2021-10-04T17:33:23,1633358003.806865,2021-10-04T17:33:23
1633358004,385235,True,1456,1080,-56,12,-56,2021-10-04T17:33:24,1633358004.387072,2021-10-04T17:33:24
1633358004,965149,True,1457,1081,-54,11,-55,2021-10-04T17:33:24,1633358004.966854,2021-10-04T17:33:24
1633358005,555423,True,1458,1082,-54,14,-54,2021-10-04T17:33:25,1633358005.557008,2021-10-04T17:33:25
