time_s,time_us,time_steady,state,pump_on,pump_on_time_steady,pump_off,pump_off_time_steady,valve_open,valve_open_time_steady,valve_close,valve_close_time_steady,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965234,150300,434577,0,3,387551,236,434551,2,377351,2,387551,27,13,0,1980-01-06T03:07:14,1633357476.4989889,2021-10-04T17:24:36
315965247,150200,447577,0,3,387551,45,447551,2,377351,2,387551,181,13,0,1980-01-06T03:07:27,1633357489.643977,2021-10-04T17:24:49
315965701,545500,901577,0,10,877551,202,883751,5,813351,9,883751,192,13,0,1980-01-06T03:15:01,1633357943.977005,2021-10-04T17:32:23
315965729,545600,929577,0,10,877551,202,883751,5,813351,9,883751,13,13,0,1980-01-06T03:15:29,1633357972.3047118,2021-10-04T17:32:52
315965743,545500,943577,0,10,877551,202,883751,5,813351,9,883751,179,13,0,1980-01-06T03:15:43,1633357985.948824,2021-10-04T17:33:05
315965812,545500,1012577,0,13,966751,42,986151,6,956351,10,966551,229,13,0,1980-01-06T03:16:52,1633358054.6035209,2021-10-04T17:34:14
315966252,67000,1451577,0,72,1430551,141,1430751,9,1360351,17,1430751,63,13,0,1980-01-06T03:24:12,1633358494.628592,2021-10-04T17:41:34
