time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965235,62282,435196,0.0018310546875,7.763999938964844,202,10,0,1980-01-06T03:07:15,1633357479.754381,2021-10-04T17:24:39
315965243,712238,443846,0.003662109375,7.771999835968018,24,10,0,1980-01-06T03:07:23,1633357486.570905,2021-10-04T17:24:46
315965249,569605,449703,0.00274658203125,7.823999881744385,76,10,0,1980-01-06T03:07:29,1633357492.832232,2021-10-04T17:24:52
315965276,206880,476340,nan,nan,48,10,0,1980-01-06T03:07:56,1633357519.4552438,2021-10-04T17:25:19
315965332,107666,532205,0.0018310546875,7.696000099182129,24,10,0,1980-01-06T03:08:52,1633357574.798264,2021-10-04T17:26:14
315965546,74992,745853,0.0018310546875,7.696000099182129,94,10,0,1980-01-06T03:12:26,1633357787.90606,2021-10-04T17:29:47
315965551,894938,751673,0.00457763671875,7.73199987411499,146,10,0,1980-01-06T03:12:31,1633357794.1643958,2021-10-04T17:29:54
315965564,974969,764753,0.00457763671875,7.73199987411499,4,10,0,1980-01-06T03:12:44,1633357807.192376,2021-10-04T17:30:07
315965593,944996,793723,0.00457763671875,7.723999977111816,2,10,0,1980-01-06T03:13:13,1633357836.8750598,2021-10-04T17:30:36
315965649,444053,849183,0.0018310546875,7.739999771118164,228,10,0,1980-01-06T03:14:09,1633357892.339977,2021-10-04T17:31:32
315965718,314077,918053,0.00457763671875,7.691999912261963,56,10,0,1980-01-06T03:15:18,1633357961.0467088,2021-10-04T17:32:41
315965725,546708,925286,0.00457763671875,7.736000061035156,124,10,0,1980-01-06T03:15:25,1633357967.814952,2021-10-04T17:32:47
315965753,313962,953053,0.0018310546875,7.736000061035156,106,10,0,1980-01-06T03:15:53,1633357997.3051488,2021-10-04T17:33:17
315965766,464253,966203,nan,nan,220,10,0,1980-01-06T03:16:06,1633358010.419541,2021-10-04T17:33:30
315965821,959226,1021673,0.0018310546875,7.639999866485596,190,10,0,1980-01-06T03:17:01,1633358063.26014,2021-10-04T17:34:23
315966150,63724,1349496,0.0018310546875,7.5279998779296875,230,10,0,1980-01-06T03:22:30,1633358393.7794929,2021-10-04T17:39:53
315966211,666658,1410886,0.003662109375,7.291999816894531,252,10,0,1980-01-06T03:23:31,1633358453.350905,2021-10-04T17:40:53
315966226,264426,1425483,0.0018310546875,7.251999855041504,126,10,0,1980-01-06T03:23:46,1633358469.313505,2021-10-04T17:41:09
