time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965236,509477,436643,0.00457763671875,7.696000099182129,219,10,1,1980-01-06T03:07:16,1633357479.754381,2021-10-04T17:24:39
315965249,569605,449703,0.0054931640625,7.708000183105469,77,10,1,1980-01-06T03:07:29,1633357492.832232,2021-10-04T17:24:52
315965270,222231,470356,0.00457763671875,7.71999979019165,253,10,1,1980-01-06T03:07:50,1633357513.286885,2021-10-04T17:25:13
315965276,206880,476340,0.00457763671875,7.723999977111816,49,10,1,1980-01-06T03:07:56,1633357519.4552438,2021-10-04T17:25:19
315965298,399614,498533,nan,nan,247,10,1,1980-01-06T03:08:18,1633357541.978389,2021-10-04T17:25:41
315965332,107666,532205,nan,nan,25,10,1,1980-01-06T03:08:52,1633357574.798264,2021-10-04T17:26:14
315965373,285462,573383,0.00457763671875,7.684000015258789,127,10,1,1980-01-06T03:09:33,1633357616.7808359,2021-10-04T17:26:56
315965573,647767,773426,0.0054931640625,7.739999771118164,83,10,1,1980-01-06T03:12:53,1633357817.469241,2021-10-04T17:30:17
315965593,944996,793723,-0.0238037109375,7.671999931335449,3,10,1,1980-01-06T03:13:13,1633357836.8750598,2021-10-04T17:30:36
315965649,444053,849183,-0.0311279296875,7.6519999504089355,229,10,1,1980-01-06T03:14:09,1633357892.339977,2021-10-04T17:31:32
315965725,546708,925286,0.0054931640625,7.631999969482422,125,10,1,1980-01-06T03:15:25,1633357968.3960009,2021-10-04T17:32:48
315965821,959226,1021673,-0.03204345703125,7.5879998207092285,191,10,1,1980-01-06T03:17:01,1633358065.998512,2021-10-04T17:34:25
315965829,261980,1028976,0.00457763671875,7.644000053405762,3,10,1,1980-01-06T03:17:09,1633358072.171928,2021-10-04T17:34:32
315966150,63724,1349496,0.00457763671875,7.4720001220703125,231,10,1,1980-01-06T03:22:30,1633358393.7794929,2021-10-04T17:39:53
315966261,356012,1460575,0.00640869140625,7.271999835968018,177,10,1,1980-01-06T03:24:21,1633358503.8849518,2021-10-04T17:41:43
