time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965238,773000,438557,5,5,25937,25937,387,387,11095,11095,11095,11094,0,0,3355,72,14450,11095,392,0,0,0,0,0,3355,0,0,0,130,11,0,1980-01-06T03:07:18,1633357481.5563328,2021-10-04T17:24:41
315965556,589000,756057,5,5,44823,44823,674,674,19162,19162,19161,19160,0,0,5821,72,24983,19161,679,0,0,0,0,0,5821,0,0,0,5,11,0,1980-01-06T03:12:36,1633357798.622956,2021-10-04T17:29:58
315965624,773000,824173,5,5,48875,48875,736,736,20894,20894,20892,20892,0,0,6348,72,27242,20892,741,0,0,0,0,0,6348,0,0,0,201,11,0,1980-01-06T03:13:44,1633357868.020073,2021-10-04T17:31:08
315965777,419000,976666,5,5,57934,57934,874,874,24762,24762,24760,24760,0,0,7533,72,32295,24760,879,0,0,0,0,0,7533,0,0,0,229,11,0,1980-01-06T03:16:17,1633358018.310853,2021-10-04T17:33:38
315965917,854000,1116962,5,5,750,750,1000,1000,28329,28329,28327,28327,0,0,8625,72,36954,28327,1005,0,0,0,0,0,8625,0,0,0,212,11,0,1980-01-06T03:18:37,1633358158.420825,2021-10-04T17:35:58
