time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965239,419742,439702,-0.625,243,10,5,1980-01-06T03:07:19,1633357481.5563328,2021-10-04T17:24:41
315965259,482490,459774,-2.125,163,10,5,1980-01-06T03:07:39,1633357501.488612,2021-10-04T17:25:01
315965279,619763,479904,-0.6875,83,10,5,1980-01-06T03:07:59,1633357523.266276,2021-10-04T17:25:23
315965388,935593,589175,-0.5,9,10,5,1980-01-06T03:09:48,1633357631.527945,2021-10-04T17:27:11
315965472,397541,672416,-2.9375,223,10,5,1980-01-06T03:11:12,1633357713.595185,2021-10-04T17:28:33
315965555,695016,755616,-5.0625,181,10,5,1980-01-06T03:12:35,1633357798.0219169,2021-10-04T17:29:58
315965568,817805,768753,-5.5625,39,10,5,1980-01-06T03:12:48,1633357811.158232,2021-10-04T17:30:11
315965568,817805,768753,-5.5625,39,10,5,1980-01-06T03:12:48,1633357811.453948,2021-10-04T17:30:11
315965576,885392,776828,-5.75,111,10,5,1980-01-06T03:12:56,1633357818.631093,2021-10-04T17:30:18
315965604,104226,803986,-6.5625,89,10,5,1980-01-06T03:13:24,1633357847.6114209,2021-10-04T17:30:47
315965687,577154,887470,-10.4375,47,10,5,1980-01-06T03:14:47,1633357929.702853,2021-10-04T17:32:09
315965748,4203,947884,-13.0,63,10,5,1980-01-06T03:15:48,1633357991.064208,2021-10-04T17:33:11
315965776,244148,976144,-14.4375,51,10,5,1980-01-06T03:16:16,1633358018.310853,2021-10-04T17:33:38
315965910,54870,1109674,-20.8125,193,10,5,1980-01-06T03:18:30,1633358151.5836918,2021-10-04T17:35:51
315966215,156821,1414600,-36.375,31,10,5,1980-01-06T03:23:35,1633358457.2497358,2021-10-04T17:40:57
315966250,396790,1449754,-38.6875,81,10,5,1980-01-06T03:24:10,1633358491.20644,2021-10-04T17:41:31
315966297,674152,1497055,-41.625,235,10,5,1980-01-06T03:24:57,1633358540.071729,2021-10-04T17:42:20
