time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965210,359891,410634,4.25,242,10,2,1980-01-06T03:06:50,1633357452.286728,2021-10-04T17:24:12
315965244,432066,444705,2.8125,30,10,2,1980-01-06T03:07:24,1633357487.2166119,2021-10-04T17:24:47
315965250,439642,450711,2.5,82,10,2,1980-01-06T03:07:30,1633357494.007933,2021-10-04T17:24:54
315965299,675881,499988,2.125,252,10,2,1980-01-06T03:08:19,1633357542.5277798,2021-10-04T17:25:42
315965340,776335,541017,1.9375,98,10,2,1980-01-06T03:09:00,1633357582.866384,2021-10-04T17:26:22
315965360,858404,561113,1.8125,18,10,2,1980-01-06T03:09:20,1633357604.260969,2021-10-04T17:26:44
315965471,397418,671423,0.125,210,10,2,1980-01-06T03:11:11,1633357713.0582879,2021-10-04T17:28:33
315965554,685008,754610,-1.8125,168,10,2,1980-01-06T03:12:34,1633357797.542796,2021-10-04T17:29:57
315965575,885149,775880,-2.3125,98,10,2,1980-01-06T03:12:55,1633357817.964972,2021-10-04T17:30:17
315965581,895565,781814,-2.5625,150,10,2,1980-01-06T03:13:01,1633357824.2328079,2021-10-04T17:30:24
315965604,104226,803985,-3.0625,86,10,2,1980-01-06T03:13:24,1633357844.88816,2021-10-04T17:30:44
315965650,415312,850373,-5.5,234,10,2,1980-01-06T03:14:10,1633357892.8963568,2021-10-04T17:31:32
315965650,415312,850373,-5.5,234,10,2,1980-01-06T03:14:10,1633357894.4526289,2021-10-04T17:31:34
315965705,647031,905536,-6.6875,204,10,2,1980-01-06T03:15:05,1633357948.4299998,2021-10-04T17:32:28
315965740,924123,940804,-7.875,254,10,2,1980-01-06T03:15:40,1633357982.1129289,2021-10-04T17:33:02
315965740,924123,940804,-7.875,254,10,2,1980-01-06T03:15:40,1633357984.4713929,2021-10-04T17:33:04
315965746,986848,946877,-8.0625,50,10,2,1980-01-06T03:15:46,1633357988.3159719,2021-10-04T17:33:08
315965755,55426,954961,-8.375,122,10,2,1980-01-06T03:15:55,1633357997.943904,2021-10-04T17:33:17
315965775,244418,975207,-9.4375,38,10,2,1980-01-06T03:16:15,1633358017.761229,2021-10-04T17:33:37
315965802,309728,1002164,-10.625,20,10,2,1980-01-06T03:16:42,1633358043.767613,2021-10-04T17:34:03
315965830,512148,1030378,-11.8125,8,10,2,1980-01-06T03:17:10,1633358072.8178608,2021-10-04T17:34:32
315965837,502187,1037369,-12.0625,70,10,2,1980-01-06T03:17:17,1633358079.6327329,2021-10-04T17:34:39
315965895,792248,1095729,-14.4375,66,10,2,1980-01-06T03:18:15,1633358137.8196719,2021-10-04T17:35:37
315966324,797759,1524113,-36.625,214,10,2,1980-01-06T03:25:24,1633358566.673177,2021-10-04T17:42:46
