time_s,time_us,time_steady,dna_temp,heater_is_on,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315968065,652200,3263395,17.81072998046875,0,70,13,0,1980-01-06T03:54:25,1633360305.144908,2021-10-04T18:11:45
315968079,652200,3277395,19.40533447265625,1,222,13,0,1980-01-06T03:54:39,1633360318.3344529,2021-10-04T18:11:58
315968092,652200,3290395,16.64788818359375,0,107,13,0,1980-01-06T03:54:52,1633360331.614248,2021-10-04T18:12:11
315968106,782100,3304395,20.528717041015625,0,4,13,0,1980-01-06T03:55:06,1633360347.1050649,2021-10-04T18:12:27
315968120,782100,3318395,15.25762939453125,1,157,13,0,1980-01-06T03:55:20,1633360360.4238648,2021-10-04T18:12:40
315968133,782100,3331395,20.03338623046875,0,41,13,0,1980-01-06T03:55:33,1633360373.6748729,2021-10-04T18:12:53
315968147,782100,3345395,15.4461669921875,1,194,13,0,1980-01-06T03:55:47,1633360386.884629,2021-10-04T18:13:06
315968160,782100,3358395,19.699676513671875,0,79,13,0,1980-01-06T03:56:00,1633360402.103569,2021-10-04T18:13:22
315968176,782100,3374395,16.9195556640625,1,252,13,0,1980-01-06T03:56:16,1633360415.334048,2021-10-04T18:13:35
315968189,782100,3387395,18.2918701171875,0,138,13,0,1980-01-06T03:56:29,1633360431.353945,2021-10-04T18:13:51
315968203,782100,3401395,20.07489013671875,0,33,13,0,1980-01-06T03:56:43,1633360443.933861,2021-10-04T18:14:03
315968217,782100,3415395,15.4931640625,0,186,13,0,1980-01-06T03:56:57,1633360457.2028089,2021-10-04T18:14:17
315968230,782100,3428395,20.405487060546875,0,71,13,0,1980-01-06T03:57:10,1633360470.4334729,2021-10-04T18:14:30
315968244,782100,3442395,15.399139404296875,1,223,13,0,1980-01-06T03:57:24,1633360483.693708,2021-10-04T18:14:43
315968256,782100,3454395,22.176849365234375,0,98,13,0,1980-01-06T03:57:36,1633360496.9125688,2021-10-04T18:14:56
315968270,782100,3468395,15.77374267578125,1,251,13,0,1980-01-06T03:57:50,1633360509.4722009,2021-10-04T18:15:09
315968283,782100,3481395,18.723968505859375,0,135,13,0,1980-01-06T03:58:03,1633360522.712625,2021-10-04T18:15:22
315968297,782100,3495395,17.545654296875,1,32,13,0,1980-01-06T03:58:17,1633360535.9817438,2021-10-04T18:15:35
315968311,1400,3508395,18.637939453125,0,173,13,0,1980-01-06T03:58:31,1633360551.3841999,2021-10-04T18:15:51
315968325,1400,3522395,18.03021240234375,1,69,13,0,1980-01-06T03:58:45,1633360564.6417449,2021-10-04T18:16:04
315968338,1400,3535395,17.81072998046875,0,210,13,0,1980-01-06T03:58:58,1633360577.851989,2021-10-04T18:16:17
315968352,1400,3549395,19.36309814453125,1,107,13,0,1980-01-06T03:59:12,1633360591.081668,2021-10-04T18:16:31
315968366,1400,3563395,16.693328857421875,0,2,13,0,1980-01-06T03:59:26,1633360604.331285,2021-10-04T18:16:44
315968379,1400,3576395,20.157806396484375,0,144,13,0,1980-01-06T03:59:39,1633360617.603477,2021-10-04T18:16:57
315968393,1400,3590395,15.63372802734375,0,39,13,0,1980-01-06T03:59:53,1633360630.870632,2021-10-04T18:17:10
315968406,178400,3603395,20.733306884765625,0,182,13,0,1980-01-06T04:00:06,1633360646.331305,2021-10-04T18:17:26
315968420,178400,3617395,15.020416259765625,0,76,13,0,1980-01-06T04:00:20,1633360659.5902328,2021-10-04T18:17:39
315968433,178400,3630395,20.24053955078125,0,219,13,0,1980-01-06T04:00:33,1633360672.7700489,2021-10-04T18:17:52
315968446,178400,3643395,15.4931640625,1,104,13,0,1980-01-06T04:00:46,1633360685.930485,2021-10-04T18:18:05
315968460,178400,3657395,19.36309814453125,0,0,13,0,1980-01-06T04:01:00,1633360699.180229,2021-10-04T18:18:19
315968474,178400,3671395,16.3741455078125,1,151,13,0,1980-01-06T04:01:14,1633360712.449584,2021-10-04T18:18:32
315968488,178400,3685395,18.809814453125,0,48,13,0,1980-01-06T04:01:28,1633360725.659492,2021-10-04T18:18:45
315968500,178400,3697395,17.5899658203125,1,178,13,0,1980-01-06T04:01:40,1633360741.141245,2021-10-04T18:19:01
315968514,327100,3711395,17.986419677734375,0,75,13,0,1980-01-06T04:01:54,1633360754.269625,2021-10-04T18:19:14
315968527,327100,3724395,17.766693115234375,1,216,13,0,1980-01-06T04:02:07,1633360766.8790128,2021-10-04T18:19:26
315968541,327100,3738395,16.6024169921875,0,113,13,0,1980-01-06T04:02:21,1633360780.0792248,2021-10-04T18:19:40
315968555,327100,3752395,19.86688232421875,0,7,13,0,1980-01-06T04:02:35,1633360793.878536,2021-10-04T18:19:53
315968569,327100,3766395,15.77374267578125,1,160,13,0,1980-01-06T04:02:49,1633360807.129709,2021-10-04T18:20:07
315968582,327100,3779395,19.531768798828125,0,45,13,0,1980-01-06T04:03:02,1633360820.298285,2021-10-04T18:20:20
315968595,327100,3792395,16.005889892578125,1,187,13,0,1980-01-06T04:03:15,1633360832.948504,2021-10-04T18:20:32
315968608,327100,3805395,18.809814453125,0,72,13,0,1980-01-06T04:03:28,1633360848.358913,2021-10-04T18:20:48
315968622,327100,3819395,17.678436279296875,1,225,13,0,1980-01-06T04:03:42,1633360861.697973,2021-10-04T18:21:01
315968637,327100,3834395,15.0679931640625,1,132,13,0,1980-01-06T04:03:57,1633360875.5783088,2021-10-04T18:21:15
315968649,327100,3846395,19.1512451171875,0,6,13,0,1980-01-06T04:04:09,1633360888.92768,2021-10-04T18:21:28
315968663,327100,3860395,18.5948486328125,1,157,13,0,1980-01-06T04:04:23,1633360902.237321,2021-10-04T18:21:42
315968676,327100,3873395,15.63372802734375,0,44,13,0,1980-01-06T04:04:36,1633360914.9071488,2021-10-04T18:21:54
315968690,327100,3887395,19.82513427734375,0,194,13,0,1980-01-06T04:04:50,1633360928.278365,2021-10-04T18:22:08
315968704,327100,3901395,17.0096435546875,1,91,13,0,1980-01-06T04:05:04,1633360943.8473198,2021-10-04T18:22:23
315968717,327100,3914395,16.964630126953125,0,232,13,0,1980-01-06T04:05:17,1633360957.14652,2021-10-04T18:22:37
315968731,327100,3928395,20.281829833984375,0,129,13,0,1980-01-06T04:05:31,1633360971.08808,2021-10-04T18:22:51
315968745,327100,3942395,15.4461669921875,1,25,13,0,1980-01-06T04:05:45,1633360983.8062449,2021-10-04T18:23:03
315968758,327100,3955395,19.447509765625,0,166,13,0,1980-01-06T04:05:58,1633360997.196136,2021-10-04T18:23:17
315968772,327100,3969395,16.3741455078125,1,63,13,0,1980-01-06T04:06:12,1633361010.595957,2021-10-04T18:23:30
315968786,327100,3983395,17.63421630859375,0,214,13,0,1980-01-06T04:06:26,1633361023.906045,2021-10-04T18:23:43
315968798,327100,3995395,18.76690673828125,1,88,13,0,1980-01-06T04:06:38,1633361039.41656,2021-10-04T18:23:59
315968813,482600,4010395,16.419952392578125,1,251,13,0,1980-01-06T04:06:53,1633361052.70552,2021-10-04T18:24:12
315968827,482600,4024395,15.866790771484375,0,148,13,0,1980-01-06T04:07:07,1633361066.106149,2021-10-04T18:24:26
315968840,482600,4037395,19.950225830078125,1,32,13,0,1980-01-06T04:07:20,1633361079.5251958,2021-10-04T18:24:39
315968853,482600,4050395,14.5411376953125,1,175,13,0,1980-01-06T04:07:33,1633361092.955832,2021-10-04T18:24:52
315968867,482600,4064395,17.501251220703125,0,70,13,0,1980-01-06T04:07:47,1633361105.705509,2021-10-04T18:25:05
315968881,482600,4078395,19.783355712890625,1,223,13,0,1980-01-06T04:08:01,1633361119.0849528,2021-10-04T18:25:19
315968894,482600,4091395,15.54010009765625,1,107,13,0,1980-01-06T04:08:14,1633361132.475153,2021-10-04T18:25:32
315968908,482600,4105395,18.11761474609375,0,4,13,0,1980-01-06T04:08:28,1633361148.14604,2021-10-04T18:25:48
315968922,482600,4119395,18.98089599609375,1,157,13,0,1980-01-06T04:08:42,1633361161.485916,2021-10-04T18:26:01
315968935,482600,4132395,14.250274658203125,1,41,13,0,1980-01-06T04:08:55,1633361174.8147569,2021-10-04T18:26:14
315968949,482600,4146395,18.465301513671875,0,194,13,0,1980-01-06T04:09:09,1633361188.224469,2021-10-04T18:26:28
315968963,482600,4160395,18.76690673828125,1,89,13,0,1980-01-06T04:09:23,1633361201.606113,2021-10-04T18:26:41
315968976,482600,4173395,15.162933349609375,1,232,13,0,1980-01-06T04:09:36,1633361215.004521,2021-10-04T18:26:55
315968990,482600,4187395,16.64788818359375,0,126,13,0,1980-01-06T04:09:50,1633361228.394057,2021-10-04T18:27:08
315969004,482600,4201395,19.10870361328125,1,23,13,0,1980-01-06T04:10:04,1633361243.9749599,2021-10-04T18:27:23
315969018,482600,4215395,14.589385986328125,1,176,13,0,1980-01-06T04:10:18,1633361257.243981,2021-10-04T18:27:37
315964805,854200,8375,9.2056884765625,1,81,13,0,1980-01-06T03:00:05,1633362584.591456,2021-10-04T18:49:44
315964818,854200,21375,20.281829833984375,0,223,13,0,1980-01-06T03:00:18,1633362597.0128238,2021-10-04T18:49:57
315964831,854200,34375,16.144439697265625,0,108,13,0,1980-01-06T03:00:31,1633362612.0908449,2021-10-04T18:50:12
315964847,854200,50375,20.24053955078125,0,25,13,0,1980-01-06T03:00:47,1633362625.782068,2021-10-04T18:50:25
315964860,854200,63375,16.144439697265625,0,168,13,0,1980-01-06T03:01:00,1633362638.640992,2021-10-04T18:50:38
315964873,854200,76375,20.97747802734375,0,52,13,0,1980-01-06T03:01:13,1633362651.070788,2021-10-04T18:50:51
315964886,854200,89375,17.05462646484375,0,193,13,0,1980-01-06T03:01:26,1633362666.150296,2021-10-04T18:51:06
315964912,854200,115375,17.09954833984375,0,221,13,0,1980-01-06T03:01:52,1633362691.560093,2021-10-04T18:51:31
315964926,854200,129375,19.657745361328125,0,132,13,0,1980-01-06T03:02:06,1633362705.210345,2021-10-04T18:51:45
315964940,854200,143375,17.722564697265625,0,41,13,0,1980-01-06T03:02:20,1633362718.860157,2021-10-04T18:51:58
315964954,854200,157375,19.32080078125,1,207,13,0,1980-01-06T03:02:34,1633362731.801476,2021-10-04T18:52:11
315964981,854200,184375,18.938201904296875,1,16,13,0,1980-01-06T03:03:01,1633362760.380208,2021-10-04T18:52:40
315964994,854200,197375,18.98089599609375,0,169,13,0,1980-01-06T03:03:14,1633362773.3892798,2021-10-04T18:52:53
315965010,888500,211375,17.233917236328125,1,80,13,0,1980-01-06T03:03:30,1633362789.040813,2021-10-04T18:53:09
315965027,888500,228375,18.03021240234375,0,27,13,0,1980-01-06T03:03:47,1633362804.6691198,2021-10-04T18:53:24
315965040,888500,241375,18.11761474609375,1,180,13,0,1980-01-06T03:04:00,1633362819.689293,2021-10-04T18:53:39
315965055,888500,256375,18.03021240234375,0,102,13,0,1980-01-06T03:04:15,1633362833.2287169,2021-10-04T18:53:53
315965069,888500,270375,16.419952392578125,1,13,13,0,1980-01-06T03:04:29,1633362848.2488,2021-10-04T18:54:08
315965088,888500,289375,18.11761474609375,0,238,13,0,1980-01-06T03:04:48,1633362863.808765,2021-10-04T18:54:23
315965177,62000,377375,17.63421630859375,0,1,13,0,1980-01-06T03:06:17,1633362953.738405,2021-10-04T18:55:53
315965190,62000,390375,15.304840087890625,0,157,13,0,1980-01-06T03:06:30,1633362966.7364368,2021-10-04T18:56:06
315965256,62000,456375,20.97747802734375,0,172,13,0,1980-01-06T03:07:36,1633363032.5749369,2021-10-04T18:57:12
315965272,62000,472375,18.422027587890625,0,105,13,0,1980-01-06T03:07:52,1633363048.065053,2021-10-04T18:57:28
315965348,919900,549375,16.0521240234375,1,252,13,0,1980-01-06T03:09:08,1633363124.343356,2021-10-04T18:58:44
315965364,919900,565375,21.26043701171875,0,185,13,0,1980-01-06T03:09:24,1633363141.8243809,2021-10-04T18:59:01
315965381,919900,582375,18.465301513671875,0,131,13,0,1980-01-06T03:09:41,1633363158.8128328,2021-10-04T18:59:18
315965395,919900,596375,16.190521240234375,0,40,13,0,1980-01-06T03:09:55,1633363174.362645,2021-10-04T18:59:34
315965410,919900,611375,19.657745361328125,0,218,13,0,1980-01-06T03:10:10,1633363189.3224409,2021-10-04T18:59:49
315965426,919900,627375,20.405487060546875,0,153,13,0,1980-01-06T03:10:26,1633363202.9339519,2021-10-04T19:00:02
315965463,919900,664375,15.9595947265625,1,80,13,0,1980-01-06T03:11:03,1633363240.263185,2021-10-04T19:00:40
315965478,919900,679375,21.05853271484375,0,2,13,0,1980-01-06T03:11:18,1633363257.9019408,2021-10-04T19:00:57
315965496,919900,697375,18.422027587890625,0,215,13,0,1980-01-06T03:11:36,1633363274.950796,2021-10-04T19:01:14
315965518,43700,718375,15.77374267578125,0,209,13,0,1980-01-06T03:11:58,1633363296.570852,2021-10-04T19:01:36
315965535,43700,735375,21.01800537109375,0,155,13,0,1980-01-06T03:12:15,1633363313.540452,2021-10-04T19:01:53
315965554,43700,754375,19.657745361328125,0,124,13,0,1980-01-06T03:12:34,1633363331.7707639,2021-10-04T19:02:11
315965569,43700,769375,17.5899658203125,0,46,13,0,1980-01-06T03:12:49,1633363346.770201,2021-10-04T19:02:26
315965589,43700,789375,15.586944580078125,0,28,13,0,1980-01-06T03:13:09,1633363368.4096599,2021-10-04T19:02:48
