time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965015,217000,215807,191,191,6850,6850,0,0,2515,2515,2515,2515,0,0,1629,34,4144,2515,191,0,1,0,0,0,1628,0,0,0,246,13,0,1980-01-06T03:03:35,1633357258.355156,2021-10-04T17:20:58
315965030,217000,230807,204,204,7334,7334,0,0,2693,2693,2693,2693,0,0,1744,34,4437,2693,204,0,1,0,0,0,1743,0,0,0,168,13,0,1980-01-06T03:03:50,1633357274.595033,2021-10-04T17:21:14
315965045,217000,245807,218,218,7820,7820,0,0,2871,2871,2871,2871,0,0,1860,34,4731,2871,218,0,1,0,0,0,1859,0,0,0,90,13,0,1980-01-06T03:04:05,1633357287.6050198,2021-10-04T17:21:27
315965057,217000,257807,228,228,8207,8207,0,0,3013,3013,3013,3013,0,0,1953,34,4966,3013,228,0,1,0,0,0,1952,0,0,0,232,13,0,1980-01-06T03:04:17,1633357301.23526,2021-10-04T17:21:41
315965069,217000,269807,239,239,8596,8596,0,0,3156,3156,3156,3156,0,0,2045,34,5201,3156,239,0,1,0,0,0,2044,0,0,0,119,13,0,1980-01-06T03:04:29,1633357314.2354,2021-10-04T17:21:54
315965084,217000,284807,253,253,9083,9083,0,0,3334,3334,3334,3334,0,0,2162,34,5496,3334,253,0,1,0,0,0,2161,0,0,0,41,13,0,1980-01-06T03:04:44,1633357327.1770358,2021-10-04T17:22:07
315965099,217000,299807,267,267,9569,9569,0,0,3512,3512,3512,3512,0,0,2278,34,5790,3512,267,0,1,0,0,0,2277,0,0,0,219,13,0,1980-01-06T03:04:59,1633357342.8054118,2021-10-04T17:22:22
315965111,217000,311807,277,277,9956,9956,0,0,3654,3654,3654,3654,0,0,2371,34,6025,3654,277,0,1,0,0,0,2370,0,0,0,105,13,0,1980-01-06T03:05:11,1633357355.825616,2021-10-04T17:22:35
315965126,217000,326807,291,291,10442,10442,0,0,3832,3832,3832,3832,0,0,2487,34,6319,3832,291,0,1,0,0,0,2486,0,0,0,27,13,0,1980-01-06T03:05:26,1633357369.355865,2021-10-04T17:22:49
315965138,217000,338807,302,302,10832,10832,0,0,3975,3975,3975,3975,0,0,2580,34,6555,3975,302,0,1,0,0,0,2579,0,0,0,170,13,0,1980-01-06T03:05:38,1633357382.9665608,2021-10-04T17:23:02
315965153,217000,353807,315,315,11318,11318,0,0,4153,4153,4153,4153,0,0,2697,34,6850,4153,315,0,1,0,0,0,2696,0,0,0,92,13,0,1980-01-06T03:05:53,1633357395.9264169,2021-10-04T17:23:15
315965168,217000,368807,329,329,11804,11804,0,0,4331,4331,4331,4331,0,0,2813,34,7144,4331,329,0,1,0,0,0,2812,0,0,0,14,13,0,1980-01-06T03:06:08,1633357411.066068,2021-10-04T17:23:31
315965180,217000,380807,340,340,12192,12192,0,0,4473,4473,4473,4473,0,0,2906,34,7379,4473,340,0,1,0,0,0,2905,0,0,0,156,13,0,1980-01-06T03:06:20,1633357424.166689,2021-10-04T17:23:44
315965192,217000,392807,350,350,12579,12579,0,0,4615,4615,4615,4615,0,0,2999,34,7614,4615,350,0,1,0,0,0,2998,0,0,0,42,13,0,1980-01-06T03:06:32,1633357437.686513,2021-10-04T17:23:57
315965207,380300,407807,364,364,13065,13065,0,0,4793,4793,4793,4793,0,0,3115,34,7908,4793,364,0,1,0,0,0,3114,0,0,0,220,13,0,1980-01-06T03:06:47,1633357450.716024,2021-10-04T17:24:10
315965222,380300,422807,377,377,13550,13550,0,0,4971,4971,4971,4971,0,0,3231,34,8202,4971,377,0,1,0,0,0,3230,0,0,0,142,13,0,1980-01-06T03:07:02,1633357464.3160648,2021-10-04T17:24:24
315965249,380300,449807,402,402,14426,14426,0,0,5292,5292,5292,5292,0,0,3440,34,8732,5292,402,0,1,0,0,0,3439,0,0,0,207,13,0,1980-01-06T03:07:29,1633357493.046701,2021-10-04T17:24:53
315965264,380300,464807,416,416,14912,14912,0,0,5470,5470,5470,5470,0,0,3556,34,9026,5470,416,0,1,0,0,0,3555,0,0,0,129,13,0,1980-01-06T03:07:44,1633357506.1263049,2021-10-04T17:25:06
315965276,380300,476807,426,426,15299,15299,0,0,5612,5612,5612,5612,0,0,3649,34,9261,5612,426,0,1,0,0,0,3648,0,0,0,15,13,0,1980-01-06T03:07:56,1633357519.706425,2021-10-04T17:25:19
315965288,380300,488807,437,437,15689,15689,0,0,5755,5755,5755,5755,0,0,3742,34,9497,5755,437,0,1,0,0,0,3741,0,0,0,158,13,0,1980-01-06T03:08:08,1633357532.7264159,2021-10-04T17:25:32
315965303,380300,503807,451,451,16176,16176,0,0,5933,5933,5933,5933,0,0,3859,34,9792,5933,451,0,1,0,0,0,3858,0,0,0,80,13,0,1980-01-06T03:08:23,1633357548.416808,2021-10-04T17:25:48
315965318,380300,518807,464,464,16662,16662,0,0,6111,6111,6111,6111,0,0,3976,34,10087,6111,464,0,1,0,0,0,3975,0,0,0,2,13,0,1980-01-06T03:08:38,1633357561.486644,2021-10-04T17:26:01
315965333,380300,533807,478,478,17150,17150,0,0,6289,6289,6289,6289,0,0,4094,34,10383,6289,478,0,1,0,0,0,4093,0,0,0,180,13,0,1980-01-06T03:08:53,1633357575.0667238,2021-10-04T17:26:15
315965345,380300,545807,489,489,17539,17539,0,0,6431,6431,6431,6431,0,0,4188,34,10619,6431,489,0,1,0,0,0,4187,0,0,0,66,13,0,1980-01-06T03:09:05,1633357588.156728,2021-10-04T17:26:28
315965360,380300,560807,502,502,18024,18024,0,0,6609,6609,6609,6609,0,0,4304,34,10913,6609,502,0,1,0,0,0,4303,0,0,0,244,13,0,1980-01-06T03:09:20,1633357603.906821,2021-10-04T17:26:43
315965372,380300,572807,513,513,18412,18412,0,0,6751,6751,6751,6751,0,0,4397,34,11148,6751,513,0,1,0,0,0,4396,0,0,0,130,13,0,1980-01-06T03:09:32,1633357616.996829,2021-10-04T17:26:56
315965387,380300,587807,527,527,18899,18899,0,0,6929,6929,6929,6929,0,0,4514,34,11443,6929,527,0,1,0,0,0,4513,0,0,0,52,13,0,1980-01-06T03:09:47,1633357630.6367319,2021-10-04T17:27:10
315965402,648500,602807,540,540,19384,19384,0,0,7107,7107,7107,7107,0,0,4630,34,11737,7107,540,0,1,0,0,0,4629,0,0,0,230,13,0,1980-01-06T03:10:02,1633357643.7074769,2021-10-04T17:27:23
315965414,648500,614807,551,551,19774,19774,0,0,7250,7250,7250,7250,0,0,4723,34,11973,7250,551,0,1,0,0,0,4722,0,0,0,117,13,0,1980-01-06T03:10:14,1633357657.346773,2021-10-04T17:27:37
315965429,648500,629807,565,565,20261,20261,0,0,7428,7428,7428,7428,0,0,4840,34,12268,7428,565,0,1,0,0,0,4839,0,0,0,39,13,0,1980-01-06T03:10:29,1633357673.087072,2021-10-04T17:27:53
315965441,648500,641807,576,576,20649,20649,0,0,7570,7570,7570,7570,0,0,4933,34,12503,7570,576,0,1,0,0,0,4932,0,0,0,181,13,0,1980-01-06T03:10:41,1633357686.0373769,2021-10-04T17:28:06
315965456,648500,656807,589,589,21134,21134,0,0,7748,7748,7748,7748,0,0,5049,34,12797,7748,589,0,1,0,0,0,5048,0,0,0,103,13,0,1980-01-06T03:10:56,1633357699.0675008,2021-10-04T17:28:19
315965468,648500,668807,600,600,21525,21525,0,0,7891,7891,7891,7891,0,0,5143,34,13034,7891,600,0,1,0,0,0,5142,0,0,0,246,13,0,1980-01-06T03:11:08,1633357712.686956,2021-10-04T17:28:32
315965498,648500,698807,627,627,22496,22496,0,0,8247,8247,8247,8247,0,0,5375,34,13622,8247,627,0,1,0,0,0,5374,0,0,0,90,13,0,1980-01-06T03:11:38,1633357741.387272,2021-10-04T17:29:01
315965510,648500,710807,638,638,22884,22884,0,0,8389,8389,8389,8389,0,0,5468,34,13857,8389,638,0,1,0,0,0,5467,0,0,0,232,13,0,1980-01-06T03:11:50,1633357754.476768,2021-10-04T17:29:14
315965525,648500,725807,651,651,23370,23370,0,0,8567,8567,8567,8567,0,0,5585,34,14152,8567,651,0,1,0,0,0,5584,0,0,0,154,13,0,1980-01-06T03:12:05,1633357768.129024,2021-10-04T17:29:28
315965537,648500,737807,662,662,23758,23758,0,0,8709,8709,8709,8709,0,0,5678,34,14387,8709,662,0,1,0,0,0,5677,0,0,0,40,13,0,1980-01-06T03:12:17,1633357781.2468798,2021-10-04T17:29:41
315965552,648500,752807,676,676,24244,24244,0,0,8887,8887,8887,8887,0,0,5794,34,14681,8887,676,0,1,0,0,0,5793,0,0,0,218,13,0,1980-01-06T03:12:32,1633357794.336889,2021-10-04T17:29:54
315965579,648500,779807,700,700,25120,25120,0,0,9208,9208,9208,9208,0,0,6004,34,15212,9208,700,0,1,0,0,0,6003,0,0,0,27,13,0,1980-01-06T03:12:59,1633357823.2172248,2021-10-04T17:30:23
315965594,648500,794807,714,714,25606,25606,0,0,9386,9386,9386,9386,0,0,6120,34,15506,9386,714,0,1,0,0,0,6119,0,0,0,205,13,0,1980-01-06T03:13:14,1633357836.437021,2021-10-04T17:30:36
315965606,775600,806807,725,725,25994,25994,0,0,9528,9528,9528,9528,0,0,6213,34,15741,9528,725,0,1,0,0,0,6212,0,0,0,91,13,0,1980-01-06T03:13:26,1633357850.1269279,2021-10-04T17:30:50
315965621,775600,821807,738,738,26479,26479,0,0,9706,9706,9706,9706,0,0,6329,34,16035,9706,738,0,1,0,0,0,6328,0,0,0,13,13,0,1980-01-06T03:13:41,1633357863.197121,2021-10-04T17:31:03
315965633,775600,833807,749,749,26869,26869,0,0,9849,9849,9849,9849,0,0,6422,34,16271,9849,749,0,1,0,0,0,6421,0,0,0,156,13,0,1980-01-06T03:13:53,1633357878.367564,2021-10-04T17:31:18
315965648,775600,848807,763,763,27356,27356,0,0,10027,10027,10027,10027,0,0,6539,34,16566,10027,763,0,1,0,0,0,6538,0,0,0,78,13,0,1980-01-06T03:14:08,1633357891.997076,2021-10-04T17:31:31
315965663,775600,863807,776,776,27841,27841,0,0,10205,10205,10205,10205,0,0,6655,34,16860,10205,776,0,1,0,0,0,6654,0,0,0,0,13,0,1980-01-06T03:14:23,1633357905.646884,2021-10-04T17:31:45
315965675,775600,875807,787,787,28229,28229,0,0,10347,10347,10347,10347,0,0,6748,34,17095,10347,787,0,1,0,0,0,6747,0,0,0,142,13,0,1980-01-06T03:14:35,1633357918.687301,2021-10-04T17:31:58
315965690,775600,890807,801,801,28716,28716,0,0,10525,10525,10525,10525,0,0,6865,34,17390,10525,801,0,1,0,0,0,6864,0,0,0,64,13,0,1980-01-06T03:14:50,1633357934.416992,2021-10-04T17:32:14
315965702,775600,902807,811,811,29103,29103,0,0,10667,10667,10667,10667,0,0,6958,34,17625,10667,811,0,1,0,0,0,6957,0,0,0,206,13,0,1980-01-06T03:15:02,1633357947.467305,2021-10-04T17:32:27
315965717,775600,917807,825,825,29589,29589,0,0,10845,10845,10845,10845,0,0,7074,34,17919,10845,825,0,1,0,0,0,7073,0,0,0,128,13,0,1980-01-06T03:15:17,1633357960.6171489,2021-10-04T17:32:40
315965729,775600,929807,836,836,29980,29980,0,0,10988,10988,10988,10988,0,0,7168,34,18156,10988,836,0,1,0,0,0,7167,0,0,0,15,13,0,1980-01-06T03:15:29,1633357974.288828,2021-10-04T17:32:54
315965744,775600,944807,849,849,30465,30465,0,0,11166,11166,11166,11166,0,0,7284,34,18450,11166,849,0,1,0,0,0,7283,0,0,0,193,13,0,1980-01-06T03:15:44,1633357987.397192,2021-10-04T17:33:07
315965774,775600,974807,877,877,31439,31439,0,0,11522,11522,11522,11522,0,0,7518,34,19040,11522,877,0,1,0,0,0,7517,0,0,0,37,13,0,1980-01-06T03:16:14,1633358016.8168728,2021-10-04T17:33:36
315965786,775600,986807,887,887,31826,31826,0,0,11664,11664,11664,11664,0,0,7611,34,19275,11664,887,0,1,0,0,0,7610,0,0,0,179,13,0,1980-01-06T03:16:26,1633358030.407176,2021-10-04T17:33:50
315965801,775600,1001807,901,901,32314,32314,0,0,11842,11842,11842,11842,0,0,7729,34,19571,11842,901,0,1,0,0,0,7728,0,0,0,101,13,0,1980-01-06T03:16:41,1633358043.4366999,2021-10-04T17:34:03
315965813,775600,1013807,912,912,32705,32705,0,0,11985,11985,11985,11985,0,0,7823,34,19808,11985,912,0,1,0,0,0,7822,0,0,0,244,13,0,1980-01-06T03:16:53,1633358059.287257,2021-10-04T17:34:19
315965828,775600,1028807,925,925,33191,33191,0,0,12163,12163,12163,12163,0,0,7940,34,20103,12163,925,0,1,0,0,0,7939,0,0,0,166,13,0,1980-01-06T03:17:08,1633358072.446969,2021-10-04T17:34:32
315965843,775600,1043807,939,939,33677,33677,0,0,12341,12341,12341,12341,0,0,8056,34,20397,12341,939,0,1,0,0,0,8055,0,0,0,88,13,0,1980-01-06T03:17:23,1633358086.676949,2021-10-04T17:34:46
315965858,775600,1058807,952,952,34163,34163,0,0,12519,12519,12519,12519,0,0,8173,34,20692,12519,952,0,1,0,0,0,8172,0,0,0,10,13,0,1980-01-06T03:17:38,1633358099.7168489,2021-10-04T17:34:59
315965870,775600,1070807,963,963,34551,34551,0,0,12661,12661,12661,12661,0,0,8266,34,20927,12661,963,0,1,0,0,0,8265,0,0,0,152,13,0,1980-01-06T03:17:50,1633358112.836652,2021-10-04T17:35:12
315965885,775600,1085807,977,977,35037,35037,0,0,12839,12839,12839,12839,0,0,8382,34,21221,12839,977,0,1,0,0,0,8381,0,0,0,74,13,0,1980-01-06T03:18:05,1633358130.546948,2021-10-04T17:35:30
315965901,46900,1100807,990,990,35523,35523,0,0,13017,13017,13017,13017,0,0,8499,34,21516,13017,990,0,1,0,0,0,8498,0,0,0,252,13,0,1980-01-06T03:18:21,1633358143.697712,2021-10-04T17:35:43
315965913,46900,1112807,1001,1001,35911,35911,0,0,13159,13159,13159,13159,0,0,8592,34,21751,13159,1001,0,1,0,0,0,8591,0,0,0,138,13,0,1980-01-06T03:18:33,1633358157.497141,2021-10-04T17:35:57
315965928,46900,1127807,1015,1015,36397,36397,0,0,13337,13337,13337,13337,0,0,8708,34,22045,13337,1015,0,1,0,0,0,8707,0,0,0,60,13,0,1980-01-06T03:18:48,1633358170.617269,2021-10-04T17:36:10
315965946,46900,1145807,1031,1031,36981,36981,0,0,13551,13551,13551,13551,0,0,8848,34,22399,13551,1031,0,1,0,0,0,8847,0,0,0,18,13,0,1980-01-06T03:19:06,1633358189.058105,2021-10-04T17:36:29
315965961,46900,1160807,1045,1045,37467,37467,0,0,13729,13729,13729,13729,0,0,8964,34,22693,13729,1045,0,1,0,0,0,8963,0,0,0,196,13,0,1980-01-06T03:19:21,1633358202.206717,2021-10-04T17:36:42
315965973,46900,1172807,1056,1056,37856,37856,0,0,13871,13871,13871,13871,0,0,9058,34,22929,13871,1056,0,1,0,0,0,9057,0,0,0,82,13,0,1980-01-06T03:19:33,1633358215.856637,2021-10-04T17:36:55
315965985,46900,1184807,1066,1066,38245,38245,0,0,14014,14014,14014,14014,0,0,9151,34,23165,14014,1066,0,1,0,0,0,9150,0,0,0,225,13,0,1980-01-06T03:19:45,1633358230.306809,2021-10-04T17:37:10
315966003,46900,1202807,1083,1083,38829,38829,0,0,14227,14227,14227,14227,0,0,9292,34,23519,14227,1083,0,1,0,0,0,9291,0,0,0,182,13,0,1980-01-06T03:20:03,1633358243.3864079,2021-10-04T17:37:23
315966015,46900,1214807,1093,1093,39219,39219,0,0,14370,14370,14370,14370,0,0,9386,34,23756,14370,1093,0,1,0,0,0,9385,0,0,0,69,13,0,1980-01-06T03:20:15,1633358259.317241,2021-10-04T17:37:39
315966030,46900,1229807,1107,1107,39705,39705,0,0,14548,14548,14548,14548,0,0,9502,34,24050,14548,1107,0,1,0,0,0,9501,0,0,0,247,13,0,1980-01-06T03:20:30,1633358274.316685,2021-10-04T17:37:54
315966045,46900,1244807,1120,1120,40190,40190,0,0,14726,14726,14726,14726,0,0,9618,34,24344,14726,1120,0,1,0,0,0,9617,0,0,0,169,13,0,1980-01-06T03:20:45,1633358288.157996,2021-10-04T17:38:08
315966060,46900,1259807,1134,1134,40676,40676,0,0,14904,14904,14904,14904,0,0,9734,34,24638,14904,1134,0,1,0,0,0,9733,0,0,0,91,13,0,1980-01-06T03:21:00,1633358301.346477,2021-10-04T17:38:21
315966075,46900,1274807,1148,1148,41162,41162,0,0,15082,15082,15082,15082,0,0,9850,34,24932,15082,1148,0,1,0,0,0,9849,0,0,0,13,13,0,1980-01-06T03:21:15,1633358315.14658,2021-10-04T17:38:35
315966087,46900,1286807,1158,1158,41550,41550,0,0,15224,15224,15224,15224,0,0,9944,34,25168,15224,1158,0,1,0,0,0,9943,0,0,0,155,13,0,1980-01-06T03:21:27,1633358330.5367448,2021-10-04T17:38:50
315966102,46900,1301807,1172,1172,42035,42035,0,0,15402,15402,15402,15402,0,0,10059,34,25461,15402,1172,0,1,0,0,0,10058,0,0,0,77,13,0,1980-01-06T03:21:42,1633358344.2966518,2021-10-04T17:39:04
315966114,46900,1313807,1183,1183,42425,42425,0,0,15545,15545,15545,15545,0,0,10152,34,25697,15545,1183,0,1,0,0,0,10151,0,0,0,220,13,0,1980-01-06T03:21:54,1633358357.5162249,2021-10-04T17:39:17
315966129,46900,1328807,1196,1196,42910,42910,0,0,15723,15723,15723,15723,0,0,10268,34,25991,15723,1196,0,1,0,0,0,10267,0,0,0,142,13,0,1980-01-06T03:22:09,1633358371.146016,2021-10-04T17:39:31
315966144,46900,1343807,1210,1210,43395,43395,0,0,15901,15901,15901,15901,0,0,10383,34,26284,15901,1210,0,1,0,0,0,10382,0,0,0,64,13,0,1980-01-06T03:22:24,1633358387.068668,2021-10-04T17:39:47
315966156,46900,1355807,1221,1221,43784,43784,0,0,16043,16043,16043,16043,0,0,10477,34,26520,16043,1221,0,1,0,0,0,10476,0,0,0,206,13,0,1980-01-06T03:22:36,1633358400.2459998,2021-10-04T17:40:00
315966171,46900,1370807,1234,1234,44269,44269,0,0,16221,16221,16221,16221,0,0,10593,34,26814,16221,1234,0,1,0,0,0,10592,0,0,0,128,13,0,1980-01-06T03:22:51,1633358414.01664,2021-10-04T17:40:14
315966183,46900,1382807,1245,1245,44657,44657,0,0,16363,16363,16363,16363,0,0,10686,34,27049,16363,1245,0,1,0,0,0,10685,0,0,0,14,13,0,1980-01-06T03:23:03,1633358427.156044,2021-10-04T17:40:27
315966198,297000,1397807,1259,1259,45143,45143,0,0,16541,16541,16541,16541,0,0,10802,34,27343,16541,1259,0,1,0,0,0,10801,0,0,0,192,13,0,1980-01-06T03:23:18,1633358440.3676488,2021-10-04T17:40:40
315966213,297000,1412807,1272,1272,45628,45628,0,0,16719,16719,16719,16719,0,0,10918,34,27637,16719,1272,0,1,0,0,0,10917,0,0,0,114,13,0,1980-01-06T03:23:33,1633358456.316412,2021-10-04T17:40:56
315966228,297000,1427807,1286,1286,46113,46113,0,0,16897,16897,16897,16897,0,0,11033,34,27930,16897,1286,0,1,0,0,0,11032,0,0,0,36,13,0,1980-01-06T03:23:48,1633358470.1360009,2021-10-04T17:41:10
315966240,297000,1439807,1297,1297,46503,46503,0,0,17040,17040,17040,17040,0,0,11126,34,28166,17040,1297,0,1,0,0,0,11125,0,0,0,179,13,0,1980-01-06T03:24:00,1633358483.375908,2021-10-04T17:41:23
315966255,297000,1454807,1310,1310,46988,46988,0,0,17218,17218,17218,17218,0,0,11242,34,28460,17218,1310,0,1,0,0,0,11241,0,0,0,101,13,0,1980-01-06T03:24:15,1633358497.2060728,2021-10-04T17:41:37
315966270,297000,1469807,1324,1324,47474,47474,0,0,17396,17396,17396,17396,0,0,11358,34,28754,17396,1324,0,1,0,0,0,11357,0,0,0,23,13,0,1980-01-06T03:24:30,1633358510.4361799,2021-10-04T17:41:50
315966282,297000,1481807,1335,1335,47855,47855,0,0,17534,17534,17534,17534,0,0,11452,34,28986,17534,1335,0,1,0,0,0,11451,0,0,0,161,13,0,1980-01-06T03:24:42,1633358526.4959319,2021-10-04T17:42:06
315966297,297000,1496807,1348,1348,48320,48320,0,0,17702,17702,17702,17702,0,0,11568,34,29270,17702,1348,0,1,0,0,0,11567,0,0,0,73,13,0,1980-01-06T03:24:57,1633358539.1558208,2021-10-04T17:42:19
315966309,297000,1508807,1359,1359,48687,48687,0,0,17833,17833,17833,17833,0,0,11662,34,29495,17833,1359,0,1,0,0,0,11661,0,0,0,204,13,0,1980-01-06T03:25:09,1633358553.086217,2021-10-04T17:42:33
315966324,297000,1523807,1373,1373,49144,49144,0,0,17996,17996,17996,17996,0,0,11779,34,29775,17996,1373,0,1,0,0,0,11778,0,0,0,111,13,0,1980-01-06T03:25:24,1633358565.716157,2021-10-04T17:42:45
315966336,297000,1535807,1383,1383,49508,49508,0,0,18126,18126,18126,18126,0,0,11873,34,29999,18126,1383,0,1,0,0,0,11872,0,0,0,241,13,0,1980-01-06T03:25:36,1633358579.0556998,2021-10-04T17:42:59
