time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965019,49000,220098,-1.379974365234375,7.923999786376953,166,12,0,1980-01-06T03:03:39,1633357262.194969,2021-10-04T17:21:02
315965025,768000,226773,-1.61993408203125,7.888000011444092,1,12,0,1980-01-06T03:03:45,1633357268.9566078,2021-10-04T17:21:08
315965033,130000,234118,-1.629913330078125,7.883999824523926,74,12,0,1980-01-06T03:03:53,1633357275.756832,2021-10-04T17:21:15
315965040,488000,241460,-1.644927978515625,7.880000114440918,173,12,0,1980-01-06T03:04:00,1633357282.5850449,2021-10-04T17:21:22
315965046,567000,247473,-1.889923095703125,7.868000030517578,240,12,0,1980-01-06T03:04:06,1633357288.785476,2021-10-04T17:21:28
315965053,930000,254821,-1.5289306640625,7.880000114440918,48,12,0,1980-01-06T03:04:13,1633357296.205564,2021-10-04T17:21:36
315965060,648000,261500,-1.624969482421875,7.875999927520752,111,12,0,1980-01-06T03:04:20,1633357302.3958719,2021-10-04T17:21:42
315965068,0,268839,-1.38995361328125,7.915999889373779,175,12,0,1980-01-06T03:04:28,1633357309.215761,2021-10-04T17:21:49
315965074,71000,274844,-1.397003173828125,7.915999889373779,229,12,0,1980-01-06T03:04:34,1633357315.405225,2021-10-04T17:21:55
315965081,125000,282192,-1.38299560546875,7.9120001792907715,41,12,0,1980-01-06T03:04:41,1633357324.246152,2021-10-04T17:22:04
315965087,840000,288867,-1.614990234375,7.875999927520752,99,12,0,1980-01-06T03:04:47,1633357331.035529,2021-10-04T17:22:11
315965095,193000,296207,-1.609954833984375,7.880000114440918,167,12,0,1980-01-06T03:04:55,1633357337.8067439,2021-10-04T17:22:17
315965101,266000,302216,-1.66497802734375,7.855999946594238,221,12,0,1980-01-06T03:05:01,1633357344.0064409,2021-10-04T17:22:24
315965108,622000,309561,-1.48992919921875,7.915999889373779,29,12,0,1980-01-06T03:05:08,1633357350.7959049,2021-10-04T17:22:30
315965114,698000,315570,-1.617919921875,7.880000114440918,83,12,0,1980-01-06T03:05:14,1633357357.0056078,2021-10-04T17:22:37
315965122,738000,323580,-1.576995849609375,7.875999927520752,155,12,0,1980-01-06T03:05:22,1633357364.326292,2021-10-04T17:22:44
315965128,806000,329584,-1.566925048828125,7.880000114440918,209,12,0,1980-01-06T03:05:28,1633357371.1257489,2021-10-04T17:22:51
315965136,169000,336930,-1.338958740234375,7.915999889373779,19,12,0,1980-01-06T03:05:36,1633357380.046073,2021-10-04T17:23:00
315965143,535000,344285,-1.629913330078125,7.863999843597412,87,12,0,1980-01-06T03:05:43,1633357386.1863048,2021-10-04T17:23:06
315965149,949000,350966,-1.553924560546875,7.872000217437744,148,12,0,1980-01-06T03:05:49,1633357392.976553,2021-10-04T17:23:12
315965156,664000,357643,-1.5479736328125,7.875999927520752,211,12,0,1980-01-06T03:05:56,1633357399.1860318,2021-10-04T17:23:19
315965163,386000,364326,-1.559967041015625,7.875999927520752,22,12,0,1980-01-06T03:06:03,1633357406.026428,2021-10-04T17:23:26
315965169,524000,370401,-1.529937744140625,7.9039998054504395,101,12,0,1980-01-06T03:06:09,1633357412.816872,2021-10-04T17:23:32
315965176,876000,377741,-3.0,7.584000110626221,214,12,0,1980-01-06T03:06:16,1633357419.136065,2021-10-04T17:23:39
315965184,230000,385084,-2.9058837890625,7.644000053405762,63,12,0,1980-01-06T03:06:24,1633357425.90698,2021-10-04T17:23:45
315965190,307000,391091,-1.563995361328125,7.860000133514404,143,12,0,1980-01-06T03:06:30,1633357432.666769,2021-10-04T17:23:52
315965197,371000,398446,-1.618927001953125,7.8520002365112305,254,12,0,1980-01-06T03:06:37,1633357439.4577239,2021-10-04T17:23:59
315965204,423000,405127,-1.34197998046875,7.895999908447266,79,12,0,1980-01-06T03:06:44,1633357445.6762638,2021-10-04T17:24:05
315965211,784000,412477,-1.303985595703125,7.9039998054504395,148,12,0,1980-01-06T03:06:51,1633357454.5563369,2021-10-04T17:24:14
